LGA_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
LGA50840,79,32,40,48,81,102,79,38,4,508,821,387,303,507,693,831,737,297,90,4661,5,0,3,7,6,19,14,7,0,53,48,43,25,38,103,164,209,135,38,804,0,0,0,0,0,0,0,0,0,0,25,0,11,12,3,5,8,5,0,73,0,0,0,0,0,0,0,0,0,0,101,37,43,71,94,103,122,47,13,632,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,4,0,7,0,11,4,0,3,0,0,0,0,4,4,19,0,0,0,0,0,4,0,0,0,11,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,17,0,0,0,0,0,6,0,0,0,12,9,0,0,0,3,10,23,9,0,60,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,3,6,5,0,22,3,0,0,4,11,28,40,20,4,115
LGA50910,14,14,12,8,17,23,24,12,18,132,169,77,80,99,156,121,151,79,40,974,0,0,0,0,4,0,0,0,0,4,16,6,10,10,35,23,36,33,11,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,23,0,10,19,9,16,17,8,4,102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,8,4,6,4,7,10,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,16,6,0,50
LGA50980,551,267,468,439,305,266,111,43,16,2461,3883,1745,2870,2596,2215,1847,777,229,58,16217,22,14,24,43,50,29,9,0,0,193,108,56,55,119,190,178,132,64,13,916,0,0,0,0,0,0,0,0,0,0,36,12,22,27,25,19,6,5,0,142,0,0,0,0,0,0,0,0,0,0,1014,482,593,603,509,462,235,79,16,3993,7,5,0,0,0,0,4,0,0,23,6,0,0,9,4,7,0,0,0,22,9,3,5,14,10,7,0,0,0,53,0,0,0,0,0,0,4,0,0,7,0,0,5,3,10,5,0,0,0,22,0,0,0,0,0,0,0,0,0,4,6,13,4,7,14,16,12,4,0,81,41,34,25,17,19,13,3,0,0,162,14,10,16,13,9,16,25,12,3,108,0,0,0,3,7,3,0,0,0,11,3,4,8,3,8,0,7,0,0,30,19,5,15,26,31,39,32,11,0,178
LGA51080,52,13,21,11,14,28,21,11,3,181,277,92,141,132,158,170,96,64,14,1142,0,0,0,0,0,0,0,0,0,3,8,4,9,9,24,26,23,11,5,119,0,0,0,0,0,0,0,0,0,0,23,18,14,21,11,11,7,3,0,101,0,0,0,0,0,0,0,0,0,0,32,11,9,28,19,32,13,9,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5,6,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,3,0,8,20,10,7,0,68
LGA51120,16,9,5,9,11,11,23,6,0,92,187,58,98,99,113,150,136,64,19,926,0,0,0,0,0,0,0,0,0,0,25,6,6,17,28,28,41,22,5,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,15,18,18,30,24,7,6,142,4,3,0,0,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,12,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,6,0,0,15,0,0,0,0,5,11,17,5,0,33
LGA51190,528,357,538,484,506,445,335,207,115,3520,5541,3599,4208,4001,4317,4317,3267,1804,874,31920,34,17,53,56,67,46,33,5,0,309,244,169,160,283,578,817,976,666,301,4207,0,0,0,0,0,0,0,0,0,0,96,37,39,55,59,62,71,33,13,465,0,0,0,0,0,0,0,0,0,0,903,548,500,684,810,944,811,457,214,5876,8,8,3,0,4,15,24,25,6,85,17,10,9,13,24,27,21,13,4,150,17,14,16,27,24,27,34,27,8,195,46,23,17,22,11,16,18,5,0,170,0,0,0,6,10,13,12,19,5,74,7,0,3,3,0,0,0,0,0,13,12,6,15,14,11,30,26,11,8,137,40,18,13,27,25,31,22,15,5,195,26,5,9,26,35,67,88,52,22,331,3,9,0,10,9,19,20,11,5,86,12,6,14,16,7,13,12,13,3,97,30,22,24,33,74,120,176,124,68,677
LGA51260,695,352,421,488,494,488,444,287,155,3821,7478,3586,3774,4945,4954,4725,4246,2127,852,36688,53,25,52,90,74,47,41,7,4,386,489,262,161,400,767,1059,1440,1050,343,5981,0,0,0,0,0,0,0,0,0,0,79,50,34,56,84,73,78,58,15,520,0,0,0,0,0,0,0,0,0,0,1055,486,393,704,913,862,840,472,198,5916,39,18,4,28,25,16,35,26,8,208,15,7,3,19,10,11,8,0,0,84,57,41,14,43,45,38,50,14,5,300,11,6,4,4,10,5,4,0,3,49,14,8,0,11,13,14,22,7,4,100,0,0,0,0,0,0,0,0,0,0,13,11,5,12,20,31,31,16,9,142,38,23,25,20,24,25,28,18,6,206,41,17,12,37,50,89,123,66,22,452,0,0,0,5,11,8,11,7,4,42,20,3,5,18,8,20,26,18,11,129,57,37,26,65,108,182,283,210,93,1063
LGA51310,431,252,318,308,307,267,184,139,61,2277,5632,3211,2845,3611,4026,3139,1975,1437,832,26709,47,43,74,123,93,49,30,27,3,482,501,347,135,321,647,558,520,432,235,3693,0,0,0,0,0,0,0,0,0,0,30,20,14,22,35,23,19,12,7,180,0,0,0,0,0,0,0,0,0,0,1399,849,473,660,1042,885,578,451,343,6678,34,12,0,20,15,12,10,8,7,119,140,73,52,71,77,83,68,38,45,645,5,0,6,3,5,0,7,3,0,34,0,0,0,0,0,0,0,4,0,7,10,14,0,12,22,10,8,9,9,87,8,6,11,5,11,3,0,3,0,43,4,11,9,15,26,19,13,11,11,122,27,22,16,30,13,13,19,9,3,146,16,16,6,16,65,52,52,47,32,311,3,0,0,4,6,0,5,3,0,25,8,0,3,4,0,0,0,0,0,19,47,36,14,43,86,111,112,99,52,598
LGA51330,1189,1147,1354,991,863,750,505,341,317,7457,15850,14518,14922,12172,11245,9676,6805,3444,1549,90187,814,776,1067,1184,846,646,527,205,48,6107,386,438,270,409,822,1203,1371,985,375,6266,0,0,0,0,0,0,0,0,0,0,320,283,205,231,262,230,217,119,33,1899,39,29,28,29,16,13,12,7,4,193,2647,2138,1657,2003,2169,2177,1888,1076,456,16204,55,30,31,39,37,38,34,17,3,283,65,44,37,67,68,58,61,24,10,436,30,24,30,42,46,43,28,28,7,275,23,27,14,11,22,13,17,8,0,140,10,17,10,20,23,22,21,18,10,162,67,20,26,51,31,18,10,3,0,232,128,121,124,104,100,110,90,40,22,848,285,219,144,237,168,143,115,48,4,1361,307,194,172,242,239,259,220,131,55,1811,4,10,0,8,17,6,17,3,8,73,40,23,44,14,37,18,40,51,54,310,183,155,104,168,182,235,259,191,65,1537
LGA51400,357,173,179,209,235,159,108,48,11,1479,4152,2216,1873,2476,2654,1908,1294,441,102,17121,10,8,16,28,24,21,7,0,0,111,234,171,100,189,433,469,427,216,46,2283,0,0,0,0,0,0,0,0,0,0,157,58,31,82,71,55,42,3,3,505,0,0,0,0,0,0,0,0,0,3,591,365,244,423,485,386,270,112,23,2894,7,4,0,9,4,0,4,0,0,35,10,5,3,6,15,12,10,7,0,59,5,3,3,4,15,17,7,14,0,66,23,20,6,13,13,8,5,6,0,90,5,4,0,3,9,11,12,14,0,63,7,0,3,5,0,0,0,0,0,14,10,4,0,8,20,16,14,3,0,79,50,20,14,33,32,18,12,7,0,184,59,32,20,24,45,54,39,26,0,304,5,4,0,4,3,5,0,0,0,25,14,8,3,8,7,11,10,3,0,68,22,15,14,31,40,84,70,49,8,335
LGA51470,7,10,4,3,18,8,3,0,0,52,102,45,66,63,84,104,60,25,5,551,0,0,0,0,0,0,0,0,0,0,0,3,3,13,15,16,29,10,10,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,12,14,12,6,4,0,64,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,5,3,0,11,4,0,0,35
LGA51540,192,86,134,139,144,128,65,35,16,938,1125,560,759,711,851,750,487,213,65,5524,16,8,5,18,38,18,10,0,0,118,24,26,20,30,73,99,109,51,15,442,0,0,0,0,0,0,0,0,0,0,12,4,6,4,3,0,4,0,3,37,0,0,0,0,0,0,0,0,0,0,186,122,105,125,192,189,135,72,16,1146,18,16,8,9,14,17,14,4,3,98,0,0,0,4,0,3,0,0,0,11,3,3,3,0,4,10,6,4,3,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,3,4,0,0,21,3,0,0,4,5,4,0,0,0,20,5,0,9,6,0,16,13,4,6,67,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,15,13,4,7,7,6,14,13,13,0,70
LGA51610,57,3,14,34,40,26,11,6,0,197,329,114,108,200,253,199,147,55,12,1416,0,0,0,0,0,6,0,0,0,8,12,12,3,26,53,63,48,17,5,241,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,94,39,31,40,48,36,22,10,0,325,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,8,0,0,20
LGA51680,106,62,58,88,117,94,73,33,8,639,1057,628,469,723,952,800,562,239,36,5474,0,0,0,6,8,3,6,0,0,27,80,68,29,76,153,200,182,94,25,903,0,0,0,0,0,0,0,0,0,0,13,8,5,5,15,4,3,4,0,56,0,0,0,0,0,0,0,0,0,0,223,67,75,111,150,154,104,60,12,948,0,0,0,0,0,0,0,0,0,9,6,0,4,3,4,3,4,0,0,24,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,5,0,19,12,8,3,5,4,8,0,0,0,39,4,0,0,4,13,30,12,11,0,72,0,0,0,0,0,3,0,4,0,15,7,0,0,5,3,4,10,0,0,33,5,6,4,3,10,28,21,16,8,97
LGA51710,32,67,143,91,88,63,27,5,0,512,314,180,315,281,305,269,139,31,6,1842,23,8,18,24,46,42,75,18,4,258,0,0,0,0,16,13,4,5,0,35,0,0,0,0,0,0,0,0,0,0,9,0,0,3,8,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,22,3,14,24,16,21,16,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,18
LGA51750,136,130,156,123,139,135,125,93,51,1087,1596,1474,1133,1038,1318,1191,1088,756,463,10055,25,11,16,34,23,24,24,9,0,160,203,180,80,139,248,284,321,392,202,2038,0,0,0,0,0,0,0,0,0,0,14,21,8,9,19,8,3,3,3,92,0,0,0,0,0,0,0,0,0,0,315,279,184,189,285,244,200,177,84,1955,10,3,0,3,3,5,3,5,5,34,13,21,12,10,21,15,14,9,8,123,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,4,29,3,0,0,4,0,0,0,0,0,9,9,9,0,8,7,8,4,3,0,49,5,12,7,4,5,8,5,4,0,48,12,3,10,12,16,30,27,37,21,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,32,28,16,17,56,45,48,72,41,356
LGA51820,1627,1131,1727,1403,1267,985,649,457,305,9551,20891,13128,16801,16380,14266,10886,6959,3725,1428,104472,210,192,337,458,360,239,212,54,12,2073,866,630,574,953,1613,1826,1765,1046,376,9648,0,0,0,0,0,0,0,0,0,0,358,221,208,268,239,227,129,74,19,1743,14,15,15,11,9,9,6,4,4,84,5854,3712,3496,4275,4386,3817,2978,1671,657,30843,24,10,20,19,19,18,21,6,0,137,200,121,128,218,199,163,132,62,25,1240,68,26,32,64,49,50,53,27,7,381,20,20,10,25,16,15,12,4,0,123,19,22,20,31,43,28,13,13,7,210,31,7,17,19,9,7,9,0,0,101,118,70,98,111,101,107,78,39,12,719,356,167,216,229,203,157,71,21,10,1418,200,92,102,182,205,250,219,149,61,1457,4,0,3,7,14,21,22,14,5,94,24,18,19,33,19,22,11,7,6,162,111,85,105,136,196,263,232,134,69,1335
LGA51860,3,0,4,6,5,8,7,4,0,34,116,48,72,66,76,86,56,22,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,125,108,112,87,116,135,125,66,43,924,1672,1072,985,976,1205,1314,993,423,150,8798,4,0,4,4,5,5,3,0,0,31,63,61,41,80,160,229,299,161,25,1110,0,0,0,0,0,0,0,0,0,0,18,12,4,14,12,21,26,12,0,119,0,0,0,0,0,0,0,0,0,0,216,111,107,160,183,262,234,103,39,1407,7,0,0,5,7,3,9,8,5,44,0,0,0,0,0,3,3,0,0,6,8,3,3,7,0,10,8,7,0,48,0,3,0,4,3,0,0,0,0,8,0,0,0,0,0,4,0,0,4,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,11,0,0,38,0,5,0,0,6,4,13,7,0,36,3,3,3,5,6,18,16,5,0,58,0,0,0,0,6,4,4,0,0,17,0,0,0,0,5,5,6,3,0,24,6,7,5,8,32,35,47,34,11,187
LGA51960,129,66,105,81,88,65,35,7,0,574,831,431,597,487,552,418,217,66,3,3613,0,5,8,11,7,0,0,0,0,34,24,17,22,21,64,91,49,14,3,300,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,9,8,0,0,44,0,0,0,0,0,0,0,0,0,0,52,31,37,43,65,63,46,19,0,363,10,8,3,4,5,4,4,5,0,37,0,0,0,0,0,3,9,0,0,16,8,0,0,5,8,0,8,0,0,25,0,4,4,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,5,0,0,20,5,3,0,0,0,0,5,0,0,14,0,0,0,0,5,10,12,4,0,45,0,0,0,0,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,15,0,0,4,5,5,16,10,0,0,42
LGA52030,18,4,18,17,15,22,18,8,0,109,149,56,97,98,156,233,180,62,12,1038,0,0,0,4,0,0,0,0,0,8,11,0,5,15,21,40,75,35,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,11,3,10,14,21,31,33,17,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,5,0,7,15,10,6,5,56
LGA52100,38,15,13,19,18,10,9,15,3,148,230,98,120,132,142,177,123,87,34,1147,0,0,0,0,0,0,0,0,0,3,25,14,7,31,25,44,58,23,17,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,0,0,0,0,0,23,6,11,14,15,19,23,7,7,119,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,5,5,11,22,11,10,64
LGA52170,121,79,122,76,120,113,80,22,27,750,1340,866,952,834,1133,1072,808,363,224,7594,0,4,11,3,14,6,14,3,0,46,184,142,60,110,194,224,266,216,66,1461,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,5,7,0,29,0,0,0,0,0,0,0,0,0,0,242,206,151,158,218,237,147,86,36,1484,0,0,0,0,0,0,0,0,0,5,21,15,10,6,13,14,8,4,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,3,3,0,30,3,0,0,4,0,0,5,0,0,24,6,8,8,4,15,15,25,12,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,8,12,24,34,35,26,9,186
LGA52240,25,6,18,21,20,24,21,7,0,150,200,63,113,147,143,188,147,63,11,1084,0,0,0,0,3,0,0,0,0,3,18,5,3,19,27,49,44,38,3,205,0,0,0,0,0,0,0,0,0,0,15,3,4,11,7,3,14,3,0,60,0,0,0,0,0,0,0,0,0,0,24,5,10,21,16,12,14,7,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,3,0,0,6,4,0,0,20
LGA52310,20,10,21,16,14,18,21,14,4,151,157,56,95,99,131,138,131,48,11,864,0,0,0,0,0,0,0,0,0,9,0,5,4,5,19,30,42,12,8,123,0,0,0,0,0,0,0,0,0,0,9,0,0,5,4,3,6,3,3,36,0,0,0,0,0,0,0,0,0,0,12,13,8,12,22,19,9,3,0,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,13,0,0,0,0,3,3,8,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,27
LGA52380,14,6,4,4,6,10,14,0,0,57,31,15,24,14,21,51,30,9,0,192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,14,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,14,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8
