LGA_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
LGA52030,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA52100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
LGA52170,0,60,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,17,0,0,129
LGA52240,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
LGA52310,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7
LGA52380,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
LGA52450,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7
LGA52520,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
LGA52590,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,29
LGA52660,0,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,96,10,7,0,0,110
LGA52730,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0,0,0,56
LGA52800,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,42
LGA52870,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,49
LGA52940,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
LGA53010,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
LGA53080,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53150,0,37,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,4,0,0,85
LGA53220,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,3,0,0,45
LGA53290,0,122,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,121,16,4,0,0,139
LGA53360,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,9,0,0,0,11,0,0,0,0,0,0,37,21,12,9,4,80
LGA53430,12,447,0,0,0,0,0,0,0,0,0,0,0,7,69,4,0,0,0,69,42,33,8,0,0,76,6,0,10,0,0,16,6,0,0,0,0,3,121,36,11,0,0,175,0,0,0,0,0,0,12,0,0,0,0,12,61,4,0,0,0,65,8,6,0,0,0,20,0,0,0,0,0,9,0,0,0,0,0,0,87,13,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,3,0,0,0,0,3,467,169,73,10,6,727
LGA53570,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,59,7,8,3,0,77
LGA53640,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA53710,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA53780,17,1173,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,39,55,12,0,0,0,69,7,4,0,0,0,9,0,0,0,0,0,0,102,13,4,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,22,7,3,0,0,0,10,0,4,0,0,0,3,0,0,0,0,0,0,28,5,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,958,242,95,34,17,1346
LGA53800,0,334,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,24,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,336,54,4,0,0,399
LGA53920,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,14,4,3,0,0,19
LGA53990,8,202,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,24,8,3,10,211
LGA54060,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,26
LGA54130,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA54170,5,936,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,26,78,13,5,0,0,89,11,13,13,3,12,51,3,0,0,0,0,7,115,29,17,3,12,178,0,0,0,0,0,0,5,0,0,0,0,5,48,0,0,0,0,50,21,5,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,72,10,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,907,194,74,22,17,1205
LGA54200,6,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,29,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,386,59,15,5,6,466
LGA54280,5,275,0,0,0,0,0,0,3,0,0,0,0,3,36,3,0,0,0,39,27,7,0,0,0,36,5,0,0,0,0,5,0,0,0,0,0,3,74,12,5,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,286,62,12,9,3,369
LGA54310,7,148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,24,6,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,151,44,7,0,3,212
LGA54340,4,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,58
LGA54410,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12
LGA54480,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA54550,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17
LGA54620,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
