LGA_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
LGA54280,829,30,3,0,0,0,0,140,1005,760,167,98,18,0,0,0,140,1176,671,245,217,89,32,8,0,161,1419,288,216,319,132,49,17,12,123,1155,199,180,378,232,101,33,21,145,1286,152,132,363,252,97,25,16,105,1139,118,101,326,257,108,34,25,128,1088,83,97,286,221,114,41,20,95,953,45,49,223,180,89,20,24,79,701,27,30,149,130,64,27,17,39,482,18,13,51,71,38,14,21,32,259,8,14,30,47,41,14,22,26,209,5,6,18,32,18,19,25,18,147,3,5,7,16,15,15,15,14,102,5,12,19,21,16,14,17,22,114,3215,1286,2482,1688,790,283,231,1255,11231,738,19,0,0,0,0,0,130,896,607,155,46,19,5,0,0,119,946,557,268,188,83,21,0,3,148,1273,328,263,358,175,63,13,9,139,1344,178,165,349,183,75,33,19,111,1112,153,122,330,205,95,26,23,111,1067,132,123
LGA54310,402,15,4,0,0,0,0,95,517,440,67,33,9,3,0,0,132,679,596,154,121,37,8,4,0,168,1081,243,162,234,85,25,6,8,148,924,149,100,308,167,45,16,4,164,959,95,77,262,147,50,8,14,149,800,71,58,229,122,47,18,8,106,667,56,47,217,108,51,17,13,104,603,25,32,110,87,38,8,13,59,382,15,9,55,47,22,4,6,45,201,9,4,14,16,9,5,12,14,76,3,0,3,13,4,0,0,8,34,3,0,0,0,6,4,6,8,22,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,4,11,2095,722,1597,839,318,95,87,1204,6958,396,12,4,0,0,0,0,73,484,409,84,33,7,3,0,0,87,617,465,158,118,53,17,6,3,113,934,315,231,273,136,44,18,4,125,1143,126,96,309,162,42,19,10,100,866,107,92,300,169,55,20,17,76,834,93,67
LGA54340,92,5,0,0,0,0,0,13,109,76,21,12,9,0,0,0,10,127,56,13,29,16,6,0,0,8,130,23,22,35,26,18,8,4,4,126,13,16,45,37,12,4,10,6,144,16,15,47,45,15,7,3,9,147,19,14,41,41,21,5,5,9,152,8,7,56,27,23,3,0,3,129,16,14,49,26,16,4,9,3,128,9,7,40,34,9,5,4,0,109,6,6,15,22,14,0,9,8,78,4,0,23,20,13,9,12,6,80,0,0,6,17,9,10,3,7,62,5,5,4,8,9,7,8,0,42,6,0,6,8,4,4,3,9,40,335,140,404,326,167,72,66,97,1608,78,4,0,0,0,0,0,20,99,63,12,8,0,0,0,0,7,95,65,18,28,8,6,3,0,17,141,29,15,28,17,8,0,0,22,118,25,16,33,28,9,3,8,17,133,12,17,32,24,15,8,8,18,131,10,11
LGA54410,25,0,0,0,0,0,0,0,30,14,6,3,0,0,0,0,0,27,12,8,10,8,0,0,0,4,32,7,4,8,4,0,0,0,0,25,4,0,7,10,0,0,0,0,29,6,0,16,5,10,0,3,5,47,4,4,17,11,3,0,0,0,43,8,0,7,11,0,3,0,0,37,3,3,10,16,0,3,0,0,31,0,0,11,19,3,0,0,0,38,4,3,8,10,9,0,0,0,40,0,0,3,10,3,4,0,0,27,0,0,7,4,12,7,0,0,28,0,3,0,6,4,7,4,0,16,0,0,10,8,3,4,0,0,25,88,37,109,120,59,26,14,18,475,23,0,0,0,0,0,0,8,34,9,4,0,0,0,0,0,9,22,13,3,0,4,0,0,0,0,24,8,9,10,5,7,0,0,5,33,8,0,9,4,0,0,0,3,34,4,3,12,5,4,0,0,4,32,3,0
LGA54480,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,8,9,3,0,0,0,0,0,16,3,3,8,9,0,0,0,0,26,4,0,3,8,4,0,0,0,22,0,0,11,4,0,0,0,0,21,0,0,7,4,7,0,0,0,16,0,0,3,6,4,4,0,0,18,0,0,7,4,0,0,0,0,20,0,0,5,9,8,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,51,46,21,5,3,3,176,7,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,14,3,0,9,3,0,0,0,0,21,0,4,10,6,0,0,0,7,25,0,4,3,9,0,0,0,0,19,0,3
LGA54550,33,0,0,0,0,0,0,0,38,27,13,3,4,0,0,0,0,49,18,16,12,6,0,0,0,0,56,8,16,11,10,5,0,0,0,56,9,4,22,14,0,0,0,3,57,13,7,30,20,8,4,0,0,79,15,0,22,24,4,0,4,0,71,10,0,25,24,13,3,0,0,65,0,0,27,18,12,3,0,0,71,4,3,16,22,4,3,0,0,53,0,0,20,15,4,0,0,0,44,0,3,9,12,5,3,0,0,41,0,0,6,12,8,0,3,0,39,0,0,8,9,9,0,7,3,35,0,0,7,8,8,0,0,0,22,132,70,217,205,83,23,21,21,773,26,0,0,0,0,0,0,5,27,24,0,6,0,0,0,0,3,33,17,6,13,6,0,0,0,4,52,15,7,19,18,0,0,0,8,73,5,3,21,12,0,0,0,3,49,5,0,24,14,4,5,0,5,54,10,4
LGA54620,19,0,0,0,0,0,0,0,20,8,5,3,0,0,0,0,0,19,14,8,6,0,0,0,0,0,37,9,0,13,5,0,0,0,0,26,4,4,10,7,0,0,0,3,39,6,0,7,13,0,0,0,0,30,0,4,14,9,4,0,0,0,31,0,6,0,11,10,0,0,0,31,0,5,5,6,6,0,0,0,34,0,0,6,13,3,0,0,0,28,0,0,8,6,3,0,0,0,12,0,0,0,3,6,4,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,67,36,90,75,44,11,6,9,341,10,0,0,0,0,0,0,0,9,8,5,0,0,0,0,0,0,12,13,0,3,0,0,0,0,0,19,7,3,9,3,0,0,0,0,34,3,0,4,4,0,0,0,0,19,6,3,13,6,0,0,0,3,32,0,3
LGA54690,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,3,5,4,0,0,0,0,0,20,0,0,9,6,0,0,0,0,16,0,0,8,4,0,0,0,0,8,0,0,3,3,3,0,0,0,11,0,0,6,0,0,0,0,0,13,0,0,6,7,6,0,0,0,24,0,0,6,0,5,0,0,0,12,0,0,3,3,0,0,0,0,16,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18,10,57,32,20,9,4,5,153,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,3,5,0,0,0,0,0,3,14,0,5,5,0,0,0,0,0,13,0,0,4,6,3,0,0,0,12,0,0,3,3,6,0,0,0,10,0,6
LGA54760,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,4,10,4,0,0,0,0,27,8,8,5,5,0,0,0,0,22,0,5,9,16,0,0,0,0,32,0,3,14,10,0,0,0,0,30,0,4,7,13,0,0,0,0,30,0,4,7,15,0,0,0,0,34,0,4,16,15,6,0,0,0,31,0,0,11,8,6,3,0,0,28,0,0,0,7,3,0,0,0,14,0,0,6,0,3,0,0,0,13,0,0,0,6,3,0,0,0,11,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,30,30,93,89,29,12,8,0,290,4,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,4,16,13,3,0,0,0,0,0,0,13,0,5,10,0,0,0,0,0,19,7,4,10,12,0,0,0,0,27,0,0,9,11,0,0,0,0,28,0,0
LGA54830,778,41,5,0,0,0,0,117,943,688,206,75,19,0,6,0,85,1086,585,305,263,103,27,7,4,94,1381,305,231,336,131,47,17,15,65,1146,191,161,337,188,85,24,16,76,1088,156,130,321,211,104,36,14,92,1062,113,103,270,168,98,35,15,48,863,69,93,240,181,89,30,10,49,757,64,59,234,175,90,21,20,48,701,35,44,221,149,91,32,11,40,622,23,30,130,136,56,25,16,27,437,17,16,78,109,55,28,30,23,357,12,13,46,61,46,26,24,32,264,5,6,36,41,37,17,22,20,172,8,21,35,34,25,11,11,27,173,3043,1470,2629,1696,844,316,216,847,11056,936,22,0,0,0,0,0,137,1103,969,184,74,30,5,0,6,128,1398,861,396,255,88,21,3,5,157,1781,580,478,486,181,75,17,18,149,1984,239,253,496,226,76,32,20,92,1445,231,191,437,230,107,32,27,90,1344,155,166
LGA54900,20,0,0,0,0,0,0,3,23,15,5,9,0,0,0,0,0,21,27,12,5,0,0,0,0,0,47,5,3,16,13,5,0,0,0,34,3,3,19,8,5,3,0,0,42,4,5,12,21,5,0,0,0,48,3,3,17,19,5,0,0,0,53,3,4,15,20,9,3,4,0,57,3,4,10,14,9,4,0,0,39,0,0,11,14,5,0,0,4,40,0,0,5,4,3,5,0,0,19,0,0,5,5,9,0,0,0,21,0,0,4,0,6,0,0,0,12,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,92,42,121,127,62,16,13,17,481,17,0,0,0,0,0,0,0,19,13,6,0,0,0,0,0,0,19,21,10,5,0,0,0,0,4,37,9,12,15,4,3,0,0,7,52,0,0,15,6,8,0,0,6,35,5,0,10,9,5,3,0,4,33,3,4
LGA54970,15,4,0,0,0,0,0,3,24,22,5,3,0,0,0,0,0,45,24,3,3,0,4,0,0,0,36,18,8,0,0,0,8,0,0,33,15,0,4,0,0,0,4,0,28,3,3,3,3,5,0,0,0,29,6,3,4,5,4,5,3,3,30,3,0,8,9,6,0,0,3,35,0,4,4,7,4,0,0,3,17,5,0,3,0,0,0,0,0,14,0,0,7,0,0,0,0,0,9,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,112,36,45,35,23,16,18,26,312,13,0,0,0,0,0,0,3,18,16,0,0,0,0,0,0,7,29,17,7,10,7,0,0,0,6,49,17,4,3,0,7,3,0,5,38,5,0,0,0,0,0,0,0,14,13,3,0,0,0,0,6,3,23,7,4
LGA55040,19,0,0,0,0,0,0,11,29,53,0,8,0,0,0,0,28,89,45,11,16,3,5,0,0,31,117,21,10,9,9,5,3,0,20,75,10,11,16,7,3,0,0,22,67,6,3,18,13,9,3,0,19,70,8,4,12,8,6,3,0,14,55,3,6,11,3,10,7,0,11,55,3,0,8,5,8,0,3,3,32,3,0,0,0,6,3,0,4,23,0,0,4,4,0,0,3,0,13,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,176,45,112,57,49,17,12,165,639,6,0,0,0,0,0,0,5,11,13,3,5,0,0,0,0,10,32,30,11,9,5,0,0,0,22,65,16,8,6,8,0,0,0,13,58,10,3,5,5,5,0,4,4,38,0,7,6,3,0,5,0,9,34,3,6
LGA55110,2017,67,5,4,0,4,0,173,2269,1304,314,148,33,5,0,0,130,1944,824,418,367,140,44,7,0,107,1907,421,354,562,271,94,29,9,108,1851,286,319,788,415,145,44,17,116,2129,242,293,894,514,158,62,34,121,2319,250,281,873,540,228,63,38,110,2383,236,223,913,584,213,66,38,113,2383,222,199,854,591,231,52,33,100,2278,199,169,1056,643,215,60,28,129,2499,130,157,800,606,261,74,23,108,2162,111,112,494,507,311,105,65,111,1808,79,70,309,387,282,104,82,125,1438,63,75,220,268,206,74,73,138,1116,48,73,203,202,140,68,49,170,948,6426,3132,8499,5704,2519,805,499,1847,29438,2091,37,5,0,0,0,0,244,2393,1524,292,126,20,5,0,3,174,2139,988,443,423,139,40,10,6,165,2200,565,527,699,334,96,23,11,135,2386,342,358,814,428,147,47,28,117,2278,296,355,925,499,204,67,42,165,2559,289,349
LGA55180,227,8,4,0,0,0,0,17,255,130,34,16,5,0,0,0,7,192,90,44,30,19,6,0,0,11,196,50,32,72,40,14,10,0,7,228,41,33,120,67,13,12,5,8,303,34,38,103,79,44,12,11,14,327,39,43,129,96,47,12,6,13,380,34,23,117,87,32,15,5,14,324,38,28,114,84,53,8,8,14,350,20,19,100,79,46,15,5,7,285,17,10,63,80,35,15,5,10,236,4,6,36,42,38,17,10,8,169,6,3,16,39,23,18,11,6,129,4,3,15,22,17,12,9,3,93,6,4,19,23,24,8,6,11,100,741,320,949,776,392,159,85,163,3580,205,6,0,0,0,0,0,44,258,129,32,14,7,0,0,0,20,189,84,38,40,17,6,0,0,25,212,47,49,56,37,6,0,0,15,224,33,28,62,49,16,8,3,18,224,38,20,103,63,31,9,10,22,290,33,28
LGA55250,19,4,3,0,0,0,0,5,30,23,6,0,0,0,0,0,3,36,22,6,3,4,4,0,0,13,51,13,6,4,0,3,0,0,7,44,7,6,11,3,0,3,6,10,43,8,4,9,0,5,0,0,12,41,4,4,11,3,9,5,0,13,45,5,3,5,10,11,0,0,3,44,0,0,10,10,9,3,0,4,34,0,0,0,13,0,0,0,5,27,0,0,4,9,3,0,5,0,19,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,108,35,68,56,46,16,25,87,424,13,7,0,0,0,0,0,22,39,4,3,5,0,0,0,0,3,18,17,3,5,6,0,0,0,13,46,18,3,0,3,3,0,0,12,37,0,0,6,6,0,0,4,7,33,7,0,0,0,0,4,3,9,29,6,6
LGA55320,3322,11,3,0,0,0,0,226,3574,3307,63,25,5,0,0,4,152,3558,2118,302,138,39,9,4,0,99,2696,1113,561,589,157,36,3,0,107,2565,684,548,1183,457,87,19,16,115,3114,558,503,1540,652,138,26,12,115,3543,529,507,1624,800,191,41,10,95,3792,487,431,1635,822,233,36,8,110,3760,406,355,1471,846,242,49,21,124,3525,314,297,1279,717,195,48,15,103,2971,196,171,800,580,201,51,16,97,2106,160,109,580,461,258,63,30,84,1749,119,110,432,463,254,94,59,103,1630,102,110,374,387,256,103,67,140,1536,135,159,467,373,230,72,73,193,1707,13551,4245,12141,6759,2331,608,340,1860,41834,2868,12,0,0,0,0,0,329,3211,2930,62,12,6,3,0,0,216,3225,2149,277,80,30,6,0,5,211,2758,1278,657,601,143,40,4,3,151,2873,655,548,1210,429,87,12,9,159,3108,471,491,1493,627,133,25,19,133,3393,461,491
LGA55390,9,0,0,0,0,0,0,0,13,3,6,0,0,0,0,0,0,15,8,4,6,0,0,0,0,0,14,3,6,0,0,0,0,0,0,12,4,0,0,0,3,0,0,0,8,0,0,9,0,4,0,0,0,17,0,0,3,10,5,0,0,8,24,7,5,3,0,0,0,0,0,10,3,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,26,12,14,7,12,8,141,7,0,0,0,0,0,0,3,15,10,4,0,0,0,0,0,0,16,7,3,0,0,0,0,0,4,19,5,0,0,0,0,0,0,0,13,5,5,6,0,0,0,0,0,13,3,0,3,5,3,4,0,0,15,3,0
LGA55460,79,3,4,0,0,0,0,12,94,70,16,0,0,0,0,0,0,86,51,21,21,10,0,0,0,5,99,10,15,19,26,8,0,0,5,92,18,8,36,35,8,0,4,5,114,11,13,37,21,15,5,7,9,116,7,7,37,28,14,3,0,5,101,8,10,42,30,21,4,5,7,116,9,8,32,31,6,3,3,6,90,5,6,33,23,19,0,0,0,87,7,4,3,19,10,3,0,0,53,3,0,7,14,15,4,3,3,53,0,4,0,3,11,9,6,4,37,3,4,0,8,5,11,5,4,35,0,5,0,4,5,4,0,4,22,276,117,284,263,126,43,30,68,1205,78,0,0,0,0,0,0,9,93,64,15,4,5,0,0,0,10,95,53,20,16,4,4,0,0,3,96,28,21,27,20,10,0,0,6,112,16,12,16,24,8,5,6,10,88,15,11,23,28,13,0,3,7,101,13,9
LGA55530,8,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,10,9,8,0,3,0,0,0,0,20,3,0,6,5,0,0,0,0,13,0,0,8,0,3,0,0,0,16,3,0,3,0,0,0,0,0,14,0,0,6,6,0,0,0,0,13,0,0,0,7,3,0,0,0,9,0,0,7,7,0,0,0,0,19,0,4,5,3,0,0,0,0,12,0,0,5,0,0,0,0,0,13,3,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,35,13,39,38,16,6,5,5,162,8,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,3,10,6,0,5,0,0,0,0,0,15,0,3,11,4,0,0,0,0,10,0,0,0,3,0,0,0,0,15,0,5,3,4,0,0,4,0,19,0,0
LGA55600,74,6,0,0,0,0,0,6,87,42,11,3,0,0,0,0,0,60,36,17,17,5,5,0,0,0,81,12,15,22,11,7,4,0,0,72,18,13,24,16,13,7,5,3,90,5,11,28,25,10,0,0,0,89,9,6,25,26,9,3,0,3,87,6,7,23,20,7,5,3,0,71,10,12,28,26,10,4,4,6,93,3,8,24,18,5,0,0,0,55,0,3,11,12,19,6,0,0,56,0,0,3,4,10,0,3,0,27,0,0,0,6,4,0,6,3,25,3,0,3,4,3,3,0,0,17,3,0,3,7,9,3,4,4,28,229,109,227,190,98,37,29,40,950,37,3,0,0,0,0,0,8,53,34,10,4,3,0,0,0,4,56,34,9,6,6,0,0,0,3,62,11,14,22,12,6,0,0,7,64,15,8,21,18,4,0,0,6,71,13,10,29,18,10,0,0,14,85,4,10
LGA55670,28,0,0,0,0,0,0,0,36,9,0,0,4,0,0,0,0,15,11,4,0,3,6,0,0,0,23,3,6,3,0,4,0,0,0,21,3,0,15,4,0,0,0,0,31,0,0,15,8,0,0,5,0,33,0,0,9,14,7,3,0,0,31,4,0,4,7,8,0,0,0,22,0,0,4,10,0,0,0,0,25,0,0,6,0,0,0,0,0,17,0,0,3,7,9,0,3,0,22,0,0,7,3,3,0,0,0,16,0,0,0,0,0,5,0,0,10,0,0,3,6,0,0,0,0,7,0,0,0,0,4,0,0,0,9,67,20,76,72,34,15,10,13,310,15,0,0,0,0,0,0,7,22,11,3,0,0,0,0,0,5,19,11,4,0,4,0,0,0,0,20,8,0,6,6,4,0,4,5,28,3,0,3,5,4,0,0,0,18,0,0,5,7,0,0,0,0,24,0,0
LGA55740,410,0,0,0,0,0,0,29,442,286,6,4,0,0,0,0,15,322,269,18,4,7,0,0,0,31,328,139,55,37,7,0,0,0,23,253,59,38,95,39,5,0,0,19,260,54,34,114,68,23,3,0,12,310,52,51,128,65,18,0,0,21,338,35,35,129,66,16,0,0,13,293,42,34,100,62,21,0,0,17,268,26,37,109,45,20,3,0,15,255,33,12,63,55,17,4,3,11,212,29,16,42,38,12,3,4,8,147,17,9,35,28,16,5,4,16,125,12,10,25,10,15,6,5,16,98,17,12,36,38,17,8,10,30,160,1473,370,909,537,190,34,29,277,3816,326,0,0,0,0,0,0,29,356,236,3,0,0,0,0,0,11,256,259,20,0,0,0,0,0,49,331,194,61,33,8,0,0,0,38,332,72,42,79,35,5,0,4,10,250,46,36,125,61,6,3,0,20,300,56,46
LGA55810,8,4,0,0,0,0,0,5,20,16,6,0,0,0,0,0,6,23,11,8,6,0,0,0,0,0,27,5,3,0,0,3,0,0,0,17,7,0,7,3,0,0,0,0,22,6,0,6,0,5,0,3,4,23,0,0,3,0,0,0,3,0,17,4,0,9,5,7,0,0,4,25,0,0,3,3,0,0,0,0,18,0,0,0,4,0,0,0,0,9,4,0,0,6,3,0,0,0,13,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,61,24,36,28,21,8,14,20,220,6,0,0,0,0,0,0,3,12,3,3,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,7,3,4,7,4,0,0,0,7,17,0,4,4,4,5,3,0,0,17,0,0,5,0,0,4,0,9,15,4,0
LGA55880,6,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,13,10,5,4,0,0,0,0,0,18,5,0,5,6,0,0,0,0,12,0,3,10,4,4,0,0,0,20,0,0,3,5,0,0,3,0,18,0,0,7,7,0,3,0,0,18,0,0,10,5,8,0,0,0,15,0,3,0,0,3,0,0,0,8,0,0,3,5,6,5,0,0,19,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,9,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,33,11,45,34,21,9,0,0,167,7,0,0,0,0,0,0,0,7,11,3,0,0,0,0,0,0,8,7,3,6,0,0,0,0,0,14,0,5,3,3,0,0,0,3,18,4,5,3,3,0,0,0,0,17,0,0,9,0,8,0,0,0,30,0,0
LGA55950,11,0,0,0,0,0,0,6,11,7,0,0,0,0,0,0,0,8,7,0,3,5,0,0,0,0,13,0,0,0,3,0,0,0,0,13,0,5,9,3,4,0,0,0,16,3,3,7,9,0,0,0,0,22,3,0,5,3,4,0,0,0,12,0,0,5,8,4,0,0,0,20,0,5,8,3,0,0,0,0,19,0,0,5,3,8,0,0,0,17,0,0,5,7,0,0,0,0,14,0,0,0,0,4,0,6,0,15,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,37,16,37,52,28,8,5,4,191,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,13,5,0,0,0,0,0,3,19,3,4,8,7,0,0,0,0,17,0,4,4,0,0,0,0,0,10,0,0,8,4,4,0,0,0,13,3,0
