LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA55810,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,45,52,0,0,0,0,4,0,0,0,8,45,30,11,3,86,50,9,106,253,35,16,12,0,66,42,10,137,253,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,38,37,0,0,0,0,0,0,0,6,6,0,0,0,0
LGA55880,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,0,0,0,0,0,0,0,0,0,61,69,11,0,142,51,5,33,231,52,52,11,0,110,55,5,22,190,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,8,9,0,0,0,0,0,0,0,0,0,82,62,15,4,152,54,0,21,225,76,56,14,4,148,62,0,27,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,4,0,0,0,0,3,25,0,0,34,4,0,0,0,3,19,0,0,28,3,0,0,0,6,0,0,4,9,3,5,0,0,4,3,0,0,8,8,6,0,0,13,18,0,9,46,5,6,4,0,19,8,3,0,27,4047,4610,1308,104,10072,2528,251,623,13475,4285,4595,1311,95,10289,2447,250,380,13365,89,24,50,5,162,324,8,40,538,4,0,0,0,5,0,0,0,5,88,29,50,6,168,324,8,40,539,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,3,0,0,16,5,7,0,0,15,6,0,0,22,0,0,0,0,3,10,0,8,19,0,0,0,0,0,0,0,5,4,0,6,0,0
LGA56160,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,7,0,4,0,0,4,0,0,8,15,6,14,0,0,27,13,0,26,60,9,5,6,0,15,6,0,0,21,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,5,3,0,13,5,0,6,23,33,7,14,0,49,107,4,119,287,7,5,4,0,12,0,5,3,24,6,0,0,0,6,5,0,0,5,44,5,16,0,70,110,8,128,316,5,0,0,0,6,9,0,0,22,2088,1733,656,35,4507,1358,131,554,6547,2106,1825,710,43,4693,1337,123,338,6488,64,6,20,3,94,143,7,18,264,5,0,5,0,6,11,0,3,27,72,6,25,3,105,160,7,26,286,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,8,3,0,0,0,6,8,0,4,19,43,4,11,0,58,118,0,56,235,5,0,0,0,12,0,0,4,16,0,0,0,0
LGA56300,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,12,18,0,0,0,0,0,0,0,0,4,0,4,0,0,5,3,0,0,10,6,5,0,0,9,6,0,16,37,0,0,0,0,0,0,0,5,0,204,101,41,6,352,148,21,72,590,239,109,35,4,383,164,15,99,661,0,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,10,0,0,0,0,0,13,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,24,5,7,0,0,5,0,0,12,23,0,0,0,0,0,0,0,3,3,0,0,0,0
LGA56370,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,79,15,3,215,82,4,30,332,91,77,9,0,179,62,3,49,298,8,0,0,0,10,11,0,4,22,0,0,0,0,0,0,0,0,0,8,0,0,0,10,11,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,4,0,18,6,0,0,0,6,6,0,6,19,0,0,0,0,0,0,0,0,0,15,0,0,0,12,42,0,0,53,20,0,0,0,21,42,0,11,78,0,0,5,0,7,3,0,0,4,507,487,216,23,1231,548,43,196,2019,488,400,201,20,1103,522,44,165,1834,20,3,3,0,32,95,0,24,159,0,0,0,0,0,0,0,0,0,20,3,3,0,32,95,0,24,159,0,0,0,0,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,5,0,0,0,0,0,4,0,8,8,0,0,0,0,0,0,0,10,10,3,0,0,0
LGA56580,0,0,38,12,0,31,81,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,102,30,19,7,162,241,41,50,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,6,0,0,3,5,0,7,8,1831,2996,542,99,5470,1407,262,287,7430,1725,2947,465,46,5181,849,172,105,6309,121,80,43,0,254,257,27,15,551,88,75,46,3,215,141,15,9,390,216,157,86,7,468,405,43,27,940,61,23,16,0,108,139,34,16,301,6,0,0,0,7,23,0,3,38,68,18,8,0,91,55,3,13,162,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,6,137,44,32,0,211,222,41,34,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56620,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,3,12,0,28,41,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,24,0,0,0,0,0,0,0,4,4,61,134,72,20,291,66,5,117,480,59,104,72,11,244,59,4,55,360,0,0,0,0,0,9,0,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,15,8,4,0,24,51,4,13,96,13,0,0,0,13,24,0,14,54,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,8,13,7,0,0,17,29,0,14,62,0,7,0,0,8,6,0,6,27,1170,1001,474,24,2666,1107,104,382,4258,1198,972,500,32,2701,1051,104,333,4188,19,7,12,0,47,94,6,37,180,3,0,0,0,0,6,0,0,11,27,10,14,0,50,99,6,37,186,0,3,0,0,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,0,7,0,3,0,0,6,11,0,0,17,6,0,0,0,10,19,4,9,42,0,0,0,0,0,0,0,6,5,0,0,0,0
LGA56790,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,15,0,0,0,15,44,0,9,68,27,0,0,0,24,53,0,503,581,0,0,0,0,0,4,0,6,12,0,0,0,0,3,0,0,0,5,27,0,0,0,34,58,0,503,597,8,3,0,0,7,3,0,6,17,493,283,86,15,875,393,27,684,1976,426,220,69,7,717,294,14,216,1244,22,3,3,0,28,24,3,38,91,9,5,0,0,12,15,0,20,48,29,3,3,0,34,38,3,58,134,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,29,5,0,0,31,16,0,344,391,0,0,0,0,0,0,0,8,14,0,0,0,0
LGA56860,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,30,4,0,63,29,0,12,108,33,20,6,0,57,31,0,19,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,5,0,0,21,32,12,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,205,41,7,384,110,17,44,553,134,184,29,0,348,52,4,12,415,0,0,0,0,3,6,0,0,8,15,10,3,0,33,19,0,4,56,18,10,3,0,33,23,0,4,62,4,0,4,0,14,9,0,0,19,8,0,0,0,7,30,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,23,37,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,19,22,0,0,0,0,0,0,0,0,0,52,48,8,0,111,55,0,35,200,41,32,9,0,90,38,3,36,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,223,117,3355,2728,651,1474,8201,..,..,..,..,..,..,..,..,..,3,0,0,0,3,0,0,0,6,2928,802,299,159,4189,3565,950,1883,10585,4,0,0,0,0,0,0,3,10,0,0,0,0,0,9,0,217,228,3,0,0,0,4,6,0,6,16,9,0,0,0,11,21,0,227,255,11,4,0,0,25,31,4,11,71,3294,1028,357,178,4855,3888,1151,2214,12112,142,95,14,7,258,70,40,23,389,15,8,3,0,27,19,8,8,63,226,159,51,13,447,222,102,34,802,240,166,56,13,474,244,106,42,861,112,60,29,11,211,211,68,42,524,421,115,72,25,645,797,193,153,1782,1134,332,153,47,1662,1693,326,347,4025,1788,541,199,69,2599,2262,448,579,5890,0,0,0,0,0,0,0,0,0,3458,1047,457,155,5114,4966,1029,1119,12228,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,360,360,0,0,0,0
LGA57140,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,160,90,44,4,300,137,11,48,497,152,83,37,3,279,141,3,34,459,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,10,0,0,0,8,3,0,8,16,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,9,9,0,0,0,14,3,0,11,33,10,10,0,0,22,0,0,0,27,665,476,176,17,1336,510,32,183,2055,702,488,162,14,1375,519,49,170,2114,6,4,5,0,11,22,0,0,29,0,0,0,0,0,0,0,0,0,6,4,5,0,11,22,0,0,29,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,14,0,0,0,15,10,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,0,0,23,18,4,23,64,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,171,62,14,0,253,238,23,246,757,20,0,0,0,24,40,0,267,335,0,3,0,0,9,0,0,53,62,4,0,0,0,4,0,0,6,7,24,7,0,0,32,49,0,323,400,5,0,0,0,13,16,0,25,60,1160,1551,355,53,3120,965,156,1248,5485,830,1444,361,47,2684,644,92,526,3944,128,166,63,11,367,251,30,163,808,64,73,23,0,161,70,15,69,313,189,234,87,16,527,319,37,237,1129,61,18,12,0,92,156,10,154,419,32,8,10,4,53,58,6,20,137,20,13,0,0,29,42,4,70,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,40,19,4,176,255,17,247,705,18,6,5,0,23,20,0,324,370,0,0,0,0,0,4,0,100,103,9,3,0,0
LGA57350,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,5,4,0,3,10,138,70,36,3,250,139,7,58,457,116,62,28,0,200,90,5,112,406,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,5,3,0,0,0,11,10,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,10,11,0,7,28,3,0,0,0,3,5,0,5,15,224,147,37,5,407,203,5,108,726,252,173,58,4,491,236,19,95,840,0,0,4,0,4,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,11,0,0,0,0,0,8,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,3,0,0,0,3,14,0,18,34,0,0,0,0,3,0,0,0,3,0,3,0,0
LGA57490,7,0,65,55,5,96,224,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,177,47,88,10,323,595,35,182,1136,43,12,6,0,57,98,9,41,209,0,3,0,0,3,3,0,11,14,9,11,0,0,15,6,0,4,27,50,21,9,0,80,109,9,59,251,14,12,5,0,32,21,6,5,59,11407,15724,5134,385,32655,8719,1114,2740,45225,11695,16239,5969,389,34292,8426,1053,1548,45323,442,114,208,25,788,1326,50,91,2258,116,53,55,8,234,327,22,46,626,558,164,260,34,1017,1653,74,137,2882,162,46,79,6,292,716,39,78,1127,29,12,20,0,64,125,10,14,208,94,16,9,5,122,147,5,41,318,17,0,3,0,17,11,0,3,34,4,14,5,0,21,15,5,0,39,303,87,112,13,518,1011,52,144,1720,54,4,10,0,70,143,3,73,290,0,0,0,0,5,4,0,37,42,17,0,0,0
LGA57630,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,16,0,0,0,20,16,0,13,54,13,0,0,0,13,13,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,25,0,0,0,0,0,0,0,5,5,0,0,0,0
LGA57700,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,0,16,3,0,0,0,4,4,0,0,9,4,4,0,0,7,0,0,4,11,3,0,0,0,3,0,0,0,5,11,6,0,0,14,4,0,9,26,5,15,7,0,20,3,0,0,25,2506,3711,833,74,7127,1102,165,457,8853,2678,4483,1103,80,8350,1422,193,326,10290,13,16,16,0,39,40,3,9,82,0,0,0,0,0,0,0,0,0,13,16,16,0,39,40,3,9,82,4,0,0,0,4,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,7,0,0,21,10,0,0,0,11,24,0,0,35,50,3,7,0,53,40,0,10,107,0,4,0,0,4,0,0,0,3,0,0,3,0
