LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA58260,84,59,15,0,157,70,5,15,248,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,58,17,0,164,78,4,20,269,69,52,22,4,141,58,0,19,223,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0
LGA58330,635,431,155,8,1225,334,28,114,1701,7,6,0,0,10,12,0,0,20,0,0,0,0,0,0,0,0,0,7,3,0,0,11,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,4,0,10,16,0,6,39,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,13,22,0,6,42,0,0,0,0,0,0,0,0,0,645,438,155,8,1250,368,27,128,1775,687,384,142,8,1219,417,38,160,1830,3,0,0,0,4,11,0,6,21,3,0,0,0,3,0,0,0,3,6,0,0,0,3,11,0,6,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA58400,49,31,9,0,92,37,3,5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,31,9,0,96,45,3,11,153,53,18,9,3,83,54,3,28,163,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,16,18,18,0,52,19,0,16,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,0,0,0,0,0,0,0,3,3,16,18,18,0,52,23,0,22,96,12,15,16,0,41,10,4,20,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,1928,1926,645,182,4681,1868,584,362,7492,543,306,178,66,1092,781,235,132,2234,227,140,48,36,451,203,105,96,855,767,451,227,97,1539,985,337,231,3093,274,129,56,28,484,760,84,106,1440,153,57,25,20,245,267,52,128,696,367,111,46,19,538,541,91,188,1364,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,796,294,128,62,1282,1562,230,419,3494,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,3,0,0,9,0,0,0,14,0,4,0,0,0,3,0,0,13,3495,2676,998,344,7513,4424,1149,1016,14106,2072,2080,634,161,4944,1766,612,485,7807,576,411,193,73,1256,917,213,213,2590,365,217,72,47,700,402,163,84,1345,946,628,261,115,1948,1320,374,289,3939,198,102,37,21,357,404,60,91,910,169,66,16,20,278,274,41,108,704,376,118
LGA58540,96,103,16,4,218,101,14,19,353,0,3,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,9,14,0,0,0,0,0,0,0,0,0,101,109,16,4,225,110,14,30,375,106,107,16,4,228,98,7,23,352,0,0,0,0,4,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,1894,2280,569,117,4861,1677,687,392,7622,208,118,67,19,411,404,143,103,1064,487,220,84,33,823,433,189,166,1611,692,341,150,46,1230,840,329,273,2677,279,78,48,23,434,585,119,146,1277,358,51,27,23,457,555,143,184,1336,219,32,19,15,292,452,93,117,954,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,5,857,164,97,58,1177,1595,348,452,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,16,9,0,0,24,17,0,4,49,16,9,0,0,24,17,0,46,96,5,0,0,0,10,5,0,0,14,3465,2792,822,229,7303,4130,1372,1164,13970,1763,2343,551,105,4756,1475,620,377,7228,291,214,78,16,598,468,122,101,1288,566,296,113,28,1002,459,214,140,1810,859,500,186,44,1599,924,339,240,3102,304,60,30,8,408,480,86,142,1117,376,73,35,19,502,626,141,227,1490,430,79
LGA58610,232,187,59,5,485,178,10,17,694,6,0,0,0,6,37,3,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,6,37,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,0,4,15,0,0,0,0,0,0,0,0,0,242,187,60,5,497,217,14,25,754,240,148,67,3,459,188,17,71,737,4,0,3,0,9,34,0,5,47,0,0,0,0,0,0,0,0,0,4,0,3,0,9,34,0,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,68,57,6,0,131,25,0,9,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,67,57,6,0,141,28,0,8,175,61,45,9,0,123,31,0,16,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,11433,20439,5459,496,37820,6290,1056,1781,46955,834,513,311,35,1699,1126,85,123,3037,182,170,63,11,420,130,22,53,620,1017,684,372,43,2115,1258,107,176,3658,159,65,89,15,327,425,27,61,843,0,0,0,0,0,0,0,0,0,18,3,0,0,28,17,0,0,42,..,..,..,..,..,..,..,..,..,27,21,20,3,70,57,3,11,138,207,90,107,15,419,498,30,72,1016,79,7,0,0,88,179,0,65,334,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,78,9,0,0,87,183,0,70,346,0,0,0,0,0,0,0,0,4,12731,21222,5943,553,40448,8232,1197,2105,51979,13402,24813,6796,605,45624,7864,1396,2707,57584,1465,997,756,77,3289,2120,190,333,5928,141,149,105,15,405,199,34,70,716,1606,1140,860,94,3697,2319,225,400,6644,14,12,11,0,33,37,3,29,107,12,10,0,0,23,12,0,6,44,4,0
LGA58820,412,382,135,9,937,263,15,38,1258,13,5,7,0,30,61,0,0,86,0,0,0,0,0,0,0,0,0,18,5,7,0,29,61,0,0,91,4,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,0,11,4,0,0,0,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,17,0,5,23,0,0,0,0,0,0,0,0,0,440,393,141,9,977,340,17,49,1385,439,413,141,9,1004,297,23,120,1437,8,0,8,0,15,10,0,14,42,0,0,0,0,0,0,0,0,0,8,0,8,0,22,10,0,14,45,11,5,6,0,22,38,0,5,64,0,0,0,0,0,0,0,0,5,0,0
LGA58890,131,101,13,0,243,83,4,17,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,9,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,4,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,131,109,19,0,256,88,0,15,366,120,78,18,4,214,106,7,32,355,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,33,28,3,0,63,32,6,5,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,3,0,63,32,6,8,103,31,20,0,0,59,21,0,14,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,94,81,34,0,208,66,4,10,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,93,81,33,0,209,77,4,12,299,95,73,16,0,179,78,8,22,282,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA59170,142,100,24,0,262,76,6,13,361,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,4,0,0,4,0,0,6,7,0,0,0,0,0,0,0,0,0,148,97,25,0,271,89,6,12,381,132,102,25,0,261,72,8,27,366,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59250,19,24,20,0,64,15,0,20,103,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,5,3,0,4,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,4,0,5,4,0,0,14,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,0,0,0,0,0,0,0,34,38,23,31,24,0,78,26,3,63,175,21,18,22,8,55,28,4,30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,159,150,42,4,356,134,10,19,518,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,8,32,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,9,0,0,8,32,0,3,40,0,0,0,0,0,6,0,12,18,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,8,4,0,0,0,9,9,0,12,28,0,0,0,0,0,0,0,0,0,168,155,45,4,376,172,12,32,596,165,142,44,8,352,159,20,23,549,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59320,45,50,18,0,112,35,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,50,50,16,0,118,38,0,4,155,49,45,10,0,110,38,3,13,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,62,47,15,0,126,66,3,24,230,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,62,47,15,0,126,87,9,25,244,64,37,8,0,111,94,6,41,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,413,541,240,34,1235,282,96,144,1755,32,24,14,0,71,52,6,24,154,8,3,0,0,7,12,0,0,24,34,28,14,0,76,63,11,33,177,30,14,7,0,50,46,5,22,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,30,14,7,0,50,45,5,24,120,137,29,7,0,169,126,17,960,1266,6,0,0,0,12,15,3,202,237,17,17,0,0,27,14,0,5,54,153,42,15,0,210,157,16,1172,1559,8,3,0,0,15,3,0,71,88,640,628,279,35,1581,558,132,1437,3705,381,524,231,29,1171,272,75,244,1757,45,16,34,5,99,69,12,56,233,9,3,0,0,15,9,3,11,36,50,18,36,5,112,83,17,67,273,24,6,10,0,37,39,14,28,114,0,0,0,0,0,0,0,0,0,0,0
LGA59350,17,17,11,0,39,9,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,4,4,16,17,11,0,37,17,0,25,77,15,13,3,3,33,22,0,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,130,145,37,0,313,114,3,38,465,5,3,7,0,11,25,0,8,46,0,0,0,0,0,0,0,0,0,5,3,7,0,11,25,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,3,0,19,18,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,4,3,0,0,0,4,4,0,18,29,0,0,0,0,4,0,0,3,7,135,149,44,0,332,142,9,72,550,124,81,39,0,253,123,10,48,434,0,0,0,0,0,10,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59370,475,330,118,8,933,307,26,61,1318,4,0,3,0,10,24,0,0,36,6,0,0,0,9,0,0,0,11,12,3,3,0,17,25,0,0,49,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,14,0,0,0,0,0,3,0,10,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0,3,5,0,10,17,4,0,0,0,4,0,0,0,4,496,335,124,8,952,347,27,68,1397,489,285,126,7,909,356,29,140,1428,10,0,0,0,17,26,0,3,46,4,0,0,0,4,0,0,0,5,15,0,0,0,18,25,0,3,45,6,0,0,0,6,20,0,10,35,0,0,0,0,0,0,0,0,0,0,0
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
