LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA54170,10,3,3,0,0,22,28,7,3,0,3,42,306,62,27,8,0,409,5791,2561,1943,372,87,10751,9039,6180,8901,3687,1203,29020,113,36,34,16,7,206,15287,8852,10917,4082,1303,40446,0,0,0,0,0,4,13,6,0,0,0,19,148,17,0,0,0,172,657,233,108,15,0,1023,100,50,56,17,11,233,8,6,3,0,0,21,934,308,173,37,9,1463,0,0,0,0,0,0,49,5,0,0,0,56,259,34,17,3,0,316,214,67,32,12,0,325,13,13,10,8,0,52,6,0,0,0,0,8,550,123,56,20,0,750,0,0,0,0,0,0,14,0,0,0,0,14,31,0,0,0,0,30,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,48,7,0,0,0,53,3,0,0,0,0,10,16821,9288,11145,4147,1323,42717,3,4,0,0,0,11,27,11,3,5,0,49,307,65,34,10,0,419,5271,2372
LGA54200,6,0,4,0,0,8,35,7,0,0,0,40,360,66,31,7,3,466,2623,1046,871,196,60,4791,3066,1874,2254,1156,537,8884,67,20,15,6,0,118,6158,3021,3167,1364,600,14312,0,0,0,0,0,0,9,0,0,0,0,12,76,11,4,0,0,87,117,44,13,7,5,181,33,18,22,17,4,84,8,0,0,0,0,8,241,69,41,18,5,378,0,0,0,0,0,0,0,0,0,0,0,5,19,0,3,0,0,25,34,5,0,0,0,40,3,0,0,0,0,3,6,0,0,0,0,3,61,14,3,0,0,81,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,15,6,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,4,0,32,5,0,0,0,0,5,6496,3097,3212,1390,608,14804,9,0,0,0,0,14,33,7,0,3,0,47,370,63,31,5,0,473,2579,1071
LGA54280,0,3,3,0,0,15,38,9,3,0,0,45,222,62,28,13,9,333,1219,623,538,172,86,2639,811,620,883,541,276,3129,44,16,19,14,3,94,2328,1322,1477,732,380,6249,4,0,0,0,0,3,21,5,0,0,0,24,66,38,10,3,6,125,144,90,49,19,12,317,8,6,7,10,7,40,10,0,4,0,0,12,251,140,77,29,27,519,0,0,0,0,0,0,28,0,0,0,0,24,60,29,13,4,0,106,76,38,25,8,4,154,4,9,0,7,0,21,4,0,6,0,0,12,173,75,46,21,5,320,12,0,5,0,0,22,36,3,0,0,0,42,10,8,0,3,0,17,11,3,0,0,0,14,4,0,0,0,0,6,0,3,0,0,0,7,74,14,3,4,0,99,8,5,3,0,0,14,2834,1561,1610,790,416,7204,0,0,0,0,0,0,18,0,4,0,0,23,173,49,19,9,3,260,1138,583
LGA54310,0,0,0,0,0,4,5,0,4,0,0,7,68,21,8,3,9,105,591,359,427,113,75,1556,322,300,572,293,156,1650,11,9,9,3,5,39,995,684,1021,419,244,3360,0,0,0,0,0,4,20,0,0,0,0,19,85,31,6,7,0,125,81,73,31,9,3,199,11,3,12,0,8,33,3,4,6,0,0,16,197,110,56,16,11,392,0,0,0,0,0,0,17,4,0,0,0,22,37,14,0,0,0,52,18,4,3,0,0,27,5,6,0,0,0,9,0,0,0,0,0,0,72,27,6,4,6,116,35,4,0,0,0,42,99,5,3,3,0,108,9,10,10,0,3,27,18,0,0,0,0,23,7,0,0,0,0,5,14,0,0,0,0,14,178,20,19,3,3,224,5,6,3,4,0,13,1455,843,1105,448,264,4112,5,3,0,0,0,8,14,0,0,0,0,23,88,32,14,0,0,135,711,415
LGA54340,0,0,0,0,0,0,4,0,0,0,0,7,53,15,3,0,4,84,266,90,90,48,22,514,117,68,70,71,52,372,5,4,3,0,4,19,454,173,169,121,79,995,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,14,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,11,4,11,0,0,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,473,186,185,121,87,1052,0,0,0,0,0,0,0,0,0,0,0,5,52,9,11,0,4,74,235,84
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,23,4,8,3,0,41,77,23,27,9,3,142,40,19,20,12,9,107,6,0,0,0,0,3,143,51,61,27,18,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,151,51,57,27,18,309,0,0,0,0,0,0,7,0,0,0,0,7,27,5,0,0,0,33,82,30
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,43,3,14,3,0,64,30,7,20,13,0,77,0,0,0,0,0,0,77,21,31,22,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,21,31,24,0,150,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,13
LGA54550,0,0,0,0,0,0,4,0,0,0,0,4,36,4,0,0,0,45,137,49,43,11,5,243,100,42,60,18,17,233,0,0,0,0,0,4,280,95,108,33,19,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,289,99,108,37,17,544,0,0,0,0,0,0,0,0,0,0,0,0,21,3,5,0,0,32,135,44
LGA54620,0,0,0,0,0,0,3,0,0,0,0,4,8,3,4,0,4,11,50,18,19,12,3,99,53,13,26,9,0,101,0,0,0,0,0,0,115,35,44,23,9,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,119,34,44,23,9,231,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,25,50,23
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,33,8,8,0,4,56,18,8,3,4,8,44,0,0,0,0,0,0,64,18,18,9,6,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,18,18,9,6,118,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,34,9
LGA54760,0,0,0,0,0,0,0,0,0,0,0,6,14,3,4,0,0,18,57,18,20,8,5,98,39,21,19,16,8,103,0,0,0,0,0,0,106,47,41,20,9,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,45,41,20,12,229,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,13,55,15
LGA54830,5,3,3,0,0,8,17,3,0,0,0,18,197,58,11,4,0,276,1316,691,416,137,66,2625,1238,867,1044,504,328,3989,37,22,14,16,3,93,2809,1639,1494,664,394,7003,0,0,0,0,0,0,8,0,0,0,0,8,32,7,0,0,0,33,45,19,20,5,3,82,33,32,47,19,15,145,0,0,0,0,0,8,114,59,63,27,16,279,0,0,0,0,0,0,0,0,0,0,0,0,85,26,10,4,0,121,18,7,3,0,0,22,0,0,0,0,0,0,0,3,0,0,0,6,103,34,8,4,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3030,1732,1571,694,419,7438,0,0,0,0,0,4,15,6,6,0,0,19,197,52,21,10,3,286,1607,851
LGA54900,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,19,95,35,23,11,6,168,73,15,37,22,3,155,3,0,0,0,0,3,189,56,63,35,12,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,199,53,68,39,12,365,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,0,0,22,68,27
LGA54970,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,5,19,9,8,3,4,50,15,7,8,4,12,47,0,0,0,0,0,0,39,24,11,9,21,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,0,0,0,0,0,0,57,24,11,7,21,125,0,0,0,0,0,0,7,4,0,0,0,7,9,3,0,0,0,15,25,5
LGA55040,0,0,0,0,0,0,10,0,0,0,0,10,3,4,0,0,0,5,68,24,44,11,5,147,14,13,23,17,15,82,0,0,4,5,0,4,87,39,69,31,24,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,106,44,71,31,27,272,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,45,24
LGA55110,10,0,3,6,0,11,37,4,0,0,0,43,626,83,37,17,0,764,3188,984,665,163,58,5063,4263,2126,2623,1170,528,10720,89,28,22,15,3,163,8206,3230,3359,1362,597,16754,3,0,0,0,0,4,26,0,3,0,0,26,456,21,6,0,0,485,576,138,79,14,5,805,62,20,17,7,3,108,20,0,5,0,0,25,1146,184,109,19,12,1464,0,0,0,0,0,0,21,0,0,0,0,19,192,28,10,0,0,223,311,78,35,11,0,443,26,11,7,0,5,41,7,0,0,0,0,13,552,120,50,14,8,734,6,0,0,0,0,9,19,0,0,0,0,16,57,3,0,0,0,61,35,0,5,0,0,40,5,0,0,0,0,3,0,0,0,0,0,5,113,6,6,3,0,131,12,4,0,0,0,13,10025,3540,3521,1397,614,19098,7,4,0,0,0,16,43,5,8,0,0,55,585,85,31,6,5,713,3484,1102
LGA55180,3,4,0,0,0,7,22,0,0,0,0,28,167,44,14,6,0,229,605,212,191,77,20,1101,413,180,211,147,80,1023,11,4,9,0,0,18,1218,447,423,225,92,2412,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,28,4,6,0,0,33,10,4,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,38,9,6,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,8,3,0,0,0,0,3,1273,461,429,229,95,2480,3,0,0,0,0,3,23,3,0,0,0,22,171,30,20,3,0,233,621,185
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,11,33,17,16,14,17,92,18,9,8,8,11,44,4,0,0,0,0,7,65,28,20,17,26,162,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,3,86,34,23,17,26,189,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,14,25,14
LGA55320,7,3,0,0,0,8,33,6,0,0,0,42,731,166,76,13,3,974,3936,1726,1529,306,54,7558,4316,2910,4152,1904,670,13952,66,14,18,8,3,111,9091,4824,5777,2237,728,22653,0,0,0,0,0,0,22,5,0,0,0,30,468,88,22,9,0,587,674,251,143,25,8,1104,125,70,101,36,16,346,13,0,0,0,0,16,1303,415,264,65,17,2075,0,3,0,0,0,3,51,0,0,0,0,55,379,63,22,6,0,468,235,102,57,16,3,410,13,6,12,4,4,38,7,6,0,0,0,13,689,180,90,21,6,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,6,0,10,11084,5423,6137,2326,749,25720,5,0,0,5,4,11,32,5,3,0,0,47,516,117,71,14,4,721,3355,1534
LGA55390,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,4,10,3,7,3,0,3,12,0,0,7,0,9,13,0,0,0,0,0,0,12,9,7,5,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,16,8,8,5,14,48,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,56,8,4,3,0,66,203,87,54,30,8,384,134,60,70,48,30,336,6,4,0,0,0,11,392,154,137,74,35,797,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,8,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,416,165,137,74,35,823,0,0,0,0,0,0,4,0,0,0,0,5,56,9,0,3,0,65,213,78
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,11,36,6,9,0,0,59,11,6,12,8,5,50,0,0,0,0,0,3,57,22,22,10,7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,22,22,10,7,132,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,16,36,11
LGA55600,0,0,0,0,0,0,6,0,0,0,0,7,37,7,0,0,0,49,149,59,49,16,14,291,105,54,59,33,25,277,5,0,0,0,4,3,303,121,113,58,42,632,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,313,124,114,58,41,651,0,0,0,0,0,0,7,0,0,0,0,14,38,3,10,6,0,58,131,56
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,42,18,22,7,0,96,26,16,18,7,7,77,0,0,0,0,0,0,90,36,39,18,14,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,39,18,14,204,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,35,19
LGA55740,0,0,0,0,0,0,7,0,0,0,0,7,84,24,10,0,0,114,278,130,139,28,7,587,237,180,267,149,39,882,6,3,0,0,0,11,622,334,417,179,48,1603,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,0,61,49,22,21,4,0,92,6,0,0,6,0,7,0,0,0,0,0,0,100,36,26,7,3,170,0,0,0,0,0,0,72,12,0,0,0,87,120,32,15,4,0,172,14,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,206,47,17,3,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,414,464,189,52,2046,0,0,0,0,0,0,0,0,0,0,0,0,63,22,5,0,0,93,258,124
