LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA50840,54,26,9,526,232,93,125,57,29,543,8,0,0,0,5,13,718,182,193,92,47,1236,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,6,734,190,193,93,44,1255,0,0,0,0,0,4,28,0,0,0,0,30,122,12,11,4,0,140,391,93,73,23,6,589,273,98,125,84,34,621,14,0,0,0,0,11,831,202,213,106
LGA50910,18,7,0,120,34,14,20,13,5,86,3,0,0,0,0,0,129,39,42,19,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,45,40,26,3,247,0,0,0,0,0,0,3,0,0,0,0,3,23,4,4,0,0,30,58,23,17,5,5,100,32,10,24,10,8,85,0,0,0,0,0,0,116,40,43,13
LGA50980,295,128,109,1422,310,241,351,209,106,1221,14,11,14,5,7,50,1048,633,698,357,241,2980,4,0,0,0,0,4,18,0,0,0,0,20,68,25,6,0,0,101,29,17,7,3,3,55,3,3,0,0,0,12,0,0,0,0,0,0,125,42,16,3,3,190,0,0,0,0,0,0,11,0,4,0,0,13,56,25,13,5,0,94,19,12,7,3,0,42,3,0,0,0,0,9,4,0,0,0,0,8,96,37,18,9,0,165,42,0,5,0,0,45,67,3,0,3,0,75,17,6,0,0,0,21,3,0,6,0,0,13,8,4,3,0,0,17,11,0,0,0,0,11,143,15,17,10,0,178,32,8,3,4,0,54,1443,741,758,381,252,3569,5,0,0,0,0,7,29,9,0,3,0,45,127,43,36,8,9,225,515,342,331,131,98,1412,383,242,398,212,124,1353,18,9,14,4,3,46,1087,641,778,361
LGA51080,23,15,4,114,49,12,15,14,11,113,0,0,0,0,0,5,134,31,46,35,17,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,32,46,37,17,269,0,0,0,0,0,0,5,0,0,0,0,5,18,4,0,0,0,17,67,16,7,9,0,101,55,28,28,21,16,139,0,0,0,0,4,6,137,43,39,32
LGA51120,12,6,0,107,43,16,23,16,7,103,3,0,0,0,0,0,131,37,30,25,10,236,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,140,41,30,25,6,244,0,0,0,0,0,0,5,0,0,0,0,5,15,3,0,0,0,21,48,13,16,4,3,95,32,8,19,27,6,93,3,0,0,0,0,3,106,29,37,31
LGA51190,510,123,45,3087,1399,635,774,383,157,3346,48,17,7,3,6,78,3415,1417,1318,516,211,6868,0,0,0,0,0,0,18,0,0,0,0,21,189,40,17,0,0,249,357,140,65,20,7,590,46,18,14,8,3,91,4,3,0,0,0,8,618,209,101,30,11,963,0,0,0,0,0,0,15,0,0,0,0,15,114,24,8,0,3,143,53,14,9,0,0,77,0,0,0,0,0,0,3,3,0,0,0,8,188,41,14,0,3,240,0,0,0,0,0,0,15,0,0,0,0,15,25,0,4,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,5,4,0,0,58,10,0,4,5,0,19,4277,1668,1433,550,228,8152,0,4,0,0,0,5,14,3,0,0,0,20,226,54,19,5,0,302,1843,670,507,134,55,3210,1514,687,833,361,162,3554,33,12,8,5,5,65,3630,1428,1369,512
LGA51260,476,104,40,2953,2027,1071,1411,674,249,5427,54,11,7,8,4,91,4134,1756,1926,802,298,8906,0,0,0,0,0,0,9,0,0,0,0,9,128,7,8,4,0,148,154,44,17,5,0,225,45,24,22,14,0,110,9,0,0,0,0,9,339,82,44,26,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,11,4,0,0,0,0,4,23,0,0,0,0,26,117,5,0,0,0,123,37,0,0,0,0,39,6,0,5,4,0,12,4,0,0,0,0,6,196,9,3,7,0,217,16,5,7,7,0,38,4693,1859,1992,828,297,9674,6,4,0,0,0,11,42,4,4,0,0,58,326,60,31,11,5,425,2018,603,463,90,34,3215,2519,1197,1550,754,279,6300,29,17,13,5,4,66,4945,1888,2062,856
LGA51310,497,115,10,1858,895,655,1212,683,163,3608,32,12,7,3,0,49,1968,1134,1759,804,174,5841,0,0,0,0,0,0,19,0,0,0,0,20,85,18,8,0,0,112,205,99,71,17,4,387,23,23,33,16,7,102,0,0,0,0,0,0,337,139,111,31,7,627,0,0,0,0,0,0,127,21,0,0,0,148,160,31,21,3,0,211,34,5,5,6,0,43,0,0,0,3,0,10,14,0,0,0,0,14,332,50,29,5,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,11,3,5,0,0,0,5,2645,1333,1900,844,184,6908,0,0,0,0,0,0,14,5,0,0,0,14,192,52,29,4,0,276,870,428,510,94,12,1919,1151,677,1387,728,174,4121,8,3,4,7,0,24,2237,1162,1933,831
LGA51330,1409,434,174,6418,3489,2443,3485,1574,862,11854,78,41,39,24,21,208,6806,4129,4998,2054,1065,19054,0,0,0,0,0,0,35,4,0,4,0,41,379,101,54,9,0,546,715,482,416,153,65,1827,113,100,136,71,48,475,19,16,10,3,0,50,1260,702,620,242,118,2942,0,0,0,0,0,0,14,0,0,0,0,21,85,43,26,3,0,157,93,60,86,24,8,265,4,0,13,0,0,26,9,0,0,0,0,9,208,110,124,27,8,476,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,8,0,0,0,6,0,0,0,0,0,0,5,8,3,0,0,18,14,12,3,10,0,43,8295,4961,5747,2331,1198,22534,0,0,0,0,0,4,25,3,9,6,4,44,297,88,63,12,5,463,2962,1710,1555,420,161,6814,3963,2832,3776,1749,906,13235,45,29,29,15,12,132,7299,4676,5432,2199
LGA51400,166,44,4,1050,1042,695,937,434,176,3274,27,9,7,3,7,53,1731,955,1123,483,192,4482,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,17,11,3,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,37,15,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,5,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,28,6,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,5,1808,975,1134,485,194,4594,0,0,0,0,0,6,13,0,3,0,0,15,96,17,10,0,0,120,660,265,180,57,16,1176,1233,724,938,459,193,3545,16,9,12,3,0,46,2019,1019,1139,521
LGA51470,4,4,4,74,28,3,14,6,0,54,0,0,0,0,0,4,82,23,25,11,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,82,23,25,11,3,138,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,51,4,11,0,0,69,21,5,16,4,0,47,0,0,0,0,0,0,79,12,23,5
LGA51540,100,45,20,569,124,63,87,45,47,357,16,11,5,4,4,36,461,232,207,102,65,1071,0,0,0,0,0,0,3,4,0,0,0,6,15,3,0,0,0,19,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,21,8,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,14,12,0,0,0,0,7,23,3,0,0,0,25,4,0,0,0,0,7,4,0,0,0,0,5,6,0,0,0,0,3,8,0,0,0,0,6,45,6,4,0,0,54,3,3,3,0,0,17,543,255,225,105,73,1192,0,0,0,0,0,0,12,0,0,0,0,9,43,14,16,7,3,79,254,103,99,24,20,501,139,56,76,45,33,350,5,3,0,0,4,15,447,174,198,70
LGA51610,23,6,0,121,63,38,56,24,6,197,0,0,0,0,0,0,158,76,82,40,11,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,170,77,84,40,11,383,0,0,0,0,0,0,13,5,0,0,0,20,21,5,3,0,0,32,73,17,22,3,0,122,81,45,54,35,12,221,0,5,3,0,0,5,194,73,78,38
LGA51680,59,11,5,356,353,164,232,123,78,952,12,3,0,0,0,15,652,242,302,138,86,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,9,0,4,0,0,15,5,3,0,0,0,11,680,249,301,144,87,1463,3,0,0,0,0,4,10,3,0,0,0,15,50,14,6,0,0,68,206,91,53,13,11,374,431,223,235,129,89,1112,13,0,0,0,0,14,708,337,298,147
LGA51710,23,14,4,108,5,3,3,3,8,18,3,0,0,0,0,3,67,34,42,18,11,168,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,0,0,28,9,8,10,0,4,33,0,0,0,0,0,4,0,0,0,0,0,0,22,16,14,5,5,56,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,23,13,5,0,3,4,32,0,0,0,0,0,3,0,0,0,0,0,4,25,17,12,8,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,127,58,62,29,20,295,0,0,0,0,0,0,4,0,0,0,0,9,7,6,4,4,0,26,39,18,29,9,0,97,8,7,3,7,3,27,0,0,0,0,0,0,59,33,36,20
LGA51750,116,31,3,594,246,164,256,162,42,867,5,0,0,0,0,5,654,309,383,196,45,1588,0,0,0,0,0,0,4,0,0,0,0,4,76,20,4,0,0,102,172,68,51,5,0,303,45,17,37,8,0,113,0,0,0,0,0,0,298,108,93,20,3,519,0,0,0,0,0,0,45,4,0,0,0,47,169,36,16,0,0,225,36,18,12,0,0,74,4,0,0,3,0,7,4,5,0,0,0,5,256,58,31,7,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,7,4,3,0,0,11,1215,475,512,223,50,2477,0,0,0,0,0,0,0,0,0,0,0,0,55,14,4,3,0,82,286,131,114,21,3,545,321,191,310,177,29,1032,9,0,0,0,0,9,676,337,426,197
LGA51820,1264,310,106,7016,4769,3735,5008,2056,840,16413,129,54,43,15,15,254,8934,5572,6358,2398,976,24236,0,0,0,0,0,0,39,4,0,0,0,45,346,85,32,8,3,485,821,382,230,51,18,1499,133,112,171,54,17,487,16,4,3,0,4,31,1357,590,438,114,40,2547,0,0,0,0,0,0,75,12,8,0,0,98,391,104,29,5,0,529,88,26,18,3,5,127,3,0,0,0,0,10,8,0,0,0,0,6,561,142,52,10,8,771,0,0,0,0,0,0,14,0,0,0,0,14,30,0,0,0,0,32,9,4,4,0,0,12,5,0,0,0,0,6,0,0,0,0,0,0,47,6,4,0,0,59,25,4,5,4,0,42,10931,6313,6863,2528,1021,27656,3,4,0,0,0,9,44,4,3,0,0,50,339,101,32,3,0,482,4406,2210,1524,319,91,8553,5859,4350,5717,2242,912,19085,81,36,30,14,10,162,10733,6713,7304,2579
LGA51860,9,4,8,56,9,7,7,10,18,54,0,0,0,0,0,0,36,22,20,15,29,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,21,15,29,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,23,10,6,3,3,45,9,0,5,11,20,55,0,0,0,0,0,6,37,18,13,14
LGA51890,156,64,17,1013,352,180,242,149,54,978,21,9,3,5,0,35,1057,461,419,212,70,2227,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,8,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,4,0,0,0,0,3,1091,473,419,212,70,2271,0,0,0,0,0,4,4,0,0,0,0,9,124,29,17,3,0,166,541,193,151,58,14,967,413,188,226,119,60,1005,17,6,3,0,0,20,1096,402,406,187
LGA51960,99,36,16,480,64,58,54,44,19,235,4,0,5,0,0,5,315,178,156,84,39,776,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,342,187,166,87,39,818,0,0,0,0,0,0,4,0,0,0,0,5,31,5,0,0,0,35,215,101,73,28,9,426,87,47,41,30,19,217,3,0,0,0,0,8,341,152,118,55
LGA52030,13,3,3,136,63,11,15,12,6,103,9,0,0,0,0,8,191,25,32,13,6,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,197,29,32,14,6,281,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,26,99,13,14,0,3,127,55,15,24,9,6,112,0,0,0,0,0,0,176,33,36,8
LGA52100,17,7,0,121,61,27,20,9,4,122,3,3,0,0,0,4,154,49,43,20,9,278,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,5,163,52,43,22,9,288,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,68,16,10,15,3,110,63,13,19,20,5,121,0,0,0,0,0,5,155,36,30,35
LGA52170,111,25,5,522,217,139,222,181,39,800,7,3,0,5,0,13,575,290,343,209,46,1463,0,0,0,0,0,0,6,0,0,0,0,6,40,9,5,0,0,57,85,30,36,8,0,150,19,8,16,3,3,50,0,0,0,0,0,0,145,50,55,16,3,262,4,0,0,0,0,4,37,0,0,0,0,39,103,16,0,0,0,116,35,7,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,0,178,24,8,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,898,362,403,223,51,1937,0,0,0,0,0,0,12,0,0,0,0,12,88,20,8,0,0,117,322,115,123,22,0,584,280,168,239,180,53,920,9,0,3,0,0,12,702,305,375,205
LGA52240,12,4,4,116,54,18,26,17,7,124,6,0,0,0,0,4,149,45,45,24,11,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,162,48,42,24,11,285,0,0,0,0,0,0,8,0,0,0,0,8,21,3,5,0,0,28,72,22,23,7,0,124,47,22,24,15,5,113,0,0,0,0,0,0,141,44,51,24
