LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA54170,16616,765,467,149,4,17993,23627,695,231,9,3,24559,3917,484,569,6,3,4977,190,77,98,0,0,366,19,32,16,0,0,67,2880,356,213,9,0,3456,181,18,20,19,0,237,30,8,0,0,0,42,7210,978,915,29,3,9135,406,125,66,5,0,599,1598,168,228,30,0,2014,49454,2726,1899,208,12,54303,16835,1454,278,136,5,18708,23450,1271,166,10,16,24922,3973,783,486,0,7,5255,160,160,30,0,0,351,29,24,0,0,0,50,2353,473,170,13,8,3021,122,19,11,7,5,161,22,5,0,4,0,28,6654,1461,697,21,24,8859,386,107,42,0,3,542,1877,338,133,27,10,2378,49204,4627,1325,198,66,55414,19027,1641,252,95,6,21024,24639,1353,272,4,3,26268,4285,857,632,6,10,5780,146,188,24,0,0,357,35,56,14,0,0,103,2248,449,196,9,6,2905,132,24,20,10,3,185,33,14,3,0,0,49,6872,1588,886,23,17,9381,326,255
LGA54200,6332,274,88,91,0,6785,8423,100,22,0,0,8545,1177,81,23,5,0,1274,160,79,8,0,0,242,16,7,23,0,0,45,1041,57,26,0,0,1131,73,0,3,17,0,96,12,0,4,0,0,11,2485,222,84,24,0,2813,256,132,21,3,0,416,909,65,23,11,0,1003,18407,795,233,131,5,19570,6593,280,0,91,15,6980,9070,182,3,15,8,9280,1389,156,3,0,3,1549,130,98,8,0,3,241,9,33,29,0,0,71,1036,86,0,0,9,1124,62,6,0,10,3,77,19,3,0,0,0,21,2639,377,40,13,17,3078,217,134,0,8,7,365,1141,97,4,48,7,1298,19657,1075,50,176,52,21007,7100,281,16,130,4,7536,9403,179,15,13,4,9613,1727,191,31,0,3,1953,139,101,0,0,0,243,16,44,3,0,0,65,1075,89,8,6,0,1184,86,8,0,23,4,126,19,5,0,0,0,18,3058,440,41,34,9,3584,240,130
LGA54280,1434,74,35,184,8,1736,3844,185,93,15,7,4144,1130,291,279,5,7,1711,383,157,91,0,0,633,23,37,3,0,0,64,496,60,54,7,0,613,290,66,76,136,3,576,14,5,5,6,0,32,2331,624,504,150,13,3628,160,25,10,17,4,219,972,225,133,147,0,1474,8748,1129,771,521,43,11207,1539,89,3,102,43,1780,3904,248,11,10,8,4181,1129,620,91,0,4,1854,319,261,27,0,8,623,3,31,23,0,0,57,548,113,14,0,0,683,239,97,8,95,10,453,11,7,0,0,0,14,2260,1127,175,103,22,3681,102,36,3,10,5,155,791,273,37,245,35,1383,8586,1771,235,470,114,11171,1675,118,10,100,11,1912,3900,242,10,14,0,4169,1238,654,78,5,0,1971,282,235,12,0,5,537,9,61,0,0,4,70,592,119,10,8,6,728,254,121,11,132,11,525,8,16,0,3,0,27,2381,1204,105,147,20,3861,127,41
LGA54310,305,20,32,548,20,922,689,48,15,53,8,811,428,96,36,13,3,576,364,133,17,3,3,522,17,4,0,0,0,24,121,29,12,14,0,176,1229,221,85,91,4,1630,18,0,0,3,0,19,2184,484,150,120,11,2953,501,88,86,48,10,731,848,270,126,124,0,1378,4522,908,409,895,58,6797,308,15,3,346,7,683,850,55,10,10,0,922,1121,206,126,4,0,1465,389,129,14,0,5,540,34,0,5,0,0,40,177,21,8,4,0,210,1479,203,40,31,3,1764,13,0,0,0,0,17,3224,571,200,35,9,4031,443,66,36,16,13,573,604,108,74,90,24,902,5424,812,323,499,57,7108,390,34,12,312,57,815,1374,139,10,16,5,1550,814,246,197,0,5,1263,388,131,37,0,0,554,35,12,4,0,0,51,183,57,18,14,5,274,1507,238,80,129,36,1986,3,0,0,0,0,9,2921,687,338,141,50,4142,326,42
LGA54340,482,0,4,7,0,491,447,3,0,6,0,448,108,22,36,0,0,166,100,8,17,0,0,125,8,0,9,0,0,20,104,0,4,0,0,108,44,3,10,0,0,57,0,0,0,0,0,0,369,31,68,0,0,470,41,0,0,0,0,45,93,4,3,0,0,103,1429,37,75,16,0,1556,433,0,0,3,4,441,417,4,0,0,0,428,115,22,8,0,0,153,52,31,0,0,0,86,9,3,0,0,0,13,106,7,0,0,0,111,37,13,0,0,0,52,0,0,0,0,0,3,322,85,14,0,3,419,46,0,0,0,0,50,200,19,7,0,3,236,1423,112,23,0,14,1569,478,4,0,0,5,491,443,9,0,0,0,445,105,48,0,0,0,160,85,25,0,0,0,116,5,12,3,0,0,20,101,8,0,4,0,113,37,8,0,0,0,47,0,0,0,0,0,4,338,107,4,4,4,455,46,4
LGA54410,198,0,0,0,0,198,98,0,0,0,0,97,0,0,0,0,0,0,16,0,12,0,0,29,0,0,10,0,0,13,38,0,0,0,0,38,17,0,0,0,0,16,5,0,0,0,0,5,74,0,21,0,0,102,21,0,0,0,0,22,19,0,0,0,0,22,412,0,27,5,0,442,200,0,0,3,6,205,112,0,0,5,0,114,6,0,0,0,0,6,17,6,0,0,0,24,4,3,0,0,0,13,35,3,0,0,0,33,3,3,0,0,0,9,0,0,0,0,0,0,65,15,0,0,0,83,25,0,0,0,0,28,55,0,0,0,3,61,457,20,0,3,7,496,189,0,0,0,5,197,100,0,0,0,0,106,14,0,0,0,0,10,9,3,0,0,0,22,3,0,8,0,0,16,35,0,0,0,0,37,7,0,0,3,0,11,0,0,0,0,0,0,74,9,16,4,0,103,31,0
LGA54480,105,0,0,0,0,110,37,0,0,0,0,37,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,11,4,0,3,0,0,6,0,0,0,0,0,0,18,3,12,0,0,31,22,0,0,0,0,22,4,0,0,0,0,0,190,3,12,4,0,206,93,0,0,3,0,101,34,0,0,0,0,34,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,7,0,4,0,0,13,0,0,0,0,0,0,18,0,4,0,0,27,28,0,0,0,0,31,32,0,0,6,0,38,201,4,4,9,0,221,77,0,0,0,0,83,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,0,0,6,8,0,0,0,0,8,28,0,0,0,0,27,0,0,0,0,0,0,40,0,0,0,0,46,32,0
LGA54550,329,0,0,5,0,329,161,0,0,5,0,162,11,7,0,0,0,23,20,3,10,0,0,33,0,0,3,0,0,8,61,0,0,0,0,63,19,0,0,5,0,29,3,0,0,0,0,5,123,10,18,5,0,158,67,0,0,0,0,71,25,4,0,0,0,29,698,19,15,14,0,744,322,0,0,4,0,331,158,0,0,0,3,159,15,0,0,0,0,20,22,5,3,0,0,26,0,0,3,0,0,3,74,0,4,0,0,78,17,0,0,0,0,24,3,0,0,0,0,4,133,6,21,0,0,158,59,0,0,0,0,64,70,0,9,0,0,85,749,12,24,8,4,793,302,4,0,5,4,311,156,0,0,0,5,155,16,9,0,0,0,14,22,6,0,0,0,30,10,3,0,0,0,16,85,9,0,0,0,91,32,3,0,3,3,45,3,0,0,0,0,4,170,24,0,3,6,202,57,0
LGA54620,127,0,0,9,0,144,74,0,0,0,0,74,0,0,0,0,0,0,10,0,5,0,0,17,5,5,5,0,0,14,31,0,0,0,0,34,20,0,0,0,0,21,0,0,0,0,0,0,66,7,20,0,0,96,26,0,0,0,0,28,9,0,0,8,0,17,310,8,17,18,0,358,134,0,4,11,0,147,54,0,0,0,0,60,5,0,0,0,0,3,16,3,8,0,0,19,0,0,9,0,0,10,25,0,0,0,0,25,18,0,0,0,0,18,0,0,0,0,0,0,61,3,16,0,0,72,32,0,0,0,0,35,24,0,3,0,0,27,299,4,17,10,3,335,141,0,0,14,0,149,49,0,0,0,0,51,4,3,0,0,0,9,7,6,0,0,0,11,9,0,0,0,0,5,23,0,0,0,0,23,33,0,0,4,3,42,3,0,0,0,0,3,81,4,0,9,3,96,31,0
LGA54690,90,0,0,0,0,90,33,0,0,0,0,33,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,34,0,0,0,0,34,16,0,0,0,0,16,3,0,0,0,0,3,188,0,0,0,0,188,90,0,0,0,0,90,34,0,0,0,0,34,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,37,16,0,0,0,0,16,14,0,0,0,0,14,180,0,0,0,0,185,89,0,0,0,0,89,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,35,9,0
LGA54760,168,0,0,6,0,168,59,0,0,0,0,60,0,0,3,0,0,4,10,7,0,0,0,20,0,0,0,0,0,4,12,0,5,0,0,13,10,0,0,0,0,8,0,0,0,0,0,0,32,8,11,0,0,50,38,0,0,0,0,37,9,0,0,0,0,9,304,8,12,6,0,324,154,0,0,0,0,159,52,0,0,0,0,58,0,0,0,0,0,3,6,4,0,0,0,8,0,4,0,0,0,4,13,0,0,0,0,13,12,3,0,0,3,20,0,0,0,0,0,0,32,14,0,0,3,44,31,0,0,0,0,31,31,3,0,0,0,30,293,18,0,0,3,323,139,0,0,3,0,147,44,0,0,0,0,44,0,0,0,0,0,0,9,0,0,0,0,10,8,0,0,0,0,8,16,0,0,0,0,15,16,0,0,0,0,18,0,0,0,0,0,0,45,0,0,0,0,49,27,0
LGA54830,1852,39,14,0,0,1902,4724,191,82,0,0,4992,1156,71,116,0,0,1341,282,117,101,3,0,505,15,3,11,0,0,26,636,31,55,0,0,729,55,3,7,0,0,61,16,0,4,0,0,17,2160,224,294,3,6,2684,115,5,3,0,0,122,733,55,67,8,0,857,9576,505,460,14,4,10554,2009,68,21,7,0,2104,6655,199,91,40,22,7010,1580,150,118,4,5,1862,224,138,112,0,0,470,21,15,22,0,0,57,717,34,54,10,0,816,64,8,6,0,0,80,9,3,0,0,0,18,2616,349,310,18,8,3305,106,26,4,0,0,136,935,83,106,45,4,1175,12324,726,533,109,38,13729,2476,71,40,3,0,2592,8236,105,80,0,5,8429,2303,111,202,0,0,2620,240,144,105,0,0,488,68,44,31,0,3,147,869,32,40,0,0,948,127,0,11,0,0,135,20,7,0,0,0,23,3622,335,395,3,4,4352,87,33
LGA54900,229,0,0,4,0,232,101,0,0,0,0,101,0,0,0,0,0,0,14,17,0,0,0,30,0,0,0,0,0,0,43,4,0,0,0,42,26,11,0,0,0,40,0,0,0,0,0,0,86,24,4,5,0,123,58,4,0,3,0,66,15,0,0,14,0,37,487,29,9,26,0,554,209,0,0,6,9,226,84,0,0,0,0,84,0,0,0,0,0,0,25,8,0,0,0,33,0,0,0,0,0,0,44,0,0,0,0,42,18,3,0,4,0,23,0,0,0,0,0,0,87,11,0,4,0,102,55,0,0,6,0,54,44,0,0,0,3,50,474,18,0,12,9,521,215,0,0,9,4,222,91,4,0,0,0,93,0,0,0,0,0,0,8,7,0,0,0,14,4,3,0,0,0,11,45,0,0,0,0,46,28,0,0,4,0,41,0,0,0,0,0,0,87,17,0,4,0,109,60,0
LGA54970,24,3,0,16,9,62,16,0,0,0,0,20,0,3,0,0,0,0,4,0,0,0,0,4,62,0,0,0,0,64,13,0,4,0,0,16,15,0,0,4,0,17,0,0,3,0,0,6,91,3,7,12,0,115,33,0,9,0,0,40,11,4,0,25,3,49,173,8,19,56,15,275,15,0,0,20,0,31,17,0,0,0,0,23,0,0,0,0,0,0,70,0,0,0,0,70,3,0,0,0,0,3,14,3,0,0,0,15,11,3,0,5,0,17,0,0,0,0,0,0,99,4,0,6,3,114,15,0,0,0,3,22,39,0,0,8,0,45,190,8,0,31,8,234,27,7,0,11,11,49,13,0,0,0,0,13,3,0,0,0,0,3,27,4,0,0,0,28,50,3,0,0,0,50,13,3,0,0,5,16,9,9,0,0,9,36,0,0,0,0,0,0,99,16,0,0,14,132,27,0
LGA55040,34,0,0,43,0,81,21,0,0,3,0,23,0,0,0,0,0,0,24,4,0,0,0,35,5,0,0,0,0,7,20,0,0,0,0,22,26,4,3,9,0,34,0,0,0,0,0,0,80,9,5,9,0,102,159,15,0,15,3,190,70,8,0,14,7,99,363,29,8,85,8,495,33,0,0,37,0,77,21,0,0,6,0,26,0,0,0,0,0,0,31,0,0,0,0,32,0,0,0,0,0,0,30,0,0,0,0,33,24,0,0,3,0,35,0,0,0,0,0,0,88,4,0,3,6,101,98,14,0,6,0,120,67,6,0,23,6,107,304,25,0,78,17,426,36,0,0,34,17,84,22,0,3,5,0,26,0,0,0,0,0,5,20,3,5,0,0,23,8,0,0,0,0,8,28,0,6,4,0,30,93,14,4,14,4,131,0,0,0,0,0,0,142,18,8,18,7,191,66,8
LGA55110,7001,781,277,243,5,8305,8013,298,174,11,5,8497,3435,683,440,5,3,4562,286,340,106,0,0,733,47,55,72,0,0,176,1733,291,150,8,0,2181,120,54,17,35,0,226,36,13,10,0,0,63,5662,1431,796,50,7,7945,414,429,205,12,0,1057,1251,301,190,64,0,1804,22333,3245,1647,373,13,27606,7975,1295,253,151,15,9690,10367,522,139,7,19,11062,3408,885,216,3,10,4524,326,386,54,0,0,762,60,61,73,0,0,196,1751,323,99,15,7,2184,116,36,20,33,0,219,21,17,12,0,0,53,5686,1708,479,57,17,7941,401,347,319,9,8,1067,1626,421,168,117,8,2335,26051,4287,1360,334,62,32096,10404,1182,295,147,13,12039,12100,537,169,8,0,12812,3930,929,326,11,3,5198,301,376,31,0,5,715,171,149,71,0,4,395,2014,345,70,11,0,2442,154,106,10,26,5,296,36,23,6,6,0,74,6612,1927,513,48,14,9121,334,845
LGA55180,1385,0,24,33,4,1443,1018,5,5,7,0,1038,294,3,54,0,0,357,92,8,42,0,0,144,3,0,24,0,0,22,216,3,7,9,0,227,63,0,9,7,0,78,3,0,3,0,0,9,667,23,138,13,4,840,132,0,0,4,3,138,155,0,17,27,0,209,3360,27,184,82,13,3670,1397,11,0,29,10,1453,986,11,6,7,8,1019,272,19,44,0,0,336,89,36,21,0,0,145,0,8,20,0,0,34,222,14,0,3,0,239,54,3,4,4,0,65,3,4,0,0,0,10,639,82,94,8,0,824,139,5,0,4,5,147,291,25,10,10,4,348,3460,134,116,59,21,3792,1416,18,0,10,8,1454,1049,8,0,3,6,1068,286,73,5,0,0,367,92,47,7,0,4,153,4,26,5,0,0,42,245,13,6,5,0,268,69,5,0,3,14,89,3,0,0,0,0,10,709,165,20,4,20,921,113,7
LGA55250,51,0,0,32,17,97,21,0,0,0,3,23,3,0,0,0,0,3,66,3,9,0,0,79,16,0,7,0,0,20,11,0,0,0,0,13,12,9,5,0,0,26,0,0,0,0,0,3,112,15,14,0,4,139,30,3,7,3,8,56,46,5,0,10,3,65,270,19,20,46,37,386,39,0,0,14,9,65,20,0,0,4,0,20,0,0,0,0,0,0,44,0,4,0,0,48,4,0,0,0,0,4,16,0,0,0,0,15,20,0,15,5,0,33,0,0,0,0,0,4,77,0,19,3,0,107,23,0,0,0,4,33,46,0,3,3,15,72,205,0,29,26,33,299,55,4,0,50,11,120,17,0,0,3,4,21,0,0,0,0,0,0,59,9,5,0,0,75,6,0,0,0,0,6,21,0,0,7,3,31,31,7,4,7,4,50,0,0,0,0,0,0,116,15,14,14,7,164,35,0
LGA55320,12686,1447,571,4,13,14725,10279,956,412,0,3,11644,2599,740,664,0,3,4001,402,236,145,0,0,783,10,35,71,0,0,118,1752,467,300,0,0,2512,105,30,58,0,0,196,22,10,11,0,0,48,4892,1518,1252,0,6,7665,392,232,252,0,3,878,1132,298,242,0,0,1673,29384,4446,2722,7,27,36588,12033,2319,271,5,25,14649,9991,1893,171,6,41,12094,2561,1363,365,0,12,4295,304,421,18,0,0,736,26,28,27,0,0,84,1376,696,96,0,5,2177,84,41,18,0,0,140,13,12,0,0,0,24,4353,2562,522,5,18,7458,370,306,267,0,3,946,1193,578,213,3,15,2000,27941,7656,1439,16,99,37152,13017,2251,433,0,22,15729,11114,1927,430,0,7,13480,2882,1492,613,4,3,4994,328,417,20,0,0,769,43,51,21,0,0,119,1288,627,172,0,9,2090,88,40,26,0,0,154,19,17,6,0,0,40,4641,2648,858,4,11,8168,446,310
LGA55390,10,0,0,18,9,40,3,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,30,0,0,6,0,32,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,43,0,0,6,0,47,9,0,0,4,5,13,6,0,0,3,0,11,74,0,0,26,11,111,10,0,0,11,6,28,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,33,0,0,0,0,31,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,42,0,0,0,5,54,8,0,0,0,0,15,15,3,0,4,0,22,70,5,0,25,15,115,17,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,4,22,0,0,0,4,0,4,8,0,0,0,6,17,0,0,0,0,0,0,21,0,5,6,9,40,13,0
LGA55460,406,10,0,22,3,440,377,0,0,0,0,384,27,0,9,0,0,31,63,19,8,0,0,93,0,11,0,0,0,10,110,8,0,0,0,117,54,3,0,5,0,71,4,0,0,0,0,4,254,48,14,11,0,328,42,5,0,4,0,50,68,7,0,3,0,74,1148,66,17,40,4,1275,404,0,0,13,0,415,365,0,0,6,5,367,38,0,4,0,0,38,63,30,4,0,0,102,5,7,0,0,0,6,134,0,0,0,0,135,55,0,3,8,0,62,0,0,0,0,0,0,293,40,10,8,0,343,55,0,0,4,0,59,120,6,0,7,5,142,1227,53,13,28,14,1330,405,5,0,4,0,414,344,0,0,0,0,347,81,3,0,0,0,89,64,15,0,0,0,82,20,0,0,0,0,21,100,3,0,0,0,102,59,10,0,0,0,74,3,0,0,0,0,5,326,37,0,0,6,370,43,0
LGA55530,77,0,0,12,0,84,30,0,0,0,0,30,4,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,18,7,0,0,5,0,12,0,0,0,0,0,0,33,0,5,3,0,44,18,0,0,0,0,18,8,0,0,5,0,12,164,0,5,14,0,189,82,0,0,18,5,105,34,0,0,3,0,40,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,14,8,0,0,3,0,15,0,0,0,0,0,0,19,0,9,6,0,34,23,0,0,3,0,25,12,0,0,19,8,45,169,0,6,53,12,242,75,0,0,19,4,99,25,0,0,3,0,30,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,3,0,10,3,0,0,6,0,7,0,0,0,0,0,0,17,0,0,6,0,28,24,0
LGA55600,318,0,6,3,0,333,274,0,0,0,0,276,31,6,0,0,0,39,46,13,13,0,0,65,6,3,0,0,0,8,62,0,0,0,0,64,28,0,0,0,0,28,0,0,0,0,0,0,174,24,13,3,0,208,53,0,4,5,0,53,35,4,3,0,0,43,850,24,25,12,4,911,336,0,0,7,4,347,226,0,0,0,0,235,21,0,0,0,0,25,56,6,0,0,0,59,5,0,0,0,0,8,74,0,0,0,0,72,34,0,0,0,0,35,0,0,0,0,0,0,188,13,0,3,0,200,57,0,0,0,0,57,111,7,0,23,14,153,918,17,0,35,12,985,320,17,0,12,0,359,215,0,0,0,0,217,23,0,0,0,0,27,38,23,0,0,0,62,4,0,0,0,0,4,80,0,0,0,0,82,25,6,0,0,3,27,5,0,0,0,0,5,170,25,0,0,3,202,53,0
LGA55670,119,0,0,10,0,123,63,0,0,0,0,62,15,0,0,0,0,12,8,0,0,0,0,11,0,0,0,0,0,0,26,0,0,0,0,26,7,3,0,0,0,15,0,0,0,0,0,0,65,6,0,0,0,66,39,0,0,0,0,41,16,0,0,7,0,23,296,5,0,13,0,317,101,0,0,8,0,110,45,0,0,0,0,49,0,0,0,0,0,4,17,0,0,0,0,17,4,0,0,0,0,4,26,0,0,0,0,26,15,0,0,3,0,16,0,0,0,0,0,0,64,0,0,0,0,69,32,0,0,0,0,35,24,0,0,0,0,32,269,0,0,14,0,290,103,0,0,9,5,116,37,0,0,0,0,40,4,0,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,20,12,0,0,0,0,15,0,0,0,0,0,0,52,0,0,0,0,56,20,4
LGA55740,910,104,88,0,0,1101,709,72,107,0,0,894,207,69,407,0,0,682,25,93,70,0,0,194,6,3,11,0,0,19,100,38,165,0,0,311,5,0,11,0,0,17,0,0,5,0,0,4,338,214,669,0,0,1225,35,15,30,0,0,73,95,29,127,0,0,253,2092,436,1016,3,0,3550,912,135,68,0,0,1106,755,95,107,0,0,954,194,90,380,0,0,667,11,85,70,0,0,164,0,4,0,0,0,4,73,57,113,0,0,238,6,0,19,0,0,26,0,3,6,0,0,3,294,239,574,0,0,1107,40,41,5,0,0,77,91,59,140,0,0,297,2082,567,896,3,3,3546,1011,124,93,0,0,1228,837,107,90,0,0,1035,187,111,450,0,0,750,11,85,78,0,0,166,9,8,0,0,0,16,85,41,124,0,0,247,9,3,14,0,0,26,4,0,0,0,0,7,300,244,665,0,0,1213,16,38
