LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA52380,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,7,0,3,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,3,9,10,5,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,10,0,5,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,4,9,3,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,4,3,6,3,0,0,0,0,48,0,0,0,5,0,0,0,0,0,0,0,16,16,3,0,4,33,16,24,40,12,11,4,3,17,166,0,0,0,0,0,0,5,4,3,0,3,3,21,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,16,4,0,0,0,7,40,0,0,0,0,0,0,0,0,0,4,0,5,10,0,0,0,0,4
LGA52520,0,0,0,0,4,0,14,9,0,6,0,0,42,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,5,0,3,10,12,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,8,3,0,4,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,6,13,9,23,33,20,8,12,3,15,148,0,0,0,0,0,0,6,5,8,5,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,4,0,3,7,14,44,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0
LGA52590,3,0,0,0,3,13,28,20,8,9,3,0,91,0,0,0,0,0,0,4,0,3,0,0,0,14,0,0,0,7,3,14,19,10,5,6,0,3,71,0,0,0,0,0,6,0,4,0,3,0,0,9,0,0,0,4,0,9,8,0,3,0,0,0,27,0,0,5,3,3,8,0,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,13,54,14,29,21,6,7,0,0,5,152,3,0,0,0,0,4,0,0,0,0,0,44,47,23,0,21,67,26,86,79,34,25,19,8,48,443,0,0,0,0,0,4,10,6,4,6,0,7,49,0,0,0,0,0,5,3,0,0,3,0,0,12,0,0,0,3,0,4,35,15,11,10,0,9,87,0,0,0,0,0,0,3,3,5,5,0,4,12,0,0,0,0,0
LGA52660,4,0,0,0,0,13,59,95,36,76,26,0,313,0,0,0,5,3,10,12,5,0,3,0,0,45,0,0,6,0,0,31,72,55,29,28,0,3,224,0,0,3,0,3,3,16,11,3,4,0,0,43,0,0,0,0,3,35,45,10,24,8,0,3,142,0,0,8,20,15,23,8,0,0,0,0,3,73,0,0,0,8,0,3,9,0,0,0,0,3,29,0,0,0,3,0,0,3,4,3,0,0,0,20,4,0,22,181,73,69,14,0,0,5,0,18,382,0,0,0,6,0,0,0,0,0,0,0,105,113,11,0,37,219,99,195,243,184,96,124,32,131,1380,0,0,0,0,0,5,37,47,24,54,21,28,224,0,0,0,6,0,5,17,6,0,0,0,11,47,0,0,0,0,6,41,151,99,75,84,9,45,506,0,0,0,0,0,7,21,15,13,14,3,5,76,0,0,4,5,9
LGA52730,7,0,0,3,0,15,30,17,10,13,8,0,96,0,0,0,6,8,24,13,6,0,0,0,0,63,0,0,3,5,0,25,29,11,7,9,5,0,88,0,0,0,0,0,3,6,3,0,0,0,0,17,0,0,0,3,4,12,3,0,3,0,0,0,36,0,6,10,16,12,18,10,0,9,0,0,0,73,0,0,0,0,0,4,5,0,0,0,0,0,12,0,0,0,0,0,3,5,0,0,0,0,0,12,5,3,16,88,38,78,23,5,5,5,0,10,273,0,0,0,5,0,0,0,0,0,0,0,61,63,13,10,27,125,66,178,118,43,29,25,11,75,728,0,0,0,0,4,4,17,17,7,8,4,6,65,0,0,0,0,0,24,18,6,4,7,3,0,62,0,0,4,3,6,15,44,21,9,10,6,0,108,0,0,0,0,0,4,12,0,3,3,0,0,23,0,0,0,3,0
LGA52800,0,0,0,0,3,5,18,30,23,34,4,6,132,0,0,3,5,0,0,5,0,0,0,0,0,18,0,0,0,0,0,4,10,15,10,5,3,0,47,0,0,0,0,0,0,3,5,5,6,4,0,18,0,0,0,3,4,12,5,7,3,3,0,0,35,0,0,3,6,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,11,25,9,8,8,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,25,39,18,40,60,51,40,48,12,58,395,0,0,0,0,0,7,15,14,9,16,7,20,96,0,0,3,6,7,13,3,0,0,0,0,3,39,0,0,0,3,3,9,26,8,11,20,0,3,83,0,0,0,0,0,5,0,3,0,4,0,6,21,0,0,0,12,8
LGA52870,7,0,0,4,4,11,29,25,5,18,10,3,118,0,0,0,11,6,17,10,6,0,3,0,0,51,0,0,0,3,7,16,39,13,12,12,0,0,106,0,0,0,0,0,4,5,7,0,0,0,0,21,0,0,0,3,5,13,20,3,15,0,0,8,70,0,5,3,12,7,11,12,0,0,0,0,3,52,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,12,97,41,44,14,4,0,3,0,3,226,0,0,0,4,0,0,0,3,0,0,0,69,80,11,9,20,135,79,126,132,59,40,40,12,92,750,0,0,0,0,0,4,20,15,14,10,3,11,80,0,0,0,0,6,6,6,5,3,4,0,0,27,0,0,0,0,0,19,60,20,28,25,0,27,180,0,0,0,0,0,3,7,4,0,3,0,5,22,0,0,3,0,5
LGA52940,0,0,0,0,0,3,5,3,0,3,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,0,13,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,4,5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,16,13,14,23,6,0,7,3,6,109,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,4,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA53010,0,0,0,0,0,3,6,6,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,5,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,7,17,6,19,19,8,0,5,0,4,94,0,0,0,0,0,7,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,4,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LGA53080,0,0,0,0,0,3,10,3,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,7,0,3,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,15,6,13,24,10,9,10,0,11,93,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA53150,0,0,0,0,0,0,14,23,13,47,43,0,142,0,0,0,0,0,4,14,0,3,3,8,0,34,0,0,0,0,0,6,23,16,19,28,9,0,104,0,0,0,0,0,0,0,3,0,9,3,0,25,0,0,0,0,3,8,18,4,19,8,0,0,67,0,0,0,0,5,20,10,3,0,0,0,0,44,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,0,14,0,0,12,50,28,56,30,13,7,5,0,6,197,0,0,0,0,0,0,0,0,0,0,0,58,63,0,0,13,59,41,94,109,72,62,114,71,67,698,0,0,0,0,0,7,4,16,14,40,53,15,148,0,0,0,0,3,4,6,0,7,10,5,3,38,0,0,0,0,0,10,36,38,59,104,52,25,325,0,0,0,0,0,4,5,3,6,14,18,4,61,0,0,0,0,5
LGA53220,0,0,0,0,0,0,12,31,20,96,48,4,200,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,4,4,15,9,19,4,3,54,0,0,0,0,0,0,5,0,4,5,5,0,15,0,0,0,0,4,4,12,0,20,3,0,7,48,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,6,4,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,45,48,0,0,5,8,8,18,32,47,55,121,64,63,419,4,0,0,3,0,4,3,15,17,69,60,13,178,0,0,0,4,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,16,19,47,55,14,12,168,0,0,0,0,0,0,0,0,9,5,8,4,32,0,0,0,0,3
LGA53290,8,0,0,0,9,29,71,78,26,57,14,0,292,0,0,0,4,5,26,24,13,4,9,0,4,79,3,0,5,5,10,40,94,44,10,16,3,8,237,0,0,0,3,3,7,8,8,6,5,0,0,44,0,0,0,5,17,39,41,7,15,3,0,3,131,0,0,8,21,11,26,14,4,6,0,0,6,95,0,0,0,5,6,5,0,0,0,0,0,9,23,0,0,3,0,0,6,8,5,3,9,0,5,29,8,0,23,133,50,63,38,8,5,0,4,17,349,4,0,0,4,0,0,5,0,0,0,0,134,146,19,0,39,185,110,241,303,168,67,96,27,185,1433,9,0,3,3,8,15,67,48,27,40,20,38,282,0,0,0,4,4,11,23,7,6,0,4,5,61,5,0,3,8,9,54,140,92,48,67,13,39,484,0,0,0,0,0,13,22,11,13,5,0,11,78,4,0,0,7,10
LGA53360,0,0,0,0,0,5,20,21,12,21,0,0,83,0,0,0,0,0,6,6,0,0,0,0,0,12,0,0,0,0,0,3,20,13,3,8,0,0,56,0,0,0,0,0,0,3,0,4,4,0,0,7,0,0,0,0,5,3,8,3,8,4,0,0,28,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,19,5,0,0,0,6,0,70,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,6,26,16,47,69,43,27,35,9,30,301,0,0,0,0,0,4,9,3,6,13,4,7,43,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,5,18,14,8,14,0,3,65,0,0,0,0,0,0,0,0,4,3,0,3,18,0,0,0,0,0
LGA53430,0,0,0,3,0,19,93,134,92,211,153,6,709,0,0,5,0,12,47,36,25,7,15,3,3,153,0,0,0,0,4,52,96,69,44,94,24,5,385,0,0,0,0,3,5,19,13,10,26,8,3,90,0,0,0,7,3,52,65,22,74,24,13,4,274,0,0,8,28,21,48,32,4,19,6,7,8,194,0,0,0,4,5,7,9,0,3,0,0,5,37,0,0,0,0,0,0,6,3,4,6,7,3,33,18,4,59,307,121,130,70,19,18,13,8,33,795,4,0,3,8,0,3,0,0,0,0,0,282,306,27,11,81,356,170,361,414,291,276,396,227,351,2970,0,0,0,0,0,3,31,46,44,112,90,48,382,0,0,0,3,4,14,35,21,8,13,8,12,117,3,3,0,0,7,36,129,136,138,208,76,53,779,0,0,0,0,0,7,17,24,17,37,15,11,128,0,0,0,12,6
LGA53570,0,0,0,5,4,13,34,16,6,4,7,3,90,0,4,4,7,6,3,8,3,0,0,0,0,40,0,0,3,0,6,9,28,14,6,5,0,0,71,0,0,0,0,0,3,3,7,0,0,0,0,24,0,0,6,0,14,20,22,0,11,0,0,6,67,0,0,8,12,16,18,0,0,0,0,0,0,51,0,0,0,0,0,4,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,17,106,41,47,12,7,6,0,0,12,254,0,0,0,0,0,0,0,0,0,0,0,71,81,14,6,38,137,79,121,113,49,26,19,14,94,700,0,0,0,0,0,0,19,9,3,11,0,9,73,0,0,0,0,4,5,7,0,3,0,0,0,21,0,0,3,0,3,13,37,17,9,4,0,11,102,0,0,0,0,0,0,6,3,3,3,0,5,23,0,0,0,3,6
LGA53640,0,0,0,0,0,9,6,11,9,0,4,0,42,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,12,5,0,6,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,7,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,4,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,12,8,0,0,17,8,23,35,21,9,6,7,11,140,0,0,3,0,0,3,5,6,3,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,12,8,3,3,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
LGA53710,0,0,0,0,3,3,8,4,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,15,5,0,3,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,12,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,16,4,0,5,28,13,23,31,9,5,3,0,14,135,0,0,0,0,0,0,4,3,3,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,3,14,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
LGA53780,8,0,6,9,12,83,566,787,345,445,107,31,2398,0,0,7,24,30,92,84,32,20,11,9,8,326,6,0,5,13,27,206,567,256,102,129,16,26,1339,0,0,0,3,9,30,96,61,33,25,15,13,293,4,0,0,38,113,370,365,45,120,25,7,39,1124,8,7,25,132,102,135,71,11,4,0,0,23,523,0,0,0,9,15,45,30,0,12,3,0,15,131,0,0,0,3,4,10,30,34,12,7,10,12,121,97,13,170,1076,443,471,122,18,9,4,5,85,2521,0,0,3,21,10,13,5,6,0,0,0,709,775,129,26,222,1323,754,1467,1948,1234,652,659,169,960,9552,3,3,3,0,6,52,424,571,400,552,258,239,2523,0,0,0,7,19,87,109,54,34,30,15,43,401,4,3,10,9,22,298,1127,754,422,523,128,218,3514,0,0,0,4,8,33,147,143,80,85,31,57,591,16,8,21,66,137
LGA53800,7,0,0,9,6,40,191,229,132,142,49,15,812,0,0,0,9,10,43,42,17,4,8,8,4,140,5,0,4,4,12,90,203,105,44,53,11,10,532,0,0,0,3,5,18,54,25,17,13,0,3,141,5,0,5,16,29,89,113,12,62,20,5,18,374,0,0,13,62,41,55,39,12,5,9,0,4,238,0,0,0,5,6,13,11,5,3,0,0,0,47,0,0,0,0,0,0,9,6,6,3,3,8,41,30,3,67,431,145,193,74,10,5,6,3,46,1014,0,0,5,18,10,3,5,0,3,0,0,405,441,50,5,106,546,259,550,741,423,279,250,82,508,3793,0,0,0,0,8,27,118,147,120,141,92,94,743,0,0,0,0,8,25,44,23,8,10,5,9,130,5,0,3,3,13,99,339,238,146,162,63,95,1166,0,0,0,0,0,19,60,48,27,26,9,24,221,3,0,8,14,28
LGA53920,3,0,0,0,0,7,6,17,5,14,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,13,9,9,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,11,26,8,16,17,20,12,11,6,9,148,0,0,0,0,0,0,6,7,0,7,0,0,24,0,0,0,6,3,0,3,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,5,3
LGA53990,0,0,5,0,3,19,99,113,66,116,39,8,477,0,0,0,8,12,25,14,12,3,10,0,0,84,0,0,3,0,8,53,141,81,43,71,5,9,414,0,0,0,0,0,5,15,15,10,14,0,6,72,0,0,5,15,17,57,106,18,50,11,3,16,289,0,0,14,28,37,63,26,7,5,5,0,3,178,3,0,0,5,0,10,8,3,5,6,0,3,41,0,0,0,0,0,5,5,9,0,4,0,0,28,11,0,48,309,118,135,50,9,6,9,4,21,724,0,0,8,7,0,5,3,0,0,0,0,215,233,18,0,77,371,194,373,469,259,192,241,62,282,2538,5,0,5,0,0,18,66,100,63,130,58,56,499,0,0,0,3,0,17,22,20,11,4,9,6,90,0,0,0,3,6,51,269,190,145,172,37,73,954,0,0,0,0,0,6,24,20,26,35,4,12,133,4,3,3,4,14
LGA54060,0,0,0,0,0,5,16,14,3,11,3,0,57,0,0,0,4,3,10,4,0,4,3,0,0,30,0,0,0,0,0,16,21,4,0,3,3,4,55,0,0,0,0,0,0,8,0,0,0,3,0,12,0,0,3,0,0,0,13,0,7,0,0,0,24,0,0,3,6,8,8,5,0,0,0,0,0,29,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,4,10,0,8,79,14,39,12,5,0,7,0,18,185,0,0,0,5,0,0,0,0,0,0,0,69,74,12,0,14,93,33,79,81,20,25,18,13,91,479,3,0,0,0,0,6,21,5,8,12,6,11,74,0,0,0,0,0,5,8,0,4,0,0,0,20,0,0,0,3,0,11,31,8,13,16,5,8,100,0,0,0,0,0,0,4,0,8,0,0,5,24,0,0,0,0,4
LGA54130,0,0,0,3,0,7,15,6,7,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,15,15,4,0,0,8,3,25,27,8,10,0,0,20,117,0,0,0,0,0,3,14,3,0,0,4,12,42,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,14,8,0,4,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0
