LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA58050,115,86,75,75,63,47,28,4,0,492,57,28,16,46,61,49,31,16,5,316,56,13,17,43,22,4,0,0,0,163,155,118,109,163,174,132,79,42,7,986,536,263,277,332,217,179,95,32,14,1931,205,134,117,219,343,387,250,140,42,1841,52,46,30,35,65,47,42,28,6,345,102,42,60,62,31,28,26,10,6,370,246,183,184,239,297,341,288,139,51,1972,1280,806,812,792,755,453,228,78,25,5217,29,31,22,30,22,28,20,7,0,186,12882,8172,7802,9369,10234,8194,5567,2746,890,65858,749,260,947,577,175,81,44,14,3,2839,1230,673,789,582,393,224,90,21,3,4003,34,13,20,26,36,21,14,6,0,173,4,3,8,3,5,0,0,0,0,24,328,138,546,161,39,35,20,3,3,1268,65,59,92,100,109,60,31,8,0,526,401,200,642,266,152,95,48,19,4,1822,10406,6773,8045,5767,5010,3153,1462,518,115,41238
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,4,6,5,9,4,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,17,19,29,38,30,26,17,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,28,10,15,18,15,9,4,0,0,98
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,9,3,0,34,3,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,46,18,33,37,46,53,50,13,17,318,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,18,34,24,22,22,12,0,3,209
LGA58330,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,25,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,27,24,12,0,84,0,0,0,0,0,4,0,0,0,11,4,0,0,0,5,6,4,4,0,25,8,6,4,9,21,32,38,14,0,137,18,19,8,13,23,28,18,0,0,121,0,0,0,0,0,0,0,0,0,4,248,159,110,181,399,473,454,180,20,2226,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,6,3,0,31,0,0,3,9,8,9,6,3,0,31,315,172,143,171,260,259,173,54,5,1555
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,12,10,19,32,29,32,17,9,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,17,16,20,18,12,0,0,106
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,11,5,9,10,8,6,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,26,11,15,6,6,0,0,143
LGA58510,4,3,13,0,3,10,4,3,0,38,16,12,18,21,20,13,9,5,0,113,15,0,8,14,3,3,5,0,0,46,18,27,36,29,17,26,19,8,12,190,39,42,53,24,22,34,15,9,0,244,45,37,75,57,81,76,60,36,50,511,4,5,0,0,4,5,8,6,4,38,13,10,19,3,9,11,14,0,6,85,61,63,91,85,81,91,86,91,97,752,180,162,225,167,116,94,52,23,18,1032,0,3,7,4,6,0,8,0,0,32,1896,1562,2273,1924,1906,1731,1347,987,759,14379,192,188,443,188,37,26,13,5,4,1105,329,229,379,270,86,44,28,11,0,1385,0,8,8,0,4,4,5,0,4,22,0,0,0,0,0,0,0,0,0,6,36,61,158,24,0,4,0,0,0,281,11,19,29,17,21,15,9,7,0,136,50,79,188,42,25,20,11,7,3,426,1714,2150,3536,1939,1264,942,442,188,133,12316
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,13,0,3,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,75,29,38,68,103,94,64,32,5,503,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,41,35,33,53,26,16,7,0,279
LGA58570,4,7,3,0,0,5,0,0,0,15,13,4,18,14,15,11,9,3,3,85,4,0,0,4,6,0,0,0,0,17,19,17,26,26,12,14,9,5,0,125,13,12,33,20,14,12,9,4,0,122,21,26,56,49,55,42,36,9,3,299,3,4,4,4,4,6,5,3,0,43,6,7,3,8,3,0,0,0,0,20,41,38,65,58,78,79,40,21,23,441,145,155,234,123,89,69,35,19,13,878,4,0,6,3,4,4,0,0,0,19,1964,1281,2647,2091,2036,1586,1056,814,504,13970,58,52,147,62,12,12,5,0,0,340,77,61,94,69,35,21,7,0,0,368,19,19,38,26,22,30,25,3,0,184,0,0,0,0,0,0,0,0,0,0,4,8,16,3,0,0,0,0,0,34,12,15,35,21,23,17,5,0,0,137,18,18,51,23,23,17,5,0,0,174,2078,1698,4335,2415,1507,1057,479,107,28,13703
LGA58610,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,3,37,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,4,15,10,6,13,20,41,34,18,18,176,7,5,0,3,9,11,11,3,0,48,0,0,0,0,0,0,0,0,0,5,137,58,63,112,132,208,180,86,44,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,150,65,64,64,73,56,56,25,7,549
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,5,0,0,20,9,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,5,11,28,42,39,25,16,4,222,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,21,19,30,24,8,10,0,153
LGA58760,319,155,160,123,97,82,58,20,5,1028,56,29,50,55,64,72,47,36,5,418,153,62,63,94,44,26,24,7,0,476,163,153,143,146,263,179,106,69,20,1246,882,632,509,517,527,287,151,60,6,3567,423,272,255,415,565,508,372,206,71,3089,26,32,17,31,57,41,62,27,10,302,73,77,56,53,57,42,33,14,3,426,460,258,270,372,389,368,352,249,81,2804,1933,1124,1141,1276,1054,623,322,130,28,7626,35,31,39,41,46,22,15,5,3,243,19836,12237,11667,14023,14648,10403,7816,4207,1392,96219,869,378,873,735,314,134,77,21,0,3404,1457,828,798,684,493,250,78,39,3,4640,19,13,17,24,17,17,22,6,0,141,9,0,0,3,0,5,0,0,0,22,195,91,285,125,57,34,12,11,0,804,130,102,128,156,150,100,55,17,4,841,335,197,413,276,202,141,65,27,4,1665,16311,9649,12112,9233,6915,3628,1838,719,214,60628
LGA58820,7,0,4,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,7,4,0,3,8,0,0,16,3,0,0,4,11,21,25,9,4,81,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,3,0,0,10,12,9,8,8,18,29,22,22,3,123,10,11,3,15,15,16,16,8,0,99,0,0,0,0,0,0,0,0,0,0,364,208,163,221,381,394,314,190,63,2289,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7,4,3,4,0,5,3,6,0,0,23,10,3,5,5,5,3,6,0,0,28,288,165,176,151,173,141,88,39,13,1239
LGA58890,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,8,7,13,15,9,4,63,7,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,62,14,33,46,84,95,62,32,16,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,26,33,33,38,31,16,8,0,272
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,17,28,24,31,18,11,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,12,15,12,12,3,0,0,88
LGA59100,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,18,10,11,11,3,63,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,49,15,29,34,71,69,64,32,14,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,28,51,33,37,31,17,6,0,274
LGA59170,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,16,7,0,0,41,0,7,0,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,90,28,62,59,65,126,72,31,13,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,27,56,41,41,36,12,8,0,318
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,42,24,22,23,21,16,5,3,0,161,0,0,0,0,0,3,9,0,0,15,0,5,10,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,46,42,70,56,54,49,21,4,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,6,0,4,5,0,0,0,0,0,11,25,20,73,49,31,15,9,0,0,219
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,14,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,10,22,18,11,4,67,11,3,7,3,0,6,3,0,0,38,0,0,0,0,0,4,0,0,0,10,129,42,81,87,124,154,100,36,25,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,122,55,73,64,51,36,23,7,0,439
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,4,0,22,11,0,0,4,4,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,41,14,14,31,42,36,33,13,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,21,16,27,28,8,0,0,148
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,9,0,4,21,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,9,19,22,38,49,52,29,12,244,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,20,19,25,27,18,9,0,175
LGA59340,5,0,4,0,0,0,0,0,0,11,0,0,3,4,5,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,31,17,21,11,23,10,10,0,0,130,31,17,13,24,21,12,6,0,0,124,6,0,4,5,17,29,11,3,0,84,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,22,9,17,16,32,30,26,5,0,160,61,25,24,23,32,37,11,0,0,215,0,3,0,0,0,0,0,0,0,7,709,417,465,446,546,471,210,52,12,3327,4,0,3,14,0,0,0,0,0,25,0,0,4,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,3,11,3,4,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,20,17,7,12,7,10,13,0,0,0,62,667,347,530,397,303,218,82,19,3,2563
LGA59350,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,16,26,24,24,30,9,4,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,12,31,16,19,7,0,0,0,98
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,5,4,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,3,11,10,12,3,0,51,5,4,3,9,3,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,71,35,75,79,147,120,89,46,15,675,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,36,56,54,55,26,13,0,0,321
LGA59370,0,0,0,0,0,4,0,0,0,4,3,0,0,4,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,4,9,0,6,5,5,14,23,8,3,62,8,0,0,5,6,9,9,0,0,37,0,0,0,0,0,0,4,6,0,9,10,11,6,5,35,33,39,26,11,175,16,0,9,8,11,14,24,10,0,93,4,0,5,3,0,0,0,0,0,13,209,98,123,150,286,366,385,207,65,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,16,0,0,4,0,3,4,5,0,0,16,314,145,105,126,169,178,115,42,7,1202
LGA59499,0,15,3,3,3,0,0,0,0,23,3,0,0,0,5,6,0,4,0,22,4,0,0,0,0,0,0,0,0,3,0,6,5,3,0,5,4,0,0,32,11,3,10,0,5,8,3,0,0,45,0,4,9,16,7,35,25,4,0,100,0,6,0,0,0,4,0,0,0,12,0,6,0,0,5,0,0,0,0,14,13,0,15,15,20,32,37,9,3,147,6,18,39,15,19,23,19,0,0,142,0,0,0,0,0,4,0,0,0,5,124,168,305,247,303,456,355,56,14,2028,5,4,20,0,0,4,4,0,0,37,5,5,15,10,4,0,0,0,0,45,4,0,0,0,0,4,4,0,0,17,0,0,0,0,5,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,6,5,3,0,4,0,0,0,23,0,6,13,3,3,4,0,0,0,27,176,275,526,298,264,256,130,25,3,1944
