POW_SA4_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
501,11,7,11,56,29,33,5,25,0,186,27,7,13,61,58,29,12,36,0,244,24,12,26,54,53,17,19,30,0,240,23,10,14,17,46,14,10,12,0,141,15,8,7,8,26,3,15,16,0,104,19,12,6,12,10,3,15,8,0,85,18,19,19,10,4,4,26,5,0,107,6,0,10,0,0,4,0,0,0,17,16,3,0,0,3,6,0,0,0,35,0,0,0,6,0,3,0,0,0,17,211,93,142,345,316,187,120,220,19,1648,39,4,26,16,14,3,5,11,12,130,21,13,48,57,20,51,5,58,5,264,37,27,68,114,54,84,15,96,9,498,47,17,104,145,66,76,21,95,3,581,55,25,187,242,116,111,29,130,13,901,97,55,293,453,213,178,58,226,18,1597,127,63,397,588,272,228,73,249,17,2018,203,74,650,581,343,179,144,352,29,2547,314,142,1070,477,443,156,235,286,32,3147
502,4,5,0,30,16,14,4,13,3,83,5,5,6,20,13,3,3,12,0,70,3,3,9,17,27,11,0,4,0,87,0,0,0,4,11,4,4,5,0,32,7,3,3,8,6,7,6,0,0,37,3,8,7,5,0,0,3,0,5,34,11,0,3,0,4,6,11,4,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,0,54,33,54,144,108,85,40,55,4,584,5,3,12,10,10,4,0,3,5,49,3,3,12,31,14,32,10,26,0,125,10,12,27,75,25,57,6,44,5,251,20,5,57,102,36,70,17,36,3,344,9,15,66,120,32,81,8,62,0,402,24,19,133,250,89,100,28,73,11,725,36,28,168,325,101,94,35,85,7,884,72,36,231,345,116,79,33,79,9,993,89,44,392,302,126,56,57,80,13,1153
503,5,11,29,72,90,23,3,40,5,285,23,24,35,83,150,26,9,28,4,381,39,29,45,105,228,35,19,27,4,531,53,57,35,56,233,24,15,12,8,486,51,78,24,33,159,18,3,13,9,387,37,75,19,35,82,24,15,12,0,295,100,109,39,35,108,30,18,12,3,453,29,39,20,4,16,12,11,0,0,128,78,49,9,0,13,12,3,0,3,181,0,0,0,0,12,0,0,0,4,22,430,509,285,587,1215,292,102,210,54,3687,10,0,28,15,13,6,0,6,17,101,4,13,7,78,31,34,5,37,3,208,10,16,60,159,60,69,12,77,16,477,21,30,81,203,83,81,19,71,10,615,21,40,133,250,134,88,12,100,11,789,45,62,266,481,278,131,27,177,24,1478,84,108,385,621,474,153,38,177,24,2058,162,138,652,704,752,173,79,189,23,2869,276,298,988,720,1151,176,111,203,52,3973
504,14,6,17,53,50,15,14,27,6,203,14,12,22,48,71,26,33,30,4,259,36,12,35,62,77,31,28,37,4,321,18,8,30,33,56,13,25,14,3,212,27,17,17,19,26,14,11,5,3,151,24,11,11,25,8,3,9,8,4,101,36,11,26,17,16,11,17,8,0,131,5,3,5,0,0,3,0,0,0,21,6,3,0,0,0,4,0,0,0,21,0,0,5,3,6,0,0,0,0,19,203,111,200,394,381,215,157,203,27,1891,26,11,38,8,12,7,0,4,9,126,15,13,23,68,24,43,7,40,6,241,13,27,68,124,38,102,22,95,7,489,20,27,138,126,68,118,24,103,7,635,35,23,197,221,69,131,38,115,4,838,60,54,329,407,168,194,63,173,20,1458,101,52,528,516,209,193,130,186,11,1909,163,80,824,610,318,175,275,284,25,2747,269,104,1412,520,450,181,416,334,49,3739
505,25,20,30,114,101,43,20,38,0,393,30,33,47,147,107,57,16,48,8,497,49,27,66,116,142,37,28,40,3,501,51,30,46,58,106,45,21,22,0,383,40,32,46,27,59,19,17,17,0,251,31,13,19,19,33,12,3,6,3,146,57,39,32,14,29,12,6,11,5,200,22,12,10,0,5,0,4,0,0,56,33,14,6,0,4,16,0,0,0,66,0,3,3,13,0,0,4,11,0,34,384,259,364,757,781,424,146,311,35,3461,30,6,47,27,14,7,8,17,8,166,15,36,46,129,30,117,28,77,15,490,33,42,141,256,80,205,19,151,13,937,38,39,244,302,115,223,45,163,14,1182,49,49,326,456,144,237,58,186,21,1530,96,80,585,880,303,324,72,261,16,2614,155,104,873,1066,392,345,132,304,33,3406,265,142,1311,1290,639,287,247,408,54,4654,479,227,2263,942,744,274,371,414,61,5786
506,21,12,27,121,94,46,29,55,3,414,28,18,51,147,107,38,60,54,5,510,38,15,69,111,145,57,73,63,6,577,36,36,54,47,106,39,52,26,4,394,56,40,39,51,77,21,41,9,5,336,41,25,31,30,47,17,31,3,4,230,76,42,54,27,44,21,42,16,0,333,30,4,14,0,4,5,11,0,0,65,46,17,14,0,3,6,9,3,0,97,0,0,4,8,11,5,0,0,3,40,420,228,438,791,788,381,390,350,46,3838,21,7,44,17,25,10,11,24,20,190,19,30,43,113,45,104,26,83,10,471,37,36,104,251,90,180,45,129,16,888,41,43,206,306,99,178,62,173,12,1124,62,45,302,434,156,204,81,174,8,1468,86,82,575,775,295,304,160,288,25,2596,145,103,817,1123,441,296,271,387,34,3625,295,173,1381,1356,745,308,712,530,50,5549,454,265,2349,1144,1018,327,944,552,90,7157
507,17,9,31,109,63,41,16,46,0,329,32,15,47,127,77,44,33,44,5,414,45,27,48,97,127,39,49,45,4,489,37,19,49,59,110,27,41,16,4,359,40,27,50,34,63,13,22,17,0,265,38,28,18,21,23,12,22,11,3,179,61,42,53,21,32,22,27,16,4,285,20,7,11,0,7,4,9,3,0,71,30,11,12,4,4,16,7,0,0,83,3,0,3,5,5,4,0,0,0,20,343,217,388,653,654,347,246,304,41,3197,20,8,42,29,33,6,7,14,15,181,14,33,35,96,23,93,7,71,3,377,26,31,114,245,71,184,45,143,11,869,41,40,198,284,113,196,30,152,9,1060,52,39,307,393,131,220,54,181,15,1398,96,77,501,773,293,271,86,275,19,2384,140,98,726,1008,382,244,130,319,27,3083,255,123,1186,1100,519,261,298,390,44,4178,414,191,2040,924,765,250,468,406,85,5536
509,32,6,10,35,26,12,9,14,3,133,23,5,5,41,26,11,4,21,0,132,27,7,10,28,30,14,10,24,0,161,31,5,16,5,24,3,10,12,0,111,32,14,6,8,17,0,16,9,0,102,15,9,4,12,8,4,5,10,0,66,27,4,7,8,9,5,29,9,3,95,9,0,0,0,0,6,7,0,0,21,18,3,5,0,0,8,0,0,0,28,0,0,3,0,0,0,0,0,0,5,259,55,95,179,189,88,109,169,6,1144,65,3,17,11,14,3,0,18,0,133,24,7,22,25,26,20,3,29,0,156,35,6,51,53,32,24,13,59,5,279,52,8,69,73,48,49,20,69,5,395,67,18,118,107,66,42,21,91,9,531,121,34,184,240,118,88,46,151,13,990,145,27,288,283,146,114,66,159,15,1250,214,56,474,336,180,122,127,252,22,1787,306,79,674,274,251,101,214,263,26,2185
510,4,3,3,13,6,11,5,13,0,54,5,0,3,24,17,11,0,9,0,77,9,7,11,19,18,5,7,14,0,96,11,8,9,14,23,3,9,15,0,91,12,10,16,12,17,3,17,16,0,103,7,8,11,8,5,4,28,4,0,80,19,17,47,15,14,3,101,20,6,234,4,10,25,0,0,0,28,10,0,90,20,15,40,3,10,3,31,4,0,126,5,0,0,0,0,0,3,3,0,15,101,90,163,134,135,60,241,127,29,1065,4,9,24,3,3,3,13,9,5,75,0,7,4,15,7,10,6,0,3,49,3,15,19,22,9,8,4,22,6,109,7,10,20,27,19,10,9,29,5,135,14,6,30,29,32,12,15,28,6,171,11,17,64,76,45,24,19,59,8,330,27,23,99,92,70,29,29,78,3,453,54,31,180,166,99,43,47,112,17,753,83,63,363,184,160,71,134,193,13,1278
511,12,4,3,35,19,7,4,17,0,105,12,6,8,25,19,17,5,10,4,114,12,6,12,23,37,10,16,12,0,137,14,10,10,9,26,7,11,15,0,106,11,8,10,4,15,8,14,10,0,72,8,3,15,13,12,0,29,8,0,88,27,7,26,3,9,4,67,6,6,164,3,5,14,3,0,0,17,5,0,46,17,0,18,0,0,4,7,0,0,54,6,0,0,0,0,0,0,0,0,13,149,60,131,159,179,74,174,122,14,1073,30,3,15,3,8,5,8,3,7,87,5,0,9,21,10,10,9,22,3,92,17,13,30,42,33,23,7,43,6,222,14,15,47,62,39,29,21,42,4,275,30,9,74,76,41,40,15,57,7,354,42,29,153,189,103,78,29,99,19,741,70,43,210,252,141,101,39,135,6,995,104,55,381,307,204,109,79,181,22,1440,199,91,556,260,283,81,158,203,33,1870
