POW_SA4_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
501,316,44,55,76,114,122,263,29,131,1142,200,29,36,54,128,74,35,0,13,571,456,72,109,177,386,446,429,3,33,2111,110,11,18,27,92,47,10,0,7,319,484,67,118,167,273,214,83,0,27,1431,94,11,21,24,45,29,25,0,0,247,520,58,73,148,300,278,144,0,26,1553,331,54,98,161,405,485,397,10,36,1973,236,20,36,46,109,74,36,0,13,566,21,0,3,8,19,11,12,0,3,80,68,6,12,17,23,23,8,0,0,159,93,13,6,23,23,27,11,0,4,205,252,34,42,71,144,101,41,0,3,690,175,24,31,36,97,79,95,6,17,556,336,39,77,83,149,112,26,0,11,821,629,68,117,150,260,170,56,0,25,1488,932,148,197,324,664,580,356,13,49,3252,84,10,18,9,23,30,14,0,3,202,181,39,27,81,119,96,48,0,12,608,196,22,37,63,127,107,79,10,51,697
502,22,0,3,6,16,9,26,0,4,82,35,15,11,20,30,27,5,0,0,152,249,28,34,70,156,94,51,0,9,681,17,3,8,7,27,20,3,0,6,83,172,20,30,68,142,121,27,0,15,591,24,0,3,10,15,9,0,0,0,70,298,49,60,140,325,281,96,6,20,1264,100,19,33,99,312,319,184,0,12,1073,118,6,14,20,64,44,26,0,0,302,8,0,0,0,11,4,3,0,0,30,32,6,9,8,19,8,7,0,0,82,63,5,9,15,29,28,6,0,3,165,91,13,29,27,74,52,23,0,0,304,80,5,13,38,72,57,59,0,4,332,132,19,23,33,106,72,15,0,9,403,333,46,61,119,247,201,54,0,10,1081,509,111,128,265,626,585,186,4,21,2441,35,3,11,21,29,28,11,0,0,134,92,17,22,42,123,107,48,0,9,452,94,18,19,38,101,81,47,0,21,425
503,50,12,17,19,37,27,19,0,7,181,2104,585,853,1341,2486,1782,914,47,82,10198,376,75,129,193,333,283,215,7,7,1626,392,126,147,264,419,300,203,7,12,1867,950,254,360,525,997,1009,403,3,53,4553,223,45,70,105,188,200,135,7,10,981,874,218,345,520,920,866,907,13,50,4720,773,271,405,804,1615,2042,2841,18,104,8877,612,131,172,257,526,374,257,4,30,2351,361,82,110,123,200,242,168,8,10,1295,1835,421,587,893,1348,1189,543,13,46,6878,500,89,163,215,243,264,114,8,20,1609,4348,1182,1861,2606,4397,3778,2541,80,139,20938,639,134,238,396,787,892,1319,15,27,4444,3293,656,822,1072,1659,1082,569,15,94,9267,1817,418,574,774,1153,1049,793,22,55,6671,5564,1318,1730,2499,4422,3818,2335,100,196,21978,302,57,88,166,208,230,148,0,13,1219,673,177,229,318,651,670,461,0,46,3216,726,193,301,527,960,940,842,25,224,4746
504,114,14,17,28,60,59,109,0,19,427,206,53,72,104,257,184,90,4,11,985,1010,267,259,374,926,773,376,12,41,4042,107,27,27,39,105,81,29,0,4,417,832,192,248,312,788,699,294,6,39,3410,493,110,150,202,387,341,155,0,16,1849,934,195,257,369,840,659,498,8,39,3789,378,130,132,243,783,681,578,5,47,2978,630,122,179,210,609,458,312,6,26,2559,71,23,24,36,66,50,40,0,10,323,112,19,23,38,61,52,11,0,3,330,181,26,33,36,81,81,26,0,5,468,497,94,178,192,305,280,158,6,14,1716,298,68,70,89,192,214,180,0,5,1114,822,136,183,263,428,296,120,10,25,2285,1005,178,235,270,474,350,144,3,27,2683,1194,304,345,583,1353,1156,771,17,57,5782,111,18,26,44,62,62,35,0,0,364,535,122,129,182,451,396,242,0,40,2098,556,164,173,241,614,473,323,11,122,2692
505,210,76,46,66,128,110,223,21,19,900,205,58,90,83,197,179,108,3,14,931,1076,329,349,535,1010,860,479,7,56,4706,176,36,57,79,171,102,46,0,3,667,1969,476,640,890,1893,1727,534,16,83,8228,458,113,135,206,361,298,150,9,20,1748,1876,455,643,1193,2283,1718,930,3,88,9195,570,210,260,709,1835,1533,1182,11,97,6412,536,128,180,239,520,372,375,4,20,2376,185,44,59,90,154,131,59,0,9,733,416,92,105,152,277,160,70,4,10,1278,338,79,66,113,196,145,53,0,11,987,1167,275,450,628,931,743,477,14,43,4723,553,123,186,267,549,530,591,8,22,2834,1192,229,309,452,768,484,205,8,29,3672,2519,563,794,1107,1723,1257,555,3,52,8576,2996,796,1036,1801,3468,2762,1699,25,125,14696,228,57,70,124,240,157,81,5,5,967,833,223,271,429,981,912,473,0,41,4156,819,236,302,513,919,784,577,10,174,4329
506,193,26,25,50,98,96,111,3,8,613,806,210,274,471,959,697,353,13,43,3833,1691,378,444,637,1751,1349,751,15,71,7071,229,41,54,105,205,141,59,6,8,842,1660,333,487,705,1618,1536,626,15,83,7064,1049,210,264,395,1016,810,450,13,37,4229,1772,388,469,933,2055,1680,1309,13,89,8703,675,202,272,537,1906,1683,1843,17,93,7225,2045,465,666,897,2322,1769,1446,16,102,9735,121,22,33,70,146,118,95,0,3,611,319,66,106,115,218,154,80,0,10,1062,436,78,92,140,301,267,129,0,17,1453,1170,275,375,597,1067,960,571,8,36,5060,632,132,184,308,646,657,769,9,41,3372,1351,260,303,403,770,599,273,0,37,3991,2533,562,728,1011,1629,1294,717,17,52,8546,2719,625,798,1321,3311,2796,1728,23,116,13438,682,159,199,313,612,488,283,4,36,2774,874,180,254,339,886,869,520,5,49,3983,1073,241,366,584,1482,1171,855,14,249,6039
507,140,19,30,42,148,116,74,0,11,589,404,98,128,215,513,344,183,7,27,1924,1649,334,368,618,1583,1396,722,17,63,6754,239,57,86,108,294,202,76,0,9,1069,1481,278,405,588,1383,1157,434,11,65,5801,485,100,115,168,369,340,148,5,13,1740,1470,290,384,657,1476,1147,671,11,73,6177,524,153,253,508,1417,1388,1228,14,59,5545,822,170,236,298,717,528,297,10,36,3107,66,13,20,31,68,60,26,0,0,292,223,32,69,75,120,112,38,0,0,676,350,45,52,76,137,123,49,0,10,849,945,221,245,410,684,609,341,12,22,3483,396,81,110,135,388,357,352,0,20,1841,1046,214,292,360,722,547,179,0,43,3404,2126,393,570,691,1249,996,446,6,48,6519,3186,785,1019,1636,3418,2996,1554,59,135,14789,186,30,58,78,134,116,50,0,10,654,659,114,190,256,629,594,324,8,32,2801,785,157,229,360,874,752,512,8,165,3848
509,555,71,125,141,194,230,439,93,61,1912,292,55,85,97,226,156,51,0,18,989,187,33,46,91,243,203,207,43,23,1068,45,0,12,20,15,16,4,0,0,110,254,28,36,48,102,84,45,0,15,622,67,12,14,33,49,53,35,4,13,286,321,39,45,50,144,101,90,0,27,822,227,37,42,82,184,162,170,3,21,931,140,18,22,26,48,41,9,0,19,318,18,0,0,8,7,4,6,0,0,39,38,0,9,12,12,18,3,0,3,100,46,3,5,4,10,11,5,0,0,82,154,18,27,38,61,32,20,0,7,349,90,8,21,20,33,40,55,10,7,272,384,45,44,71,142,123,29,0,21,865,464,57,67,88,131,93,49,0,23,971,645,103,128,193,357,331,233,0,37,2022,45,3,10,8,14,13,3,0,0,86,136,12,17,30,65,50,37,3,6,357,161,19,32,53,86,77,77,0,38,539
510,33,11,3,17,27,26,108,27,9,260,2032,418,688,868,2094,1584,598,19,140,8451,75,11,17,31,76,83,67,6,5,369,59,8,12,31,50,52,32,0,7,246,446,104,169,188,512,441,209,6,41,2126,67,10,23,21,77,60,45,9,3,311,121,24,17,56,157,189,210,4,15,793,257,63,69,113,344,391,713,17,43,2024,265,39,82,83,220,201,105,7,21,1024,18,0,4,0,14,11,7,0,0,55,8,0,3,7,17,6,3,0,0,47,59,13,18,3,68,84,66,8,5,319,88,25,26,40,97,104,53,0,4,437,162,36,48,64,148,146,170,6,21,808,205,43,43,90,181,150,62,0,12,780,234,47,69,93,177,149,87,3,17,874,295,65,91,123,357,342,218,3,26,1521,31,4,4,10,18,15,11,0,0,95,90,15,19,32,99,107,64,6,13,445,129,25,45,71,185,175,147,11,58,845
511,238,22,40,38,74,58,133,7,27,641,1081,247,422,562,1338,987,660,25,122,5445,146,27,46,52,135,105,111,0,6,641,30,3,7,8,29,16,18,0,3,123,215,32,55,73,195,136,89,9,32,839,67,16,10,18,44,48,25,5,3,244,205,27,50,76,183,203,144,4,14,908,219,37,56,112,285,339,435,4,36,1518,236,34,51,64,153,157,68,0,19,791,5,0,0,11,9,6,9,0,0,36,24,0,4,12,18,19,9,0,0,92,33,0,3,18,38,30,21,0,4,152,100,25,27,39,101,101,105,8,14,519,85,22,28,33,67,92,82,3,5,426,225,36,51,67,183,172,61,6,7,803,308,52,83,107,237,142,91,0,14,1033,399,69,129,181,414,423,273,7,23,1917,29,4,3,10,13,19,11,0,0,88,100,18,24,36,89,100,58,3,6,437,129,15,35,63,112,102,108,4,44,608
