POW_SA4_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
501,3,38,6,50,10,0,0,26,0,139,0,59,14,90,24,0,3,35,0,230,9,85,32,186,43,0,3,72,0,431,4,151,27,263,81,3,4,90,4,623,19,226,43,291,99,0,8,59,4,749,25,376,93,289,220,3,22,49,6,1090,25,486,54,138,177,0,4,15,3,910,64,652,53,156,80,5,20,16,8,1059,65,609,69,156,51,3,18,14,4,980,276,830,111,210,52,4,14,3,14,1506,63,35,17,16,4,0,3,0,0,132,33,77,3,4,3,0,0,0,0,128,0,10,0,9,5,0,0,5,3,35,577,3670,542,1923,865,23,104,420,49,8169,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,14,0,0,5,5,6,0,0,5,0,20,0,0,6,7,8,0,0,6,0,27,0,3,3,11,3,0,0,5,0,37,5,5,11,14,29,0,0,7,0,78
502,0,13,0,22,4,0,0,18,0,51,3,15,0,25,13,0,0,11,0,59,4,31,11,56,11,0,0,31,0,147,0,41,7,82,28,0,0,27,0,186,0,67,12,127,27,0,3,13,0,252,9,97,18,106,49,0,8,19,0,308,8,133,7,23,38,4,9,3,0,228,12,190,8,45,20,4,11,0,0,291,16,180,4,57,13,0,24,0,0,299,77,278,35,84,8,0,13,9,3,502,14,15,3,10,5,0,0,0,0,42,3,10,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,8,142,1070,110,663,216,7,82,140,9,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,6,0,0,0,15,0,0,0,0,0,18,0,0,0,8,3,0,0,0,0,19,0,3,10,6,14,0,0,0,0,38
503,3,147,19,71,85,3,0,40,4,373,10,160,33,109,122,3,0,55,5,499,18,383,53,211,294,9,8,107,19,1100,31,590,100,292,433,19,17,122,14,1614,60,898,150,390,676,17,54,178,30,2459,116,1695,340,620,1557,41,119,239,67,4802,213,2570,458,456,2017,37,64,72,73,5955,401,3761,369,431,1643,43,56,57,99,6853,499,3918,262,633,912,27,101,30,83,6464,2512,7049,394,1123,1307,23,112,36,147,12703,720,984,60,87,164,0,15,0,14,2035,691,1707,44,38,94,4,3,3,6,2586,13,66,3,19,29,0,4,11,11,151,5296,24095,2303,4564,9428,229,558,990,577,48053,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,17,0,0,0,12,9,0,0,0,0,25,0,0,0,20,13,0,0,3,0,34,3,5,5,4,13,3,0,0,0,33,0,7,12,19,30,3,0,4,0,65
504,11,29,14,36,6,0,0,47,0,139,0,43,12,88,9,0,0,35,0,195,3,78,24,173,42,3,0,76,0,396,10,105,30,247,65,0,0,79,0,546,19,182,39,336,108,0,4,67,0,753,24,308,54,288,236,5,9,49,5,976,43,407,26,186,205,5,11,9,16,908,61,644,32,293,136,9,7,6,8,1196,36,669,11,355,76,4,4,6,12,1175,264,904,23,649,53,6,9,0,11,1911,30,59,4,46,5,0,0,0,0,150,30,58,0,14,0,0,0,4,0,119,8,21,0,17,9,0,0,3,0,49,543,3551,269,2774,964,29,55,420,67,8686,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,4,0,22,0,0,0,10,0,0,0,0,0,15,0,0,0,12,4,0,0,4,0,20,0,0,0,8,4,0,0,0,0,21,5,6,9,29,13,0,0,0,0,58
505,11,67,13,89,23,0,0,70,0,259,3,90,22,122,42,0,0,61,3,351,9,147,40,333,86,0,4,107,0,724,13,275,44,430,146,0,3,141,3,1060,21,423,76,644,197,0,15,111,11,1501,41,638,107,620,474,6,18,91,13,2010,80,885,89,283,389,12,16,28,20,1805,130,1296,76,264,261,17,30,25,26,2110,106,1398,58,333,107,6,38,17,21,2073,621,2024,106,459,154,5,34,28,27,3457,138,103,38,21,16,0,0,0,3,318,54,97,18,13,6,0,0,0,0,193,3,24,4,18,13,0,0,3,0,67,1242,7529,695,3720,1936,45,166,730,137,16200,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,28,0,0,0,20,0,5,0,5,0,33,0,0,0,24,8,0,0,3,0,37,3,6,11,13,7,4,0,5,0,52,3,8,22,18,37,10,0,12,4,109
506,7,64,12,100,18,3,4,66,4,266,9,76,22,158,35,0,6,71,0,380,6,141,53,306,87,3,4,123,0,729,11,266,50,496,160,3,3,131,0,1124,21,428,121,632,236,3,21,138,7,1593,30,744,155,613,466,4,60,94,15,2177,68,1020,164,355,418,7,36,40,20,2137,150,1416,155,565,211,6,29,24,17,2570,105,1471,115,491,123,0,15,12,15,2355,622,1999,210,584,133,5,25,18,17,3611,155,124,36,30,19,0,6,4,3,370,101,177,15,15,12,3,0,0,0,327,0,34,4,25,8,0,0,0,3,87,1283,8049,1115,4498,1953,55,204,756,113,18042,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,3,5,3,0,28,0,6,6,36,8,4,0,6,0,62,0,7,0,32,9,0,0,0,0,50,5,3,9,32,11,8,3,13,3,78,4,7,9,45,40,0,3,9,0,122
507,9,85,11,102,19,0,4,66,0,295,0,108,28,153,45,0,4,66,0,405,15,177,45,349,124,6,9,115,0,842,15,347,77,503,192,4,10,155,9,1310,23,608,99,646,240,7,26,132,11,1791,45,1018,161,607,554,12,77,153,17,2645,79,1465,151,321,513,4,49,57,19,2667,119,2059,139,404,290,6,18,29,28,3088,113,1937,83,406,161,3,17,17,12,2760,741,2765,192,471,237,6,23,30,28,4500,177,223,28,35,21,0,4,0,0,496,106,483,4,6,9,0,0,0,3,621,7,26,7,12,7,0,0,4,9,76,1454,11380,1036,4126,2447,55,247,889,141,21771,0,0,0,0,0,0,0,0,0,8,0,0,0,15,5,0,0,0,0,22,0,3,5,35,0,3,0,7,0,50,0,0,3,22,3,4,0,6,0,35,0,0,3,35,17,3,0,4,0,71,4,22,9,33,36,7,0,5,0,115
509,5,22,9,38,11,0,0,21,0,109,8,49,13,52,23,0,0,36,0,184,3,57,30,122,52,0,0,54,0,318,4,117,39,190,58,4,0,68,4,490,17,155,60,256,88,7,3,63,4,646,33,255,59,239,151,4,9,52,8,816,52,340,61,143,142,3,5,24,4,769,52,510,52,188,75,6,14,23,3,923,60,485,45,163,36,0,7,16,3,816,311,637,98,239,42,3,19,14,3,1358,53,38,17,18,6,0,0,0,0,138,19,61,4,8,0,0,0,0,0,88,0,14,0,3,0,0,0,3,0,27,609,2765,504,1713,693,27,70,416,44,6835,0,0,0,0,4,0,0,0,0,3,4,3,3,7,4,0,0,9,0,24,0,0,3,7,4,0,0,11,3,26,0,4,6,3,7,3,0,12,0,39,7,0,4,7,16,0,0,18,4,63,3,8,12,16,37,6,0,23,0,92
510,0,7,9,17,7,0,0,11,0,55,0,14,3,24,10,0,0,10,3,55,3,18,16,69,16,0,0,11,0,138,6,43,10,73,38,0,0,26,0,194,11,53,16,142,41,0,0,20,5,300,13,131,25,165,128,7,5,42,0,516,23,250,35,124,151,12,3,26,11,629,35,417,23,162,97,6,4,11,8,769,54,485,25,141,60,8,3,8,4,801,240,717,56,349,75,0,21,9,7,1474,44,50,19,48,13,0,3,4,0,185,57,114,31,25,9,0,4,0,0,244,0,11,4,10,0,0,0,0,3,31,494,2330,282,1397,649,35,44,181,49,5468,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,3,0,0,0,21,0,8,10,9,5,0,0,0,0,29,0,5,3,9,3,0,0,9,0,25,0,0,3,3,5,0,0,0,3,15,0,0,3,12,6,0,0,4,0,33
511,0,18,0,24,6,0,0,22,0,73,6,21,7,45,13,0,0,22,0,117,7,52,18,124,33,0,4,27,0,269,11,81,23,146,47,7,6,53,9,373,12,112,26,229,65,0,3,54,0,509,26,202,51,234,210,3,6,60,5,790,28,343,51,154,149,6,8,20,11,762,53,466,39,198,92,6,9,10,4,877,55,465,32,189,43,0,9,9,7,807,262,654,76,301,57,0,12,12,10,1393,49,57,22,42,6,0,0,0,0,174,24,78,5,14,4,0,0,4,0,129,0,11,5,5,4,0,0,0,0,19,532,2574,368,1739,734,28,60,320,47,6398,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,9,3,0,0,10,7,0,0,8,0,23,4,0,0,11,8,0,0,3,0,18,0,0,0,4,7,0,0,11,0,27,0,8,6,16,12,0,4,16,0,75
