POW_SA4_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
501,48,3,7,1555,1310,41,63,13,9,1442,1345,92,94,23,12,1563,1590,113,115,23,0,1837,1813,151,182,37,11,2197,1865,128,166,41,16,2211,1458,120,173,45,10,1800,892,74,100,29,3,1107,214,28,53,29,6,325,36,14,23,17,5,95,8,7,13,16,3,55,13751,780,1070,280,80,15968,2211,0,10,3,0,2229,1101,5,26,4,6,1140,1138,3,80,17,12,1250,1572,46,175,45,6,1847,2119,94,244,55,10,2524,2029,101,234,51,10,2420,2018,90,228,40,19,2390,1875,88,203,51,15,2241,1712,82,187,55,12,2045,1467,84,209,70,13,1841,632,60,147,82,12,932,199,28,80,61,7,377,56,8,39,36,4,150,18139,704,1859,569,123,21391,1921,59,152,49,26,2205,435,23,48,43,52,599,34249,1573,3129,934,282,40162,1390,0,9,0,0,1403,3240,6,61,7,12,3322,3675,72,158,13,11,3925,3777,200,242,28,23,4273,3940,342,321,50
502,25,0,4,681,507,26,33,6,0,568,618,34,38,0,0,687,667,47,42,0,3,767,815,68,58,7,3,956,860,54,56,13,0,979,630,35,70,9,9,751,367,30,37,4,4,443,94,7,20,8,0,129,11,3,0,4,0,26,3,3,0,0,0,5,5858,339,389,67,17,6673,1331,0,0,0,5,1335,988,5,25,0,3,1015,619,8,52,11,3,687,803,28,78,20,5,930,934,41,96,16,0,1081,826,23,96,19,4,972,862,21,74,19,4,982,854,44,93,14,10,1022,809,41,77,9,4,946,625,45,88,26,3,784,261,24,49,13,0,342,66,12,29,12,0,119,18,0,9,8,8,44,8991,294,766,167,59,10268,771,13,35,15,12,844,191,10,17,15,18,249,15809,653,1212,259,107,18036,438,0,3,0,0,437,1099,4,30,0,0,1132,1297,50,68,3,5,1425,1166,80,100,8,4,1360,1316,126,122,15
503,118,3,8,11134,10545,180,149,13,10,10889,9160,244,160,18,18,9601,8200,312,172,16,8,8704,8008,337,205,34,17,8602,7360,346,254,29,13,8001,5848,270,169,14,17,6323,3433,163,112,14,5,3727,1201,85,55,8,6,1356,224,23,27,9,5,285,49,4,4,3,0,69,70963,2039,1459,171,112,74746,3268,3,32,7,5,3321,6175,4,107,8,7,6314,4359,31,154,4,4,4557,5760,100,221,40,10,6129,6932,184,298,56,15,7492,5759,185,293,58,3,6297,4728,202,295,61,8,5287,4060,188,332,64,10,4664,3581,164,254,47,12,4057,3034,132,237,50,16,3467,1615,111,153,36,8,1921,587,71,96,42,8,801,204,31,47,35,5,315,50056,1409,2520,512,110,54611,7137,74,99,33,52,7398,1216,41,65,64,129,1514,129383,3560,4141,785,401,138272,918,6,7,0,0,935,9896,35,87,9,13,10042,20387,217,250,10,22,20890,22240,668,367,30,25,23334,22885,1119,469,42
504,68,3,4,2407,2097,71,124,19,3,2307,1927,116,122,12,9,2181,1945,125,117,21,4,2214,2149,156,172,36,6,2521,2156,165,180,23,8,2535,1698,144,146,25,3,2011,1068,98,81,15,4,1264,312,35,36,16,0,387,52,18,15,11,0,99,7,8,10,3,0,26,17695,980,1087,183,44,19985,3054,0,29,11,3,3099,2413,10,62,5,0,2494,1602,12,121,21,4,1765,1849,77,248,45,5,2228,2088,103,283,65,13,2547,1928,118,229,52,14,2342,1781,104,235,45,12,2170,1721,108,227,46,8,2114,1611,120,214,54,14,2005,1277,96,184,53,13,1618,629,80,107,44,13,869,202,34,56,32,0,326,71,14,39,19,3,145,20216,874,2031,494,100,23718,1779,44,67,23,27,1942,522,26,50,29,53,684,40210,1928,3233,730,221,46324,1336,5,12,0,5,1356,4431,30,75,8,5,4546,6099,175,228,10,13,6522,6157,407,379,37,23,7008,5954,610,428,36
505,144,9,3,4921,3994,153,197,15,12,4373,3623,248,245,34,14,4161,3744,274,236,33,17,4299,4252,352,323,38,15,4983,4238,323,325,33,20,4943,3375,272,224,34,10,3919,2035,160,135,28,13,2368,650,68,73,8,0,802,116,28,22,4,0,169,20,4,4,0,0,40,34525,1948,2005,233,109,38817,6376,12,47,32,15,6474,5349,13,159,13,8,5542,3144,54,256,26,8,3494,3897,132,474,89,21,4614,4590,263,655,124,14,5643,4297,308,595,108,25,5325,4209,279,542,115,22,5165,3943,248,527,84,20,4819,3461,230,412,81,20,4209,2906,193,394,91,20,3608,1288,147,231,76,9,1754,441,76,103,58,4,687,116,42,40,26,5,229,44019,2003,4429,927,188,51555,3584,97,210,37,35,3961,977,48,70,43,74,1217,83104,4088,6708,1241,404,95548,1846,5,18,7,4,1875,7421,49,178,8,19,7677,10273,300,432,20,12,11036,9984,832,712,46,33,11608,9642,1301,871,74
506,104,11,9,5867,5349,165,170,23,12,5723,4803,261,186,32,10,5293,4568,267,213,27,3,5080,4899,280,250,32,3,5455,4712,303,278,45,24,5360,3781,244,225,35,22,4306,2388,150,110,20,8,2676,818,66,68,18,3,974,133,26,21,4,5,192,20,10,9,0,0,42,41446,1852,1685,260,105,45346,5272,5,45,23,5,5344,5701,16,119,13,17,5855,3828,43,209,36,6,4123,4223,155,373,88,15,4850,4841,210,488,103,26,5667,4304,227,434,91,20,5069,3834,210,389,81,20,4532,3472,205,385,66,12,4139,3160,219,311,91,15,3803,2587,184,304,75,15,3166,1331,108,208,65,15,1725,457,75,95,56,5,677,130,25,44,43,3,241,43120,1681,3405,820,171,49203,4151,94,137,42,42,4465,1231,45,91,58,98,1527,89947,3668,5318,1189,422,100543,2371,3,11,0,0,2391,9668,71,137,17,11,9900,14327,334,417,20,31,15127,15675,900,643,67,45,17321,15625,1299,798,85
507,123,3,9,4862,4138,149,176,16,7,4488,3857,203,187,29,4,4275,3802,234,212,32,11,4297,4088,304,287,26,7,4716,4013,280,270,36,17,4617,3205,277,208,38,10,3730,1875,147,117,21,8,2168,607,60,41,10,0,724,83,24,24,4,0,131,15,9,5,0,0,24,34109,1736,1704,215,73,37848,5396,7,53,19,6,5475,4755,8,129,10,3,4906,3181,33,196,18,14,3439,3780,120,403,66,12,4380,4307,191,519,81,19,5114,4087,224,485,84,19,4895,3696,182,458,86,17,4438,3285,195,398,77,14,3967,3029,171,355,72,15,3645,2417,150,311,81,12,2975,1115,103,203,54,4,1477,357,63,105,48,4,581,99,32,44,26,0,203,39510,1467,3651,733,133,45496,3923,72,182,46,36,4255,891,34,60,39,64,1088,78436,3303,5606,1029,310,88688,1972,0,12,0,3,1994,7705,33,126,9,14,7884,11000,203,352,16,26,11596,11216,633,544,26,20,12439,11130,879,598,62
509,29,6,7,1148,824,42,56,14,8,937,850,73,82,38,7,1050,969,90,105,35,3,1206,1163,115,146,67,12,1500,1251,120,153,77,23,1625,1052,124,200,92,19,1485,760,96,137,89,5,1092,246,41,95,57,10,452,46,19,47,57,8,169,11,19,25,28,0,80,9528,747,1080,573,100,12021,1066,0,3,17,0,1088,622,0,8,6,4,649,691,8,48,19,6,774,868,44,100,61,4,1076,1167,60,135,79,9,1446,1107,70,132,65,12,1378,1057,74,155,61,10,1349,1143,70,142,68,15,1432,1103,79,162,103,6,1452,1091,66,160,96,10,1428,478,52,133,99,8,775,169,36,77,75,8,362,54,22,42,65,6,192,10607,583,1299,813,106,13407,1288,57,130,82,26,1587,316,21,45,64,54,506,21740,1412,2554,1528,283,27520,1010,4,4,13,8,1035,2461,29,41,20,14,2567,2848,101,151,29,22,3144,2624,239,269,56,23,3203,2590,365,337,97
510,18,0,4,2231,2046,41,38,3,10,2140,1783,63,41,3,3,1890,1466,51,31,6,6,1561,1480,42,47,9,9,1585,1425,57,42,6,9,1540,1116,49,29,4,6,1218,714,37,29,4,4,791,249,9,16,9,0,282,45,8,0,3,0,61,5,5,0,4,0,15,14142,367,311,58,58,14942,585,0,0,0,0,592,374,0,6,0,3,386,574,0,18,6,5,602,850,9,59,7,0,936,868,30,70,12,0,983,651,17,39,11,10,718,490,14,21,13,3,540,376,7,19,3,8,426,287,12,15,6,0,319,253,15,23,6,4,294,117,11,12,6,0,151,40,0,9,5,4,59,13,0,3,4,0,26,5485,127,305,82,43,6045,1696,10,28,10,24,1767,468,6,14,13,43,536,21791,511,660,160,164,23291,749,5,0,0,0,750,3172,15,18,0,13,3218,5973,36,42,4,10,6069,7079,156,89,7,19,7354,7056,225,112,17
511,19,9,5,1676,1347,32,48,16,0,1438,1201,67,51,10,0,1341,1322,83,88,29,8,1532,1494,106,105,26,6,1741,1483,116,108,41,6,1748,1271,108,118,33,4,1530,739,73,81,27,15,929,268,27,49,28,5,378,51,14,24,12,4,102,9,3,18,17,0,44,12568,654,722,244,66,14255,1096,0,6,6,0,1109,714,3,10,3,0,731,707,10,38,13,10,773,1000,38,73,27,7,1136,1040,58,87,39,3,1228,893,46,76,27,4,1049,867,51,78,29,9,1033,864,45,82,31,7,1033,848,43,81,43,5,1028,699,43,89,53,11,890,333,37,54,39,3,469,92,5,25,36,4,168,35,9,11,14,5,75,9184,394,715,362,71,10723,1397,44,65,27,28,1557,385,21,22,34,48,507,23532,1117,1520,666,210,27043,1165,0,5,7,7,1183,3557,19,41,3,10,3634,4830,65,93,17,17,5018,4670,164,145,22,11,5014,4488,299,194,40
