POW_SA4_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
501,51,19,0,0,8,3,0,5,0,95,16,47,10,19,10,8,3,8,0,129,38,77,14,31,30,23,4,32,0,247,52,108,18,53,37,23,12,46,3,344,33,170,9,98,40,29,6,48,6,437,81,255,39,128,85,62,12,66,9,725,112,422,56,175,114,77,15,109,9,1078,145,631,82,211,145,74,29,173,19,1506,221,900,124,168,165,57,41,131,3,1810,226,1118,85,111,140,24,23,59,4,1797,203,1301,80,62,113,28,18,35,19,1847,212,1207,39,56,73,22,23,22,16,1660,631,2011,76,86,104,27,34,19,11,3012,192,339,22,13,28,6,8,4,3,609,325,640,32,5,35,9,4,6,7,1065,17,38,6,9,5,3,0,7,11,87,2549,9289,691,1212,1124,460,221,770,114,16437,16,8,9,3,11,0,0,4,5,57,16,22,9,32,11,11,0,15,0,115,27,22,13,38,8,21,4,19,4,158
502,5,9,0,4,7,0,0,0,0,24,3,14,0,10,6,7,0,0,0,50,7,33,8,33,9,15,8,7,0,119,8,39,5,32,12,15,0,11,0,124,4,60,7,46,14,23,7,17,0,174,24,83,24,64,25,26,5,29,4,276,22,141,20,87,32,43,13,29,0,379,30,247,21,98,53,28,10,26,0,512,65,374,41,74,58,18,8,20,8,665,61,422,18,45,37,14,7,16,0,624,56,581,17,30,39,12,7,0,0,757,49,476,11,28,16,4,3,0,3,599,188,839,22,45,32,8,15,3,9,1168,59,128,9,3,8,0,0,0,3,219,106,239,3,4,9,3,0,0,0,367,6,13,0,3,0,3,0,0,0,33,690,3718,220,599,357,225,85,163,36,6095,5,4,0,0,9,0,0,3,4,25,4,3,4,20,8,4,0,0,0,56,6,4,7,37,11,21,5,9,0,99
503,58,134,15,20,44,5,0,8,12,298,43,192,20,108,80,45,5,35,7,535,54,369,55,260,194,133,6,116,18,1216,87,540,61,355,246,190,15,180,17,1682,126,574,126,425,324,211,25,211,33,2050,195,1282,181,728,588,337,46,328,45,3740,305,1806,253,768,784,323,35,285,44,4602,548,3163,397,873,1379,335,72,325,92,7191,955,6231,669,966,2429,327,95,274,141,12081,1096,8406,653,643,2428,239,62,116,150,13793,1406,10270,474,492,1845,192,46,62,142,14939,1435,9334,337,359,1200,132,59,35,113,13007,6075,21372,645,619,2284,278,96,51,241,31651,2605,6102,202,75,542,115,31,17,68,9755,8606,13531,353,83,1078,275,53,20,202,24197,62,299,7,32,45,18,0,8,123,594,23646,83594,4463,6810,15479,3158,660,2082,1445,141327,20,19,13,20,12,8,0,3,14,111,10,20,11,47,19,7,0,20,5,144,20,49,23,147,52,47,11,33,5,383
504,24,37,5,9,13,8,0,7,9,113,17,72,9,35,25,23,10,18,5,200,23,108,17,88,47,81,16,46,4,428,45,152,32,84,72,87,27,71,8,576,43,206,49,126,105,114,20,94,4,748,69,341,61,240,117,153,43,113,13,1152,118,493,111,299,168,165,58,126,9,1546,205,674,186,370,250,164,130,164,19,2171,307,1134,283,336,383,126,149,130,34,2888,282,1444,194,216,270,81,118,64,28,2703,323,1821,130,201,218,53,65,40,25,2879,261,1670,76,137,112,27,41,19,15,2361,922,2715,108,208,162,55,36,16,24,4247,316,405,19,24,25,7,6,8,11,813,535,706,27,11,41,13,4,0,8,1337,21,60,7,11,14,5,3,5,21,138,3507,12037,1314,2408,2016,1153,713,921,227,24299,22,15,4,11,14,9,0,3,3,74,9,28,14,23,11,17,4,11,0,119,18,38,20,77,19,42,3,44,5,277
505,58,89,22,24,31,15,4,8,8,275,20,143,31,86,42,49,7,40,3,436,44,262,48,205,113,144,16,92,14,946,82,342,65,247,147,206,41,130,11,1280,76,421,85,352,190,281,49,170,26,1649,148,733,157,590,284,348,64,233,23,2579,219,1113,220,684,376,338,98,260,35,3334,369,1607,379,844,549,337,152,307,38,4576,575,2736,500,768,824,276,179,269,67,6193,595,3307,319,415,637,158,107,105,61,5703,694,3976,299,316,465,122,83,75,41,6070,614,3817,142,223,264,70,44,37,42,5258,2048,6531,175,245,395,137,43,42,48,9669,692,974,42,24,98,43,0,5,14,1894,1208,1881,53,16,95,77,3,17,22,3379,37,149,14,8,25,9,4,8,36,296,7497,28078,2550,5058,4525,2620,913,1794,505,53538,24,16,14,17,25,13,6,5,5,116,19,23,12,53,25,31,4,19,5,195,29,83,29,144,65,99,9,63,10,538
506,66,80,14,30,33,20,3,12,12,273,35,179,25,116,58,58,24,51,14,548,49,292,71,270,124,177,55,118,11,1163,93,321,90,325,158,222,57,154,17,1444,97,414,112,434,186,300,94,237,19,1897,191,803,181,681,356,340,179,338,39,3104,262,1059,249,749,524,334,195,363,36,3776,435,1717,440,1032,737,361,399,441,62,5627,757,2934,651,1061,1186,336,574,362,83,7945,721,3552,500,644,983,231,377,174,58,7234,810,4387,403,468,695,154,241,101,70,7334,747,3914,265,334,365,79,127,39,51,5923,2623,7177,392,455,548,160,128,47,62,11590,943,1343,76,50,143,51,20,6,18,2636,2000,2150,86,18,164,58,16,3,34,4540,37,132,13,19,9,3,14,4,65,306,9878,30450,3561,6702,6270,2896,2498,2448,654,65345,24,23,14,27,26,11,3,14,8,138,18,41,18,76,24,25,9,34,5,245,34,64,38,157,59,89,25,60,12,521
507,60,83,17,9,34,21,0,12,16,254,23,141,25,91,57,39,15,31,10,427,50,271,49,192,109,111,14,65,10,865,67,327,64,231,107,141,28,119,12,1099,74,403,85,273,167,179,42,128,12,1364,158,744,120,456,272,255,64,209,16,2291,169,1071,203,561,329,247,70,222,23,2910,350,1695,325,639,472,239,153,297,35,4192,534,2827,457,640,650,204,171,290,42,5811,464,3629,340,327,625,131,161,123,60,5864,526,4552,293,263,504,99,95,62,53,6434,522,3975,194,209,283,65,61,33,30,5386,2081,6902,354,277,440,72,76,63,55,10311,773,1262,82,46,123,32,9,13,12,2344,1577,2397,79,30,148,53,6,11,31,4327,18,115,7,20,10,9,8,11,46,246,7451,30389,2695,4264,4316,1899,976,1684,445,54124,16,18,12,12,20,10,0,5,0,91,9,26,15,50,16,23,11,15,0,173,30,63,26,148,54,67,5,56,8,458
509,57,7,0,3,11,3,0,4,0,85,23,26,4,10,12,3,0,10,0,86,38,56,12,18,31,12,5,29,0,195,43,67,13,29,41,5,3,25,0,224,43,96,16,39,30,20,7,30,5,287,97,153,26,73,57,24,15,63,7,508,116,240,16,88,55,20,0,64,8,609,153,313,45,105,83,33,14,120,14,883,202,577,69,108,102,28,28,117,10,1253,209,687,63,66,95,14,18,50,10,1208,231,899,43,69,68,17,28,28,8,1383,194,811,30,30,39,6,28,6,7,1160,589,1272,38,79,75,12,30,10,6,2122,167,187,14,15,21,7,3,5,0,415,224,388,20,7,18,12,4,0,0,681,23,20,0,0,7,0,0,3,4,59,2408,5816,404,748,744,206,187,559,77,11160,37,3,0,8,3,0,3,4,3,65,15,6,4,20,14,8,0,14,3,85,38,16,12,32,33,10,0,11,0,142
510,0,16,4,0,3,0,0,0,5,36,3,14,3,11,7,3,3,4,0,45,5,23,4,14,0,4,0,3,0,64,8,27,3,19,12,16,3,7,4,98,9,34,9,21,14,6,0,16,0,102,10,50,11,39,24,23,0,19,9,187,13,101,8,52,49,26,9,53,0,319,40,156,34,105,55,27,12,89,9,530,81,277,73,160,120,61,35,109,15,933,117,509,78,106,131,21,49,111,17,1145,109,794,100,93,99,16,49,53,15,1326,125,913,68,56,80,11,77,45,11,1394,497,2042,325,164,170,17,238,80,24,3555,174,720,151,27,51,0,45,13,13,1188,655,1048,266,31,54,5,47,15,20,2148,10,27,0,3,4,0,0,6,12,59,1850,6756,1146,905,871,241,576,627,154,13121,6,5,0,5,0,4,3,0,3,28,0,3,0,5,4,3,0,0,0,18,4,11,9,8,6,4,0,5,0,54
511,14,18,0,0,0,0,0,4,0,44,4,21,0,8,10,10,0,0,0,49,17,33,8,22,16,7,0,15,0,112,20,49,8,20,22,9,0,15,4,145,22,62,10,30,20,7,7,15,7,169,26,107,22,62,39,28,11,39,5,337,36,151,23,91,68,27,15,42,7,456,60,216,33,96,58,42,21,70,10,593,114,436,72,123,124,43,31,69,13,1027,111,657,55,60,91,21,40,62,7,1105,126,869,85,59,94,0,39,39,4,1321,146,922,81,61,46,6,64,22,18,1362,494,2090,159,90,84,8,118,21,17,3102,180,505,42,22,10,0,18,4,4,789,514,593,45,14,15,5,13,0,6,1214,5,30,3,3,0,0,4,0,17,62,1895,6763,638,750,707,214,389,430,116,11893,14,3,0,3,3,0,0,0,4,30,6,3,0,7,3,0,0,5,0,29,15,18,8,16,9,7,3,12,0,87
