POW_SA4_CODE_2021,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49ov_Mng,SS_NS_49ov_Pro,SS_NS_49ov_TecTW,SS_NS_49ov_CoPSW,SS_NS_49ov_ClAW,SS_NS_49ov_SWks,SS_NS_49ov_MaOpDv,SS_NS_49ov_Lab,SS_NS_49ov_IDNS,SS_NS_49ov_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49ov_Mng,Tot_49ov_Pro,Tot_49ov_TecTW,Tot_49ov_CoPSW,Tot_49ov_ClAW,Tot_49ov_SWks,Tot_49ov_MaOpDv,Tot_49ov_Lab,Tot_49ov_IDNS,Tot_49ov_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,5,24,71,11,81,5,86,0,278,17,40,57,597,65,1160,47,732,26,2749,8,13,27,127,16,145,19,93,3,445,3,7,35,91,26,63,5,48,7,288,11,14,193,61,46,12,10,22,0,368,0,6,207,25,19,6,9,6,4,285,0,10,138,10,9,4,3,6,0,176,3,7,114,8,3,0,3,4,0,141,0,0,9,12,0,24,0,7,23,76,49,104,796,999,195,1501,99,1010,61,4806
502,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,4,22,3,33,6,28,0,101,17,28,42,391,42,806,56,388,4,1775,9,11,11,113,24,199,17,78,5,464,8,6,17,73,10,75,8,24,0,239,0,14,103,32,3,18,0,7,0,175,4,8,64,11,4,10,0,0,0,103,0,4,39,6,4,0,0,3,0,55,0,0,32,3,0,0,0,0,0,37,0,0,4,7,0,13,0,5,12,41,44,64,318,667,92,1150,94,545,22,2997
503,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,4,4,0,0,0,24,10,60,26,197,49,114,9,77,12,555,84,622,196,2536,672,1911,144,1046,77,7299,70,366,160,1179,501,617,63,461,29,3449,61,165,102,496,278,271,21,113,9,1510,39,212,198,154,218,63,6,26,7,912,34,198,152,80,122,24,5,25,10,650,10,96,70,45,38,9,0,7,0,277,16,87,50,39,18,6,3,10,0,243,0,15,12,64,19,28,8,20,91,260,329,1827,963,4789,1925,3042,252,1789,238,15148
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,13,4,5,28,57,15,87,15,68,5,282,49,168,84,1019,166,1891,184,1108,40,4705,30,44,87,412,107,612,100,327,10,1724,34,27,62,191,38,235,31,86,4,713,28,33,258,64,38,43,19,32,6,512,15,13,251,38,17,12,18,18,0,378,9,8,161,17,12,10,6,13,0,226,3,5,129,15,0,11,3,10,0,178,0,6,4,28,0,25,5,18,53,143,170,306,1052,1832,398,2922,380,1686,121,8860
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,4,0,25,6,22,45,135,25,191,23,113,8,572,83,388,175,2335,372,4511,336,2332,65,10594,76,119,144,889,237,1323,192,604,22,3620,65,60,107,464,103,498,50,196,9,1557,56,69,401,192,73,101,19,39,10,962,24,43,405,78,40,39,4,25,3,651,13,19,231,22,11,11,0,11,0,330,12,14,139,20,13,3,7,8,0,219,3,7,11,42,4,63,6,21,51,215,335,734,1660,4180,874,6754,646,3359,168,18721
506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,6,0,25,6,17,36,140,34,195,27,146,11,618,111,443,199,2212,430,3435,368,2072,92,9355,79,151,204,979,269,1111,271,694,32,3791,67,60,130,500,115,458,122,225,15,1682,53,64,465,190,85,112,33,45,11,1054,25,59,457,74,74,46,32,25,5,792,13,29,283,28,14,13,25,19,0,430,20,17,252,34,18,4,9,19,0,373,3,6,27,45,7,65,13,37,81,294,378,848,2056,4211,1042,5433,892,3284,249,18388
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,8,6,7,0,27,10,18,42,156,30,164,23,98,6,540,82,371,200,1991,329,3621,277,1892,61,8823,70,109,151,782,203,954,165,507,19,2959,47,54,96,427,97,382,54,174,8,1333,42,50,392,170,65,73,15,58,8,871,29,61,375,55,44,27,21,21,11,643,6,20,190,32,14,11,8,14,0,300,8,12,175,28,7,4,3,11,4,258,4,4,21,42,9,43,6,29,67,225,302,691,1637,3688,803,5289,575,2804,182,15961
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,6,12,30,0,35,4,33,5,125,19,25,32,227,36,494,28,365,9,1231,8,6,22,59,10,82,9,65,11,284,5,6,28,60,13,22,4,21,0,159,6,8,110,37,31,15,5,13,3,219,5,11,121,15,12,10,6,12,6,199,5,9,85,7,4,0,5,7,0,125,8,7,61,7,0,0,6,8,0,103,8,0,12,3,0,11,5,7,33,74,74,77,477,454,104,659,71,536,67,2524
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,27,13,10,19,4,18,4,90,7,12,35,139,29,306,10,203,15,754,3,3,9,27,16,54,9,42,4,167,4,5,16,21,15,22,0,22,0,96,5,11,44,27,14,12,5,3,0,121,0,9,56,17,17,0,0,9,0,99,4,11,47,9,11,6,6,4,0,88,4,17,158,16,12,0,17,20,0,235,0,0,5,9,0,4,0,6,22,60,28,64,393,271,111,435,45,320,48,1713
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,6,35,23,0,30,10,34,3,149,12,24,32,233,40,601,38,319,22,1307,0,6,20,65,14,75,11,66,4,271,0,3,12,50,17,36,7,20,0,148,3,19,100,57,28,17,4,12,0,234,3,12,139,16,20,3,0,8,0,201,5,3,65,21,9,3,8,5,0,121,3,29,177,14,11,3,14,17,3,272,0,4,11,10,3,10,0,6,16,65,29,114,582,483,137,791,95,490,48,2772
