POW_SA4_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
501,6,6,0,7,3,8,0,8,8,46,0,6,9,4,0,3,4,10,4,39,0,12,6,9,12,10,3,17,12,78,0,11,9,5,6,13,0,17,12,87,8,11,3,5,11,8,3,13,9,72,7,5,11,4,3,8,4,13,6,62,3,7,4,9,6,9,0,12,3,50,0,10,7,6,0,6,0,6,12,42,7,5,3,0,3,4,0,0,14,33,41,93,67,48,66,89,20,106,113,642,291,2968,582,296,572,498,139,188,128,5669,233,657,676,492,1230,1077,388,625,131,5509,301,656,650,487,1312,1341,405,861,134,6154,406,961,835,582,1194,1499,505,1068,127,7181,366,1153,1088,762,1299,1577,536,1266,139,8180,282,1044,1102,751,1338,1726,624,1408,137,8408,299,949,1137,804,1484,1866,680,1544,130,8912,384,834,1099,852,1528,1772,669,1601,113,8865,489,936,1030,708,1422,1479,592,1356,93,8106,518,1025,970,678,969,955,393,1075,70,6647
502,0,0,0,0,5,0,0,0,3,12,0,4,4,0,0,3,0,0,4,17,5,0,7,0,0,4,0,3,0,24,3,3,0,0,5,0,0,5,6,25,4,4,0,3,0,4,0,3,9,24,3,3,0,5,0,5,5,0,3,21,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,0,10,0,5,0,0,0,0,0,0,8,18,19,42,25,11,14,16,9,22,56,212,91,1752,372,127,215,145,29,47,51,2831,89,726,519,303,515,381,110,130,62,2828,118,396,388,188,609,447,144,232,65,2587,149,487,405,246,517,416,155,272,57,2710,135,477,503,291,593,497,167,321,45,3029,95,425,453,278,583,514,161,334,44,2886,105,373,462,336,682,596,194,401,49,3193,114,390,493,330,723,557,172,428,37,3238,161,395,455,336,633,467,189,362,43,3042,149,430,371,283,422,287,116,223,27,2306
503,11,6,7,0,7,8,0,14,25,84,6,5,0,4,12,9,0,4,21,56,9,4,0,4,17,9,0,16,21,79,6,10,4,11,13,6,4,7,19,78,8,6,5,6,11,0,3,15,15,61,15,7,11,3,0,16,0,4,8,70,3,7,7,3,4,3,0,7,11,45,4,6,0,4,0,4,0,6,17,41,6,12,0,4,3,6,0,0,34,63,74,86,68,45,100,80,20,77,246,797,248,4477,945,260,453,318,67,95,160,7035,651,5349,3532,1599,4288,3782,798,1168,398,21574,1196,2330,2789,1915,7862,7932,1990,3100,498,29621,2318,2415,3208,2268,8066,8725,2381,4159,522,34068,2040,2623,3826,2669,7908,9386,2522,4720,394,36086,986,2122,3161,2375,6512,8587,2435,4651,303,31131,757,1739,2600,2143,5840,7702,2451,4854,283,28362,891,1658,2172,2056,5477,6624,2116,4744,233,25965,986,1562,2056,1733,4614,4968,1678,3403,163,21159,837,1726,1867,1325,3180,3095,919,1932,130,15018
504,3,8,3,4,8,13,5,3,24,66,0,0,11,3,6,9,4,11,6,44,3,3,0,8,8,12,3,5,6,49,3,4,9,3,6,9,6,23,14,73,9,7,4,13,8,7,0,10,11,68,5,6,9,10,4,12,6,6,11,60,0,9,4,6,0,11,0,0,0,38,4,6,6,0,5,0,0,0,3,22,0,7,3,0,0,4,0,0,7,23,38,75,52,48,50,94,26,67,122,575,205,4266,882,335,539,517,141,164,101,7142,269,2151,1625,737,1783,1568,496,702,262,9589,375,1061,1124,731,2250,2257,724,1285,226,10038,513,1171,1214,698,2182,2445,793,1585,218,10829,356,1256,1335,802,2291,2430,758,1566,192,10989,243,1008,1187,795,2122,2275,794,1622,157,10202,256,924,1113,827,2010,2255,848,1727,126,10087,299,886,1073,857,2146,2290,820,1838,118,10326,341,892,1019,864,1897,1926,678,1508,103,9211,306,933,940,601,1351,1223,394,1006,71,6824
505,9,4,6,8,11,18,4,7,23,86,6,12,7,6,8,19,7,7,13,98,0,12,9,9,10,24,0,17,16,101,10,13,12,8,16,12,8,12,21,110,8,12,16,8,10,14,0,10,19,90,6,19,7,5,6,9,5,0,7,73,4,19,4,8,5,3,0,0,13,48,0,7,4,0,0,4,0,0,12,26,4,11,4,0,0,0,0,0,17,35,59,164,80,74,84,126,32,85,195,901,407,9009,1817,486,853,699,159,165,150,13747,513,4771,3316,1475,3340,2829,650,858,332,18088,671,2057,2072,1388,4340,3968,1102,1622,401,17626,1025,2324,2313,1518,4044,4175,1134,2255,389,19170,743,2532,2776,1655,4007,4192,1209,2518,317,19949,419,2160,2672,1653,3572,3961,1187,2381,223,18230,399,2023,2512,1722,3850,3900,1246,2690,212,18558,497,1875,2383,1791,3798,3681,1149,2649,213,18032,583,1769,2173,1551,3289,2973,971,2146,192,15638,551,1945,1877,1237,2226,1941,627,1400,105,11905
506,9,13,15,14,8,18,0,15,29,128,6,10,16,11,11,10,3,16,30,103,6,10,9,10,7,16,6,11,26,97,11,3,11,10,16,15,3,24,21,111,18,14,7,4,16,19,0,19,20,121,12,9,10,10,6,10,3,13,10,76,0,7,10,0,3,8,0,7,3,44,5,7,5,0,0,9,0,0,11,36,5,10,4,4,0,3,0,5,21,47,77,144,115,77,107,130,34,117,267,1066,419,7397,1686,530,959,883,240,315,189,12611,608,5340,3714,1742,3840,3539,999,1515,524,21823,922,2527,2773,1708,5324,5360,1616,2834,558,23614,1332,2518,2785,1779,5623,6059,1912,3735,520,26253,1118,2693,3015,1935,5835,6121,1946,3960,422,27041,635,2206,2614,1825,4838,5620,1797,3697,328,23562,583,1921,2235,1793,4713,5350,1834,3771,312,22512,687,1741,2130,1677,4593,4893,1750,3897,257,21634,767,1777,2033,1537,3988,4088,1508,3261,220,19175,661,1829,1853,1187,2855,2840,967,2007,170,14362
507,7,16,7,0,5,16,5,9,23,90,0,10,8,6,6,9,0,10,20,72,4,8,12,5,6,3,5,18,16,77,9,6,10,0,9,8,5,17,19,86,12,11,14,0,11,11,0,9,20,93,9,10,4,8,9,14,0,9,14,73,9,11,7,0,4,6,0,3,3,38,0,14,5,0,0,3,0,0,6,25,5,3,0,4,0,4,0,0,12,27,70,108,86,35,74,98,28,84,185,771,354,7483,1503,482,838,748,179,226,171,11991,545,4167,2858,1423,3079,2947,725,1132,351,17234,839,1903,1961,1409,3978,4184,1273,2172,375,18083,1099,2033,2194,1474,3830,4486,1367,2751,341,19579,854,2275,2468,1599,3956,4427,1432,2896,300,20200,501,2014,2379,1594,3515,4356,1244,2846,230,18679,483,1708,2110,1661,3576,4118,1429,3087,212,18380,647,1528,1951,1481,3620,3883,1429,2994,219,17754,740,1514,1839,1442,3210,3259,1095,2479,164,15738,619,1630,1583,1039,2053,2148,742,1556,106,11484
509,5,4,8,3,6,5,0,18,9,57,4,3,3,8,5,9,3,16,7,60,0,3,6,4,12,4,5,25,7,70,7,8,6,4,14,15,8,26,10,93,6,3,10,3,4,21,5,32,8,108,18,11,10,9,0,11,5,18,10,83,9,9,5,0,0,12,0,21,4,67,4,13,7,6,5,5,5,10,12,55,12,7,8,3,0,6,0,7,24,67,71,91,77,43,56,100,44,197,127,803,131,1394,340,185,349,377,136,172,99,3181,162,381,390,297,749,850,324,645,112,3910,281,442,418,294,838,908,429,969,119,4711,324,591,481,319,688,938,415,1160,117,5042,248,732,673,378,787,927,419,1288,105,5564,188,641,648,424,755,1079,409,1352,88,5587,213,555,612,503,879,1156,515,1524,99,6055,357,644,700,538,968,1266,501,1667,104,6749,381,711,751,560,923,1170,427,1631,88,6642,390,862,805,466,778,960,362,1255,83,5964
510,0,4,0,0,4,3,0,9,11,36,3,9,0,0,3,0,4,14,16,54,5,0,3,0,0,3,0,10,3,39,7,4,6,3,5,5,5,4,12,49,4,4,0,0,6,6,0,12,3,35,8,4,0,0,0,0,0,12,10,35,4,0,0,0,3,0,0,3,0,21,0,5,0,4,0,0,0,0,10,16,3,0,0,0,0,0,0,0,4,10,42,44,14,13,37,30,14,97,107,393,91,874,166,110,193,197,76,292,91,2086,294,236,246,219,543,564,309,1813,144,4356,601,338,325,297,940,971,658,3505,238,7864,1011,549,522,355,1009,1125,800,4419,236,10023,897,533,534,346,974,1165,805,4472,216,9947,725,440,412,278,828,962,702,3788,165,8305,727,323,338,248,766,859,618,3922,132,7932,786,283,277,239,661,902,526,3694,126,7501,721,245,236,163,568,727,415,3065,122,6257,531,227,216,138,423,474,278,1900,82,4273
511,4,4,0,0,5,3,3,4,9,41,3,3,5,0,0,4,3,5,6,37,9,4,7,0,0,9,0,20,4,47,8,8,4,4,0,7,0,20,9,61,7,4,3,4,3,3,0,4,8,49,4,7,6,0,0,4,6,19,10,60,3,3,7,0,0,5,0,9,6,39,0,6,3,0,0,7,0,3,4,22,3,5,3,0,0,3,0,3,11,25,60,58,41,18,22,58,20,108,105,494,149,1464,294,162,352,373,106,353,83,3334,296,392,427,323,828,864,387,1551,164,5234,469,440,429,317,947,1053,561,2457,173,6847,540,602,571,348,775,979,599,2662,153,7218,414,603,620,370,800,1039,623,2574,147,7192,346,461,543,366,800,1007,554,2399,132,6605,405,463,520,409,941,1101,570,2468,125,7002,420,444,568,420,910,1083,549,2588,135,7108,458,504,541,396,844,1023,460,2207,120,6554,369,523,492,337,611,752,352,1587,85,5109
