POW_SA4_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
501,0,0,0,4,7,0,0,0,0,7,0,0,0,5,9,0,0,0,0,11,0,3,0,0,7,0,0,0,0,19,3,8,6,0,8,0,0,0,0,28,0,6,0,4,17,5,0,0,0,36,0,5,0,13,34,5,0,4,0,59,5,8,0,4,44,4,0,0,0,75,3,6,0,7,74,10,3,4,4,106,0,19,3,3,115,8,0,0,0,153,3,20,0,10,98,3,0,0,0,138,8,24,4,4,45,3,0,0,4,88,12,34,0,5,18,0,0,0,0,65,15,18,3,0,9,0,0,0,0,46,5,0,0,0,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,49,156,18,60,492,44,9,12,16,857,0,10,0,7,5,0,0,0,0,19,0,11,0,24,5,0,0,5,0,52,5,17,11,38,5,0,0,21,0,99
502,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,5,8,3,0,0,0,15,0,0,0,4,5,0,0,0,0,13,0,0,0,0,6,5,0,0,0,17,0,4,0,3,10,0,0,0,0,26,0,6,3,7,33,5,6,0,0,57,0,5,0,4,24,0,0,0,0,35,0,3,0,4,11,0,0,0,0,22,3,3,0,0,5,0,0,0,0,11,3,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,41,8,45,98,17,4,4,4,237,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,12,0,10,0,15,5,0,0,11,0,34
503,0,6,0,6,14,0,0,0,0,27,0,11,3,13,11,0,0,0,0,42,6,22,0,13,26,0,0,0,3,70,0,37,0,19,28,0,0,4,7,99,4,23,10,16,37,0,0,5,11,106,5,74,7,14,81,5,0,7,4,192,11,84,15,21,154,3,4,8,9,313,24,102,9,29,324,12,0,8,11,521,35,220,32,51,537,24,7,8,17,933,59,322,49,57,777,10,11,5,35,1320,123,465,66,62,559,5,7,0,33,1330,163,435,45,71,301,0,0,0,23,1040,476,751,53,208,295,5,7,0,30,1821,99,125,10,34,15,0,0,0,0,284,128,165,5,8,24,0,0,0,5,331,0,18,0,0,11,0,0,0,9,34,1148,2851,291,626,3187,76,39,56,191,8459,6,33,0,4,11,0,0,0,0,60,0,50,12,32,31,0,0,0,0,117,11,95,14,48,61,0,6,35,0,275
504,0,3,0,0,5,0,0,0,0,8,0,0,0,3,5,0,0,0,0,17,3,5,0,4,4,0,0,0,3,17,0,3,0,8,7,0,0,0,0,16,0,3,0,7,6,0,0,0,0,17,0,4,0,6,20,13,6,0,0,53,12,8,0,9,16,3,4,0,0,50,0,9,4,13,53,4,20,5,3,104,5,18,4,18,122,7,19,0,0,200,12,21,12,38,113,3,9,0,3,220,18,75,22,23,44,0,6,0,0,195,14,42,11,10,22,4,7,0,3,114,40,92,11,16,17,0,3,3,0,186,9,23,0,3,0,0,0,0,0,33,8,24,0,0,0,0,0,0,0,33,0,0,0,0,8,0,0,0,0,8,131,335,75,158,439,36,64,8,21,1267,0,7,0,3,7,0,0,0,0,23,3,10,3,16,0,0,0,5,0,41,0,18,5,28,17,0,0,44,0,116
505,0,4,0,0,0,0,0,0,0,7,0,16,0,6,14,0,0,0,0,31,0,9,0,15,14,6,0,0,0,52,0,8,0,11,18,0,0,0,0,46,3,19,0,13,21,4,0,0,4,73,0,53,0,17,56,7,0,0,0,139,0,52,7,19,80,16,0,8,3,189,0,64,18,20,130,18,0,5,4,257,8,95,17,33,279,13,3,0,11,465,25,133,28,18,366,7,0,0,8,591,63,191,52,16,201,4,4,0,14,544,69,206,17,4,93,0,0,0,8,412,236,433,16,5,82,9,0,0,8,790,37,63,0,0,3,0,0,0,0,104,54,64,5,0,6,0,0,0,0,127,0,10,0,0,13,0,0,0,0,24,519,1413,161,179,1380,79,14,19,75,3838,0,11,0,14,5,0,0,3,3,40,0,13,4,19,3,4,0,10,5,64,4,41,8,68,15,0,0,33,0,171
506,0,5,0,0,6,0,0,0,3,15,6,18,3,11,8,0,0,4,4,55,3,47,11,24,22,0,0,0,0,108,4,40,8,14,33,4,3,3,0,104,3,61,8,15,25,4,0,0,0,125,0,146,7,27,89,16,6,11,0,302,4,123,15,28,117,10,9,4,0,309,12,137,26,37,219,19,21,8,4,486,28,234,35,56,403,21,48,12,7,822,23,258,61,51,400,10,28,3,9,845,61,391,64,48,307,6,14,5,11,899,89,426,42,58,170,4,7,0,14,807,219,966,60,57,121,7,0,0,4,1437,41,165,7,8,14,0,0,0,0,235,92,234,0,0,8,5,0,0,0,342,4,3,0,0,0,0,0,0,3,15,588,3264,338,450,1937,102,130,49,56,6909,0,11,5,12,0,0,0,5,0,34,0,31,5,35,5,0,0,10,0,83,4,52,12,81,19,3,0,27,6,199
507,0,11,0,0,6,0,0,0,0,18,4,14,0,7,8,0,0,5,0,40,0,26,8,6,16,0,0,3,0,57,4,21,5,5,13,0,0,3,7,60,0,38,3,6,9,5,0,4,4,76,0,70,6,17,28,13,0,9,6,145,10,69,19,29,50,3,7,0,5,198,11,84,30,48,111,11,15,11,0,324,31,98,103,133,196,9,18,10,5,606,55,170,273,211,241,10,15,6,18,990,90,269,299,207,179,3,12,3,14,1077,144,247,210,121,86,3,11,0,7,833,403,570,333,202,65,4,5,5,8,1597,125,119,40,47,5,0,0,0,0,338,131,109,14,24,7,0,0,0,4,290,4,3,5,6,0,0,0,0,0,25,1018,1915,1358,1066,1027,66,88,61,79,6668,0,15,6,10,10,0,0,4,0,34,0,13,0,31,0,0,0,17,0,74,0,42,9,73,16,0,0,35,0,187
509,0,0,0,0,5,0,0,0,0,3,0,0,0,4,7,0,0,0,0,9,0,0,0,0,6,0,0,0,0,11,0,0,0,5,9,0,0,0,0,12,0,0,0,5,10,0,0,0,0,13,0,0,0,0,18,3,0,0,0,23,5,3,0,4,14,7,0,0,0,33,0,5,0,0,10,8,0,0,0,27,0,5,0,5,21,8,0,0,0,45,3,12,0,0,31,3,0,0,0,48,6,13,0,3,12,0,0,0,0,33,3,8,0,0,12,0,0,0,0,30,12,10,6,0,6,0,0,0,0,36,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,40,68,13,27,151,28,0,0,0,331,0,11,0,0,0,0,0,4,0,13,0,11,4,13,6,0,0,8,0,45,0,18,13,34,12,0,0,23,0,93
510,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,5,4,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,3,0,0,0,12,0,0,0,0,8,4,0,0,0,25,0,5,0,0,17,0,0,0,0,29,6,9,0,5,36,3,0,4,0,71,16,9,0,5,23,0,0,0,0,56,14,19,0,10,21,0,0,0,0,74,11,17,3,22,11,3,0,0,0,74,35,21,8,24,18,0,0,0,0,108,7,3,0,3,4,0,0,0,0,18,6,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,98,101,28,80,156,28,4,6,5,511,0,3,0,0,3,0,0,0,0,12,0,4,3,8,0,0,0,0,0,17,5,7,0,21,3,0,0,3,0,42
511,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,11,0,0,0,0,8,0,0,0,0,6,0,6,0,3,5,0,0,0,0,19,0,0,0,3,3,3,0,0,0,18,0,0,0,5,18,4,0,0,0,31,6,5,0,6,22,5,0,0,0,36,4,4,0,8,42,3,6,0,0,65,5,16,11,6,47,6,0,0,0,87,8,16,4,11,23,0,6,0,5,69,12,21,7,9,10,0,0,0,0,62,19,28,8,11,10,0,0,0,0,84,4,0,3,0,0,0,0,0,0,9,3,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,60,111,44,64,192,16,6,5,7,517,0,6,0,4,0,0,0,0,0,11,0,4,5,7,5,0,0,9,0,30,0,14,6,21,3,0,0,19,0,64
