POW_SA4_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
501,16,37,20,14,64,103,47,85,0,395,3,5,5,6,10,23,8,25,4,83,8,19,14,5,6,15,5,15,0,92,3,9,11,0,5,4,0,3,0,41,425,1555,1472,877,1934,1374,317,517,64,8535,7,25,5,0,0,0,0,5,0,54,67,909,10,0,0,0,0,0,16,1010,30,480,73,6,6,0,0,4,3,607,20,267,124,22,8,0,0,4,6,456,38,200,237,47,15,12,5,5,4,573,34,177,428,128,75,25,3,13,3,877,54,142,230,249,225,82,10,17,12,1004,20,63,113,128,320,132,32,33,7,848,22,34,47,59,204,153,38,46,4,617,9,10,15,15,61,92,27,45,0,282,10,12,13,17,32,78,33,46,0,233,3,3,7,0,19,45,13,37,0,137,6,11,0,3,15,40,23,60,5,160,0,0,0,6,7,17,5,18,0,45,3,4,9,6,4,16,12,33,0,81
502,3,11,13,7,25,39,5,21,0,127,0,3,0,0,3,7,0,5,0,22,0,0,3,4,4,6,0,7,0,32,0,4,9,5,5,4,0,0,6,30,130,630,597,357,741,403,84,154,25,3122,3,25,0,0,0,0,0,0,0,27,24,528,16,0,0,0,0,0,5,574,21,384,53,6,3,3,0,0,4,477,15,232,102,14,5,0,0,0,3,381,13,178,166,25,13,5,0,0,7,411,24,122,229,79,39,14,0,3,18,531,24,76,108,119,104,29,5,12,8,474,11,31,54,56,161,50,16,10,0,390,15,19,29,25,102,70,11,23,0,295,7,8,5,11,48,39,7,16,0,138,0,4,0,6,18,26,10,17,0,80,0,3,0,4,9,10,5,18,0,45,0,3,0,9,11,17,8,23,0,61,0,4,0,0,0,5,5,6,0,21,0,6,5,0,4,8,4,29,0,49
503,212,103,145,186,1237,1461,423,588,16,4375,30,46,41,41,137,301,103,204,6,903,35,59,63,33,183,451,216,478,4,1531,4,14,27,17,49,29,8,15,32,190,1934,4631,5540,3699,13570,9350,2038,2574,264,43609,12,29,7,6,0,8,0,3,3,73,65,894,16,3,0,3,0,0,4,987,33,804,111,14,4,6,0,0,15,988,34,571,237,27,5,4,0,5,15,910,38,412,314,47,18,18,7,3,13,862,37,356,579,121,55,29,16,13,21,1217,46,163,373,215,269,85,10,15,16,1188,40,105,204,167,464,167,27,32,8,1205,23,54,102,98,458,277,62,61,13,1146,30,27,53,38,262,265,45,68,11,806,16,34,23,44,184,211,44,72,3,632,15,5,25,30,107,134,44,77,3,446,21,41,27,23,165,244,85,146,0,757,5,22,4,11,30,79,20,71,0,242,7,19,27,15,43,138,54,229,6,546
504,17,33,23,32,106,173,59,148,3,595,0,6,9,4,6,25,16,22,0,97,3,20,5,14,6,21,17,33,0,120,0,5,7,3,17,18,4,0,15,73,383,1747,1794,1048,2883,2305,571,751,94,11580,13,58,3,0,7,0,3,0,0,81,63,1113,42,3,0,0,0,5,11,1237,39,868,153,18,8,4,0,5,5,1091,27,558,225,30,6,3,0,3,5,853,25,356,357,52,19,18,5,6,9,833,41,300,529,185,86,32,6,10,13,1199,38,153,305,242,245,85,15,13,12,1104,27,62,134,159,434,166,40,37,10,1081,30,41,57,74,294,229,59,69,7,859,16,15,28,26,144,198,55,67,4,558,3,14,16,22,99,142,49,69,4,420,5,7,14,9,39,68,22,64,3,233,9,3,16,8,40,83,39,116,0,310,0,3,4,6,5,18,9,23,0,60,0,10,0,3,3,15,8,49,0,91
505,43,68,66,61,285,314,98,192,10,1132,3,25,25,18,26,41,29,48,0,215,11,47,23,15,18,53,18,69,3,260,3,21,19,19,34,18,5,7,30,154,778,3921,3794,2232,5659,3808,807,1069,172,22238,19,80,10,3,6,7,7,5,11,150,137,2537,69,12,3,0,0,4,21,2769,56,1962,348,23,11,6,0,0,19,2433,54,1140,447,69,24,12,3,8,20,1778,59,784,743,97,48,18,9,10,16,1783,76,588,1151,285,146,56,13,12,15,2353,56,299,693,459,433,151,25,47,21,2182,49,158,284,300,749,310,72,59,24,2009,46,69,132,132,529,406,131,119,13,1574,25,45,68,51,256,316,101,119,4,982,22,32,31,47,143,242,91,120,4,729,8,12,20,25,87,126,33,96,0,416,22,21,22,24,97,157,64,223,3,638,0,4,9,3,10,42,21,60,5,156,0,18,19,18,20,70,21,136,6,303
506,59,62,61,78,326,511,166,392,8,1669,5,27,16,16,40,101,40,84,0,332,8,34,36,17,41,85,36,124,0,379,0,18,17,17,31,24,7,10,30,153,963,3734,3882,2283,7153,6076,1560,2075,221,27952,28,72,12,8,6,3,4,9,3,145,125,1962,63,13,8,6,0,4,16,2194,80,1544,248,20,12,8,0,8,16,1938,49,958,380,37,25,17,8,5,24,1500,58,682,673,94,49,38,9,13,21,1625,68,506,925,287,142,49,20,28,18,2046,71,254,593,403,413,136,24,40,25,1956,78,142,278,270,707,328,72,67,15,1949,67,93,130,143,640,534,107,96,14,1828,42,42,61,64,374,456,132,143,7,1313,29,28,38,43,204,302,102,139,0,891,6,17,10,12,107,173,70,149,5,551,11,12,20,24,117,227,107,244,9,782,3,0,4,3,23,54,19,69,0,178,4,15,6,15,19,39,27,132,6,266
507,47,49,62,40,331,452,149,273,3,1407,7,23,16,9,50,77,32,77,0,294,11,27,23,11,22,89,31,104,0,309,0,20,17,7,13,23,4,12,22,114,757,3136,3166,1867,4981,3985,927,1235,120,20184,16,77,7,8,6,0,0,4,9,123,116,2102,51,7,7,0,0,0,5,2286,62,1563,216,25,8,7,0,7,14,1905,51,917,354,62,14,8,0,4,11,1418,56,595,636,89,38,16,7,19,13,1463,78,493,839,231,126,56,11,19,20,1878,61,236,470,373,419,119,27,34,13,1762,35,136,196,245,586,214,38,55,8,1506,35,76,120,106,418,318,80,103,5,1260,21,32,35,38,206,261,66,79,5,749,11,27,28,30,116,172,54,100,8,539,11,13,9,17,62,118,28,57,3,316,3,12,15,11,57,130,43,132,0,407,0,12,3,3,13,31,13,40,0,114,5,9,13,14,15,44,21,105,0,224
509,11,31,17,11,51,58,22,58,3,269,0,13,10,5,7,12,4,15,0,65,7,16,8,9,0,0,7,14,0,66,8,4,8,3,5,4,0,6,8,47,314,1166,966,600,1203,905,207,381,63,5797,7,17,0,0,6,5,0,3,3,32,25,372,14,0,0,0,0,3,7,432,10,219,38,5,5,7,0,0,3,288,13,140,57,10,0,3,0,4,3,231,13,104,110,26,8,9,0,7,7,293,20,101,222,60,46,16,11,10,3,484,22,46,109,115,148,41,17,15,10,520,23,38,64,75,201,116,23,15,3,566,20,16,27,30,105,128,51,44,8,434,10,3,13,3,38,56,25,31,0,190,3,4,0,4,25,47,15,36,0,145,6,7,0,4,16,15,13,26,0,80,0,5,5,4,20,30,15,41,0,123,0,0,0,0,0,4,4,9,0,34,3,7,0,0,3,16,10,26,0,75
510,60,20,25,14,116,125,114,378,5,853,19,9,6,3,17,29,32,124,5,237,28,10,8,12,11,23,37,135,3,262,0,0,3,5,7,7,3,4,8,43,343,395,460,332,1187,978,439,1293,68,5484,5,8,4,0,0,3,0,3,0,20,14,235,10,3,0,0,0,0,4,276,10,120,22,5,3,0,0,0,0,162,6,47,33,4,6,0,3,3,3,116,8,37,35,5,5,3,0,4,0,101,9,42,79,37,13,16,3,7,11,210,10,23,47,57,60,18,11,13,8,242,10,11,26,40,110,55,15,12,0,281,13,12,8,26,85,81,34,44,4,318,10,3,10,12,43,55,16,35,4,186,0,0,3,5,22,30,13,45,0,117,4,0,0,0,13,23,12,30,5,82,10,3,4,0,11,12,15,47,0,97,0,0,0,0,3,0,0,11,0,17,0,0,0,0,0,5,0,19,0,25
511,16,32,16,7,63,74,55,191,0,459,0,5,4,7,4,13,6,37,0,92,9,8,5,3,7,16,6,33,0,82,0,11,3,6,8,0,0,9,11,49,305,824,780,563,1446,1128,373,781,49,6249,3,27,0,0,0,0,0,0,0,35,26,446,15,5,0,0,0,0,3,495,13,249,44,0,0,0,0,0,3,316,11,122,61,19,11,0,0,0,4,229,7,110,109,17,8,6,3,0,0,270,14,83,202,70,47,24,8,8,5,457,23,49,121,127,156,49,7,13,9,551,27,34,42,75,202,85,23,33,11,534,18,14,24,20,131,103,30,44,3,396,7,9,13,9,43,67,27,39,0,210,12,0,5,0,19,38,17,32,4,129,6,0,0,4,16,24,9,31,0,84,3,0,0,3,12,30,16,34,0,103,0,0,0,0,3,8,4,17,0,29,0,3,9,6,0,8,5,28,0,57
