POW_SA4_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
501,15,53,27,9,9,30,6,34,13,198,294,1411,985,628,561,1149,384,1419,106,6953,6,19,0,0,0,0,0,0,0,30,0,10,6,0,0,4,0,6,0,26,5,19,5,0,0,0,0,7,3,43,0,32,7,0,4,9,6,11,3,72,9,36,16,12,6,15,3,26,3,124,5,46,14,8,10,19,3,33,4,139,7,27,19,10,11,25,11,50,3,159,7,32,22,5,8,29,4,54,6,173,16,43,20,15,9,23,10,51,6,197,16,59,40,11,0,20,8,50,7,219,8,79,55,22,9,21,5,51,6,247,12,74,41,10,11,20,5,37,13,223,10,61,33,18,13,14,3,31,20,214,95,544,273,123,83,189,63,404,73,1853,0,0,0,0,0,0,0,0,8,18,4,0,0,0,3,6,0,4,7,20,0,9,6,0,5,4,0,0,6,38,6,7,5,0,7,5,3,3,9,48
502,0,20,13,0,0,4,0,0,0,38,67,626,381,236,239,399,107,404,36,2504,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,13,0,17,5,0,0,0,0,3,5,36,0,9,4,0,0,9,3,5,0,32,8,14,5,3,0,4,0,0,0,33,3,11,9,6,0,0,0,14,5,49,0,17,4,0,3,3,0,8,0,39,3,14,0,6,3,8,0,8,5,50,5,22,4,4,3,7,0,9,0,62,7,21,7,3,0,3,0,7,0,53,6,17,3,5,5,3,3,5,0,44,0,15,7,3,0,3,0,5,6,38,26,174,52,39,26,47,6,60,24,460,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,10,0,5,0,0,0,0,0,3,9,20,0,0,0,0,0,0,0,0,5,9
503,9,96,29,13,6,25,6,22,5,206,175,1900,1449,924,778,1489,539,1713,159,9112,0,16,4,0,0,0,0,0,8,27,0,14,7,0,0,3,0,4,0,29,0,10,6,0,0,3,3,4,10,34,0,29,12,0,9,14,0,14,6,86,9,37,24,13,9,21,3,13,10,131,5,39,16,12,8,17,5,19,6,132,0,32,35,4,9,22,4,17,10,144,6,51,34,7,11,23,3,36,11,187,8,43,21,16,7,11,6,20,8,134,3,56,26,8,7,13,5,15,8,146,7,51,25,4,6,7,3,10,5,108,4,42,27,11,0,8,0,6,8,115,9,63,22,8,4,12,3,6,12,144,52,492,257,83,68,149,40,158,106,1404,0,5,0,0,0,0,0,0,9,16,0,5,10,3,9,5,0,0,20,49,5,8,7,3,8,3,0,5,30,74,10,6,6,7,10,3,3,3,29,80
504,0,61,30,15,5,15,5,12,0,143,147,1617,1231,800,718,1258,419,1398,110,7689,5,22,0,0,0,0,0,0,3,34,0,16,4,0,3,0,0,0,0,29,3,20,8,6,0,3,0,8,0,47,3,36,14,8,8,10,0,16,5,103,0,46,23,13,9,20,6,9,5,127,5,34,19,6,7,20,0,13,3,120,0,40,16,16,12,17,3,33,4,152,3,37,8,15,8,19,8,30,3,133,3,35,22,14,11,16,4,28,0,133,3,40,21,16,4,12,3,19,9,120,7,48,30,15,8,12,0,12,3,127,6,30,23,5,6,13,5,11,5,98,0,30,15,11,7,7,8,11,0,83,37,447,200,124,87,148,42,179,47,1322,5,7,0,0,5,0,3,0,4,23,0,4,0,0,0,3,0,0,12,24,0,7,0,0,9,6,0,0,15,42,0,0,4,5,4,9,0,6,14,44
505,5,94,29,13,12,8,6,7,6,189,410,3642,2408,1634,1446,2476,772,2274,210,15271,5,49,7,3,0,3,0,0,0,58,4,21,5,3,0,0,0,3,3,48,0,25,13,4,3,9,4,4,4,65,3,70,24,9,9,14,0,22,5,164,8,84,43,19,16,31,7,18,15,238,4,87,37,16,10,29,3,23,5,215,10,83,54,14,15,28,11,33,9,248,8,64,29,21,17,30,7,37,7,224,4,62,47,8,10,24,3,36,10,200,16,90,57,11,12,34,0,23,10,247,7,91,39,10,4,8,4,11,8,177,0,88,38,14,0,6,0,8,4,162,7,53,16,10,0,0,0,4,4,101,63,846,410,152,113,207,42,218,89,2148,0,22,0,0,3,0,0,0,6,32,0,12,3,7,7,4,0,3,20,60,8,8,3,5,0,7,0,5,17,61,4,10,11,4,8,12,0,11,21,81
506,0,98,49,14,9,24,3,14,10,218,269,2914,2119,1256,1235,2207,717,2089,228,13045,0,47,5,0,0,0,0,0,9,62,3,24,3,3,4,6,0,5,0,57,0,35,12,5,3,10,3,5,3,77,6,63,29,17,16,22,9,21,13,192,3,83,44,19,7,43,8,30,17,245,4,74,32,14,17,22,4,29,7,210,4,55,28,23,17,30,0,35,4,192,5,58,32,13,21,20,3,46,14,210,16,79,36,10,15,23,8,48,5,233,14,70,25,17,4,33,0,22,20,205,11,72,38,19,5,14,6,17,0,180,9,80,29,11,5,14,0,14,10,168,8,67,31,10,3,7,3,13,12,159,84,809,338,162,118,243,46,277,110,2179,6,10,0,0,5,0,0,0,11,34,0,16,3,3,4,0,5,0,15,54,10,7,8,4,7,11,3,7,39,95,4,15,17,11,19,8,3,11,37,122
507,0,85,40,17,7,17,0,8,6,182,302,2802,1971,1202,1097,1886,571,1811,162,11803,3,31,3,3,0,0,0,0,0,42,0,25,4,0,3,0,0,3,0,43,3,22,7,0,0,5,0,3,0,47,8,47,24,9,8,10,3,9,6,125,8,59,29,17,11,18,10,24,9,188,3,47,42,14,13,23,3,21,5,178,6,66,27,23,6,18,3,34,9,186,7,55,36,16,13,32,6,46,6,217,17,69,28,21,12,26,6,30,7,212,3,81,33,26,13,17,3,28,5,198,4,74,25,10,0,14,5,15,4,150,0,77,22,8,10,10,0,12,4,142,6,50,27,5,0,5,0,6,0,115,76,697,303,151,87,184,42,234,60,1833,4,7,6,0,0,0,0,0,9,26,0,3,5,0,3,4,3,3,9,31,0,5,6,3,4,7,5,6,21,67,5,8,4,5,7,10,0,8,23,63
509,26,64,57,32,10,50,20,57,10,321,314,986,783,508,417,1074,401,2300,112,6894,4,38,17,0,0,0,0,10,6,83,7,6,3,0,3,5,0,12,5,41,9,18,7,0,3,8,0,19,0,60,8,44,16,5,0,16,3,39,6,135,6,54,24,5,13,20,0,66,4,185,7,32,34,7,8,27,7,60,7,190,3,36,19,12,10,38,12,100,7,252,8,42,26,23,15,34,18,121,3,300,13,69,39,25,13,56,20,131,4,366,17,75,50,25,27,52,22,141,13,416,26,80,65,28,14,45,12,98,12,390,26,79,53,27,10,36,19,85,21,366,26,81,62,34,14,40,9,50,26,345,159,654,427,199,118,375,126,945,125,3129,0,5,0,0,0,3,0,0,7,22,9,5,6,0,3,0,3,5,4,35,0,4,0,5,0,3,0,7,7,40,5,3,5,0,4,9,3,4,9,41
510,0,5,6,0,0,0,0,0,0,12,75,233,142,104,102,218,73,468,37,1455,0,4,3,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,8,0,8,3,0,0,0,0,4,0,17,0,5,4,0,3,0,0,3,0,22,0,10,6,0,0,3,0,12,0,33,4,7,4,3,0,6,0,12,0,29,0,6,3,6,0,8,0,13,5,40,0,3,4,0,4,6,0,11,0,31,0,8,7,0,0,0,5,9,3,32,0,10,5,0,0,0,0,11,0,30,0,5,0,0,4,0,0,6,0,24,0,3,0,0,0,0,0,9,0,23,3,8,0,3,4,0,0,0,3,21,16,79,34,18,14,29,9,94,21,313,0,6,0,0,0,0,0,0,7,17,0,4,3,0,3,3,3,12,3,27,3,5,0,0,0,0,0,7,10,28,5,0,0,0,10,0,0,9,17,41
511,0,22,13,16,4,19,8,29,10,111,138,478,406,303,283,596,250,1149,49,3656,4,18,0,6,0,5,0,0,3,34,0,8,0,0,0,3,0,0,0,9,3,10,0,3,5,3,0,5,0,34,0,19,6,9,4,11,0,8,6,62,6,33,8,8,4,10,0,23,9,103,0,20,15,3,0,15,0,33,0,93,3,15,10,8,7,11,5,46,3,111,0,21,15,7,6,14,10,64,0,136,7,44,17,8,9,15,4,47,10,145,4,36,30,7,3,22,7,60,0,176,11,39,27,4,6,18,7,41,6,157,4,41,14,7,3,12,0,18,4,114,6,27,17,3,3,18,0,33,11,121,60,324,170,68,53,153,36,385,55,1305,0,7,0,0,0,3,0,0,4,14,3,0,0,0,4,0,3,3,5,22,8,5,4,3,6,9,0,7,11,41,6,3,7,0,0,3,0,8,9,37
