POW_SA4_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
501,16,10,13,4,0,44,12,8,23,17,15,22,3,3,105,1435,1083,2049,1864,1876,1720,512,93,10630,6,9,6,7,11,6,5,0,47,30,0,8,5,0,4,0,0,47,12,0,5,4,5,8,6,6,43,4,3,9,6,5,8,12,4,52,4,3,7,7,8,6,8,9,61,10,10,13,11,16,15,6,3,80,7,10,13,18,10,10,14,0,77,6,10,33,37,21,23,11,3,132,0,6,18,33,26,16,6,3,107,3,4,22,13,32,33,7,0,104,0,3,19,29,17,26,6,4,99,0,0,11,27,20,12,3,0,86,0,0,11,42,39,18,3,0,110,0,0,4,9,11,12,0,0,36,0,5,6,10,10,13,0,0,39,11,14,26,37,32,13,3,3,139,93,76,207,296,260,202,89,47,1268,97,31,70,91,132,123,67,18,636,2181,69,133,180,119,152,89,22,2943,882,166,289,362,298
502,0,3,0,0,0,17,5,3,0,0,4,0,0,0,18,638,371,453,498,534,563,157,18,3234,0,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,14,5,0,0,0,0,5,0,0,14,0,3,0,0,4,5,0,0,13,4,3,0,0,0,0,0,6,19,4,8,4,4,3,4,3,3,37,5,3,12,5,10,4,0,0,39,0,0,10,4,9,8,3,0,34,0,3,16,8,9,9,4,4,40,0,3,4,8,6,5,4,0,28,0,0,8,4,6,3,0,0,19,0,3,3,9,4,0,0,0,26,0,0,11,8,15,9,4,0,44,0,0,3,3,3,5,0,0,17,0,0,0,5,0,5,3,0,10,11,10,14,13,12,9,0,0,72,33,43,92,79,86,64,25,18,443,48,17,28,34,44,44,18,8,244,1109,75,85,77,52,50,31,6,1479,611,211,158,165,129
503,23,30,17,7,0,103,10,8,21,14,13,16,4,5,94,1216,1473,2555,1867,1595,1409,487,76,10673,10,3,26,17,17,12,4,0,93,49,19,15,10,4,5,8,0,92,28,26,16,13,8,13,0,5,112,11,26,25,10,14,7,3,8,111,13,20,29,28,4,8,11,3,125,15,34,53,24,27,15,14,9,187,14,31,62,41,32,19,9,3,215,9,40,99,53,66,26,15,4,303,0,41,132,93,79,55,10,7,420,5,40,113,107,73,41,17,0,390,5,12,113,95,85,48,13,9,382,0,5,87,90,80,35,13,0,302,0,6,119,172,135,82,14,7,535,0,0,26,46,43,18,0,0,141,5,3,34,110,100,59,26,16,348,22,64,154,143,95,50,21,28,575,171,369,1087,1051,860,506,182,99,4333,117,59,184,199,155,106,36,12,871,2431,679,232,230,142,140,68,10,3926,1585,1601,616,475,375
504,7,15,12,3,0,50,9,14,18,11,12,21,0,0,84,1732,1378,1935,1673,1688,1528,483,83,10497,9,0,10,7,12,5,3,0,47,27,8,3,5,6,5,3,0,52,11,9,8,7,4,8,0,0,49,5,9,7,11,3,5,8,5,53,4,13,5,10,3,9,3,0,43,9,15,20,11,11,14,3,0,95,10,18,15,25,22,9,5,6,105,0,18,35,42,25,25,8,0,154,4,19,67,54,38,22,10,0,211,0,12,52,46,29,26,0,0,171,0,5,24,40,29,13,4,0,122,0,4,32,16,38,10,4,0,104,0,0,15,53,40,14,7,0,128,0,0,8,7,8,8,0,0,35,0,3,13,11,6,9,0,0,38,24,52,55,62,46,28,5,4,275,98,183,374,418,318,215,60,18,1685,123,40,110,129,116,106,44,10,684,2546,260,138,173,127,124,68,17,3444,1494,666,410,383,328
505,22,16,3,5,4,70,21,18,24,24,24,13,11,7,131,3086,2145,3108,2696,2772,2331,772,118,17030,9,0,11,32,12,3,11,3,86,36,7,13,10,6,7,3,0,76,25,15,9,18,9,4,5,4,87,8,8,18,15,19,9,7,11,93,3,17,26,17,16,18,10,3,112,12,27,33,26,18,16,9,0,143,10,25,42,32,33,17,8,6,176,6,43,94,62,44,26,8,5,295,5,35,99,64,45,46,17,0,317,0,24,87,64,61,28,4,0,261,0,5,60,48,57,33,10,0,214,0,3,45,35,51,22,5,4,164,0,6,56,53,49,38,5,7,203,0,0,7,18,19,5,11,0,62,0,0,13,11,28,9,8,4,79,23,54,105,99,89,47,15,7,438,126,281,715,594,546,337,129,61,2801,223,88,192,230,196,163,76,15,1185,5505,632,310,362,263,225,103,25,7426,3123,1470,719,786,634
506,23,11,10,9,4,86,16,29,35,14,27,24,8,4,150,3022,2843,4258,3567,3418,2817,894,127,20942,10,8,19,21,17,13,4,0,92,60,11,17,13,9,8,3,0,123,30,22,15,18,10,12,9,5,116,13,23,23,24,16,14,11,8,146,11,21,22,17,13,23,10,5,122,17,41,43,42,34,15,16,13,224,23,31,68,35,45,24,12,4,236,12,46,98,74,57,42,18,3,356,3,40,141,120,89,61,17,5,470,3,26,106,83,65,61,9,0,349,0,16,65,75,70,45,5,3,279,0,6,56,70,47,32,4,0,206,0,7,58,103,67,50,7,0,288,0,0,16,17,20,6,0,0,61,0,0,17,24,33,23,9,5,113,27,95,146,119,93,66,11,10,568,207,397,903,844,683,491,152,75,3753,201,109,221,233,197,168,72,17,1213,4402,704,403,390,276,220,135,24,6545,2657,1649,862,792,577
507,16,19,7,6,0,66,23,20,30,19,18,23,10,3,147,2769,2157,3095,2824,2812,2354,673,107,16785,17,11,16,21,10,12,7,0,97,47,7,14,6,8,6,0,0,94,18,15,5,15,4,9,5,0,71,10,10,18,12,15,5,0,3,71,13,10,13,17,19,10,10,10,101,10,18,24,22,18,17,10,6,130,3,33,31,28,19,27,9,4,159,10,20,62,47,40,46,10,5,243,3,29,92,71,68,51,13,10,330,0,16,72,58,51,34,16,0,254,0,8,65,63,48,33,10,0,234,0,3,36,51,33,22,6,0,146,0,6,54,78,86,47,8,0,284,0,0,10,22,14,17,0,0,69,0,0,9,23,31,13,11,5,100,21,39,110,78,73,51,6,15,393,159,230,635,604,552,397,131,55,2772,175,70,179,206,186,166,66,5,1061,4572,478,282,284,242,188,84,16,6152,2544,1265,638,664,488
509,3,8,16,10,0,48,6,5,19,7,23,11,4,6,84,899,849,1574,1294,1428,1444,504,125,8117,11,6,7,3,12,4,3,3,46,28,3,4,0,4,0,3,0,35,7,0,0,3,4,3,7,4,32,3,0,5,5,8,4,9,4,40,4,0,5,5,6,8,11,10,49,3,5,5,8,10,5,10,5,65,5,5,15,11,8,16,9,5,73,9,9,20,20,16,28,11,5,118,7,7,20,20,35,30,11,3,133,0,6,14,14,16,23,8,3,89,0,0,9,11,20,18,4,3,58,0,0,9,12,5,4,0,0,35,0,4,9,8,21,13,4,0,59,0,0,0,9,7,0,0,0,23,0,0,4,3,3,7,5,4,29,18,17,17,21,19,13,11,17,125,89,71,133,167,191,197,99,66,1007,90,26,77,110,180,158,106,28,785,964,46,92,123,117,124,84,25,1566,429,104,187,241,236
510,89,48,35,5,0,241,7,9,39,22,14,19,5,0,110,542,843,1957,1494,1250,932,199,25,7240,11,5,14,12,6,4,0,0,48,18,6,4,6,0,0,0,0,29,9,0,13,5,4,6,0,0,42,3,5,8,6,8,0,5,0,42,10,7,8,6,7,0,5,0,30,6,7,10,14,4,0,0,0,48,0,5,12,3,3,9,3,0,38,4,9,22,16,11,11,0,0,81,3,8,29,31,8,15,9,0,107,0,11,32,19,20,12,0,3,109,0,9,36,34,19,12,4,0,106,0,0,11,20,31,16,4,0,82,0,24,58,98,67,43,0,0,287,0,3,30,35,37,30,4,0,134,3,0,30,70,49,30,0,0,185,15,25,46,55,38,19,11,6,213,82,108,364,432,315,209,48,19,1583,40,18,79,54,44,46,17,0,305,582,18,58,63,37,29,9,6,801,304,60,189,160,71
511,14,23,13,6,3,77,10,9,17,20,10,18,0,0,79,767,802,1437,1163,1188,1208,340,52,6957,10,3,10,3,7,9,3,0,45,19,0,6,0,6,0,0,0,26,10,0,7,0,3,7,0,6,33,5,7,8,9,8,4,10,0,48,10,3,4,4,8,7,0,0,43,9,3,11,6,12,9,11,4,65,3,9,9,5,9,18,4,8,60,3,12,15,10,19,14,9,0,88,0,13,32,17,17,20,4,0,106,0,9,18,18,26,18,9,0,96,4,7,14,15,17,17,6,0,79,0,9,12,22,31,8,0,0,92,0,4,21,47,41,33,4,0,150,0,4,5,18,13,14,4,0,51,0,0,10,11,16,0,7,0,49,7,10,43,30,41,39,9,11,185,74,93,227,214,275,216,75,43,1215,71,17,58,67,107,95,47,10,485,1012,30,75,75,52,80,28,4,1351,451,106,186,184,139
