POW_SA4_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
501,3,0,13,0,0,0,5,4,9,35,0,0,0,0,4,0,0,0,9,18,0,0,0,0,0,0,0,0,11,12,4,4,12,7,0,6,13,9,88,147,48,30,85,48,22,31,50,89,470,874,211,46,60,53,52,54,21,89,47,636,118,107,131,589,117,1010,57,768,47,2943,215,159,172,445,209,607,82,600,43,2543,247,212,276,487,299,456,98,629,52,2751,294,271,477,704,448,573,133,750,61,3721,545,433,820,1201,780,877,242,1164,80,6140,621,641,976,1535,990,1004,342,1373,77,7552,932,913,1291,1495,1338,848,650,1740,132,9352,1299,1353,1829,1247,1611,617,893,1399,107,10355,1028,1495,1468,584,1083,282,855,707,104,7621,950,1727,1263,406,662,233,851,472,99,6666,805,1492,1055,275,344,137,772,337,86,5313,1511,2481,2121,336,395,160,1174,393,110,8678,453,429,468,34,83,45,103,56,36,1708,734,739,318,19,92,81,79,44,39,2150
502,0,0,0,0,0,0,3,0,11,13,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,6,0,0,10,3,4,3,0,3,56,83,8,10,41,26,10,14,29,32,183,357,41,18,30,25,42,27,6,33,14,244,20,48,53,307,67,574,46,357,14,1479,45,79,86,330,93,477,59,296,14,1471,84,79,131,341,155,381,67,240,13,1489,68,120,204,423,193,411,56,309,19,1797,130,172,386,693,304,531,105,446,37,2811,185,242,423,837,397,474,144,427,39,3160,300,384,485,838,467,390,161,361,34,3416,405,557,695,686,553,295,193,307,40,3723,315,558,446,287,341,138,183,151,28,2443,281,711,372,203,198,80,204,96,19,2161,221,565,260,133,105,45,168,70,26,1589,455,988,616,138,127,61,383,91,44,2912,130,153,128,6,22,21,41,14,17,539,218,270,76,15,32,49,19,17,10,707
503,14,25,18,4,6,0,13,0,55,132,4,9,0,0,0,0,0,0,21,40,11,19,4,0,5,0,0,5,26,77,7,34,39,23,14,6,12,19,406,551,86,254,209,190,111,56,98,162,1294,2461,121,183,75,130,116,73,13,75,93,871,89,386,108,1191,297,987,72,691,92,3926,149,642,253,1571,650,988,104,750,112,5214,193,824,345,1524,757,910,97,777,111,5546,274,885,551,1715,1071,862,106,989,125,6590,505,1777,982,2630,2048,1217,166,1368,187,10885,716,2414,1311,2895,3041,1188,221,1329,215,13330,1362,4065,1982,3230,4786,1205,390,1365,303,18688,2260,7862,2932,3388,7710,1146,527,1271,420,27509,2425,10461,2541,2026,7444,806,425,616,390,27126,2888,12668,2162,1425,5573,632,365,443,382,26545,2736,11423,1600,1157,3125,446,494,253,302,21534,9323,25420,3313,1807,4375,757,1245,465,535,47242,3655,7125,1128,206,903,242,308,82,141,13793,10882,15263,1458,172,1531,546,284,103,348,30582
504,7,5,3,4,0,0,0,5,23,50,3,0,0,0,0,0,0,0,6,13,4,5,4,0,0,0,0,0,14,16,5,13,18,4,6,3,9,6,213,283,40,68,126,88,55,24,72,96,649,1223,115,70,96,65,83,81,31,94,47,684,74,188,99,647,156,1237,102,896,52,3444,122,253,205,749,258,1091,183,859,49,3767,180,287,420,672,390,853,204,688,53,3749,202,324,598,838,467,833,251,807,43,4363,333,553,999,1389,899,1199,397,1155,95,7022,540,734,1436,1661,1129,1104,637,1237,105,8595,875,1018,2038,1852,1679,1081,1461,1599,154,11766,1346,1625,2875,1686,2349,859,1796,1354,211,14104,1212,1949,2297,914,1705,558,1228,732,171,10768,1264,2364,1953,807,1066,420,886,416,122,9298,992,2099,1329,621,531,233,637,262,104,6803,2432,3346,1822,861,595,310,773,226,128,10491,721,543,309,68,97,60,132,33,35,1999,1081,847,242,45,120,91,76,50,38,2583
505,5,21,12,3,6,4,3,4,39,103,3,4,0,0,0,0,0,0,6,21,5,5,0,0,0,0,0,0,15,32,10,26,46,19,11,5,13,12,329,470,60,132,213,134,89,56,104,149,981,1903,174,144,129,153,160,150,47,142,86,1185,126,371,233,1538,304,2769,224,1780,76,7426,207,557,401,1579,607,2433,243,1461,87,7579,294,640,645,1581,789,1778,280,1199,93,7301,310,689,1012,1941,1003,1783,338,1342,112,8521,622,1144,1764,3133,1762,2353,508,1869,143,13312,933,1669,2255,3456,2267,2182,836,2017,176,15793,1541,2307,3235,4028,3242,2009,1454,2425,295,20539,2378,3753,4473,3340,4267,1574,1631,2019,317,23734,2176,4295,3595,1704,3141,982,972,1025,261,18147,2272,5118,3082,1047,2001,729,758,683,214,15907,1819,4656,1877,713,950,416,458,366,164,11421,4404,7792,2224,790,1132,638,437,431,203,18049,1309,1197,418,62,215,156,68,64,62,3548,2194,2193,352,54,260,303,70,70,79,5575
506,13,18,13,3,3,0,8,3,49,124,3,7,5,0,0,0,0,0,10,26,9,3,4,0,4,0,0,0,28,47,8,19,50,32,14,14,6,17,416,578,89,185,298,194,102,78,155,199,1361,2658,177,134,121,144,155,145,69,171,92,1213,143,456,211,1237,347,2194,240,1597,123,6545,227,545,407,1653,632,1938,393,1488,116,7389,326,550,641,1622,746,1500,412,1377,146,7321,397,675,1019,1969,937,1625,554,1577,122,8866,640,1194,1796,3157,1873,2046,978,2337,224,14247,943,1575,2513,3746,2567,1956,1564,2576,236,17677,1612,2442,3714,4418,3860,1949,3656,3202,356,25221,2548,4045,5033,4168,5607,1828,4841,2742,470,31282,2474,4720,4405,2253,4391,1313,3042,1442,349,24397,2837,5708,3970,1810,2854,891,2170,924,279,21446,2359,4980,2702,1090,1450,551,1434,563,206,15335,6113,9020,4265,1261,1669,782,2016,599,288,26034,1965,1753,968,103,332,178,333,114,61,5810,3677,2719,765,96,379,266,232,86,113,8344
507,13,15,8,4,3,0,12,3,32,90,0,3,5,0,0,0,3,0,14,27,0,7,3,4,0,0,0,0,13,34,5,20,33,19,10,9,13,27,256,397,58,144,174,149,68,48,103,143,916,1791,149,136,108,113,153,123,40,137,97,1061,95,399,198,1239,269,2286,151,1418,94,6152,188,513,353,1376,476,1905,243,1206,71,6320,223,564,579,1410,623,1418,251,1119,71,6254,315,642,864,1598,843,1463,296,1193,101,7318,550,1150,1526,2733,1483,1878,497,1717,130,11657,737,1525,2007,3139,1926,1762,706,1992,159,13949,1331,2294,2889,3338,2543,1506,1555,2331,243,18022,2032,3711,4020,2967,3676,1260,2149,2132,330,22288,1823,4521,3619,1611,2993,749,1559,1109,254,18239,1892,5647,3381,1231,2027,539,1247,766,234,16959,1672,4859,2450,818,1049,316,954,537,146,12801,4605,8408,4146,1035,1407,407,1522,811,284,22622,1543,1536,838,127,294,114,249,108,69,4867,2703,2776,631,105,309,224,148,66,100,7062
509,4,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,4,7,6,3,8,4,4,6,3,8,94,133,63,26,56,45,22,28,27,79,444,792,416,23,43,36,55,32,20,112,46,785,167,69,60,232,106,432,21,448,35,1566,275,96,121,262,174,288,61,447,32,1749,360,127,194,257,243,231,84,468,40,1999,416,171,332,383,299,293,108,553,49,2602,748,277,607,700,567,484,193,859,65,4494,824,378,690,849,616,520,265,1042,73,5262,1111,513,915,932,855,566,496,1334,118,6842,1507,872,1170,828,1085,434,824,1190,133,8050,1201,960,857,443,687,190,618,646,89,5697,1252,1167,786,386,426,145,635,407,58,5257,1023,1019,568,238,234,80,610,223,35,4034,1799,1599,1163,341,269,123,1253,215,59,6820,536,262,333,37,65,34,164,42,23,1492,821,442,238,30,66,75,112,48,29,1854
510,0,3,19,0,0,0,10,3,39,71,0,5,5,0,0,0,0,0,9,20,5,0,0,0,0,0,0,0,21,27,3,3,11,9,0,6,16,3,143,198,19,40,91,40,29,21,47,60,519,874,25,32,39,25,22,20,48,44,48,305,20,29,48,145,34,276,30,181,29,801,34,111,68,179,65,162,37,190,42,883,41,83,67,144,67,116,38,186,42,774,55,72,101,168,105,101,36,170,30,844,83,140,201,355,197,210,82,289,48,1595,103,189,287,398,302,242,128,422,38,2111,222,288,456,642,460,281,224,586,81,3239,372,496,764,760,776,318,550,871,107,5011,465,767,917,583,828,186,751,967,109,5563,534,1109,1284,473,725,117,1307,717,106,6386,509,1224,1508,353,505,82,1706,580,82,6554,1410,2848,6023,717,853,97,5807,1381,287,19435,569,1139,3323,108,237,17,1676,301,134,7511,1518,1629,3818,71,262,25,1096,241,185,8851
511,7,4,6,0,0,0,5,0,15,50,0,0,6,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,11,21,4,3,14,7,0,3,8,7,130,181,37,29,75,50,22,20,42,65,466,810,160,28,37,28,42,35,29,82,45,485,47,45,50,242,60,495,42,341,26,1351,116,89,97,209,132,316,52,317,33,1370,141,104,139,223,178,229,74,363,48,1490,180,117,229,313,215,270,88,409,43,1868,249,216,481,599,461,457,157,599,65,3283,340,292,542,817,609,551,248,724,60,4189,541,424,783,911,804,534,435,837,88,5356,861,721,1075,846,1156,396,686,932,106,6785,671,955,1052,474,838,210,819,634,96,5758,752,1221,1203,444,701,129,1213,541,79,6279,606,1175,1124,314,370,84,1628,410,92,5811,1497,2678,3741,465,459,103,3905,522,150,13527,560,693,1378,66,92,29,771,91,51,3730,1131,726,946,48,82,57,568,77,49,3678
