POW_SA4_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
501,971,942,1344,431,716,278,805,661,65,6217,848,968,1165,236,494,224,822,450,54,5259,697,810,972,113,269,135,749,319,53,4112,1165,1605,1985,120,317,153,1157,383,87,6972,378,391,446,19,76,45,98,52,30,1542,678,657,315,18,91,82,79,47,30,1984,113,39,111,63,30,46,38,89,47,581,9180,8438,11997,7365,6779,6933,6139,9948,705,67473,0,0,0,0,0,4,0,0,31,38,4,0,0,3,4,0,0,6,27,39,4,0,0,0,0,0,0,14,24,51,4,0,0,4,0,5,0,5,26,57,0,0,4,7,0,5,0,13,34,58,7,4,9,4,0,0,0,9,34,60,7,4,7,7,0,5,4,11,29,78,3,3,8,4,9,0,9,6,43,81,0,3,12,5,4,0,9,7,29,69,7,0,6,0,3,0,9,0,31,56,3,3,3,0,0,3,6,0,24,34,5,0,5,0,0,0,3,0,20,35
502,287,397,414,254,235,130,168,143,18,2048,255,484,344,149,141,72,177,89,11,1718,189,357,244,68,77,48,142,62,13,1201,354,678,573,51,105,61,368,89,38,2308,112,143,123,0,15,21,37,14,16,481,198,256,72,11,32,49,19,13,10,671,16,22,27,36,26,33,8,15,15,194,2657,3699,4146,4492,2604,3942,1723,3006,233,26502,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,11,18,0,0,4,0,0,3,5,4,7,22,0,0,4,0,0,0,0,4,12,22,0,6,4,4,0,0,0,0,18,31,0,0,0,6,0,0,4,3,6,28,0,3,12,0,0,0,8,0,13,36,0,0,3,4,0,0,0,5,12,25,0,0,3,0,0,0,4,0,9,25,0,0,3,5,0,0,3,0,8,25,0,0,0,0,0,0,0,0,5,14
503,2110,7458,1973,1491,4478,748,341,514,203,19320,2308,8291,1672,909,3269,575,294,373,177,17871,2037,6954,1269,443,1860,410,388,213,131,13709,6212,17465,2840,464,2728,727,1115,418,302,32276,2806,5989,1061,81,715,242,292,81,110,11376,9985,13365,1413,117,1403,542,274,98,307,27506,124,308,132,123,137,58,41,65,156,1143,30868,74069,17885,19702,30258,11672,4158,9382,2224,200214,0,8,10,0,9,0,0,3,54,81,0,3,3,5,0,4,0,11,42,78,0,3,4,9,0,5,0,3,56,89,0,3,8,15,8,0,0,11,53,104,0,8,8,18,5,9,7,14,63,134,3,9,16,21,7,4,7,21,78,151,0,9,19,22,8,8,17,21,72,165,3,16,25,29,11,0,9,23,87,216,9,29,27,17,17,6,14,14,86,217,11,36,22,10,13,0,8,0,73,173,8,21,9,7,4,0,13,3,61,135,6,25,9,7,7,6,4,3,52,117
504,1138,1458,2181,665,1308,554,1180,699,107,9275,1150,1555,1857,461,831,409,861,400,79,7604,907,1303,1286,246,416,227,617,255,70,5320,2068,2286,1768,183,510,304,757,216,90,8197,666,447,301,20,87,60,133,33,28,1776,1017,754,237,32,111,91,78,45,25,2391,76,70,140,70,57,82,60,80,57,686,10681,12001,16165,9769,9786,10010,8601,9850,919,87782,5,0,3,0,0,0,6,3,25,33,0,3,0,0,0,0,0,7,31,39,0,0,0,5,0,0,0,5,20,39,0,3,4,4,7,3,0,3,26,61,0,0,5,9,0,0,0,15,15,48,0,6,7,8,3,0,3,10,42,81,4,3,13,13,9,8,6,12,53,114,3,3,19,19,4,4,10,7,46,115,5,13,24,14,5,0,7,15,59,140,0,6,18,7,3,0,11,3,45,94,4,7,11,3,7,0,5,0,22,59,0,6,3,0,0,0,0,0,17,35
505,2041,3190,3353,1373,2218,966,887,942,160,15129,2035,3463,2867,725,1410,708,694,627,130,12658,1606,2920,1751,360,699,408,410,338,99,8587,3463,5196,2061,314,846,619,396,389,132,13425,1111,1027,371,48,199,156,66,60,46,3080,2043,2017,334,36,234,303,70,67,61,5168,131,168,232,163,116,141,54,115,109,1238,18822,27079,24538,21015,18212,20185,7935,15866,1555,155201,0,0,7,3,4,0,0,6,39,61,0,0,0,8,0,4,0,5,34,54,0,0,6,8,4,8,6,12,28,71,0,0,6,12,5,0,0,11,45,86,0,6,0,11,0,0,3,8,43,80,3,0,6,17,0,8,12,9,45,95,4,6,17,8,8,6,8,14,54,129,4,10,21,18,17,11,30,26,87,212,9,8,22,11,13,5,14,17,95,206,0,14,29,5,12,0,8,3,60,139,0,15,20,9,4,0,7,5,37,96,4,5,12,0,4,4,3,0,22,61
506,2335,3342,4046,1794,3382,1289,2911,1327,250,20680,2569,3719,3652,1161,2201,877,2106,873,191,17347,2104,2928,2490,523,1112,542,1400,540,145,11775,5159,5883,3969,600,1376,778,1984,573,210,20537,1736,1450,930,67,297,173,325,114,47,5134,3432,2304,745,74,352,261,233,81,82,7572,140,149,248,121,127,129,153,124,145,1345,24269,28563,30713,23419,23269,19047,21479,19723,2194,192673,6,3,3,4,3,3,3,0,52,77,0,0,5,6,0,9,3,7,62,92,0,4,5,15,0,4,6,7,46,90,0,6,5,18,3,9,3,14,70,125,0,8,20,8,3,10,8,25,52,133,4,0,10,27,9,6,11,23,89,179,4,14,27,18,11,8,11,23,85,197,9,12,44,23,12,11,27,25,118,272,4,14,49,21,9,0,25,32,130,288,6,16,24,7,14,4,25,11,70,183,15,36,18,7,4,3,13,3,54,162,4,18,10,4,6,0,11,5,32,93
507,1672,2779,3119,1046,2081,736,1432,1005,159,14029,1649,3176,2878,580,1442,527,1187,701,142,12286,1368,2558,2123,272,742,302,912,504,94,8880,3379,4967,3589,344,1081,404,1480,766,216,16219,1210,1178,771,38,260,111,244,104,51,3972,2412,2166,604,75,290,224,145,63,80,6051,98,130,199,131,89,113,84,110,121,1079,17143,24864,25000,17384,16034,15888,11093,15491,1597,144508,4,3,3,6,0,0,0,4,48,76,0,0,0,9,4,3,0,3,52,79,0,0,0,13,3,0,0,3,36,64,0,3,10,3,0,0,3,13,34,68,0,3,8,14,3,6,3,4,50,89,0,3,20,8,6,3,0,8,46,99,0,9,11,24,4,5,9,11,57,126,6,7,22,6,15,6,10,23,68,159,10,10,23,20,3,8,19,14,86,189,3,20,15,11,10,4,13,10,51,130,4,12,15,0,6,0,10,0,43,91,8,11,7,6,0,0,7,3,30,73
509,1121,571,754,281,439,176,551,600,53,4563,1159,613,698,186,305,136,605,374,32,4109,922,494,507,67,170,81,599,202,22,3067,1395,936,1038,98,201,120,1228,196,40,5243,453,219,315,16,52,31,160,42,12,1313,783,379,235,15,63,69,110,45,23,1726,232,27,75,36,41,39,56,70,25,610,11707,4952,7355,4075,4455,3864,5120,7374,480,49388,7,0,0,0,0,0,0,0,26,44,0,0,0,7,0,3,0,3,22,37,0,0,0,0,0,0,0,6,21,25,9,0,0,4,8,0,0,11,23,51,8,4,5,5,0,0,0,7,28,55,4,3,7,5,3,3,0,9,29,69,5,3,6,5,3,4,0,6,38,71,0,0,6,3,0,0,3,11,44,72,7,6,8,5,0,0,6,6,50,89,3,0,11,3,0,3,7,0,23,47,0,0,4,0,0,0,5,0,15,30,7,4,0,4,0,0,4,0,9,25
510,407,481,856,437,596,171,735,904,61,4645,459,631,1239,288,544,112,1287,681,71,5314,411,665,1450,176,381,72,1692,552,57,5464,1055,2049,5925,338,714,96,5771,1364,239,17553,497,1076,3303,55,218,17,1674,298,122,7263,1416,1504,3783,47,246,27,1095,243,167,8517,40,57,166,45,34,22,125,106,63,663,5167,7560,18568,3531,4345,2190,13507,6865,988,62731,0,0,5,0,0,0,0,0,30,38,0,0,0,3,0,0,0,0,16,24,0,0,0,3,0,0,0,12,27,43,0,0,0,0,0,0,0,0,23,30,0,0,0,5,0,5,0,4,20,35,0,3,11,6,3,0,0,3,28,52,0,0,7,3,0,0,5,3,18,44,5,3,8,4,5,0,0,12,34,64,3,5,8,6,3,4,5,9,43,84,3,8,9,4,4,0,8,3,33,59,0,13,5,0,0,0,8,0,26,60,0,3,8,0,0,0,5,0,19,39
511,625,556,948,290,569,200,779,589,63,4624,661,696,1129,223,534,123,1168,508,49,5092,522,675,1069,103,302,84,1605,398,60,4820,1141,1980,3631,142,376,104,3876,503,125,11877,479,637,1353,29,82,29,765,88,48,3514,1072,647,930,30,80,57,563,68,34,3488,87,43,120,37,38,26,116,70,52,585,7092,6676,12382,4054,4947,3866,10570,6380,673,56639,3,0,4,0,0,0,0,3,27,39,0,0,0,0,0,0,0,0,12,18,0,0,6,3,0,0,0,5,14,25,0,0,0,0,4,0,0,4,20,36,0,0,4,5,0,0,0,5,27,39,4,0,3,8,0,0,4,8,36,62,3,0,3,3,0,3,0,3,31,54,4,0,7,3,0,0,6,8,39,68,8,3,6,5,6,0,0,9,40,87,0,0,9,6,6,0,4,3,17,44,0,3,4,5,0,0,5,7,20,41,0,4,7,0,0,4,0,0,17,36
