POW_SA4_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
501,4,0,7,18,0,22,3,22,4,77,14,19,28,440,36,918,32,591,30,2100,3,5,15,157,14,307,17,192,3,712,0,5,10,53,3,60,8,27,9,177,0,4,12,43,3,34,5,26,0,133,4,5,26,39,11,27,5,16,3,125,0,9,34,27,13,10,0,9,0,100,4,0,38,22,3,8,0,6,0,87,0,10,10,10,3,0,5,3,0,49,0,3,4,0,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,7,5,30,29,63,179,816,97,1402,72,904,53,3625,0,0,0,0,0,0,0,3,0,0,0,0,8,8,4,14,0,12,0,46,0,0,3,7,3,11,3,15,0,52
502,0,0,3,7,0,18,0,9,0,39,0,7,19,215,19,484,26,273,8,1058,3,13,10,114,8,267,28,123,5,566,10,6,6,57,10,98,7,32,0,236,4,0,0,52,7,67,6,23,0,164,4,3,7,45,4,49,4,13,3,133,6,4,18,28,9,25,0,8,0,100,0,5,9,26,6,10,0,4,0,52,3,6,5,0,0,0,0,0,0,22,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,32,45,84,550,72,1013,83,497,17,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,0,7,0,32,0,4,9,13,0,37,0,8,0,70
503,0,11,4,44,3,25,0,19,15,120,27,160,55,930,136,880,50,534,53,2825,25,204,60,899,247,641,53,333,30,2494,24,159,58,594,201,406,30,208,19,1713,31,127,71,528,215,270,26,163,18,1443,38,144,86,511,208,266,15,141,14,1420,27,102,71,313,152,115,17,80,9,889,27,72,40,185,102,63,9,45,6,550,11,71,21,76,72,12,11,19,0,304,6,42,11,26,26,9,0,8,3,118,0,21,6,23,10,9,0,3,0,78,0,10,0,3,3,3,0,0,0,27,4,9,0,5,3,3,0,0,0,25,0,6,0,0,0,3,0,0,0,9,0,0,0,9,4,11,0,0,0,25,0,3,3,23,7,12,0,7,26,92,225,1146,494,4166,1395,2705,217,1577,196,12122,0,0,0,0,5,0,0,3,0,7,0,4,3,23,12,19,3,17,4,89,0,22,12,81,29,62,3,38,6,255
504,0,4,5,16,5,48,6,39,6,118,15,60,27,485,61,1095,62,690,26,2523,17,49,28,343,49,649,72,378,11,1594,13,38,36,203,50,314,49,136,4,834,13,17,44,157,44,191,31,120,3,620,18,8,67,143,44,187,24,64,8,554,17,12,71,97,24,88,25,35,0,371,9,9,47,42,13,30,15,24,3,200,8,7,19,25,17,9,9,0,0,98,0,9,6,8,0,4,5,5,0,32,0,0,4,7,0,0,0,0,0,13,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,18,4,8,23,69,115,217,344,1536,304,2629,303,1502,95,7041,0,0,0,0,0,0,0,3,0,4,0,7,4,18,3,32,0,16,3,83,0,4,9,34,11,60,4,28,0,153
505,0,10,3,45,9,81,7,53,3,203,28,143,79,1164,109,2483,151,1462,33,5662,31,124,50,695,122,1617,127,759,26,3557,29,70,54,470,107,710,66,293,7,1804,27,42,65,369,85,478,67,179,7,1324,43,55,112,329,86,395,49,165,15,1239,27,25,93,191,61,165,32,82,8,685,21,24,74,132,34,87,23,28,0,426,12,30,38,63,23,26,17,16,6,228,0,7,15,24,6,3,4,3,3,73,0,10,4,10,0,9,3,0,0,34,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,3,30,0,34,3,21,21,122,222,545,591,3532,646,6082,544,3082,144,15393,0,5,3,0,0,4,0,8,0,20,0,9,7,49,5,48,9,24,0,156,3,23,20,85,15,118,12,46,0,322
506,3,12,10,37,5,57,4,61,10,202,33,182,63,874,141,1910,125,1203,55,4596,42,126,65,759,161,1223,140,727,30,3282,30,73,60,453,99,552,87,323,14,1700,42,55,104,418,83,415,71,197,10,1381,38,68,125,383,102,355,82,203,13,1379,37,47,129,256,82,154,62,101,4,866,18,21,98,152,47,64,62,54,12,521,13,23,46,78,31,30,43,19,6,290,8,21,18,38,13,12,11,0,4,122,9,5,6,16,7,10,3,3,0,50,0,0,5,0,4,0,0,0,0,17,0,4,7,7,0,3,0,5,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,13,0,5,9,23,0,27,3,14,30,112,269,646,747,3491,770,4821,695,2915,194,14559,0,0,0,0,0,3,0,0,0,16,3,7,12,39,9,56,9,30,4,174,5,11,22,77,19,95,21,49,4,306
507,4,8,4,31,4,64,3,35,15,163,30,164,65,944,106,2023,91,1154,45,4624,31,87,61,599,126,1223,122,591,22,2865,20,60,57,430,84,512,69,238,7,1480,25,46,67,319,82,363,51,163,9,1131,32,46,84,349,56,300,49,156,12,1087,26,26,89,185,58,145,18,70,8,630,21,23,77,98,35,58,28,39,4,373,12,22,24,69,17,23,10,16,4,191,5,15,27,9,5,0,6,6,0,64,0,7,9,13,4,0,7,3,0,35,0,0,3,4,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,11,0,6,4,21,3,27,0,24,18,108,208,498,570,3083,596,4747,454,2496,138,12799,0,0,0,0,0,0,0,5,0,12,0,10,4,33,4,57,9,29,4,151,4,11,26,77,18,110,8,52,6,309
509,7,0,4,11,0,16,3,25,7,69,14,14,13,146,27,371,11,276,24,905,8,0,6,67,4,147,20,98,9,350,4,3,6,15,6,30,6,33,0,101,0,3,14,15,3,18,0,11,3,77,4,5,17,30,7,8,0,9,0,85,4,0,13,18,3,3,4,6,0,55,0,3,8,12,0,4,3,3,0,41,6,8,5,7,3,0,0,4,0,26,0,0,0,13,0,0,0,0,0,18,0,4,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,20,42,42,97,337,56,609,56,468,54,1756,0,0,0,0,0,0,0,3,0,3,0,0,3,8,3,5,0,13,0,31,0,0,0,7,3,5,0,8,0,35
510,0,0,0,4,0,4,0,8,5,30,3,3,22,86,20,242,9,146,14,551,4,5,6,47,10,100,4,65,7,252,0,5,4,10,5,23,4,13,0,48,0,0,3,6,4,15,0,12,0,42,0,0,8,8,0,4,0,3,4,35,0,0,13,3,6,0,0,3,0,40,0,0,12,12,3,6,0,0,0,38,0,0,14,9,3,4,0,5,0,37,0,3,19,0,0,0,0,6,0,32,0,3,9,0,3,0,0,6,0,23,0,0,8,0,0,0,3,0,0,18,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,7,19,14,30,138,195,56,403,25,278,38,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,4,0,12
511,0,0,4,5,0,23,0,19,6,58,9,11,26,171,24,444,24,248,15,970,0,5,5,55,0,175,15,94,3,366,0,5,0,17,5,31,3,22,3,88,0,4,9,16,6,14,0,12,3,51,0,3,19,24,10,9,0,0,0,83,0,4,34,13,7,6,4,4,0,86,0,6,19,10,3,4,3,5,0,43,0,9,14,14,10,0,0,0,0,47,0,5,14,0,0,0,0,0,0,28,0,4,6,4,0,0,6,0,0,18,0,0,11,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,9,0,3,3,26,18,70,159,340,63,723,65,423,36,1896,0,0,0,0,0,0,0,0,3,8,0,0,0,7,4,8,0,0,0,17,0,0,4,7,6,13,0,10,0,38
