POW_SA4_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
501,100,19,39,133,6,292,1002,9,48,50,4,1112,554,22,92,70,14,752,501,30,135,68,18,750,775,53,173,84,17,1098,1332,119,301,78,18,1851,1877,146,318,59,31,2433,3018,240,422,75,39,3797,4051,337,542,80,38,5047,3346,282,427,44,36,4134,3176,369,363,49,25,3981,2964,274,250,33,23,3548,5552,478,334,31,26,6420,1115,153,91,8,6,1382,1040,345,243,34,28,1685,303,30,44,24,40,438,30701,2925,3820,914,362,38731,141,6,32,152,8,339,1576,16,153,78,10,1833,1451,22,203,98,15,1793,1602,54,250,72,28,2000,2185,50,290,80,26,2624,3691,121,362,73,36,4284,4564,140,318,72,23,5116,4958,177,320,65,34,5552,4686,172,359,58,25,5304,3077,139,224,37,11,3481,2265,185,173,46,15,2690,1508,103,119,31,12,1764,1887,173,162,27,11,2258,211,68,35,12,3,331,227,123,91,21,6,463,233,22,34,24,25,335,34249,1573
502,45,7,10,36,0,98,500,4,17,10,3,534,376,4,28,15,4,422,289,17,49,16,0,374,359,28,70,11,5,476,593,41,95,22,5,765,675,64,125,6,7,880,907,61,127,12,8,1125,1163,110,184,23,11,1496,830,118,146,13,8,1114,844,113,106,10,6,1083,684,73,80,6,5,851,1640,158,124,4,11,1938,290,62,39,0,0,399,286,152,80,8,3,523,87,12,11,5,14,131,9573,1030,1295,202,101,12200,68,7,7,65,0,151,846,5,52,26,7,940,886,20,112,17,7,1045,943,25,113,25,11,1119,1143,36,114,22,7,1320,1822,41,154,13,13,2051,2048,61,133,19,17,2281,2099,49,124,12,3,2291,1999,70,138,12,9,2233,1196,61,65,10,6,1330,957,65,51,9,0,1082,650,41,43,4,4,738,841,79,45,6,3,974,101,19,19,0,0,136,89,60,34,4,3,183,129,6,14,4,10,166,15809,653
503,194,39,27,99,5,364,1413,18,43,33,10,1506,1632,35,87,23,13,1792,1543,61,127,44,8,1780,1784,82,157,30,20,2079,2735,183,224,35,17,3193,3178,213,270,44,28,3742,5055,339,383,45,32,5855,8694,480,442,45,43,9702,8931,479,408,35,33,9889,9499,689,380,27,10,10613,9249,526,307,31,27,10142,25533,1420,568,35,26,27585,8719,765,217,25,10,9740,19588,3043,1294,57,35,24022,792,72,51,11,70,991,108546,8460,4975,625,396,123004,334,22,30,115,6,503,2192,15,146,46,19,2415,3117,43,204,55,21,3427,3384,69,233,55,32,3767,4107,96,231,54,20,4506,7111,141,343,60,28,7693,9008,168,319,57,36,9588,12073,273,390,63,36,12832,17006,298,402,49,46,17808,16607,271,302,26,28,17239,15221,350,303,32,29,15933,10876,274,214,22,16,11396,18634,544,414,38,26,19664,3634,248,138,24,7,4056,5313,733,432,69,13,6553,770,20,24,19,55,890,129383,3560
504,134,34,46,106,0,317,1282,14,55,25,3,1384,1132,35,120,30,7,1324,959,70,175,41,14,1250,1229,90,236,28,15,1603,1951,143,363,57,26,2547,2621,264,370,42,28,3331,4643,336,524,61,45,5613,6546,589,646,47,43,7871,5451,510,492,38,28,6527,4880,588,411,22,33,5940,3797,447,291,22,17,4570,6375,795,395,21,24,7626,1156,326,101,12,8,1598,1251,592,182,18,5,2052,427,49,43,15,46,582,43854,4881,4454,590,355,54135,174,8,31,150,3,365,1800,17,173,65,7,2061,2061,47,257,62,14,2440,2044,79,288,68,18,2504,2322,67,287,66,12,2762,3929,121,350,59,19,4476,4614,193,367,58,27,5260,5560,174,347,43,28,6149,5634,229,313,41,17,6232,3803,188,218,26,8,4240,2925,213,187,27,10,3356,1980,140,98,18,4,2234,2459,218,164,25,6,2869,277,67,47,7,6,396,286,144,82,13,0,531,345,16,32,21,38,453,40210,1928
505,220,47,67,145,8,484,2798,40,114,47,5,3001,2168,70,205,54,18,2516,1756,130,304,67,21,2282,2149,146,368,59,18,2739,3233,254,575,79,30,4176,4066,410,737,62,28,5306,6657,585,897,69,63,8269,9014,966,1215,82,63,11338,7386,910,972,52,43,9351,6715,1191,866,37,31,8843,5028,921,590,35,25,6593,8945,1717,790,37,34,11525,1688,634,256,15,9,2605,2318,1425,520,38,20,4322,647,99,93,16,91,944,64799,9537,8558,901,494,84297,326,24,68,273,9,696,3930,37,348,86,24,4424,4316,84,544,87,25,5062,4148,148,589,118,33,5025,4963,159,538,92,29,5785,8018,271,703,118,32,9130,9319,354,685,85,46,10485,11016,386,745,75,51,12269,11149,455,676,78,41,12398,7866,372,487,49,25,8798,6208,455,343,52,10,7064,4217,306,257,33,15,4821,5610,478,386,42,11,6525,652,167,106,14,5,947,685,347,194,25,3,1252,694,39,54,20,50,864,83104,4088
506,253,46,55,179,11,543,2450,23,109,55,12,2654,2292,63,218,69,19,2659,2002,121,320,86,25,2549,2516,192,383,66,41,3196,4103,308,576,65,32,5083,5637,455,673,69,52,6887,10098,696,978,81,53,11918,14908,1009,1111,82,59,17167,12527,909,790,48,50,14323,11601,1023,695,44,57,13417,8970,801,475,33,32,10311,16847,1482,640,42,50,19068,3888,576,222,7,11,4706,5093,1354,399,45,30,6929,891,103,84,22,107,1197,104086,9158,7725,992,640,122607,356,26,46,234,8,671,3426,37,315,98,15,3890,4103,77,418,104,27,4731,4021,126,474,121,34,4771,4956,138,469,81,37,5669,8168,244,588,113,50,9161,9762,327,559,95,49,10789,12256,375,551,80,42,13305,13077,380,552,68,30,14108,9327,328,342,43,29,10070,7306,376,288,41,16,8033,4547,268,187,25,8,5031,6261,399,258,28,14,6962,835,169,89,8,3,1105,851,375,155,18,12,1419,699,31,31,19,47,832,89947,3668
507,199,37,45,121,4,409,2227,17,77,29,9,2361,1826,54,143,44,8,2076,1610,81,230,63,22,1998,1806,102,254,50,18,2231,2898,187,442,63,23,3612,3612,295,509,60,24,4499,6086,464,649,48,44,7287,9066,710,854,56,51,10737,8131,650,684,43,39,9547,8096,797,602,51,33,9579,6875,649,422,47,22,8015,13836,1269,587,59,41,15782,3162,450,184,16,7,3816,3939,1173,453,40,20,5630,666,68,75,10,95,908,74018,7003,6197,802,454,88482,325,28,73,217,8,645,3362,36,288,97,11,3795,3640,61,459,75,18,4244,3600,95,460,83,17,4259,4413,107,445,94,32,5089,7084,209,641,80,32,8047,8464,288,589,75,38,9449,9723,297,600,65,40,10731,10542,364,561,54,29,11548,7957,295,386,46,14,8695,6659,355,303,43,18,7384,4353,219,176,29,10,4791,6047,460,301,29,7,6836,776,161,102,16,6,1059,904,310,193,22,0,1432,579,23,40,11,32,687,78436,3303
509,69,28,68,227,15,397,445,14,59,70,10,588,356,28,104,100,14,609,388,61,147,104,16,710,551,66,180,104,29,930,1024,164,334,125,42,1687,1384,169,348,118,29,2052,2257,240,455,166,54,3171,3228,404,570,122,61,4382,2393,343,426,100,45,3311,2314,382,420,91,48,3252,1929,309,351,66,36,2689,3985,439,381,80,30,4919,817,177,150,32,15,1191,693,378,274,46,23,1410,227,57,72,55,52,460,22058,3249,4335,1603,512,31762,86,10,37,249,7,385,773,16,91,90,11,976,845,17,127,145,10,1143,964,50,163,96,21,1290,1312,47,176,107,28,1672,2271,100,289,127,17,2808,2701,109,261,108,29,3207,3135,126,265,113,32,3669,3109,148,266,118,31,3673,1966,144,182,79,17,2384,1576,163,174,64,24,2005,1062,104,117,51,8,1341,1453,170,186,75,14,1904,146,68,53,27,5,297,165,110,113,47,8,444,172,25,44,52,39,322,21740,1412
510,116,3,6,29,3,156,320,3,8,5,0,334,331,10,18,13,0,362,224,11,21,8,3,268,239,19,15,11,4,296,436,27,28,8,5,509,601,33,56,12,10,714,1097,62,47,16,11,1232,2002,99,82,3,23,2207,2467,114,73,18,11,2679,3415,150,72,9,22,3665,4114,121,71,4,15,4329,14958,253,117,10,39,15363,6544,112,45,3,18,6717,7583,273,130,8,23,8012,546,16,13,6,40,617,44982,1314,799,150,228,47469,98,4,3,36,3,145,422,3,24,12,9,466,454,4,42,15,6,519,435,13,45,12,10,506,476,12,47,7,7,552,978,20,60,13,18,1087,1309,21,56,3,10,1400,1858,47,66,13,21,2001,2643,53,83,7,15,2805,2760,52,55,7,14,2886,2575,74,38,13,17,2712,2129,48,34,4,12,2219,3924,70,56,9,12,4068,744,29,15,5,0,793,748,61,21,0,11,838,247,12,11,9,14,284,21791,511
511,84,15,32,106,8,246,471,5,10,23,3,508,331,19,57,35,9,447,315,28,63,45,13,466,416,31,114,35,7,605,774,59,126,52,18,1027,1102,84,152,44,25,1396,1730,130,238,36,26,2164,2532,245,296,51,25,3152,2497,231,209,37,18,2986,3240,282,211,26,28,3784,3554,228,160,30,18,3990,10222,374,224,49,29,10903,3033,180,63,12,12,3307,2671,358,151,30,10,3225,401,32,29,27,19,514,33379,2295,2139,636,281,38730,98,16,22,99,3,239,761,7,36,36,5,843,761,14,81,45,12,920,829,38,99,47,19,1027,1058,33,118,40,12,1266,1983,56,138,51,17,2256,2495,81,150,49,23,2789,2848,96,177,47,24,3187,3242,131,180,60,13,3635,2495,112,108,36,14,2767,2214,136,104,34,10,2501,1631,89,57,26,10,1824,2322,130,127,37,3,2620,326,53,30,18,6,425,257,102,65,25,7,457,208,20,20,23,23,296,23532,1117
