POW_SA4_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
501,456,113,76,70,91,99,102,29,0,573,106,118,146,129,168,140,49,8,877,73,153,183,157,214,165,62,0,1004,26,106,174,181,172,154,41,0,848,7,58,111,125,145,135,27,0,617,3,16,42,57,80,67,11,0,282,0,10,35,51,72,44,24,0,233,0,0,15,25,46,44,3,4,137,0,0,7,33,57,42,14,4,160,0,0,4,11,15,10,4,6,45,0,0,9,15,25,21,12,0,81,20,8,0,6,7,9,5,0,51,1790,643,935,1030,1213,1062,330,32,7038,3,0,4,4,3,6,7,0,21,39,3,0,3,8,9,7,0,57,28,9,6,5,9,10,12,0,82,13,15,11,15,4,18,20,3,98,13,8,9,7,22,36,30,8,133,22,12,28,27,40,61,34,7,242,17,41,33,43,67,76,49,5,342,28,77,96,104,138,157,54,7,650,20,76,141,144,219,211,74,4,893,4
502,381,78,87,58,52,56,63,19,0,411,50,113,81,65,96,88,29,4,531,14,107,95,77,85,71,16,3,474,7,67,87,70,90,57,17,0,390,6,25,73,64,61,44,14,3,295,0,13,25,25,37,30,10,0,138,0,3,16,18,19,19,6,0,80,0,0,10,6,20,7,3,0,45,0,0,6,5,10,22,12,3,61,0,0,0,3,4,8,0,0,21,0,6,11,10,12,7,3,0,49,7,6,8,0,7,9,0,0,36,1086,614,551,470,586,504,144,21,3984,5,0,0,0,3,0,0,0,6,35,0,4,0,0,0,0,0,46,39,5,7,0,0,5,3,0,59,19,7,10,5,3,13,9,5,67,3,3,3,12,11,11,8,0,56,16,10,4,18,7,30,18,7,105,6,11,16,22,25,39,18,3,144,0,24,23,24,34,37,19,0,161,3,13,24,35,51,55,12,0,193,0
503,910,123,310,174,73,73,75,28,8,862,76,410,292,118,110,145,49,13,1217,43,325,334,150,142,123,56,11,1188,31,249,360,199,184,138,46,7,1205,8,141,395,222,169,157,45,7,1146,0,48,288,170,145,107,36,3,806,5,28,160,152,141,112,23,4,632,0,9,110,101,116,79,28,3,446,3,4,127,208,218,132,57,10,757,0,3,21,71,71,45,22,3,242,8,0,43,165,171,109,45,7,546,4,9,12,13,11,7,10,0,70,1863,2324,2546,1756,1654,1344,480,94,12057,0,0,3,3,3,0,0,0,13,45,12,3,0,6,0,0,0,72,49,23,3,3,8,7,0,6,104,24,27,16,13,11,10,5,3,97,12,27,31,9,15,13,14,3,106,4,37,35,31,21,22,14,4,166,6,50,49,41,27,37,17,0,221,4,40,101,81,63,81,20,4,390,0,39,110,124,110,117,28,3,527,3
504,853,149,235,144,89,81,111,27,0,833,141,312,207,146,165,161,52,10,1199,56,279,243,175,167,138,46,0,1104,23,203,284,173,180,158,56,0,1081,12,85,224,166,191,137,36,6,859,5,44,144,108,126,109,22,5,558,0,17,71,94,105,87,41,0,420,0,3,30,56,68,52,15,0,233,0,7,38,84,82,74,16,4,310,0,0,5,9,28,15,3,0,60,0,0,5,18,31,21,9,0,91,30,13,13,7,8,7,4,0,87,2477,1739,1616,1282,1366,1208,380,39,10109,4,0,3,4,9,6,3,0,31,67,9,6,6,5,4,4,0,102,75,34,17,15,20,14,9,0,183,45,44,22,21,18,34,19,0,204,40,43,36,23,36,42,29,5,251,28,63,86,57,63,61,31,10,397,40,106,137,102,108,93,45,8,637,52,167,331,299,295,249,70,3,1461,35,149,374,392,394,354,92,5,1796,10
505,1778,302,584,271,181,200,190,50,9,1783,243,686,390,288,311,327,96,7,2353,107,516,520,283,325,321,98,17,2182,51,398,544,293,350,276,89,9,2009,12,208,402,294,288,287,73,4,1574,3,61,236,211,244,161,54,9,982,3,23,129,182,211,133,47,8,729,0,11,61,103,117,82,32,4,416,5,11,95,158,192,140,33,9,638,0,4,13,41,46,34,11,3,156,3,7,45,83,99,49,20,0,303,33,33,21,13,17,16,13,0,150,5327,3827,3106,2421,2670,2265,711,77,20408,7,3,5,4,8,6,7,0,47,157,21,13,11,6,9,6,0,224,116,52,13,15,13,16,19,0,243,57,56,45,38,30,30,21,3,280,39,77,51,39,52,45,28,0,338,43,86,109,71,70,73,48,9,508,45,152,152,129,138,152,57,10,836,30,181,335,289,288,245,78,5,1454,11,107,395,330,355,358,72,8,1631,4
506,1500,273,519,269,187,157,170,49,5,1625,199,577,429,258,249,254,73,5,2046,83,480,449,304,283,269,94,6,1956,40,402,532,319,320,259,61,15,1949,22,232,501,391,337,265,72,5,1828,9,84,337,318,291,213,62,9,1313,8,38,165,235,213,180,47,0,891,0,17,70,145,170,107,28,0,551,3,14,108,235,217,158,51,3,782,0,0,28,47,62,31,11,0,178,3,5,36,53,92,47,29,0,266,30,30,22,15,17,22,7,0,136,4134,3513,3355,2783,2623,2172,674,66,19314,6,10,15,10,10,17,7,0,69,121,37,21,15,13,20,9,0,240,148,55,55,49,25,26,24,5,393,81,69,75,56,46,47,32,5,412,60,97,121,89,63,68,57,7,554,66,168,209,166,138,127,92,7,978,88,267,358,286,246,216,91,9,1564,100,490,962,736,641,576,139,12,3656,67,355,1227,1109,968,912,193,10,4841,24
507,1418,258,431,220,157,177,171,45,5,1463,173,538,371,214,257,238,74,11,1878,76,440,399,254,280,224,82,9,1762,39,294,366,247,245,250,66,0,1506,12,149,306,274,248,207,60,7,1260,5,48,192,166,167,122,39,5,749,0,15,103,113,149,101,47,0,539,0,10,48,78,93,71,21,4,316,0,7,40,94,135,92,27,3,407,0,0,11,39,37,18,9,0,114,0,4,20,48,72,49,21,9,224,24,32,20,6,14,17,9,0,125,4316,2909,2411,1933,2078,1787,585,59,16079,7,3,5,9,10,3,3,0,40,83,19,16,7,9,10,6,0,151,108,60,17,17,20,21,8,3,243,64,57,28,34,22,28,24,4,251,40,71,39,40,29,46,24,4,296,45,105,88,74,76,63,40,4,497,48,120,161,112,105,115,49,4,706,41,215,365,289,276,279,78,6,1555,43,196,464,425,451,466,94,4,2149,8
509,231,50,20,39,34,55,67,18,6,293,65,60,64,68,94,86,44,3,484,51,94,83,64,107,95,28,0,520,17,92,110,103,108,102,36,0,566,5,54,84,77,93,93,26,3,434,3,4,35,43,47,42,15,8,190,3,7,23,31,35,38,9,0,145,0,7,13,16,16,18,9,0,80,0,0,9,23,32,33,8,8,123,0,0,0,9,10,3,0,3,34,0,0,3,19,13,23,12,0,75,10,0,13,0,11,9,5,3,49,835,387,531,558,684,686,244,34,3959,3,0,0,4,3,6,4,0,20,14,0,0,6,4,0,0,3,21,19,12,3,4,4,13,12,6,61,10,6,9,9,17,21,19,0,84,6,11,11,18,10,31,17,6,108,6,22,17,31,24,44,43,6,193,18,28,25,39,42,73,32,4,265,20,51,80,62,88,133,61,5,496,15,50,134,128,154,267,77,3,824,12
510,116,18,11,18,17,19,18,0,0,101,31,24,39,39,37,39,9,0,210,24,39,51,34,44,37,11,0,242,12,42,63,43,54,48,12,0,281,17,47,114,46,52,39,7,0,318,3,23,53,38,37,22,6,0,186,4,3,42,23,25,17,7,0,117,0,7,14,33,18,9,0,0,82,0,4,19,27,21,20,8,0,97,0,0,6,3,3,5,0,0,17,0,0,3,3,12,3,3,0,25,3,4,8,0,5,6,5,0,29,512,224,480,343,346,286,85,6,2279,0,0,16,5,12,13,0,0,48,7,0,3,7,4,3,0,0,30,4,0,9,9,0,3,3,3,37,4,0,8,6,10,9,4,0,38,0,0,8,0,3,7,13,0,36,8,8,11,15,17,20,14,0,82,4,10,28,22,21,31,13,0,128,6,17,60,36,48,39,16,3,224,16,49,106,96,118,121,42,0,550,10
511,229,45,36,43,41,47,47,16,0,270,60,75,81,68,87,70,20,5,457,43,102,120,93,103,76,14,9,551,35,99,104,88,99,85,27,4,534,8,38,99,84,80,69,11,0,396,3,19,44,53,41,43,8,4,210,0,7,18,25,36,31,8,0,129,0,7,13,21,24,21,5,0,84,0,6,16,22,37,28,3,0,103,0,0,0,11,10,12,0,0,29,0,3,6,8,21,10,4,0,57,8,5,5,4,4,11,0,0,33,954,456,613,573,630,567,132,24,3946,0,3,6,3,6,9,0,0,29,24,0,4,3,4,0,4,0,42,20,0,12,0,3,6,4,0,52,3,8,6,13,3,22,17,0,74,8,12,12,12,7,23,18,0,88,11,10,16,20,35,32,32,3,157,21,23,39,37,44,60,21,3,248,16,40,85,61,77,111,44,4,435,18,75,112,105,146,187,46,3,686,12
