POW_SA4_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
501,8,27,30,9,6,27,6,81,8,211,7,45,12,8,10,7,6,27,3,118,10,59,32,9,17,19,6,44,10,215,10,69,34,15,14,27,8,61,7,247,20,60,50,20,9,44,15,84,5,294,36,78,104,57,43,73,26,120,3,545,33,68,98,78,84,93,21,127,12,621,39,69,88,107,198,192,43,176,12,932,40,63,80,94,273,325,130,285,14,1299,44,27,65,51,190,262,109,277,11,1028,34,37,38,54,149,256,94,292,3,950,26,34,31,40,107,217,93,245,8,805,50,36,49,38,158,394,234,535,8,1511,20,7,18,19,36,102,54,191,3,453,40,30,35,28,40,119,71,362,9,734,8,19,6,6,0,18,6,47,14,119,424,733,770,637,1340,2179,934,2943,136,10086,14,9,7,4,0,7,0,6,0,46,8,72,15,8,3,0,0,7,0,107,12,94,23,8,3,7,4,3,0,159
502,6,7,3,8,4,9,0,11,0,41,0,12,4,0,0,0,0,0,0,20,0,24,8,4,0,4,0,3,0,45,0,39,9,8,7,9,0,10,0,84,0,19,14,3,6,5,0,14,0,68,0,22,48,9,13,16,5,16,0,130,4,21,34,32,41,26,5,14,0,185,10,19,35,33,99,57,6,29,0,300,15,13,29,27,110,118,27,57,5,405,9,11,16,16,89,93,26,56,0,315,9,8,8,17,60,74,28,68,0,281,9,8,0,7,46,54,21,73,0,221,23,5,7,16,71,124,65,145,5,455,0,0,7,0,15,23,25,50,0,130,6,5,11,13,20,44,23,104,0,218,0,0,0,0,0,3,0,0,3,21,87,207,230,206,589,654,243,670,24,2908,0,4,0,0,3,0,0,0,0,18,7,24,4,5,0,0,0,0,0,48,11,54,10,0,0,5,0,0,0,79
503,11,19,19,14,8,20,0,29,4,121,6,48,12,7,3,9,5,5,3,89,8,80,28,12,7,3,0,10,0,149,5,92,33,7,12,17,4,28,3,193,0,96,73,13,19,30,7,33,4,274,19,108,153,58,46,41,16,56,4,505,19,124,201,106,116,72,18,52,4,716,41,114,209,188,340,272,51,141,11,1362,70,106,207,214,676,594,150,221,23,2260,87,78,187,205,683,687,210,275,9,2425,124,104,157,219,812,801,238,418,15,2888,103,94,144,177,703,826,255,424,12,2736,303,162,243,378,2171,3201,1117,1721,21,9323,114,59,78,121,518,1215,542,994,9,3655,271,206,223,213,800,3004,1575,4563,20,10882,3,3,5,5,22,23,11,41,37,149,1196,1486,1968,1937,6922,10808,4226,9007,186,37735,48,38,19,10,10,25,3,22,16,183,29,289,26,9,6,15,0,10,6,386,44,473,54,21,12,19,0,8,6,642
504,11,19,9,8,6,18,9,35,6,115,0,39,9,5,0,8,8,9,0,74,3,46,26,5,7,18,3,17,0,122,0,63,41,16,14,21,3,18,3,180,3,46,52,16,15,15,10,31,0,202,8,51,108,39,27,38,6,53,0,333,3,67,119,76,107,69,15,76,5,540,13,52,99,103,269,196,35,112,3,875,45,44,81,74,385,392,104,210,6,1346,40,35,42,62,268,380,133,241,10,1212,29,29,46,51,273,379,148,314,3,1264,19,23,24,25,185,306,122,272,0,992,66,51,54,69,342,677,376,796,8,2432,11,16,8,17,76,173,107,310,5,721,26,30,33,32,75,208,121,555,0,1081,0,6,3,6,11,16,9,23,9,81,280,615,755,601,2065,2905,1208,3072,69,11572,9,20,7,7,8,6,5,10,5,70,9,132,13,7,4,6,3,8,6,188,11,184,23,14,6,7,0,11,0,253
505,9,30,23,17,9,36,7,46,6,174,4,73,10,4,4,10,6,21,4,126,8,103,32,12,13,17,7,22,3,207,8,110,55,24,19,26,11,41,5,294,11,88,98,23,21,31,4,27,0,310,18,123,206,63,53,70,18,67,8,622,20,106,220,161,169,105,27,111,8,933,42,71,177,175,468,329,74,181,15,1541,52,85,166,171,676,679,189,344,21,2378,43,52,110,104,566,705,215,379,14,2176,50,58,83,134,547,667,231,485,12,2272,44,42,72,70,376,533,225,444,11,1819,128,83,96,133,767,1289,583,1316,7,4404,23,36,39,33,153,306,170,545,9,1309,33,72,62,57,160,479,253,1080,10,2194,4,4,9,4,20,25,17,36,31,152,493,1143,1461,1181,4005,5306,2031,5140,158,20918,21,43,17,10,10,18,3,15,4,144,16,299,23,3,11,14,0,10,0,371,21,409,62,19,16,18,0,8,7,557
506,11,32,17,12,9,34,7,50,9,177,8,77,21,4,9,11,0,10,6,143,10,116,30,13,15,21,8,17,0,227,6,123,77,25,17,32,4,37,5,326,8,102,128,38,15,37,11,53,3,397,14,122,189,75,60,63,18,90,7,640,19,96,204,157,160,151,33,114,7,943,38,84,185,158,466,374,79,209,18,1612,62,93,158,167,746,756,193,351,23,2548,68,74,96,99,663,783,283,400,13,2474,75,76,93,119,599,936,332,588,19,2837,64,48,46,69,488,756,275,615,4,2359,161,109,95,154,976,1875,875,1849,29,6113,55,24,33,39,201,544,272,790,7,1965,90,81,89,55,221,831,456,1843,16,3677,3,8,4,3,19,29,19,38,37,156,690,1256,1449,1184,4659,7245,2855,7049,201,26595,18,32,18,9,13,12,5,16,7,134,30,342,46,19,0,12,0,9,5,456,25,399,65,13,12,21,4,12,0,545
507,10,17,20,18,9,21,13,37,4,149,3,38,17,7,0,7,4,13,0,95,7,101,25,3,9,13,9,16,0,188,11,82,36,18,16,26,12,25,0,223,12,91,80,25,24,32,11,32,6,315,14,105,172,57,59,56,21,56,10,550,23,82,158,102,128,109,25,95,7,737,46,71,161,143,406,284,58,151,9,1331,66,77,130,155,606,549,156,282,9,2032,54,40,95,108,450,542,197,339,11,1823,50,56,88,100,400,579,207,397,13,1892,37,39,49,65,313,506,209,430,13,1672,137,98,101,126,718,1393,627,1388,25,4605,44,25,31,30,171,455,197,590,3,1543,45,75,61,59,198,639,343,1290,13,2703,3,4,3,5,12,20,9,30,23,111,563,1013,1227,1028,3514,5237,2079,5159,137,19965,22,44,13,6,5,18,4,16,3,136,15,312,22,17,5,8,0,8,4,399,21,364,59,11,14,19,3,8,4,513
509,17,32,36,15,17,61,18,209,10,416,9,32,17,15,11,15,8,55,9,167,9,60,28,17,10,29,20,96,4,275,24,78,40,20,20,33,16,118,8,360,18,58,54,35,21,57,11,147,11,416,47,93,101,62,42,98,36,259,14,748,30,66,116,79,67,115,49,282,19,824,47,82,109,88,110,173,70,414,19,1111,49,73,95,101,155,304,111,594,15,1507,41,73,59,63,135,265,112,447,14,1201,51,46,53,40,113,279,135,523,13,1252,38,41,49,33,91,220,92,439,11,1023,76,70,71,51,143,350,218,815,11,1799,20,30,21,21,27,82,43,283,4,536,33,43,40,25,23,116,76,454,4,821,8,20,10,14,4,32,4,109,38,240,519,899,902,677,990,2238,1024,5251,210,12696,0,6,7,0,4,0,0,5,0,23,4,46,8,0,3,4,0,3,0,69,3,57,11,7,3,4,0,11,4,96
510,3,4,4,3,0,4,3,8,0,25,3,10,0,0,0,0,0,7,0,20,0,11,7,3,0,5,0,12,0,34,0,8,8,6,0,0,0,16,0,41,0,14,11,5,5,11,0,16,0,55,8,15,17,9,13,8,4,17,3,83,4,6,18,18,12,16,6,15,0,103,4,14,17,25,51,54,16,41,0,222,12,14,28,21,86,97,31,87,5,372,20,6,13,13,109,112,41,158,4,465,31,5,8,15,89,120,60,206,9,534,22,10,11,12,84,119,52,204,3,509,63,18,18,21,178,256,167,673,8,1410,27,5,3,9,28,70,62,356,0,569,75,25,27,7,65,136,167,989,13,1518,3,0,4,0,0,4,6,18,8,46,280,167,186,155,716,1003,612,2834,69,6022,14,6,0,0,0,0,0,3,0,32,3,14,3,0,0,0,3,4,0,29,15,43,11,6,22,6,0,6,0,111
511,5,11,13,5,7,23,4,86,0,160,0,17,3,7,4,0,0,11,0,47,0,28,12,17,11,13,5,38,0,116,0,28,16,5,3,28,5,49,3,141,5,15,37,14,5,23,16,60,3,180,5,19,45,23,28,42,18,74,0,249,12,20,47,39,43,45,14,107,5,340,25,21,35,44,88,143,30,148,5,541,34,40,38,51,129,195,77,291,13,861,30,24,22,22,109,143,59,249,3,671,31,18,35,32,99,167,63,305,4,752,29,16,12,16,79,151,54,249,4,606,53,58,38,30,136,307,167,707,10,1497,21,16,17,5,26,76,88,305,11,560,61,42,33,18,33,94,142,691,7,1131,5,11,10,4,0,11,4,30,16,92,321,383,407,330,799,1464,756,3400,95,7951,11,0,6,0,0,0,0,5,0,28,5,30,0,0,0,3,4,6,6,45,13,44,23,6,4,5,0,4,5,89
