POW_SA4_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,11,26,0,0,65,11,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,16,17,16,19,22,0,0,88,43,40,26,40,33,8,0,177,56,56,39,52,57,9,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,20,14,3,0,0,71,17,24,20,14,10,0,0,81,41,398,808,811,755,421,95,3330,1140,1031,1113,972,1105,325,28,5712,30,19,47,44,35,12,19,205,5550,6676,8876,9523,7402,1897,239,40162,5,4,0,6,4,0,0,13,109,117,131,132,115,15,0,626,8,3,0,0,0,0,0,6
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,14,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,32,14,4,12,9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,3,0,0,3,0,0,32,4,0,0,0,0,0,0,10,28,4,0,3,3,0,0,44,16,16,16,9,10,0,0,63,72,38,26,23,15,0,0,182,9,13,4,4,0,0,0,23,3,0,0,0,0,0,0,10,17,7,12,4,5,0,0,38,29,15,15,3,5,0,0,72,34,200,294,330,283,117,29,1280,719,508,468,466,403,114,3,2682,14,8,15,6,12,5,6,65,3198,3140,3715,4111,3147,665,63,18036,13,20,8,8,11,0,0,66,133,33,42,22,22,9,0,263,0,0,0,0,0,0,0,4
503,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,457,953,1078,792,498,83,0,3872,125,214,163,128,92,12,0,734,15,34,38,14,14,0,0,122,1278,2275,2172,1660,1122,228,7,8740,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,64,145,101,94,87,15,0,503,67,118,59,44,29,8,0,325,34,59,30,24,12,0,0,161,159,325,195,156,129,25,0,988,74,163,115,114,72,12,0,558,1514,2763,2483,1932,1323,265,6,10287,278,421,357,278,179,33,3,1558,15,19,16,0,3,0,0,66,115,250,153,83,41,12,4,662,414,686,525,368,229,51,5,2283,435,2802,4437,3551,1843,591,121,13782,2825,5112,4695,2541,2349,793,78,18386,63,88,66,60,45,32,36,388,16515,35827,34426,27624,18693,4725,455,138272,2156,4987,5235,3904,2301,429,22,19035,2345,5933,4416,2856,1861,438,32,17871,3,28,13,10,6,0,0,60
504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,10,3,0,0,32,10,5,3,3,0,0,0,20,3,3,0,6,0,0,0,12,93,60,53,36,14,4,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,3,0,0,21,50,13,7,10,10,0,0,85,7,6,0,0,0,0,0,20,63,27,15,11,16,0,0,121,52,47,40,22,25,4,0,200,210,134,105,74,57,8,0,580,30,29,15,9,7,3,0,88,15,3,0,0,0,0,0,17,63,69,34,23,9,0,0,199,101,100,53,33,17,6,0,309,89,686,1026,958,731,296,53,3842,1601,1321,1070,888,840,272,33,6014,29,35,44,23,25,12,6,169,8034,9512,9776,9721,7296,1804,193,46324,81,106,69,45,33,10,0,348,377,179,139,104,68,28,0,899,0,8,6,0,0,0,0,5
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,30,17,14,0,0,103,25,21,9,8,6,0,0,63,0,0,9,0,0,0,0,15,282,255,161,110,72,14,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,8,9,5,4,0,56,69,19,14,12,7,0,0,116,11,6,6,0,3,0,0,28,93,40,24,21,15,4,3,198,85,83,64,59,38,12,0,341,468,380,249,190,127,34,0,1449,103,50,36,31,20,5,0,250,12,4,7,4,0,0,0,29,117,115,65,31,17,3,0,347,234,170,106,64,44,12,0,626,246,1460,2675,2483,1802,646,110,9428,3395,2636,2365,1819,1816,558,43,12637,41,62,41,42,27,18,16,253,16612,18969,20445,20642,14936,3646,295,95548,250,254,214,177,105,24,0,1028,631,419,219,161,97,28,0,1549,4,5,8,3,0,0,0,23
506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,18,14,12,20,7,0,84,14,13,11,3,5,0,0,52,8,9,0,4,3,0,0,20,296,257,133,97,87,19,4,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,3,0,0,0,48,82,48,19,19,4,4,0,169,21,27,7,8,0,3,0,70,121,82,42,30,9,4,0,287,107,104,73,76,39,10,0,411,522,443,254,203,134,37,0,1590,94,99,50,39,24,4,0,299,19,19,5,5,3,0,0,58,134,156,82,49,33,7,0,458,256,274,131,89,59,9,0,816,222,1353,2176,1838,1371,592,102,7661,3183,3089,2497,1872,1749,588,44,13019,72,109,62,53,45,20,22,385,16487,22425,22354,20343,14766,3833,338,100543,294,274,164,153,83,24,0,994,954,814,480,353,229,59,4,2887,9,7,5,7,0,0,0,33
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,32,44,28,0,0,174,22,20,9,5,6,5,0,63,0,5,3,5,0,0,0,17,285,276,192,169,96,25,0,1041,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,42,15,17,22,3,0,123,78,21,22,18,11,0,0,143,13,11,4,3,3,0,0,35,114,75,38,40,31,5,0,301,94,94,73,69,62,19,0,408,491,442,307,280,191,40,3,1755,82,83,57,48,37,3,0,310,15,7,4,10,0,0,0,34,86,75,42,37,16,0,0,254,177,165,107,85,61,9,5,606,176,1116,2008,1823,1332,508,66,7037,3083,2916,2461,1824,1657,480,45,12457,65,66,44,42,35,21,16,289,14929,18864,19632,18544,13326,3122,264,88688,219,345,268,207,172,29,3,1241,805,517,361,278,242,60,6,2263,19,21,17,11,8,4,0,81
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,8,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,5,4,5,4,4,0,0,24,22,35,22,25,21,5,0,123,32,35,26,27,26,5,0,157,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,5,10,7,0,0,39,8,8,5,11,7,0,0,46,47,310,671,740,876,506,150,3295,535,659,607,632,759,256,29,3474,31,33,32,37,42,26,16,222,3260,4424,5374,6269,5911,1960,322,27520,3,4,6,3,3,0,0,16,81,173,170,164,138,28,0,748,4,0,0,0,3,0,0,4
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,3,5,0,0,44,5,6,5,4,0,0,0,23,13,26,9,16,17,0,0,77,25,51,28,17,18,0,0,143,32,76,55,41,14,5,0,224,56,125,82,63,39,8,0,378,0,0,3,0,0,0,0,3,6,20,12,12,7,0,0,54,23,37,32,18,10,0,0,119,23,52,45,26,19,3,0,178,48,275,313,211,146,53,6,1050,442,1040,776,566,430,72,0,3329,36,57,39,34,41,7,5,237,2890,6691,5630,4457,2962,605,46,23291,11,9,17,10,3,0,0,53,464,1680,1752,1829,1169,155,0,7049,0,6,9,4,0,0,0,19
511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,0,0,0,26,4,3,6,0,0,0,0,13,8,16,5,3,3,0,0,38,20,31,10,15,3,0,0,72,57,62,45,40,27,4,0,239,84,95,56,53,32,4,0,323,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,14,39,45,22,12,18,4,0,130,39,49,22,18,19,0,0,151,38,240,433,430,406,192,53,1787,604,897,600,593,561,152,11,3420,29,25,21,39,36,16,7,179,3940,5596,5496,5901,4764,1193,151,27043,3,0,0,3,4,0,0,14,288,743,664,646,466,85,0,2900,3,6,7,7,0,0,0,22
