POW_SA4_CODE_2021,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
501,0,10,17,5,13,5,0,3,0,51,0,4,16,4,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,7,11,0,13,0,5,7,50,49,104,796,999,195,1501,99,1010,61,4806
502,0,0,12,11,0,0,5,0,0,26,4,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,7,0,3,3,28,44,64,318,667,92,1150,94,545,22,2997
503,23,170,29,39,84,15,0,8,3,362,11,100,14,27,31,13,0,3,7,213,0,42,10,9,14,3,0,0,0,88,8,20,0,11,0,3,6,0,0,49,0,3,3,0,4,0,0,0,0,17,0,3,0,11,9,10,0,0,0,27,0,8,8,24,14,9,0,7,30,107,329,1827,963,4789,1925,3042,252,1789,238,15148
504,5,13,21,16,5,8,9,7,0,92,0,15,10,8,0,4,0,0,0,42,0,3,8,5,0,4,3,3,0,23,0,6,5,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,7,4,21,3,7,31,87,170,306,1052,1832,398,2922,380,1686,121,8860
505,21,32,46,50,19,15,4,5,3,192,5,25,17,17,7,5,3,0,0,84,0,10,4,7,3,7,0,0,0,22,0,0,5,6,3,3,3,0,0,26,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,11,14,37,11,35,3,24,32,164,335,734,1660,4180,874,6754,646,3359,168,18721
506,19,41,70,58,31,15,20,7,5,264,13,31,24,24,7,13,5,3,0,116,0,8,23,8,11,0,7,7,0,66,0,7,16,6,0,4,8,6,0,53,0,0,3,3,5,0,0,0,0,6,0,0,4,4,0,3,0,3,0,16,0,5,16,36,5,36,3,25,41,166,378,848,2056,4211,1042,5433,892,3284,249,18388
507,11,44,61,30,19,0,9,7,4,184,0,23,21,19,10,4,13,11,0,94,3,7,10,7,0,0,0,0,0,29,4,3,10,13,0,0,0,3,0,31,0,0,0,3,0,0,0,0,0,4,0,4,0,13,0,0,0,0,0,13,0,6,17,24,3,40,5,24,28,152,302,691,1637,3688,803,5289,575,2804,182,15961
509,6,6,8,14,11,0,0,0,0,41,0,7,7,4,4,0,4,0,0,28,0,0,3,0,0,0,0,0,0,11,0,4,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,0,0,10,27,74,77,477,454,104,659,71,536,67,2524
510,0,9,59,3,11,0,3,9,0,103,3,10,30,8,6,0,4,9,0,70,4,5,20,7,5,0,9,0,0,48,0,9,31,0,6,0,6,9,0,57,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,3,10,25,28,64,393,271,111,435,45,320,48,1713
511,5,15,35,10,4,0,0,5,0,78,3,9,38,12,3,3,11,6,0,80,0,5,20,0,3,0,8,0,0,40,0,9,16,4,0,0,6,6,0,38,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,9,3,0,9,0,3,6,44,29,114,582,483,137,791,95,490,48,2772
