POW_SA4_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
501,4,16,10,11,26,5,3,14,0,98,16,22,14,19,33,0,10,29,0,139,11,30,57,11,99,4,51,57,4,320,19,48,55,12,91,0,37,25,4,291,39,77,32,9,44,0,8,4,8,220,33,39,14,10,11,0,7,0,0,115,66,27,9,3,7,0,0,0,0,116,7,3,4,0,0,0,0,0,0,15,12,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10,232,282,214,112,371,9,110,156,30,1523,204,38,56,47,42,52,26,91,21,560,118,94,121,553,95,1003,57,751,16,2819,206,133,161,397,192,604,81,563,20,2362,230,166,263,424,267,448,96,590,21,2509,291,206,455,601,394,560,131,696,30,3367,523,330,776,989,667,867,234,1074,43,5516,603,461,923,1244,836,990,328,1256,42,6679,893,656,1233,1182,1116,841,624,1650,80,8277,1265,920,1663,941,1171,599,817,1275,64,8723
502,4,9,7,10,11,0,0,0,0,44,3,6,18,9,19,0,3,15,0,68,8,12,36,5,47,0,9,23,0,134,12,17,24,3,48,0,5,4,0,115,7,33,22,5,25,0,4,5,0,109,13,25,7,8,8,0,0,0,0,65,26,21,9,6,8,0,3,0,0,67,9,0,0,0,3,0,0,0,0,8,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,89,134,121,87,188,9,18,56,4,707,47,18,34,28,39,27,6,33,10,232,20,41,53,294,62,570,46,350,7,1448,45,70,88,309,81,474,54,286,0,1406,81,68,130,302,147,380,63,226,4,1398,64,103,201,380,173,407,55,294,4,1678,127,131,363,610,271,524,105,416,24,2585,177,196,410,731,348,471,137,396,25,2891,294,299,452,696,413,389,149,330,23,3042,392,443,637,571,421,289,172,258,21,3196
503,9,19,20,8,38,3,4,9,0,112,6,28,28,12,66,0,6,8,4,153,19,39,46,16,112,4,6,31,7,276,24,77,42,20,152,6,4,24,7,354,43,125,46,25,93,8,5,7,10,358,31,88,17,9,47,0,4,3,9,214,104,139,13,4,35,3,0,3,3,305,31,21,0,4,9,0,0,0,0,58,61,9,0,3,4,0,0,0,0,80,0,0,4,0,0,0,0,0,0,7,340,562,223,155,622,27,24,88,41,2093,117,137,67,117,82,73,12,71,31,696,93,320,94,1134,256,978,70,672,46,3667,135,524,231,1487,552,980,96,707,48,4760,188,638,320,1413,623,895,97,719,48,4941,250,689,505,1563,895,848,101,913,55,5814,485,1311,884,2363,1640,1203,158,1236,84,9377,661,1711,1165,2546,2409,1158,181,1175,115,11120,1259,3021,1779,2768,3707,1176,319,1141,170,15342,2082,5875,2488,2686,5488,1069,379,981,242,21293
504,6,8,20,18,24,0,0,4,0,73,3,18,25,18,43,0,0,24,0,140,11,31,59,20,63,0,32,51,4,270,15,49,53,14,77,0,19,19,4,258,23,84,34,22,52,0,8,12,14,246,26,75,20,8,19,0,9,0,4,162,53,59,15,14,15,0,5,3,0,155,12,12,0,0,0,0,0,0,3,23,20,5,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,12,173,344,234,179,324,14,80,123,25,1499,114,53,91,59,69,86,31,95,21,610,68,169,95,616,140,1231,101,883,26,3334,122,230,199,699,225,1088,185,803,23,3576,163,249,401,615,369,847,197,635,30,3518,191,272,577,724,448,830,246,761,25,4084,321,463,964,1177,818,1181,395,1069,51,6433,512,614,1379,1382,1013,1095,630,1141,51,7806,850,804,1957,1469,1465,1077,1428,1502,103,10653,1310,1261,2734,1353,1919,843,1721,1235,143,12518
505,10,19,35,26,39,5,0,10,0,144,15,34,25,28,48,3,11,29,0,194,14,38,64,36,115,3,68,117,10,463,19,71,89,28,152,3,58,48,14,488,49,165,69,27,117,3,29,28,12,495,30,130,43,12,53,0,5,4,11,299,71,119,24,7,36,0,5,3,7,275,14,5,3,0,0,0,0,0,0,29,38,5,0,0,3,0,0,0,0,50,4,0,0,0,5,0,0,0,0,14,280,615,380,264,629,45,179,265,51,2706,173,129,121,135,152,146,44,134,42,1077,119,340,226,1485,290,2763,219,1762,41,7248,201,507,389,1461,566,2421,243,1408,51,7248,283,567,629,1449,736,1775,272,1121,50,6870,302,569,976,1773,924,1774,333,1264,69,7976,605,939,1701,2754,1581,2329,497,1748,99,12244,902,1314,2159,2975,2000,2160,823,1840,112,14278,1502,1773,3102,3330,2851,1980,1402,2254,181,18373,2300,2970,4257,2631,3385,1548,1526,1789,179,20592
506,4,21,11,28,67,7,0,8,3,152,14,41,30,36,51,0,8,27,0,205,13,44,75,41,100,6,39,64,9,388,43,83,101,46,174,0,46,52,3,556,48,150,82,32,117,0,14,25,6,476,55,137,46,9,46,0,6,5,7,304,95,152,18,7,37,0,0,4,8,324,32,13,0,0,5,0,3,0,0,50,46,9,0,5,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,6,362,677,377,356,679,32,138,213,39,2873,171,112,115,130,137,144,68,169,39,1092,133,406,205,1174,328,2188,231,1572,53,6277,222,441,378,1495,578,1924,380,1443,63,6927,316,438,617,1469,686,1482,403,1286,74,6772,381,524,961,1744,861,1606,534,1472,64,8149,618,895,1720,2750,1653,2016,956,2176,135,12914,920,1151,2411,3177,2209,1934,1538,2407,152,15899,1562,1826,3500,3700,3347,1919,3585,3006,229,22667,2473,3010,4722,3442,4629,1797,4667,2547,311,27602
507,12,18,13,23,63,3,0,9,0,134,11,31,29,21,56,0,10,26,5,192,26,51,62,20,101,5,36,74,6,382,21,91,54,28,145,0,50,33,4,425,28,136,49,40,106,0,22,26,6,416,40,98,26,16,53,0,12,7,3,259,80,84,15,6,18,0,4,5,6,221,23,10,0,5,0,0,0,0,0,43,53,9,0,0,0,0,0,0,0,64,0,0,0,0,3,0,0,10,3,16,297,552,269,295,614,25,136,206,39,2429,141,110,97,98,142,123,33,128,47,929,89,362,193,1179,257,2281,151,1391,43,5943,180,434,330,1254,438,1897,234,1152,36,5967,204,450,558,1279,576,1415,240,1041,29,5790,308,488,823,1397,773,1448,298,1105,46,6680,532,883,1449,2318,1291,1850,482,1578,73,10453,703,1073,1886,2571,1611,1742,684,1815,89,12179,1275,1562,2713,2614,2131,1490,1489,2138,153,15566,1925,2536,3670,2195,2825,1229,2001,1884,210,18470
509,7,12,17,18,41,3,19,24,0,142,12,19,29,17,80,3,83,56,3,311,13,30,62,28,128,4,135,64,9,473,25,34,33,13,82,0,55,19,10,277,31,31,32,9,34,0,17,9,6,156,36,30,13,0,15,0,0,0,0,98,79,22,16,5,22,0,5,8,0,159,25,0,0,0,3,0,0,0,0,30,22,0,0,4,0,0,0,0,0,31,0,0,0,0,5,0,3,0,0,10,278,194,239,129,473,19,322,251,33,1935,407,14,38,37,48,30,21,105,16,712,160,51,55,201,94,424,24,430,14,1451,270,73,105,223,152,285,61,412,13,1596,346,93,182,205,209,226,79,429,14,1787,396,123,303,307,257,289,103,490,15,2289,726,206,561,550,466,478,192,776,30,3991,803,245,631,635,501,503,243,941,34,4533,1075,333,823,653,673,550,405,1206,66,5780,1456,579,1038,559,781,419,678,1062,61,6630
510,0,6,7,13,8,0,0,13,0,49,9,10,8,11,26,0,0,9,0,70,12,6,10,8,25,4,9,21,0,98,18,22,18,12,53,0,15,31,6,172,26,37,16,15,52,0,13,25,0,180,23,50,18,11,49,0,6,8,4,176,81,59,21,14,47,0,8,6,9,233,16,3,5,0,3,0,0,0,0,31,36,0,0,0,3,0,0,0,0,43,0,6,0,0,3,0,0,0,0,7,236,209,113,126,297,11,48,130,20,1184,27,24,36,23,17,20,48,44,16,256,17,24,52,117,29,271,30,178,16,734,29,94,61,144,52,161,30,176,14,761,40,67,56,110,55,113,32,167,14,655,53,55,97,137,86,96,31,157,5,733,74,110,173,260,173,211,75,266,15,1360,95,141,262,311,238,233,129,385,22,1807,200,217,416,474,376,277,224,546,47,2772,345,350,714,579,583,301,529,791,58,4248
511,9,10,12,9,29,0,3,8,0,82,11,9,17,13,37,0,23,32,3,140,13,29,33,18,102,0,44,57,7,298,13,38,34,16,71,4,32,27,9,241,30,41,26,18,42,0,24,15,3,201,22,16,10,8,14,0,7,5,7,93,76,20,10,4,11,0,6,0,0,132,19,0,0,0,5,0,0,0,0,27,26,0,0,0,0,0,0,0,0,40,6,0,5,0,3,0,0,3,0,12,230,175,148,139,352,5,154,186,26,1421,154,21,38,25,36,33,29,79,19,433,43,39,48,224,57,498,41,328,11,1286,118,76,89,181,120,318,49,293,18,1248,133,89,137,190,159,230,71,327,30,1358,176,93,211,251,190,267,85,369,14,1666,238,150,451,438,407,452,146,546,28,2858,318,201,507,646,523,543,236,655,22,3654,516,287,734,655,686,526,398,746,43,4604,817,482,982,584,798,385,632,805,53,5539
