POW_SA4_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
501,4,3,16,25,64,56,34,5,211,12,5,10,14,15,20,36,14,118,10,3,24,37,27,40,47,22,215,3,8,22,43,43,50,58,23,247,5,3,28,39,56,73,62,26,294,6,18,47,92,110,111,115,37,545,6,25,73,121,132,133,98,27,621,3,66,180,171,181,182,109,35,932,8,58,263,287,285,236,137,33,1299,0,23,181,251,243,231,72,18,1028,0,9,121,243,301,196,62,22,950,0,6,93,176,264,194,60,21,805,0,0,114,424,510,354,96,15,1511,0,0,22,107,154,126,35,10,453,0,0,37,131,265,190,90,23,734,3,5,13,15,15,34,27,19,119,62,238,1234,2175,2672,2222,1132,350,10086,0,0,7,16,10,7,8,0,46,18,0,17,29,24,14,4,4,107,13,0,25,42,29,27,19,3,159,5,6,31,59,43,39,22,0,212,3,6,58,67,35,65,41,0,271,5,13
502,0,0,3,9,4,11,7,3,41,6,0,6,3,4,0,0,0,20,6,0,8,7,9,10,5,0,45,7,13,11,14,12,16,7,3,84,0,4,8,20,16,6,8,0,68,4,9,12,27,25,30,19,4,130,3,21,30,37,31,29,30,4,185,3,38,77,50,71,38,19,4,300,0,27,94,102,105,56,14,3,405,0,9,73,70,72,68,15,0,315,0,9,44,68,81,62,15,3,281,0,0,45,48,73,40,7,0,221,0,0,57,106,155,121,20,4,455,0,0,16,32,50,25,8,0,130,0,0,14,57,61,67,17,3,218,0,0,0,4,9,7,3,0,21,28,130,486,658,778,587,197,38,2908,0,0,5,5,0,0,5,0,18,13,0,11,12,5,9,0,0,48,5,9,14,17,10,13,7,0,79,0,6,20,18,16,14,11,0,79,0,0,25,30,19,31,15,0,120,6,13
503,0,3,17,25,38,20,8,6,121,19,6,13,25,19,13,3,0,89,13,25,31,29,20,19,9,4,149,7,34,33,40,36,32,21,4,193,7,46,52,52,40,47,33,12,274,9,69,109,117,80,79,37,9,505,18,75,170,175,116,98,56,0,716,3,166,430,314,200,158,76,11,1362,10,192,825,540,351,229,101,19,2260,0,125,859,637,432,266,95,12,2425,0,53,788,874,623,422,123,17,2888,0,18,621,886,681,410,107,11,2736,0,24,1396,3169,2822,1585,297,27,9323,0,0,348,1216,1284,676,128,13,3655,0,0,499,3339,4329,2214,425,58,10882,0,3,18,38,44,32,13,0,149,92,829,6216,11471,11110,6291,1521,201,37735,8,15,46,54,33,23,13,4,183,80,108,50,44,42,36,19,6,386,65,192,100,96,81,58,43,11,642,35,197,181,155,98,78,69,14,824,25,160,202,192,112,105,67,23,885,12,265
504,0,5,15,21,26,35,12,0,115,15,0,12,16,14,13,6,0,74,9,11,17,20,32,27,10,8,122,10,12,26,32,36,25,27,11,180,0,12,33,35,45,35,23,13,202,7,33,53,66,70,54,36,9,333,16,61,111,118,90,83,55,12,540,10,91,231,183,169,124,50,5,875,9,108,328,316,264,229,88,16,1346,0,30,290,307,283,222,62,9,1212,0,15,235,319,345,279,59,13,1264,0,5,151,254,283,238,49,3,992,0,5,256,705,781,554,117,17,2432,0,0,59,198,254,181,30,9,721,0,0,52,268,412,249,74,25,1081,0,8,8,15,20,18,8,7,81,80,386,1881,2869,3133,2375,712,145,11572,0,8,12,17,10,15,4,3,70,42,27,30,36,17,17,11,0,188,21,38,45,53,33,34,20,0,253,14,45,58,66,29,43,24,7,287,5,33,74,72,45,46,35,11,324,7,37
505,0,5,18,55,50,36,11,4,174,25,4,19,24,19,20,10,4,126,26,20,26,49,38,30,17,5,207,13,31,35,76,56,55,24,5,294,22,33,50,67,56,53,29,0,310,25,73,113,131,109,97,71,7,622,19,105,184,206,181,167,67,7,933,14,199,419,329,277,222,78,13,1541,11,179,711,551,463,333,118,17,2378,0,78,589,603,485,325,88,10,2176,0,33,474,612,598,444,108,9,2272,0,20,286,560,530,335,87,8,1819,0,9,527,1348,1415,928,172,11,4404,0,0,106,378,454,301,61,3,1309,0,0,108,537,822,551,145,28,2194,0,8,14,35,40,41,14,0,152,158,786,3679,5561,5585,3928,1089,134,20918,6,10,35,38,27,26,6,0,144,102,71,45,65,43,29,16,3,371,64,105,98,116,82,62,26,10,557,17,106,135,156,97,68,47,10,640,14,81,141,164,104,110,60,15,689,15,113
506,3,7,27,40,40,43,17,4,177,31,15,24,27,15,16,12,0,143,30,25,35,44,27,37,31,7,227,18,25,46,71,53,66,37,10,326,27,47,45,72,77,64,51,13,397,20,75,129,145,106,100,50,14,640,20,109,189,234,171,126,78,14,943,10,170,426,384,306,210,82,24,1612,7,224,757,629,478,306,140,12,2548,9,90,665,666,495,418,131,15,2474,5,41,618,809,699,529,125,12,2837,0,20,397,717,666,454,97,3,2359,0,13,781,1883,1891,1247,267,22,6113,0,7,163,590,688,430,87,5,1965,0,0,190,985,1361,918,201,27,3677,0,8,22,34,39,41,16,3,156,174,869,4508,7325,7102,5008,1405,201,26595,8,10,23,40,24,20,9,0,134,119,88,85,59,48,30,18,4,456,47,117,113,110,59,64,27,3,545,14,86,107,123,79,85,53,6,550,11,87,150,144,97,87,68,23,675,15,136
507,0,5,20,36,37,33,10,0,149,24,5,14,17,12,14,3,0,95,27,20,24,40,18,29,18,9,188,13,19,23,46,36,45,35,3,223,13,42,36,65,57,57,31,10,315,23,56,102,125,103,90,44,13,550,16,77,150,166,147,140,35,7,737,14,169,350,294,232,205,67,10,1331,8,172,595,490,390,285,82,13,2032,7,68,515,476,391,288,71,13,1823,0,26,363,531,513,343,102,8,1892,0,19,318,453,482,304,85,12,1672,0,22,596,1392,1445,962,175,12,4605,0,7,128,433,548,358,64,5,1543,0,0,134,725,1017,680,123,19,2703,0,3,13,23,31,29,12,0,111,145,704,3386,5309,5468,3861,959,140,19965,0,10,29,40,31,15,14,0,136,137,47,57,54,47,31,17,4,399,43,93,111,100,68,63,31,5,513,14,83,122,123,101,68,48,4,564,13,75,134,155,95,113,52,8,642,18,97
509,9,6,28,57,126,92,72,21,416,14,0,15,25,33,28,33,14,167,3,3,21,28,47,67,81,25,275,8,5,30,50,62,87,90,39,360,7,7,20,53,79,111,89,50,416,10,19,80,102,127,164,161,73,748,5,24,91,136,155,209,146,56,824,15,49,154,176,231,244,181,62,1111,3,61,247,273,304,369,193,54,1507,0,34,167,257,239,306,154,51,1201,0,30,160,253,342,306,127,28,1252,0,6,92,226,283,270,106,39,1023,0,10,142,364,571,487,193,37,1799,0,3,40,111,146,164,62,15,536,0,8,40,145,259,220,115,25,821,0,4,13,34,51,71,37,30,240,83,272,1345,2294,3044,3190,1850,623,12696,0,0,5,8,4,5,4,0,23,14,3,11,11,8,7,4,0,69,0,0,18,29,6,18,17,0,96,5,3,27,27,15,36,9,0,127,3,6,29,51,31,28,29,0,171,7,10
510,0,0,6,4,8,8,4,0,25,4,0,4,3,4,3,0,0,20,0,5,8,8,3,6,4,0,34,0,3,8,7,14,6,7,0,41,0,5,9,13,10,13,4,0,55,5,3,13,18,15,14,12,3,83,0,6,28,22,24,21,5,0,103,0,22,54,50,42,32,15,0,222,0,26,90,93,76,67,12,6,372,4,25,133,126,83,73,14,4,465,0,16,147,137,115,99,16,0,534,0,9,96,141,144,95,21,0,509,0,11,215,423,431,278,50,7,1410,0,3,83,165,184,116,17,0,569,0,0,199,536,481,255,43,7,1518,0,0,5,19,10,10,7,0,46,22,128,1109,1748,1629,1107,241,30,6022,0,0,13,9,4,9,0,0,32,6,0,8,12,0,4,0,0,29,17,12,32,34,16,6,4,0,111,3,6,18,18,14,10,9,0,83,0,7,14,24,8,11,7,0,72,6,9
511,3,0,10,23,45,45,25,7,160,9,3,6,4,5,11,10,0,47,4,5,9,21,18,42,14,9,116,0,4,12,23,29,29,29,12,141,5,7,19,23,43,44,34,15,180,4,13,30,42,36,67,52,14,249,3,15,41,68,76,68,47,19,340,6,27,93,113,130,94,53,18,541,4,47,139,164,202,184,93,23,861,6,27,110,165,174,127,53,10,671,0,19,113,198,196,160,50,12,752,0,5,79,149,182,134,50,10,606,0,3,162,371,473,361,96,21,1497,0,0,44,158,181,145,19,8,560,0,0,93,324,348,281,67,14,1131,0,0,6,13,20,30,8,9,92,51,168,974,1854,2164,1831,717,192,7951,0,0,7,9,6,4,0,0,28,10,4,10,7,7,3,0,0,45,0,0,19,21,17,18,14,6,89,0,5,25,24,18,18,8,3,104,0,9,26,23,21,26,12,6,117,5,15
