POW_SA4_CODE_2021,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000_3499_Mng,PTS_3000_3499_Pro,PTS_3000_3499_TecTW,PTS_3000_3499_CoPSW,PTS_3000_3499_ClAW,PTS_3000_3499_SWks,PTS_3000_3499_MaOpDv,PTS_3000_3499_Lab,PTS_3000_3499_IDNS,PTS_3000_3499_Tot,PTS_3500mo_Mng,PTS_3500mo_Pro,PTS_3500mo_TecTW,PTS_3500mo_CoPSW,PTS_3500mo_ClAW,PTS_3500mo_SWks,PTS_3500mo_MaOpDv,PTS_3500mo_Lab,PTS_3500mo_IDNS,PTS_3500mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot
501,0,3,22,18,3,20,0,9,0,88,0,3,102,23,4,12,3,4,3,160,3,3,161,27,17,16,5,13,3,244,0,0,149,38,15,17,0,22,0,248,4,10,73,26,20,0,3,13,0,152,5,13,49,19,17,0,3,3,0,100,0,0,16,5,10,0,0,3,0,38,0,4,10,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,15,19,39,611,178,97,95,21,96,9,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,5,0,16,6,0,22,0,8,0,62,0,0,43,17,3,22,0,7,3,92,0,3,57,16,0,18,0,3,0,109,0,4,48,19,5,12,4,0,0,93,4,5,31,13,0,8,6,0,0,67,5,0,13,13,0,0,0,0,0,26,0,3,7,3,0,0,0,0,0,19,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,13,18,22,229,113,20,135,11,39,11,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,5,22,22,64,26,41,0,29,0,219,5,23,54,75,33,49,0,26,7,271,10,43,133,99,63,58,7,36,4,451,6,48,105,95,66,45,6,26,10,400,15,82,58,87,91,31,5,22,3,400,26,165,38,42,107,12,5,5,3,402,18,133,14,14,54,8,0,0,0,246,8,79,13,5,19,7,0,0,4,140,0,32,5,5,10,0,0,0,0,56,5,14,0,4,0,0,6,0,0,33,0,0,3,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,7,0,0,4,0,6,6,0,0,0,19,100,676,471,611,523,326,42,204,40,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
504,4,8,35,34,6,44,3,35,3,166,0,7,79,35,13,45,13,21,0,212,4,12,188,50,13,47,8,27,3,341,11,7,151,46,18,31,12,15,0,288,16,14,127,38,22,18,19,12,0,257,18,3,70,16,10,11,9,12,0,148,5,12,17,9,5,7,3,0,0,56,0,14,8,3,0,3,0,0,0,34,0,3,8,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,20,58,89,708,288,95,290,78,179,24,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
505,5,17,50,80,19,114,14,36,0,343,13,9,162,67,27,110,11,49,0,438,11,20,310,104,30,107,13,36,8,646,21,11,257,92,33,87,17,29,0,545,20,20,143,97,44,51,10,25,0,415,15,31,50,34,28,13,7,11,0,187,15,26,29,18,16,8,4,0,0,119,3,15,14,7,4,0,0,4,0,52,0,4,5,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,5,0,0,3,40,113,193,1063,646,230,669,102,270,28,3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
506,5,5,42,77,19,103,14,47,4,320,6,13,163,73,20,110,17,57,3,455,15,17,313,116,38,88,30,71,6,694,16,28,333,139,34,62,35,42,3,694,20,23,199,99,49,53,29,38,3,514,22,36,106,45,42,22,22,15,4,311,3,19,47,18,22,4,15,7,3,138,3,25,17,7,8,3,0,0,0,65,0,3,18,4,11,0,5,3,0,49,0,3,9,3,0,0,0,4,0,25,0,0,3,3,5,0,0,0,0,8,0,0,4,3,0,0,0,0,0,5,0,0,9,7,0,3,0,9,7,43,105,199,1302,711,272,604,199,363,45,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
507,10,17,56,73,13,98,10,49,3,336,3,11,130,60,15,68,16,43,0,350,10,19,270,93,34,83,23,45,7,586,3,14,260,112,30,44,22,35,6,528,22,22,177,68,30,31,15,23,0,391,18,32,68,32,28,17,16,13,0,216,8,27,34,17,12,0,4,6,4,117,0,12,16,7,4,0,3,5,0,55,3,3,3,4,0,0,0,0,0,18,0,3,4,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,9,0,8,15,0,0,9,0,0,7,39,95,187,1063,600,202,531,119,303,44,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
509,0,5,23,8,3,10,0,8,0,60,0,5,58,18,5,5,0,0,3,96,3,0,97,24,10,9,6,11,0,150,5,0,81,28,10,4,3,12,0,143,7,10,54,12,6,10,4,10,0,107,7,3,24,14,9,3,3,3,0,66,0,5,10,0,6,0,0,0,0,27,0,4,5,7,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,8,0,4,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,25,39,376,120,53,52,18,67,13,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0,3,6,0,0,0,7,0,20,0,0,12,6,5,3,0,3,4,30,0,0,21,9,8,5,0,3,4,46,0,0,40,12,6,6,0,3,0,69,0,7,29,13,10,0,0,3,0,65,3,0,37,10,12,3,3,9,0,85,0,11,41,5,8,0,0,8,0,64,3,0,19,6,5,0,4,5,0,45,4,0,20,4,7,0,0,0,0,34,0,9,32,0,0,0,0,0,0,49,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,14,37,255,70,53,29,15,41,6,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,12,8,7,4,0,11,0,52,0,0,27,12,0,4,3,7,0,54,0,0,94,23,11,12,0,9,0,151,0,6,85,29,12,10,0,11,0,151,0,0,69,25,17,3,3,4,0,128,0,6,42,12,5,4,8,0,0,82,0,13,28,4,5,3,0,3,0,50,3,7,28,3,6,3,3,3,0,61,0,3,10,0,3,0,8,0,0,25,0,4,11,4,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,11,12,42,415,145,76,62,31,66,10,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
