POW_SA4_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
501,253,102,985,214,274,53,246,191,29,2355,234,102,879,145,161,49,259,141,35,2004,185,60,787,74,75,32,292,97,29,1634,280,121,1654,83,107,31,444,125,63,2913,78,29,340,6,24,11,40,14,18,550,103,22,212,5,9,17,23,9,6,410,20,4,67,21,12,6,15,17,22,190,2076,852,7762,3230,2215,1254,1896,2106,353,21742,3,0,5,0,0,0,0,6,0,13,3,0,0,23,8,26,0,20,0,74,3,0,4,19,14,29,0,29,0,100,9,6,14,20,14,30,4,26,0,112,3,4,10,32,23,31,4,36,3,149,10,6,40,54,29,63,6,66,0,279,10,0,42,50,48,56,10,70,0,294,23,4,38,50,54,54,14,68,0,310,33,13,28,25,66,26,27,43,0,260,10,4,18,14,42,6,20,29,3,160,23,3,14,10,22,4,16,13,0,112,9,7,5,0,3,5,6,5,0,39
502,72,38,280,98,80,22,65,43,13,704,73,28,248,56,43,15,69,34,7,577,57,14,186,29,21,15,57,26,0,407,84,37,483,26,32,10,134,34,17,853,28,6,90,0,0,5,12,0,12,161,36,5,47,0,5,17,4,6,4,122,6,0,18,12,5,0,6,0,11,69,632,291,2449,1779,730,649,531,632,115,7819,0,0,0,3,0,0,0,4,0,8,0,0,0,13,0,14,3,13,0,48,3,0,3,7,0,27,6,16,0,77,0,0,10,7,11,12,3,11,0,60,0,4,3,16,12,18,0,22,0,80,4,0,22,27,8,24,5,22,0,116,3,0,8,18,15,17,0,17,0,83,6,0,9,19,15,20,6,18,0,100,7,5,7,18,18,10,3,8,0,77,8,0,4,11,6,4,3,4,0,35,3,0,0,4,0,0,0,0,0,16,3,0,0,0,0,3,0,0,0,11
503,309,394,930,404,1069,125,98,137,52,3521,313,437,866,285,763,87,102,115,50,3017,305,359,677,226,400,54,151,75,52,2303,702,665,1501,263,374,84,427,163,87,4259,219,195,569,15,100,24,108,28,27,1281,460,223,729,13,101,37,83,31,52,1727,20,9,70,29,25,4,8,14,64,249,2955,2980,7962,4471,5817,1321,1268,1598,552,28922,0,0,0,7,3,0,0,4,0,12,0,3,0,21,9,13,3,14,0,61,3,7,9,37,18,27,0,28,3,131,0,9,14,33,9,32,0,13,3,106,0,0,15,38,29,37,0,34,3,154,9,12,28,55,57,35,3,34,3,233,14,17,33,75,85,26,3,26,0,273,14,13,27,62,132,14,4,29,8,310,36,21,30,58,187,22,7,22,3,391,19,32,25,41,140,15,3,12,5,300,29,35,18,16,88,11,3,6,3,208,11,19,11,13,42,7,5,3,0,123
504,297,120,1376,247,367,109,296,210,37,3055,275,142,1322,248,204,92,240,126,36,2683,254,106,915,194,100,50,180,65,32,1896,542,170,1295,179,106,69,265,71,44,2742,164,36,227,12,29,10,48,14,13,550,186,26,161,7,18,8,26,13,14,453,12,14,85,26,8,9,9,19,41,234,2437,996,8941,3511,2178,1496,2054,1849,351,23810,0,0,4,0,0,0,5,6,0,18,0,9,4,21,8,29,3,25,0,102,4,4,3,29,11,51,8,41,0,148,0,5,12,23,12,38,3,21,0,115,9,4,6,24,15,36,5,38,0,141,8,6,25,44,21,39,7,55,0,207,14,3,42,44,37,37,9,48,0,239,15,3,44,41,58,32,36,49,5,288,36,4,41,22,70,22,30,51,0,285,13,6,13,19,38,10,14,11,3,120,5,4,5,8,17,6,4,11,0,72,5,0,4,4,10,3,5,8,0,57
505,420,232,2047,453,549,168,254,307,56,4487,421,248,1836,255,375,127,205,226,63,3757,381,165,1194,139,167,70,146,101,36,2404,744,230,1386,124,193,119,163,146,58,3161,177,35,265,18,33,19,26,12,21,604,269,42,190,7,22,36,24,22,12,621,28,11,149,47,22,21,17,24,75,390,3606,1696,12902,6384,3823,2593,1815,2820,549,36179,0,0,0,6,4,3,0,9,4,30,7,3,8,41,7,65,14,57,0,205,0,4,14,58,19,102,5,52,0,255,5,6,18,43,34,72,11,41,0,234,16,7,24,64,26,64,9,42,4,251,13,6,50,77,41,108,18,65,0,378,28,10,39,77,74,74,27,42,0,371,34,6,57,81,90,60,32,65,4,437,39,18,32,53,103,45,32,47,4,371,27,24,27,28,60,17,17,19,0,221,15,16,20,13,32,14,8,10,0,137,14,4,6,11,20,7,0,9,0,68
506,487,299,2422,593,790,252,622,368,84,5911,585,332,2407,504,518,186,477,257,70,5335,526,295,1712,300,299,112,395,177,60,3880,1150,452,2855,238,321,145,616,214,87,6083,307,129,669,18,48,29,128,35,18,1385,496,105,491,16,43,36,88,31,19,1323,40,10,152,34,26,25,33,25,84,427,4745,2423,16539,7222,4979,2691,4667,3456,687,47402,0,0,0,4,6,10,0,3,0,18,0,6,3,35,16,55,3,59,5,186,0,6,8,69,17,102,15,84,0,304,3,5,14,55,18,60,20,55,0,245,9,4,32,53,26,97,22,53,0,290,11,9,70,73,75,96,27,93,10,462,23,13,77,100,79,90,50,82,0,506,35,13,75,95,121,73,95,79,10,593,41,25,66,85,150,65,109,98,4,652,30,12,42,33,76,27,60,42,4,326,32,15,37,36,44,8,39,24,3,247,19,9,18,12,20,12,27,15,4,130
507,381,209,2120,465,549,141,374,262,49,4557,423,237,2126,349,375,106,350,232,59,4265,386,185,1587,221,204,68,266,163,40,3123,805,348,2685,258,274,80,524,292,98,5372,238,65,548,18,49,14,93,44,25,1100,341,56,370,17,47,30,51,10,21,951,27,12,128,43,12,16,23,25,64,344,3666,1750,14727,6227,3834,2193,2815,2983,587,38773,0,5,3,7,0,6,0,5,0,19,3,6,0,33,8,62,6,40,0,156,3,5,11,52,9,87,12,68,0,262,3,4,17,56,16,79,7,71,0,255,10,3,36,52,29,67,13,53,4,259,20,8,51,86,40,92,16,64,0,389,19,16,67,78,50,74,29,63,4,394,23,3,66,63,70,56,45,62,4,403,48,17,41,53,101,30,67,70,6,431,27,11,50,38,66,14,20,24,0,263,16,18,29,20,40,9,19,13,0,166,15,12,17,13,17,8,13,9,0,101
509,248,75,530,143,157,45,171,155,20,1556,248,65,540,132,89,41,179,123,12,1439,189,44,385,63,56,18,163,72,6,1004,307,79,905,85,64,31,386,73,26,1961,79,24,253,6,11,8,56,7,5,453,102,11,167,3,14,12,24,15,7,357,40,3,37,14,6,11,15,11,14,150,2256,554,4713,1853,1282,723,1504,1545,200,14635,8,0,0,0,0,0,0,0,0,11,3,0,0,11,4,19,0,9,0,54,3,0,6,15,3,18,0,19,0,71,12,3,4,7,18,11,0,20,5,75,6,5,9,18,14,16,0,15,0,82,7,4,26,27,27,18,5,29,0,149,14,9,34,42,25,34,16,36,0,204,16,3,21,46,40,25,14,53,0,217,44,10,11,18,47,21,15,31,5,203,16,5,6,10,30,5,19,19,0,103,14,4,3,10,8,0,18,9,0,71,16,0,8,4,5,6,13,4,0,49
510,131,78,468,147,221,42,219,221,33,1557,142,94,811,119,185,28,387,190,37,2003,134,85,1063,93,139,27,506,180,23,2249,325,283,4508,192,217,20,1899,477,135,8055,174,163,2585,20,89,6,587,123,76,3819,413,182,2779,12,99,6,416,112,88,4094,9,8,128,5,11,7,49,18,48,289,1538,1089,13153,1211,1400,344,4311,1858,520,25420,4,0,0,0,0,0,0,0,0,10,0,0,0,4,0,9,0,5,0,27,0,7,9,9,5,10,0,3,0,45,4,3,0,10,0,9,0,9,6,34,0,3,0,10,5,10,0,7,0,36,3,3,4,19,14,11,0,5,0,66,3,8,17,18,19,13,0,11,5,85,10,6,17,18,17,10,7,18,0,97,7,10,15,19,45,5,14,28,4,148,14,14,20,28,42,3,13,48,3,183,5,7,29,9,24,3,28,25,0,136,4,5,9,8,17,0,45,16,0,108
511,174,74,622,127,224,63,218,149,30,1669,187,110,754,155,161,25,331,154,29,1906,144,72,737,77,92,18,484,123,23,1759,328,171,2909,101,114,24,1259,200,62,5172,109,56,1108,8,24,16,269,46,19,1654,205,35,692,8,22,15,176,27,22,1194,20,6,86,9,6,0,26,13,36,206,1685,782,8374,1711,1493,636,3127,1502,313,19624,3,0,0,0,0,0,0,0,0,9,0,0,4,7,0,3,5,10,0,41,3,0,4,13,3,19,0,17,0,61,5,3,8,11,14,18,6,26,0,88,7,4,12,13,15,23,0,14,0,80,8,0,25,33,25,34,4,26,4,161,4,0,16,33,44,35,9,32,5,167,10,6,19,32,48,30,15,31,3,195,19,14,16,25,51,19,19,44,3,210,17,4,20,11,28,9,22,25,7,138,17,5,18,15,22,5,28,21,0,128,4,5,16,6,6,6,44,11,0,105
