POW_SA4_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
501,67,653,27,6,0,5,0,5,15,768,28,454,67,24,10,3,0,3,10,600,35,387,120,39,16,13,0,13,17,629,36,374,226,44,23,19,0,7,23,750,66,316,403,150,101,53,12,27,21,1164,57,200,268,276,316,172,21,36,22,1373,45,119,159,207,533,410,130,122,23,1740,43,82,89,101,372,394,134,163,17,1399,26,28,37,36,125,207,88,154,14,707,22,22,29,21,51,103,51,165,6,472,13,10,9,10,34,67,45,144,8,337,20,11,19,10,43,55,42,190,3,393,5,3,0,0,3,4,0,30,0,56,3,7,7,0,3,6,0,15,3,44,0,18,6,0,13,13,4,13,22,105,485,2711,1474,930,1652,1529,539,1102,204,10630,11,6,0,0,5,4,0,5,20,47,0,29,0,0,0,0,0,0,14,47,6,9,0,0,3,0,0,0,23,43,5,14,10,4,0,3,0,6,14,52
502,21,320,12,3,0,0,0,0,0,357,11,240,35,4,0,0,0,0,7,296,7,150,56,12,10,3,0,0,4,240,15,158,94,16,15,14,4,0,9,309,22,134,184,58,28,12,3,13,4,446,13,79,104,84,73,44,10,9,6,427,13,43,45,48,109,69,15,28,0,361,7,16,20,35,83,94,17,23,6,307,3,16,12,16,22,43,17,25,5,151,3,0,7,9,27,25,7,24,0,96,5,6,0,8,15,14,7,17,0,70,5,0,0,0,21,19,15,18,0,91,0,0,0,0,0,3,0,5,0,14,4,0,0,0,0,4,3,0,0,17,0,4,0,0,0,0,0,0,4,18,132,1179,560,280,400,352,101,179,55,3234,4,8,0,0,0,0,0,0,3,14,0,4,0,0,0,0,0,0,0,14,4,5,0,0,0,0,0,0,9,14,0,4,3,0,0,0,0,0,8,13
503,50,599,23,3,0,0,0,0,7,691,41,601,75,11,9,4,0,5,11,750,29,494,185,24,18,4,0,0,21,777,39,438,402,48,23,15,3,11,12,989,34,345,652,161,76,44,12,19,29,1368,44,224,410,254,227,95,12,22,39,1329,44,146,253,198,354,235,39,68,39,1365,36,87,133,108,362,336,64,130,14,1271,33,27,43,59,127,144,43,135,6,616,39,18,20,16,77,96,36,138,9,443,22,6,6,6,28,48,25,96,11,253,90,8,17,9,35,58,29,198,13,465,16,8,0,0,0,12,4,35,0,82,18,6,3,4,7,13,3,40,5,103,4,12,10,8,9,8,0,9,32,94,557,3056,2247,899,1355,1119,273,921,255,10673,17,8,3,5,4,8,0,3,44,93,10,45,0,3,4,0,0,0,31,92,8,49,5,3,3,3,0,7,39,112,10,32,10,0,6,5,0,0,47,111
504,47,795,43,4,3,0,0,3,4,896,40,659,102,18,12,8,4,7,17,859,15,445,146,29,16,8,6,9,16,688,18,385,275,52,29,20,11,7,21,807,36,305,416,160,127,52,15,26,12,1155,29,170,276,251,302,129,28,46,15,1237,47,90,140,183,579,372,75,96,22,1599,45,70,63,81,389,419,111,148,23,1354,26,27,31,34,170,212,91,138,9,732,19,21,12,18,55,104,49,138,5,416,16,10,11,7,24,40,25,120,8,262,16,0,3,6,24,44,20,107,5,226,4,3,0,0,0,4,4,24,0,33,0,6,5,3,4,3,5,18,0,50,9,19,11,3,3,10,3,7,32,84,357,3052,1540,846,1754,1434,432,895,183,10497,3,10,0,0,4,3,0,3,24,47,0,29,0,0,0,0,0,0,12,52,4,25,7,0,0,0,0,8,15,49,11,18,12,0,6,4,0,3,13,53
505,93,1605,61,14,0,4,0,0,9,1780,33,1177,172,35,10,9,0,8,11,1461,39,788,248,61,21,13,3,7,15,1199,41,623,471,94,50,24,4,13,25,1342,64,525,762,258,135,82,11,16,15,1869,54,286,466,379,498,219,22,63,25,2017,71,225,309,295,749,539,92,105,46,2425,67,143,147,147,589,563,147,189,30,2019,27,40,66,72,239,273,90,196,16,1025,29,33,21,35,139,175,73,156,9,683,18,9,15,19,47,93,31,128,7,366,37,16,12,16,46,99,34,179,8,431,6,7,3,0,5,7,4,25,0,64,7,10,10,0,4,6,4,22,0,70,0,33,16,3,18,15,5,9,37,131,596,5592,2808,1441,2571,2123,531,1112,259,17030,14,20,4,0,4,5,0,3,33,86,7,41,0,0,0,0,0,5,20,76,7,48,13,0,0,0,0,4,18,87,8,37,8,0,0,3,0,4,26,93
506,109,1364,86,14,10,5,0,7,13,1597,50,1159,187,27,23,11,0,3,24,1488,38,847,335,62,31,17,11,10,21,1377,46,691,610,105,51,35,10,7,28,1577,58,644,959,293,181,103,16,43,32,2337,62,370,592,451,651,294,47,71,45,2576,66,240,383,421,1105,649,133,164,48,3202,76,132,176,188,816,804,212,296,34,2742,51,60,79,92,312,406,140,284,24,1442,41,34,30,32,159,243,101,272,7,924,30,10,25,15,75,124,57,212,3,563,48,21,15,13,59,90,58,278,7,599,15,3,4,4,7,12,11,55,3,114,5,8,7,5,6,12,7,33,0,86,0,27,10,15,14,13,0,5,65,150,723,5689,3511,1728,3526,2840,807,1762,357,20942,15,10,0,0,7,8,0,7,48,92,9,68,8,3,0,0,0,4,31,123,3,58,8,0,3,5,0,4,35,116,10,48,25,4,3,0,6,9,37,146
507,68,1276,49,6,0,4,4,0,11,1418,38,942,154,20,14,8,4,10,15,1206,39,710,260,40,19,22,4,5,19,1119,30,528,444,95,42,19,5,17,10,1193,58,489,670,228,120,79,13,32,21,1717,59,271,479,392,455,202,32,61,34,1992,72,165,264,283,730,549,112,122,36,2331,73,125,130,170,535,634,192,250,30,2132,45,50,49,61,214,312,125,230,19,1109,48,20,29,28,113,175,97,232,9,766,38,9,16,23,73,114,66,191,12,537,84,18,30,22,90,135,88,330,20,811,12,5,3,8,13,17,7,38,4,108,8,6,4,7,0,10,9,23,4,66,7,26,16,5,18,16,0,16,49,147,679,4720,2610,1396,2453,2304,754,1566,298,16785,11,16,0,0,5,5,0,8,47,97,6,49,8,0,3,0,0,0,28,94,9,36,10,0,0,0,0,0,20,71,4,21,13,0,3,4,0,0,24,71
509,30,357,26,0,7,5,0,10,12,448,21,317,59,12,3,11,3,11,10,447,23,271,86,24,14,18,8,11,9,468,25,255,143,47,33,14,5,15,10,553,29,253,244,83,98,59,23,49,17,859,45,147,244,135,197,139,48,68,23,1042,46,83,128,127,340,359,104,121,26,1334,51,67,65,75,212,348,150,194,23,1190,32,19,29,27,75,174,113,172,8,646,17,16,15,12,51,93,65,122,10,407,12,12,4,4,15,41,26,102,0,223,10,9,5,3,21,20,27,110,9,215,3,5,0,0,0,3,5,17,0,42,0,17,6,5,5,0,0,18,4,48,0,6,18,7,6,12,5,11,14,84,362,1887,1085,570,1082,1318,580,1049,189,8117,5,4,0,0,0,0,0,4,18,46,0,8,0,0,0,0,0,0,21,35,5,9,3,0,0,0,0,3,12,32,10,12,0,0,0,4,0,0,9,40
510,6,147,9,5,0,0,0,4,3,181,7,125,22,7,5,5,0,6,9,190,7,79,42,7,18,12,0,10,8,186,10,59,39,15,16,7,0,10,5,170,10,72,77,41,21,15,5,33,10,289,15,41,67,60,76,51,22,84,14,422,29,41,44,62,103,86,31,178,20,586,47,36,34,45,114,151,57,368,19,871,88,39,28,27,76,124,51,513,18,967,69,24,28,15,40,84,43,401,7,717,52,19,17,8,21,47,25,373,16,580,153,32,39,21,49,67,66,926,34,1381,37,10,6,0,14,18,27,197,7,301,29,13,5,6,3,11,15,163,7,241,4,10,3,6,8,10,3,26,30,110,569,763,470,336,569,687,356,3307,189,7240,5,3,0,0,4,0,0,3,28,48,0,16,0,0,0,0,0,0,15,29,7,13,0,0,0,0,0,0,19,42,4,4,3,3,0,0,0,3,22,42
511,26,277,22,0,3,6,3,5,0,341,17,222,52,11,0,5,0,3,4,317,12,222,79,19,7,0,3,8,12,363,18,168,128,26,20,18,0,7,8,409,15,138,198,94,51,34,15,29,15,599,32,89,167,124,116,96,28,55,26,724,31,63,98,105,178,182,34,125,21,837,47,37,42,63,161,220,62,273,22,932,39,28,22,25,63,111,39,298,17,634,29,21,15,17,48,57,49,292,14,541,34,17,12,17,31,42,21,240,6,410,50,20,21,10,21,38,24,339,11,522,8,10,4,0,5,5,6,53,4,91,9,3,3,3,6,7,0,37,5,77,6,8,7,10,0,5,0,21,24,79,377,1355,877,520,712,839,291,1805,189,6957,11,9,0,0,0,3,3,8,17,45,6,10,0,0,0,0,0,3,3,26,0,11,0,4,0,0,0,0,13,33,3,12,10,5,0,0,0,3,15,48
