POW_SA4_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
501,260,76,0,337,9,11,0,22,7,512,44,72,0,110,87,55,0,134,5,26,0,31,9,285,125,497,4,627,186,390,0,568,16,134,4,152,87,1442,335,775,7,1113,641,548,0,1192,2598,183,5,2788,120,5213,0,0,0,0,0,0,0,0,70,0,0,70,0,72,5,4,0,9,0,0,0,0,71,0,0,71,0,86,4,4,0,12,0,0,0,0,77,0,0,81,0,87,5,3,0,5,6,0,0,6,14,0,0,11,7,33,0,3,0,7,3,0,0,3,0,0,0,0,0,9,12,24,0,33,32,11,0,38,0,5,0,5,4,82,0,16,0,18,13,6,0,18,0,6,0,6,3,47,21,39,0,58,20,39,0,60,5,17,3,25,66,210,41,98,0,138,81,55,0,139,238,27,3,269,78,626,0,6,0,8,0,0,0,0,793,0,0,796,11,813,31,45,0,74,0,0,0,3
502,439,90,0,530,16,9,0,23,0,694,34,40,0,79,55,40,0,94,6,18,0,22,3,202,57,199,0,265,114,143,0,255,8,74,0,82,34,638,251,373,0,626,925,313,0,1241,1297,106,0,1400,53,3325,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,0,0,0,0,0,0,0,20,0,0,20,0,27,0,0,0,0,0,0,0,0,24,0,0,24,0,23,0,5,0,5,6,0,0,4,3,0,0,3,0,8,0,7,0,7,6,0,0,6,0,0,0,0,0,11,4,4,0,15,27,4,0,34,0,0,0,0,3,52,3,6,0,9,4,3,0,8,0,0,0,0,3,22,7,16,0,24,7,15,0,28,0,0,0,0,17,65,21,37,0,60,52,24,0,79,74,4,0,80,27,244,7,9,0,10,0,0,0,0,349,0,0,349,0,358,23,25,0,40,0,0,0,0
503,5446,936,7,6387,151,53,0,206,14,7353,444,230,0,678,1458,513,3,1971,129,91,0,211,4,2876,583,915,4,1502,1173,1510,8,2688,173,374,3,552,92,4829,1730,1466,8,3192,10394,3129,15,13533,2572,532,4,3110,120,19968,0,0,0,0,0,0,0,0,28,0,0,28,0,30,0,0,0,0,0,0,0,0,68,0,0,68,0,72,0,0,0,0,0,0,0,0,57,0,0,57,0,60,5,5,0,5,46,3,0,51,5,0,0,7,0,72,0,0,0,7,65,6,0,68,0,0,0,0,3,79,46,22,0,67,356,62,3,423,7,4,0,11,13,521,26,21,0,49,121,71,0,195,16,19,0,37,22,303,49,120,0,170,110,268,4,378,22,68,0,91,104,740,131,171,0,301,704,416,7,1123,215,91,4,303,140,1872,0,9,0,5,0,0,0,0,502,0,0,502,0,510,20,14,0,31,0,0,0,0
504,1813,311,5,2124,63,32,0,96,9,2641,151,107,0,259,401,141,0,537,37,35,0,75,7,881,217,469,0,689,340,414,3,759,67,182,0,248,41,1745,800,887,5,1690,3678,989,8,4679,3046,268,3,3325,67,9774,0,0,0,0,0,0,0,0,36,0,0,36,0,36,0,0,0,0,0,0,0,0,52,0,0,52,0,57,0,5,0,5,0,0,0,0,60,0,0,60,0,65,3,6,0,4,19,4,0,25,10,0,0,10,0,39,6,0,0,10,18,0,0,19,0,0,0,0,3,37,23,19,0,41,117,25,0,141,8,6,0,9,11,198,9,6,0,14,34,21,0,56,8,3,0,12,11,88,15,42,0,63,32,58,0,91,10,22,0,35,55,243,59,80,4,141,222,105,0,329,187,28,0,220,80,767,12,0,0,9,0,0,0,0,720,0,0,719,0,735,25,27,0,53,0,0,0,0
505,4273,793,3,5070,122,62,0,183,15,6089,273,205,0,482,867,342,0,1213,50,57,0,110,6,1814,403,872,4,1282,772,858,5,1630,115,391,0,515,109,3536,1576,1630,6,3215,8554,2258,10,10824,6367,553,0,6930,156,21136,0,0,0,0,0,0,0,0,73,0,0,73,4,73,3,0,0,8,0,0,0,0,96,0,0,96,0,104,0,0,0,0,0,0,0,0,117,0,0,117,0,119,8,4,0,12,38,0,0,40,13,0,0,13,3,73,7,9,0,17,43,6,0,47,0,3,0,4,6,69,27,35,0,61,231,28,0,263,8,6,0,10,16,351,20,21,0,46,54,40,0,93,3,3,0,4,17,167,32,62,0,89,66,95,0,165,13,36,0,54,75,392,104,132,0,242,442,174,5,616,320,53,0,379,115,1352,13,4,0,19,0,0,0,0,1565,5,0,1571,7,1596,35,47,0,87,0,0,0,0
506,4680,882,3,5564,154,79,0,232,13,6767,390,245,3,637,1168,401,3,1573,131,87,0,220,4,2427,529,1043,6,1578,928,892,8,1823,191,380,10,582,99,4085,1923,1882,9,3808,9177,2426,19,11625,5190,574,7,5768,123,21347,0,0,0,0,0,0,0,0,85,0,0,85,0,85,3,0,0,10,0,0,0,0,88,0,0,88,0,96,5,0,0,11,0,0,0,0,112,0,0,112,0,128,0,9,0,12,38,0,0,35,14,0,0,14,0,65,15,6,0,18,44,7,0,53,0,0,0,0,3,81,34,40,0,80,306,55,0,357,12,8,0,16,23,481,34,35,0,67,85,52,0,136,16,6,0,22,20,244,51,116,3,170,76,166,0,244,23,43,3,72,111,604,151,208,3,363,544,286,5,828,354,61,9,421,165,1783,17,14,0,31,0,0,0,0,1293,5,0,1299,3,1331,41,46,0,89,3,0,0,4
507,3626,702,3,4330,85,57,0,144,12,5137,198,173,0,372,824,300,0,1130,61,53,0,119,13,1631,351,737,7,1090,664,870,6,1541,77,336,5,422,83,3149,1231,1410,12,2655,7355,2113,16,9485,5152,471,6,5624,124,17902,0,0,0,0,0,0,0,0,63,0,0,63,0,67,0,0,0,0,0,0,0,0,78,0,0,80,0,84,0,4,0,12,0,0,0,0,92,0,0,92,0,107,6,11,0,18,31,8,0,39,25,0,0,26,0,81,0,9,0,7,55,10,0,60,0,0,0,0,3,73,34,34,0,69,222,51,0,274,5,3,0,9,16,373,15,30,0,45,75,50,0,126,0,9,0,11,14,193,20,81,0,103,65,118,0,185,11,41,5,56,84,427,84,170,3,258,457,232,0,685,280,52,5,341,118,1404,8,16,0,20,0,0,0,0,1346,0,0,1346,3,1374,43,52,0,93,0,0,0,0
509,106,44,0,152,3,8,0,14,6,265,15,59,0,72,36,39,0,70,0,6,0,11,11,168,53,317,0,375,76,218,0,296,9,77,0,85,88,846,201,514,3,715,289,329,0,614,1154,94,0,1249,125,2703,0,0,0,0,0,0,0,0,33,0,0,33,0,36,4,0,0,0,0,0,0,0,54,0,0,54,3,57,0,5,0,5,0,0,0,0,47,0,0,44,0,53,0,0,0,3,0,0,0,0,8,0,0,8,0,9,0,3,0,7,6,0,0,6,0,0,0,0,0,9,5,13,0,19,17,4,0,19,0,0,0,3,7,44,5,10,0,19,4,8,0,18,0,11,0,9,3,50,7,47,3,56,8,39,0,46,0,6,0,9,55,169,25,85,3,112,38,55,0,87,145,17,0,160,65,423,8,6,0,11,0,0,0,0,378,0,0,378,4,394,29,37,0,63,0,0,0,0
510,44,24,0,62,5,0,0,5,8,121,8,47,5,54,28,33,0,67,10,7,0,10,5,133,24,234,0,254,54,118,0,170,12,40,0,48,50,532,67,344,0,418,138,191,0,326,821,49,0,863,77,1690,0,0,0,0,0,0,0,0,29,0,0,29,0,33,0,0,0,4,0,0,0,0,26,0,0,26,5,35,0,0,0,0,0,0,0,0,23,0,0,23,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,4,0,0,4,0,0,0,0,0,8,7,21,0,30,10,8,0,15,0,5,0,3,7,59,6,19,0,27,15,18,0,30,3,0,0,0,9,71,18,106,0,118,22,76,0,98,3,19,0,17,68,314,41,148,0,188,51,97,0,150,85,26,0,108,100,551,3,0,0,5,0,0,0,0,266,0,0,266,8,281,6,14,0,23,0,0,0,0
511,111,49,0,164,3,5,0,13,4,263,15,46,0,68,45,40,0,87,0,6,0,12,4,164,35,299,4,337,86,197,0,287,12,58,0,74,61,764,145,478,4,624,271,297,0,569,1293,78,0,1375,89,2658,0,5,0,5,0,0,0,0,38,0,0,38,0,39,0,0,0,6,0,0,0,0,35,0,0,35,5,37,0,6,0,6,0,0,0,0,27,0,0,27,0,32,0,6,0,8,4,0,0,7,6,0,0,6,3,20,0,7,0,5,0,0,0,4,0,0,0,0,0,14,10,25,0,31,25,5,0,28,0,3,0,5,9,79,8,15,0,27,16,21,0,33,0,0,0,6,10,72,8,61,0,69,10,46,0,59,6,13,0,24,55,199,30,115,0,145,56,75,0,134,119,16,0,139,80,500,7,3,0,6,0,0,0,0,443,0,0,443,5,465,18,25,0,45,0,0,0,0
