POW_SA4_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
501,10,6,4,0,11,0,15,11,4,55,6,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,12,147,65,229,295,335,338,145,410,13,1975,13,6,0,0,0,5,0,5,6,31,4,0,0,12,0,20,0,14,3,60,11,5,11,15,8,10,0,10,10,72,5,4,0,9,6,4,5,15,12,62,11,5,10,14,14,14,5,22,6,111,29,17,12,34,25,23,5,32,7,186,14,11,22,56,17,32,12,55,14,231,35,13,24,26,32,32,18,51,21,252,39,32,37,27,44,13,15,45,13,262,18,13,27,19,22,13,25,20,11,161,16,20,23,4,12,9,31,15,4,131,23,26,12,8,4,6,10,8,8,97,26,40,20,10,11,4,30,17,6,166,6,12,3,0,0,6,8,0,0,33,23,16,3,0,4,0,0,4,4,52
502,3,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,49,20,80,150,96,163,35,138,3,745,0,0,0,0,4,0,0,0,3,9,0,0,0,3,0,4,0,5,3,19,4,8,0,7,3,4,0,9,0,37,0,3,0,10,4,3,5,0,6,39,3,6,8,15,3,13,0,10,8,63,8,7,13,21,13,18,3,18,4,99,13,10,11,26,15,14,0,8,6,97,9,3,9,20,20,13,5,12,3,101,11,14,23,19,17,7,3,9,3,115,8,18,4,5,11,0,6,6,6,58,6,0,9,4,7,0,3,0,3,46,3,12,4,9,5,5,3,0,4,42,4,10,5,3,4,0,4,0,3,38,0,7,3,0,0,0,0,0,0,12,5,4,6,0,0,3,0,0,0,16
503,33,35,22,10,34,5,22,12,0,177,13,8,0,4,0,5,5,3,0,35,11,8,8,0,6,7,4,5,0,42,0,0,0,0,4,0,0,0,0,9,196,225,237,481,839,255,61,249,33,2570,4,12,4,4,7,0,0,0,11,44,0,6,6,18,7,9,0,0,16,68,4,16,0,23,7,5,0,18,15,92,10,10,10,36,17,10,0,24,9,129,12,20,8,38,21,17,5,38,10,174,11,43,11,60,59,25,5,47,30,284,19,54,23,76,82,29,11,46,25,358,41,65,54,89,116,34,11,44,40,484,50,126,72,114,188,39,12,51,37,691,45,162,54,55,159,23,20,19,31,562,63,184,54,44,115,16,7,17,29,528,54,184,41,30,58,9,13,7,36,441,168,384,57,36,55,18,26,8,46,791,63,97,13,3,20,3,8,0,12,221,138,248,25,4,28,16,9,4,27,499
504,19,6,8,8,16,0,16,10,0,91,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,5,0,0,0,4,0,0,3,0,13,136,60,220,291,322,322,153,375,17,1902,5,0,3,0,5,0,0,3,5,26,3,5,0,8,0,10,0,9,4,41,6,6,7,8,8,12,4,13,9,68,3,7,9,20,6,9,9,18,7,93,10,5,14,18,13,28,8,18,5,124,8,16,19,37,23,18,12,24,11,177,12,8,24,52,45,26,15,21,23,232,21,17,38,52,39,32,43,38,25,314,37,50,63,47,59,20,40,45,20,384,17,40,44,28,39,18,18,15,19,232,25,33,31,23,30,13,28,15,10,205,14,36,27,23,9,3,14,9,8,144,38,39,14,19,13,8,14,6,8,163,12,7,0,0,0,6,0,0,10,36,13,22,6,0,7,0,0,0,4,56
505,20,10,5,10,12,3,5,7,0,72,3,0,3,0,0,3,0,0,0,10,0,4,0,0,0,0,0,0,5,14,0,0,5,3,0,5,0,0,0,17,217,126,308,566,525,646,185,455,32,3071,3,5,10,10,7,6,0,3,18,56,0,3,0,28,5,24,0,16,4,97,0,14,6,26,12,27,6,41,10,148,11,19,9,48,19,28,10,34,8,185,6,10,24,41,18,38,9,37,12,195,22,29,32,83,49,60,23,55,16,361,30,33,43,105,68,60,17,51,22,438,37,48,56,117,92,55,31,67,33,527,69,73,95,110,117,42,45,53,38,643,49,59,66,45,81,23,16,33,25,388,56,92,40,17,51,25,15,23,20,345,36,71,37,17,17,7,9,17,18,234,72,112,39,29,33,10,15,8,21,328,25,27,3,0,0,7,5,6,9,79,44,43,11,0,11,7,3,3,6,135
506,34,12,19,14,16,6,27,27,4,168,5,0,0,0,3,0,6,5,0,24,11,4,3,0,0,0,0,0,0,25,0,0,4,0,0,3,0,0,0,9,263,127,458,675,672,711,510,733,41,4189,0,5,3,6,10,8,4,3,7,46,5,9,5,24,10,11,4,14,9,85,5,8,9,32,12,26,13,27,13,150,12,7,12,52,14,24,13,47,17,186,16,13,27,53,23,32,20,56,13,248,18,17,32,71,46,30,21,61,28,324,28,41,50,128,70,55,50,66,30,519,45,50,76,121,106,49,89,71,31,638,67,74,98,109,132,38,128,81,50,778,52,69,102,58,103,32,80,48,44,590,54,75,61,35,50,24,47,23,25,399,48,81,50,32,35,14,37,8,19,327,100,116,72,28,29,18,34,13,31,432,35,18,10,0,8,4,9,4,6,93,56,56,10,8,10,13,0,6,13,168
507,41,11,17,7,20,8,23,24,0,146,7,3,0,0,0,0,4,0,0,30,5,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,15,245,145,412,577,480,588,281,568,22,3315,7,6,4,3,5,0,0,0,18,50,4,6,5,10,6,15,4,15,12,77,0,8,11,28,18,24,4,20,4,124,6,20,10,39,10,22,6,20,9,140,7,17,22,46,17,25,6,40,14,188,17,29,22,83,27,39,14,53,17,298,23,31,35,106,47,50,20,56,18,379,26,43,69,110,58,34,40,66,19,460,44,78,93,80,77,36,52,59,35,554,45,62,59,38,80,28,49,31,21,421,32,84,60,27,59,13,23,18,18,347,32,74,39,25,21,6,25,21,11,261,78,129,71,23,28,9,38,24,29,420,31,37,10,0,0,9,11,5,13,111,56,72,8,6,5,11,0,7,7,179
509,10,0,3,8,3,3,33,7,3,74,4,0,0,0,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,174,48,134,218,229,182,149,258,17,1398,22,0,0,0,0,0,0,7,3,38,8,3,0,11,0,4,0,5,4,35,9,0,5,6,9,6,3,18,4,67,13,7,4,6,9,15,4,14,7,72,13,6,10,27,14,11,4,18,3,106,32,10,21,21,23,12,7,41,11,175,30,12,18,18,12,13,9,35,6,153,36,14,15,30,28,17,14,49,17,212,34,23,30,35,31,15,22,47,14,241,40,13,13,13,10,10,14,27,11,145,19,26,8,9,10,9,14,4,6,107,24,14,5,9,7,4,14,9,0,78,38,21,19,12,3,0,24,12,3,138,11,3,4,6,0,0,0,0,0,36,26,3,3,0,0,0,0,4,3,41
510,28,7,58,11,24,0,131,70,9,329,4,3,15,0,0,0,31,10,4,72,4,10,12,0,5,0,13,7,0,57,0,0,0,0,0,0,0,5,0,8,90,85,206,167,212,98,290,273,29,1449,0,0,3,0,4,4,0,0,8,21,0,0,6,3,0,9,4,9,4,32,0,4,3,4,0,7,3,16,6,41,3,0,4,5,0,4,0,7,9,33,3,0,0,8,0,3,0,4,6,34,4,6,4,15,5,9,0,14,3,53,3,7,9,10,16,9,4,12,4,74,8,4,10,18,16,10,5,34,9,121,11,17,13,24,19,11,23,29,12,160,11,18,22,13,22,12,22,26,9,146,10,21,25,15,11,5,34,34,6,157,10,15,27,8,10,0,38,23,10,151,25,42,75,13,16,6,102,35,17,329,8,20,26,5,6,0,28,8,6,104,18,24,50,0,3,0,29,6,9,140
511,13,3,25,10,8,4,91,20,3,175,6,0,4,5,0,0,10,0,3,26,4,0,3,0,0,0,8,3,0,22,0,0,0,0,0,3,0,4,0,11,126,55,182,222,267,198,271,284,25,1627,3,0,0,0,0,0,0,8,10,27,0,0,0,3,0,4,0,3,3,24,9,0,6,5,5,4,0,9,0,31,11,4,7,7,6,7,4,12,10,53,7,4,4,16,6,3,5,19,11,78,6,10,8,21,17,15,4,30,6,127,4,5,10,23,20,14,9,22,9,127,21,20,14,34,16,10,15,27,7,162,17,15,19,15,24,15,24,26,8,169,14,24,19,18,20,4,25,29,6,166,16,15,18,9,19,5,37,14,8,146,10,18,10,13,9,3,41,9,9,123,33,40,48,9,10,4,88,27,7,264,9,15,17,0,0,0,19,0,0,64,19,18,11,0,0,0,16,7,0,79
