POW_SA4_CODE_2021,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
501,904,1617,141,62,2726,2040,689,101,69,2902,2370,543,91,90,3097,2830,530,119,83,3565,3115,479,127,70,3790,3258,466,130,75,3926,3388,507,141,70,4100,3361,551,177,66,4151,3044,629,235,51,3956,2285,832,239,38,3394,951,718,125,12,1811,321,434,48,29,825,170,252,30,26,482,28043,8236,1705,742,38731,495,2229,144,68,2942,1279,1140,130,60,2608,1555,1250,210,43,3060,1442,1847,287,48,3617,1563,2524,234,73,4392,1837,2420,161,65,4481,2197,2390,162,60,4808,2211,2241,211,49,4712,1800,2045,248,45,4147,1107,1841,278,30,3256,325,932,96,24,1383,95,377,32,16,515,55,150,15,19,239,15968,21391,2205,599,40162,1403,3846,291,128,5669,3322,1828,233,131,5509,3925,1792,301,134,6154,4273,2376,406,127,7181,4678,3000,366,139,8180,5097,2890,282,137,8408,5583,2896,299,130,8912,5578,2788,384,113,8865,4848,2673,489,93,8106,3395,2670,518,70,6647,1279,1656,216,42,3193,414,812,79,41,1347
502,284,914,45,24,1261,612,525,34,28,1198,738,282,36,39,1091,795,203,29,29,1059,893,195,30,24,1138,829,185,28,26,1065,918,185,41,31,1174,905,190,38,25,1146,903,240,60,21,1223,603,297,59,14,982,221,239,28,11,500,83,142,7,5,244,24,88,4,11,121,7805,3677,443,273,12200,154,1335,46,27,1571,523,1015,56,35,1628,681,687,86,31,1487,568,930,125,28,1650,687,1081,107,18,1894,767,972,64,18,1818,956,982,60,25,2024,979,1022,73,11,2090,751,946,100,18,1822,443,784,93,9,1329,129,342,35,8,514,26,119,3,0,151,5,44,3,8,63,6673,10268,844,249,18036,437,2250,91,51,2831,1132,1539,89,62,2828,1425,968,118,65,2587,1360,1131,149,57,2710,1586,1271,135,45,3029,1596,1158,95,44,2886,1870,1168,105,49,3193,1882,1203,114,37,3238,1649,1185,161,43,3042,1043,1083,149,27,2306,353,575,65,11,1005,113,268,13,10,398
503,463,2368,115,70,3015,4460,4172,242,198,9075,9756,2477,354,267,12858,12439,1764,513,284,15004,14938,1628,568,235,17378,13487,1364,401,179,15429,12242,1200,401,152,13988,10960,1219,408,129,12715,8341,1293,446,84,10174,5400,1452,394,67,7311,2182,1323,170,40,3710,651,815,69,24,1558,247,484,36,30,790,95565,21553,4119,1765,123004,467,3321,131,89,4018,5581,6314,406,198,12501,11134,4557,847,228,16767,10889,6129,1809,236,19063,9601,7492,1472,160,18715,8704,6297,588,122,15708,8602,5287,353,129,14372,8001,4664,483,106,13250,6323,4057,534,74,10987,3727,3467,442,63,7708,1356,1921,227,30,3541,285,801,74,18,1188,69,315,23,47,455,74746,54611,7398,1514,138272,935,5687,248,160,7035,10042,10481,651,398,21574,20890,7034,1196,498,29621,23334,7894,2318,522,34068,24538,9116,2040,394,36086,22187,7655,986,303,31131,20844,6483,757,283,28362,18960,5882,891,233,25965,14666,5354,986,163,21159,9128,4915,837,130,15018,3542,3244,400,68,7247,941,1618,147,44,2745
504,997,2382,108,38,3522,2883,2018,111,161,5178,4120,1148,126,141,5534,4701,856,143,131,5826,4869,846,136,110,5962,4600,653,103,111,5458,4324,682,145,75,5227,4560,706,139,65,5470,3990,760,184,56,4990,2713,846,156,39,3751,1147,728,93,14,1979,326,452,27,13,817,128,267,19,10,419,39349,12352,1475,960,54135,363,3099,99,58,3628,1663,2494,153,103,4411,2407,1765,250,93,4509,2307,2228,375,87,5003,2181,2547,218,84,5025,2214,2342,144,51,4745,2521,2170,118,50,4862,2535,2114,158,52,4859,2011,2005,155,46,4222,1264,1618,152,33,3069,387,869,80,17,1352,99,326,25,3,450,26,145,14,4,193,19985,23718,1942,684,46324,1356,5479,205,101,7142,4546,4518,269,262,9589,6522,2917,375,226,10038,7008,3087,513,218,10829,7051,3389,356,192,10989,6813,2990,243,157,10202,6844,2862,256,126,10087,7095,2819,299,118,10326,6004,2767,341,103,9211,3978,2467,306,71,6824,1534,1595,168,27,3333,425,773,52,17,1265
505,1293,4838,180,73,6386,4418,4021,215,186,8837,6110,2022,198,239,8568,7235,1544,249,227,9258,7756,1320,216,182,9478,6797,1162,172,118,8249,6698,1097,171,113,8088,6342,1232,194,102,7860,5461,1283,228,90,7062,3827,1455,214,56,5546,1458,1327,144,32,2969,458,828,48,14,1350,128,450,32,21,639,57983,22601,2263,1456,84297,580,6474,223,80,7361,3264,5542,301,150,9255,4921,3494,474,160,9053,4373,4614,769,157,9913,4161,5643,523,137,10469,4299,5325,246,105,9976,4983,5165,224,101,10472,4943,4819,303,113,10173,3919,4209,356,100,8584,2368,3608,336,53,6357,802,1754,136,31,2720,169,687,51,12,928,40,229,8,18,295,38817,51555,3961,1217,95548,1875,11311,407,150,13747,7677,9565,513,332,18088,11036,5519,671,401,17626,11608,6159,1025,389,19170,11924,6964,743,317,19949,11099,6490,419,223,18230,11685,6267,399,212,18558,11283,6045,497,213,18032,9381,5491,583,192,15638,6190,5059,551,105,11905,2261,3084,283,56,5692,629,1518,102,35,2276
506,1757,4262,206,93,6314,6163,4933,256,283,11633,9262,2886,385,341,12871,11603,2227,436,305,14566,12569,1975,480,260,15279,10875,1573,324,194,12969,10207,1422,293,185,12106,9778,1413,354,160,11701,8538,1535,404,142,10624,5992,1693,363,102,8152,2388,1396,194,33,4008,689,844,61,22,1624,218,488,28,39,770,90023,26656,3779,2154,122607,639,5344,213,101,6301,3737,5855,356,240,10190,5867,4123,538,220,10744,5723,4850,896,213,11684,5293,5667,639,163,11763,5080,5069,311,135,10598,5455,4532,295,124,10408,5360,4139,333,103,9935,4306,3803,362,84,8555,2676,3166,299,72,6208,974,1725,146,35,2889,192,677,60,18,943,42,241,24,26,338,45346,49203,4465,1527,100543,2391,9611,419,189,12611,9900,10794,608,524,21823,15127,7011,922,558,23614,17321,7078,1332,520,26253,17859,7641,1118,422,27041,15959,6646,635,328,23562,15660,5957,583,312,22512,15138,5551,687,257,21634,12841,5344,767,220,19175,8662,4869,661,170,14362,3358,3126,338,69,6890,881,1526,119,43,2570
507,1384,3991,170,89,5635,4684,3552,239,186,8661,6729,1834,231,228,9027,7949,1312,302,201,9770,8431,1223,276,191,10120,7664,1086,228,150,9124,7496,1043,233,123,8894,7305,995,275,113,8692,6312,1154,349,89,7904,4335,1286,314,63,6000,1630,1124,155,39,2951,428,658,51,19,1150,152,379,21,13,566,64504,19630,2836,1511,88482,610,5475,186,85,6354,3201,4906,299,166,8576,4862,3439,605,148,9058,4488,4380,798,142,9809,4275,5114,578,114,10082,4297,4895,275,84,9554,4716,4438,256,85,9491,4617,3967,368,100,9057,3730,3645,392,73,7835,2168,2975,305,41,5487,724,1477,146,22,2370,131,581,32,11,752,24,203,19,14,264,37848,45496,4255,1088,88688,1994,9471,354,171,11991,7884,8455,545,351,17234,11596,5270,839,375,18083,12439,5696,1099,341,19579,12706,6332,854,300,20200,11960,5985,501,230,18679,12211,5474,483,212,18380,11929,4962,647,219,17754,10043,4799,740,164,15738,6503,4257,619,106,11484,2355,2605,299,68,5319,562,1234,82,28,1901
509,727,825,66,48,1667,1595,422,74,70,2162,2003,381,97,80,2557,2264,319,116,62,2766,2374,344,123,62,2906,2383,334,93,59,2864,2573,323,112,56,3067,2777,450,190,57,3473,2661,566,196,55,3485,2260,707,201,45,3209,1093,584,128,33,1841,514,414,65,37,1023,292,358,47,55,748,23520,6025,1504,713,31762,304,1088,65,50,1515,974,649,89,43,1754,1148,774,183,45,2148,937,1076,208,55,2274,1050,1446,121,38,2659,1206,1378,100,36,2723,1500,1349,95,38,2993,1625,1432,168,50,3276,1485,1452,182,34,3157,1092,1428,191,40,2758,452,775,104,31,1368,169,362,38,20,591,80,192,23,23,322,12021,13407,1587,506,27520,1035,1911,131,99,3181,2567,1072,162,112,3910,3144,1155,281,119,4711,3203,1396,324,117,5042,3421,1787,248,105,5564,3593,1710,188,88,5587,4075,1671,213,99,6055,4402,1886,357,104,6749,4151,2024,381,88,6642,3352,2136,390,83,5964,1546,1361,236,70,3210,679,776,97,57,1614
510,447,555,51,38,1095,1895,309,160,84,2448,3840,356,359,152,4701,5215,495,628,162,6495,5519,437,673,152,6782,4721,407,576,126,5834,4578,372,589,86,5628,4247,371,633,92,5346,3550,327,573,89,4535,2280,285,411,53,3029,829,162,180,22,1191,189,63,32,10,290,47,25,4,6,91,37370,4159,4871,1077,47469,302,592,39,55,986,1330,386,133,64,1905,2231,602,243,92,3166,2140,936,384,71,3524,1890,983,229,63,3163,1561,718,152,32,2471,1585,540,141,42,2305,1540,426,153,35,2153,1218,319,146,34,1722,791,294,118,27,1235,282,151,34,4,481,61,59,3,3,126,15,26,0,4,46,14942,6045,1767,536,23291,750,1151,91,91,2086,3218,694,294,144,4356,6069,961,601,238,7864,7354,1426,1011,236,10023,7414,1417,897,216,9947,6283,1133,725,165,8305,6162,911,727,132,7932,5791,799,786,126,7501,4768,651,721,122,6257,3077,579,531,82,4273,1114,314,217,30,1674,243,120,31,18,414
511,768,807,80,49,1709,2253,407,159,97,2921,3338,415,268,117,4136,3577,382,267,112,4339,3691,362,265,109,4428,3235,319,233,84,3875,3340,361,282,77,4062,3375,402,295,75,4147,3004,409,292,75,3780,2368,464,236,57,3120,957,306,119,18,1401,267,212,24,11,503,135,136,13,23,304,30303,4989,2529,904,38730,414,1109,70,35,1629,1377,731,130,65,2311,1676,773,202,58,2708,1438,1136,271,39,2883,1341,1228,153,40,2762,1532,1049,108,45,2732,1741,1033,122,44,2941,1748,1033,125,55,2961,1530,1028,170,47,2776,929,890,134,30,1984,378,469,44,23,912,102,168,13,5,284,44,75,12,17,151,14255,10723,1557,507,27043,1183,1920,149,83,3334,3634,1138,296,164,5234,5018,1187,469,173,6847,5014,1520,540,153,7218,5033,1594,414,147,7192,4762,1367,346,132,6605,5082,1393,405,125,7002,5125,1436,420,135,7108,4539,1442,458,120,6554,3299,1351,369,85,5109,1331,777,164,39,2313,366,374,34,18,790
