POW_SA4_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
501,11,68,3,0,77,12,51,4,3,71,21,46,6,0,69,12,40,5,0,63,17,36,3,0,58,21,34,14,0,64,20,40,5,4,76,22,37,4,0,65,33,49,10,0,82,17,30,4,4,53,11,34,5,0,46,3,23,0,0,28,4,23,5,3,34,193,505,65,15,778,1381,3750,283,124,5544,3289,1758,226,127,5393,3884,1733,291,131,6042,4245,2319,400,128,7092,4635,2936,360,128,8060,5040,2837,272,132,8279,5512,2833,292,120,8757,5507,2723,376,114,8726,4780,2611,483,94,7965,3364,2623,503,66,6561,1257,1615,213,36,3118,415,778,79,41,1303,216,367,47,49,680,43532,28885,3812,1284,77516,10,31,3,5,43,22,11,5,5,44,23,11,3,3,42,17,17,6,0,38,22,33,0,6,62,40,22,4,0,65,47,23,0,8,80,41,26,0,0,80,37,14,0,0,57,15,16,10,0,41,12,13,3,0,31,0,10,0,0,9
502,3,28,0,0,31,4,32,0,0,32,3,18,4,0,21,5,20,0,0,32,10,27,0,0,43,11,15,0,0,26,0,23,11,0,31,10,17,3,0,33,12,16,9,0,32,8,20,3,0,37,0,8,0,0,13,3,5,0,0,7,0,11,0,3,9,73,244,26,10,354,429,2202,91,45,2775,1119,1502,89,61,2776,1411,944,116,66,2538,1346,1109,156,57,2662,1564,1244,129,42,2977,1575,1130,94,38,2843,1852,1139,94,50,3137,1857,1182,112,31,3178,1626,1160,157,43,2986,1023,1053,145,27,2250,342,559,65,11,979,108,256,13,10,386,29,124,7,14,174,14304,13613,1256,501,29668,0,19,0,4,24,10,10,0,0,16,10,11,0,0,17,9,0,0,0,13,8,5,0,0,11,9,8,0,0,18,11,7,0,4,27,20,8,0,0,25,14,11,0,0,27,10,9,0,3,19,0,6,0,0,8,0,0,0,0,0
503,6,57,5,4,68,25,113,4,0,138,56,108,9,6,174,65,87,13,3,166,60,74,12,4,148,78,72,19,0,166,93,69,12,0,179,82,82,25,0,189,71,79,15,0,166,47,67,13,8,135,20,39,7,0,69,9,34,3,5,50,9,47,3,10,70,611,923,144,38,1715,920,5605,243,155,6918,9966,10315,647,386,21318,20756,6896,1186,477,29317,23180,7768,2303,497,33749,24354,9005,2017,371,35751,22017,7551,967,292,30821,20621,6378,731,277,28011,18787,5758,863,230,25635,14489,5237,968,146,20844,9009,4815,816,123,14754,3488,3187,385,66,7130,920,1575,143,38,2677,297,739,61,63,1154,168802,74834,11315,3120,258078,12,30,5,8,51,46,52,0,9,117,81,26,0,19,130,91,39,4,18,151,126,40,7,12,187,97,33,5,8,147,136,32,7,10,180,95,40,4,4,148,104,31,3,7,150,75,36,10,6,127,22,20,5,0,52,8,8,3,0,22
504,8,82,3,4,100,22,82,7,0,109,21,61,5,3,98,24,57,9,0,92,28,49,3,0,79,28,45,6,0,81,30,47,12,0,86,33,52,6,0,86,26,66,7,0,103,26,44,6,0,76,14,23,9,0,41,6,19,0,0,20,6,26,4,6,35,266,653,79,18,1012,1340,5370,200,103,7007,4494,4412,259,252,9417,6474,2837,369,223,9903,6947,3013,503,213,10682,6987,3317,352,188,10844,6740,2924,236,146,10045,6788,2791,245,119,9944,7015,2760,286,112,10173,5934,2679,330,97,9045,3919,2411,295,68,6696,1512,1554,163,26,3256,421,740,46,17,1230,154,376,28,12,570,58719,35202,3309,1580,98810,4,31,0,0,40,34,20,0,10,61,29,14,0,5,45,30,17,3,4,54,46,17,6,4,65,45,21,6,8,76,30,17,0,7,57,47,14,0,9,69,38,21,0,0,68,33,5,3,0,46,13,23,0,0,34,5,11,0,0,15
505,12,119,5,0,133,30,128,5,4,176,36,104,16,3,153,27,95,4,3,123,31,83,5,3,124,34,66,5,0,106,55,84,13,4,151,46,92,7,8,157,48,68,15,3,140,33,81,15,0,123,20,51,6,0,77,8,26,0,0,41,3,28,0,4,35,386,1016,102,31,1539,1847,11140,403,142,13533,7601,9397,504,324,17820,10937,5382,657,387,17363,11502,6031,1013,372,18922,11827,6845,736,304,19711,11001,6374,407,209,17996,11542,6145,383,207,18272,11164,5915,481,203,17763,9258,5387,563,179,15390,6119,4948,523,101,11694,2226,3004,271,53,5558,608,1474,95,32,2207,159,649,39,33,885,95798,72694,6081,2549,177120,11,55,0,12,79,47,39,0,13,96,56,29,0,14,105,74,36,5,5,120,60,35,0,10,107,68,47,0,10,125,81,43,0,11,133,71,42,4,6,122,67,33,7,7,117,44,29,10,0,81,22,30,4,3,61,13,16,0,3,34
506,16,135,7,0,153,52,182,7,3,251,35,135,8,4,179,58,116,17,3,191,57,113,22,4,190,64,107,15,0,185,63,97,20,3,180,73,105,20,3,197,51,87,17,3,162,55,102,18,0,180,30,50,12,3,93,5,32,3,0,44,6,45,0,9,66,567,1295,165,47,2076,2357,9409,410,176,12359,9779,10560,595,506,21440,15025,6842,904,535,23309,17175,6920,1303,500,25905,17718,7489,1092,402,26703,15789,6477,610,315,23193,15496,5823,560,298,22173,14966,5411,671,246,21296,12703,5211,747,211,18871,8540,4719,637,160,14055,3307,3055,327,64,6751,869,1482,120,41,2511,252,674,55,44,1026,133970,74073,8036,3503,219589,18,71,0,10,102,63,51,6,15,128,71,31,4,22,131,85,44,9,16,155,82,46,0,11,143,108,59,4,9,188,107,35,4,9,152,98,34,0,11,144,89,43,5,9,143,69,43,5,8,125,29,16,4,9,49,3,6,0,3,14
507,8,119,9,0,135,23,137,7,0,174,28,102,9,4,144,43,81,15,0,140,37,79,12,0,130,45,77,14,0,132,51,70,15,0,139,56,56,18,0,133,54,74,17,0,139,37,61,16,8,122,20,37,10,0,71,11,23,4,0,34,3,26,4,8,41,420,960,140,25,1539,1967,9312,349,167,11789,7825,8273,531,343,16961,11510,5153,825,363,17852,12348,5591,1081,340,19353,12603,6221,835,296,19954,11853,5855,488,220,18416,12080,5363,472,201,18111,11787,4865,621,211,17485,9909,4693,719,167,15486,6425,4172,597,97,11293,2307,2546,287,57,5201,543,1203,72,28,1844,176,552,32,22,781,101334,63793,6911,2505,174545,13,41,3,8,67,39,44,3,11,100,55,20,3,10,82,49,26,3,8,77,71,36,5,4,114,59,51,0,13,128,80,38,0,12,126,81,41,4,3,132,80,25,3,3,112,37,24,7,3,67,24,19,0,0,47,6,9,0,0,20
509,4,29,3,0,38,17,25,3,3,42,9,27,6,0,43,8,20,10,3,35,7,21,4,0,36,12,12,0,0,27,31,25,6,4,73,15,32,14,0,57,28,23,10,3,64,16,25,5,0,53,21,28,4,3,59,8,25,0,0,35,10,47,6,3,75,181,346,76,26,628,1021,1875,129,101,3122,2545,1037,157,97,3842,3130,1113,280,116,4628,3177,1365,316,107,4969,3392,1744,237,100,5477,3564,1680,188,81,5516,4018,1629,205,91,5935,4354,1835,339,104,6632,4084,1983,374,87,6529,3314,2092,381,87,5872,1516,1326,230,62,3130,665,751,96,60,1567,352,499,63,61,976,35123,18934,2992,1145,58197,9,6,0,0,17,12,7,0,9,24,14,12,0,3,36,21,7,4,6,35,19,25,4,0,50,17,11,6,7,39,29,15,3,0,48,30,14,5,5,56,35,15,0,4,46,24,19,4,5,48,16,7,0,0,26,5,4,0,0,11
510,7,7,0,3,18,9,10,3,0,26,12,7,4,0,23,13,11,0,0,27,12,11,4,0,25,28,9,3,0,38,15,6,9,0,31,20,12,5,0,36,14,3,10,3,40,17,10,6,0,33,6,9,8,0,23,0,0,0,0,0,3,0,3,0,8,144,104,59,9,323,743,1128,89,89,2049,3187,677,282,135,4287,6022,944,597,222,7786,7292,1408,997,231,9924,7363,1402,885,207,9868,6200,1112,720,144,8185,6086,892,715,128,7829,5719,781,779,126,7403,4721,638,699,118,6171,3035,564,516,79,4192,1103,298,210,26,1630,244,113,34,15,408,52,50,7,13,121,51769,10015,6536,1528,69850,4,9,0,5,20,21,6,0,8,44,35,4,3,9,51,49,6,5,7,73,41,3,9,6,59,53,11,3,13,87,61,10,5,4,75,50,4,0,4,70,37,7,4,4,52,32,3,6,3,40,6,3,3,6,20,0,0,0,0,8
511,9,30,0,0,42,14,30,0,0,47,12,14,4,0,22,18,15,5,0,38,5,17,5,0,29,21,14,0,0,35,14,25,4,0,45,19,13,10,0,46,23,16,10,0,51,20,28,5,0,52,10,14,3,0,28,7,18,0,0,28,9,15,5,10,40,188,251,52,15,505,1161,1876,148,84,3272,3596,1109,291,156,5160,4975,1161,465,175,6782,4968,1499,536,142,7141,4992,1567,407,144,7103,4717,1336,338,128,6515,5032,1357,398,119,6901,5073,1404,407,129,7013,4481,1407,452,112,6444,3256,1310,368,75,5010,1307,756,156,39,2266,357,354,26,11,759,164,193,20,32,412,44090,15334,4011,1352,64779,14,14,0,0,23,19,0,0,4,33,29,7,5,4,39,23,5,3,8,39,35,9,4,10,56,30,22,4,0,56,32,12,0,8,50,28,13,4,4,48,37,21,4,6,65,31,10,4,7,42,11,5,0,0,14,0,3,0,4,8
