POW_SA4_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
501,0,10,6,4,0,9,0,4,16,51,327,2355,1319,686,984,710,210,367,75,7038,8,6,3,0,5,0,0,7,0,21,0,37,7,4,4,3,0,0,0,57,7,53,13,0,0,0,0,3,3,82,0,56,18,7,3,6,0,0,4,98,7,53,40,6,8,9,0,5,0,133,17,53,83,28,19,18,4,13,4,242,17,43,81,46,65,55,14,18,9,342,33,31,66,73,174,154,47,59,15,650,46,27,46,36,203,247,122,163,12,893,41,22,23,24,113,195,135,283,14,855,48,24,26,14,99,203,118,315,11,851,56,9,16,9,89,177,92,315,15,772,91,22,21,10,155,239,161,456,14,1174,11,0,0,0,12,24,8,50,0,103,13,0,3,5,4,7,4,31,4,79,6,4,0,7,3,10,0,9,17,52,398,443,446,277,951,1338,710,1727,123,6409,21,41,11,5,5,8,0,9,0,89
502,0,7,0,0,6,3,0,4,10,36,151,1622,778,362,509,270,65,158,53,3984,3,3,0,0,0,0,0,0,0,6,3,36,3,0,0,0,0,0,0,46,3,53,3,0,0,0,0,0,0,59,7,36,12,5,0,0,0,4,3,67,0,20,17,7,5,0,0,0,0,56,7,27,41,16,5,3,3,3,0,105,4,19,42,18,28,15,0,11,7,144,6,7,20,32,45,35,6,15,4,161,15,6,13,10,46,48,20,24,0,193,12,3,7,13,38,46,29,31,4,183,12,3,0,3,50,33,30,49,10,204,12,4,7,4,40,29,25,50,6,168,38,9,10,3,157,28,69,70,4,383,7,5,7,0,14,3,0,4,5,41,0,0,0,0,3,3,0,5,0,19,0,0,0,0,0,0,0,0,5,9,125,228,175,121,437,250,197,272,46,1850,3,14,6,0,0,0,0,4,0,33
503,0,14,10,6,3,9,3,3,17,70,409,3548,2123,874,2065,1666,417,808,143,12057,4,5,0,0,0,0,0,0,0,13,0,64,3,0,0,0,0,0,0,72,7,81,14,0,0,0,0,0,0,104,5,52,23,5,0,0,0,0,3,97,7,46,26,9,3,9,0,0,4,106,5,44,71,22,9,8,0,3,6,166,9,38,53,29,37,21,4,13,10,221,13,30,41,59,121,75,14,30,11,390,27,20,26,43,158,137,31,60,16,527,31,18,8,23,101,91,42,89,14,425,46,16,7,15,24,76,43,130,11,365,61,7,3,6,42,100,46,219,9,494,177,24,33,11,55,132,96,674,26,1245,52,8,9,4,10,30,21,173,3,308,60,4,0,4,17,35,24,128,3,284,6,0,3,0,3,4,0,5,27,56,512,448,340,225,587,730,330,1538,160,4877,12,29,10,0,0,0,4,6,12,75
504,0,27,7,10,14,5,3,0,21,87,332,3578,1888,847,1450,1059,312,541,105,10109,4,3,6,0,5,0,0,5,0,31,7,82,7,0,0,0,0,3,0,102,9,128,27,6,6,4,0,5,3,183,6,107,55,9,4,9,0,7,6,204,9,87,89,19,18,11,3,10,0,251,9,87,162,51,37,31,3,18,9,397,13,74,128,91,172,102,21,32,9,637,46,71,86,109,558,399,82,95,18,1461,44,39,71,81,534,556,191,260,24,1796,27,17,37,42,265,313,194,322,7,1228,32,23,15,23,123,177,132,347,12,886,32,15,20,15,60,96,79,322,8,637,68,13,12,7,52,81,75,453,6,773,15,3,3,0,14,9,4,82,0,132,15,4,0,3,3,8,7,43,6,76,0,4,6,3,10,15,0,15,19,72,334,753,717,471,1864,1801,792,2016,132,8875,11,53,6,7,9,9,0,3,0,94
505,3,35,24,17,23,6,6,4,28,150,641,7780,4075,1568,2582,1940,587,1029,205,20408,0,24,6,5,3,5,0,3,0,47,18,178,16,0,0,0,0,0,0,224,11,177,40,4,7,0,0,4,0,243,8,158,74,9,7,7,4,4,7,280,12,128,136,22,13,10,0,5,5,338,9,115,182,75,63,26,14,13,16,508,17,89,163,142,220,110,38,40,15,836,28,78,125,131,539,367,66,97,32,1454,48,38,93,85,513,495,146,192,19,1631,28,29,27,33,225,286,138,194,12,972,38,17,17,33,134,172,120,229,11,758,21,14,11,13,46,95,53,194,9,458,26,20,14,6,47,57,31,230,15,437,7,0,0,0,0,4,8,42,0,68,10,0,0,0,5,9,4,31,0,70,5,4,6,5,12,5,0,10,26,67,287,1067,908,563,1834,1657,620,1293,158,8396,20,79,14,10,3,4,0,4,4,142
506,8,29,9,10,19,16,0,9,41,136,734,6361,3453,1451,2858,2369,700,1170,216,19314,8,13,6,0,6,6,0,10,11,69,15,181,17,6,7,8,0,4,8,240,12,272,43,21,8,8,3,6,10,393,12,244,94,16,17,14,3,13,4,412,20,209,189,39,27,31,6,14,14,554,28,206,356,126,95,84,15,44,16,978,24,149,331,236,427,253,52,65,27,1564,83,165,301,349,1325,940,220,208,58,3656,143,135,203,268,1469,1486,485,596,57,4841,103,64,87,116,668,879,406,683,43,3042,87,49,38,51,323,507,315,773,39,2170,80,21,29,33,181,242,175,648,22,1434,195,48,37,23,145,216,167,1147,43,2016,46,8,5,4,21,36,23,187,6,333,28,6,7,4,9,21,12,134,8,232,4,13,8,8,19,30,10,25,48,166,894,1770,1757,1292,4754,4775,1907,4547,406,22101,20,85,12,8,18,9,0,14,9,171
507,3,38,10,4,9,13,0,9,31,125,572,6328,3000,1262,2104,1501,388,764,150,16079,3,13,0,4,4,5,0,6,5,40,15,112,12,4,0,0,0,0,0,151,7,177,31,3,5,4,0,3,4,243,18,149,46,9,9,10,0,8,6,251,11,123,110,20,8,16,3,3,3,296,19,115,181,68,47,37,3,17,7,497,28,59,152,103,171,115,20,42,16,706,58,70,137,171,558,367,88,77,26,1555,71,54,72,114,617,673,227,288,24,2149,63,33,31,70,328,435,196,382,19,1559,39,20,27,19,180,296,213,436,13,1247,65,21,21,21,125,156,136,397,17,954,131,21,18,32,203,216,177,700,18,1522,30,3,3,0,37,29,23,115,10,249,15,4,3,3,14,19,9,80,0,148,0,7,6,0,14,18,7,12,34,98,567,988,855,643,2330,2404,1114,2561,204,11660,12,74,14,15,5,3,3,8,11,137
509,3,10,3,0,6,6,3,6,13,49,181,1090,684,344,623,511,186,282,53,3959,4,3,4,4,0,0,0,5,0,20,3,17,0,0,0,0,0,0,0,21,9,42,6,0,0,0,0,5,0,61,7,48,13,0,0,7,0,3,0,84,6,34,29,6,3,6,7,9,0,108,17,53,62,14,11,13,5,18,3,193,14,29,60,32,39,44,14,24,8,265,18,28,49,36,110,144,40,63,11,496,41,33,35,30,154,215,117,185,12,824,46,16,25,20,57,140,91,214,12,618,35,26,31,11,50,94,72,311,6,635,55,19,18,12,39,66,67,329,14,610,142,35,30,15,91,101,101,731,9,1253,20,4,0,0,8,12,19,97,3,164,6,6,3,5,6,10,0,65,5,112,11,4,0,4,13,11,3,21,11,68,426,399,369,189,585,863,524,2090,100,5546,10,48,15,4,4,6,0,14,3,112
510,0,3,0,0,3,0,0,0,12,29,97,559,290,193,395,312,119,269,48,2279,8,3,0,0,4,6,0,19,4,48,5,15,5,0,0,0,0,8,0,30,0,13,0,0,4,0,3,9,0,37,3,11,4,0,0,3,0,8,0,38,0,10,8,5,0,5,0,4,0,36,9,12,13,11,14,3,5,14,0,82,9,8,29,14,21,8,14,25,0,128,20,14,20,15,32,32,12,72,5,224,61,18,28,23,62,80,23,240,10,550,94,25,18,11,63,74,45,413,15,751,160,49,39,15,69,85,93,765,31,1307,232,50,25,17,59,67,93,1110,51,1706,875,168,129,31,159,172,263,3929,95,5807,249,41,25,5,42,53,89,1154,30,1676,212,36,21,0,17,82,83,637,17,1096,13,0,4,3,5,11,9,63,42,140,1950,469,364,143,544,675,739,8474,299,13653,10,22,3,3,0,4,0,6,4,44
511,0,8,4,0,0,4,0,0,12,33,164,1147,654,360,658,460,149,291,58,3946,4,3,0,0,0,5,3,12,7,29,10,23,6,0,0,0,0,4,0,42,3,32,10,0,0,5,0,4,0,52,3,44,8,0,0,0,3,12,0,74,3,32,20,5,3,4,3,15,6,88,11,43,48,7,10,14,0,24,0,157,16,19,52,24,51,36,10,33,4,248,18,27,43,32,89,99,33,83,5,435,48,27,36,29,92,150,84,217,17,686,70,33,28,10,60,132,95,367,15,819,112,30,23,11,66,108,135,715,22,1213,176,37,27,17,78,103,120,1048,28,1628,445,98,95,16,114,169,269,2633,74,3905,76,17,13,0,26,37,30,542,18,771,66,17,8,0,12,23,28,391,11,568,9,6,9,6,0,4,6,58,26,123,1057,482,427,169,600,892,819,6150,235,10834,4,21,17,10,5,8,4,12,0,82
