SA4_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
501,1056,3834,415,5304,64,237,19,18,331,0,4,5,337,3057,324,3722,40,117,14,23,187,0,0,0,190,5597,943,6732,14174,20049,1818,616,36662,1180,1385,2566,39227,27117,5361,71705,518,2271,143,69,3005,104,279,383,3391,1702,279,5373,1326,1177,139,66,2709,84,90,178,2886,644,248,3777,1592,1298,234,53,3177,80,64,142,3322,1017,322,4659,1519,1917,339,50,3823,71,92,164,3990,1271,297,5556,1617,2647,270,81,4619,57,99,156,4774,1206,328,6307,1939,2548,194,62,4743,66,102,168,4910,956,316,6184,2285,2511,188,63,5043,70,83,160,5205,870,319,6395,2344,2374,240,57,5012,66,87,152,5168,1133,351,6646,1897,2171,294,46,4406,70,77,147,4551,1652,330,6543,1163,1941,305,40,3443,63,92,159,3602,2878,348,6831,348,990,121,27,1487,16,20,33,1518,4294,328,6145,97,395,43,16,555,0,9,3,560,4566,323,5445,58,167,15,25,260,0,3,3,267,7304,814,8378,16708,22397,2534,645
502,469,2759,206,3428,17,98,5,5,131,0,9,6,135,2463,197,2803,8,41,5,6,67,0,5,3,73,4534,519,5126,7143,9209,825,304,17484,1014,1026,2047,19531,18865,2593,40991,177,1273,51,38,1540,62,198,267,1807,1018,152,2971,732,985,96,42,1854,101,72,175,2029,495,171,2686,818,718,139,34,1710,67,68,129,1842,695,153,2692,701,994,152,33,1885,57,83,135,2017,837,168,3020,848,1138,124,26,2138,56,65,122,2258,785,184,3228,957,1043,80,28,2106,66,68,127,2233,644,143,3019,1183,1084,78,44,2394,65,74,137,2532,589,193,3308,1205,1090,127,24,2446,75,60,137,2578,792,148,3521,1040,1096,153,27,2315,66,59,125,2442,1091,158,3690,587,940,132,21,1679,47,73,120,1804,1918,154,3875,179,426,42,13,660,5,25,30,692,3105,146,3940,23,154,13,3,197,3,8,6,207,3416,170,3793,10,53,5,11,78,4,0,0,83,5747,709,6544,8465,11005,1191,347
503,1244,2386,281,3910,76,287,23,13,398,0,16,15,413,2199,219,2836,32,162,4,12,213,3,3,9,216,5780,762,6761,19908,18344,1596,563,40406,1075,1667,2744,43148,23999,5961,73112,131,2133,121,25,2416,18,346,362,2780,2202,160,5143,1683,3207,189,95,5175,100,207,308,5483,1067,377,6927,4107,1986,193,79,6362,109,117,230,6584,767,493,7841,3746,1957,447,86,6238,110,102,217,6458,948,418,7825,2733,2264,345,59,5405,85,89,172,5571,1096,327,7001,2368,2034,158,40,4594,94,110,204,4794,950,230,5978,2458,2011,92,36,4601,103,80,188,4790,885,192,5868,2426,1966,115,41,4556,98,75,165,4726,970,211,5910,1955,1612,161,23,3754,73,70,144,3891,1249,191,5333,1118,1424,140,15,2693,44,67,111,2803,1996,184,4986,444,925,90,10,1465,9,16,26,1492,2748,228,4465,125,460,28,9,628,0,10,13,637,3115,182,3939,44,238,23,24,325,0,7,3,332,6712,651,7694,23347,22226,2093,548
504,1316,4005,378,5698,72,256,18,4,356,4,6,11,363,3361,341,4067,29,89,14,9,144,0,0,0,149,6204,1114,7463,27352,26027,2323,842,56536,2240,2430,4663,61200,34365,6465,102027,405,3175,105,90,3777,119,557,678,4454,2825,283,7566,2574,3107,209,141,6031,221,224,447,6482,1157,351,7993,4064,2479,417,138,7098,197,180,377,7474,1652,472,9597,4037,3314,702,116,8164,158,196,355,8523,2263,506,11294,3647,3692,468,85,7892,167,210,377,8266,2122,462,10850,3565,3255,239,74,7136,122,167,294,7432,1614,348,9395,3837,2932,198,77,7047,161,177,339,7383,1500,380,9271,3787,2728,266,85,6872,142,119,264,7131,1637,327,9101,3062,2572,261,64,5961,115,113,225,6191,2069,284,8536,1865,2036,238,30,4177,106,111,216,4393,3070,280,7741,623,1082,104,20,1824,28,27,60,1877,4439,233,6554,134,377,37,7,557,3,8,9,568,4819,249,5627,39,155,15,14,221,0,0,3,226,8179,826,9233,31644,30905,3264,945
505,2875,8899,669,12445,154,562,42,24,785,9,13,19,799,7439,560,8797,49,219,20,29,310,3,5,12,323,15318,1982,17621,56738,60827,5270,1779,124615,4202,5524,9726,134337,73742,12018,220100,774,7387,268,117,8550,232,1394,1627,10173,5989,497,16665,5135,7432,433,220,13226,366,494,859,14081,2182,666,16927,8587,4924,805,264,14581,332,291,621,15201,2648,912,18760,8039,6834,1550,263,16682,272,399,670,17357,3912,952,22219,7449,8402,1099,234,17176,310,418,727,17907,4012,892,22810,7292,7653,509,156,15604,270,419,690,16293,3266,667,20224,8084,7175,383,162,15805,283,328,616,16412,2905,630,19950,7915,6590,500,157,15153,278,271,550,15704,3151,582,19436,6081,5812,592,131,12616,194,263,455,13067,4122,524,17719,3637,4869,499,86,9100,158,255,415,9512,6264,485,16261,1203,2394,237,42,3878,35,91,124,4001,10016,483,14501,241,952,82,21,1293,3,16,17,1317,10846,513,12669,56,294,30,30,412,5,11,15,419,19776,1657,21855,64496,70710,6974,1883
506,2438,7828,651,10917,118,461,41,21,641,0,15,16,660,6338,582,7574,38,147,14,16,213,0,6,10,227,13254,2041,15521,50070,48526,4318,1626,104536,4627,5415,10040,114579,71325,12353,198252,724,5783,248,94,6858,262,1138,1402,8251,6025,565,14847,4825,6913,457,277,12471,427,569,995,13465,3106,837,17408,7721,5059,724,276,13776,401,368,772,14551,3491,1074,19115,7495,6029,1134,256,14916,385,472,856,15767,4649,1052,21471,7121,7015,896,193,15226,329,466,792,16016,4712,1018,21740,6600,6174,398,159,13332,336,408,746,14074,3526,736,18331,6633,5246,360,158,12394,292,295,585,12984,2959,655,16595,6284,4674,411,125,11486,288,255,550,12032,3192,631,15856,5037,4205,448,97,9790,242,243,482,10277,3918,587,14783,3162,3631,372,82,7243,149,187,336,7580,5788,498,13861,1166,1908,171,33,3283,29,61,96,3378,8626,479,12478,225,750,58,22,1055,0,21,24,1082,9100,490,10674,51,276,27,30,379,5,5,6,389,15733,1919,18046,57049,57674,5694,1785
507,1949,6715,575,9241,86,386,39,13,518,0,18,21,533,5655,473,6667,37,139,16,26,222,9,13,20,246,12100,2029,14381,40619,43423,3902,1285,89226,3436,4247,7680,96904,58084,10668,165657,705,5671,183,105,6663,202,1095,1297,7964,4570,455,12995,4023,5485,372,176,10055,306,430,735,10789,2001,612,13401,6079,3743,735,166,10727,287,274,558,11286,2268,728,14274,5750,5008,1080,187,12029,214,330,547,12572,3215,739,16525,5431,6154,800,129,12517,242,344,579,13103,3307,700,17106,5497,5769,372,98,11744,219,315,532,12279,2583,524,15383,6024,5197,314,95,11628,239,263,501,12123,2373,563,15057,5880,4773,451,118,11221,214,242,452,11681,2691,498,14865,4675,4316,469,94,9552,159,208,376,9925,3529,465,13913,2675,3472,381,63,6592,117,182,299,6891,5129,420,12446,898,1769,170,35,2871,19,71,91,2963,7831,401,11196,177,659,53,11,896,0,18,22,916,8156,395,9472,29,237,25,18,305,5,4,8,314,14837,1519,16667,47838,52257,5402,1305
509,1098,2919,411,4422,135,298,33,21,492,0,7,8,500,2453,304,3259,60,148,18,35,261,3,0,4,266,4732,735,5730,11641,13374,1401,514,26923,753,638,1391,28316,21072,4687,54072,321,1163,62,51,1599,54,132,189,1783,1397,275,3451,977,678,87,48,1793,62,48,99,1896,488,230,2607,1122,788,190,42,2136,40,41,82,2220,696,244,3164,929,1139,220,59,2347,45,51,94,2437,844,335,3613,1051,1525,139,34,2744,34,56,92,2837,727,306,3865,1236,1458,111,34,2844,44,50,90,2935,566,330,3826,1579,1445,119,40,3176,56,51,106,3288,636,387,4310,1712,1534,186,53,3480,56,53,108,3596,822,387,4797,1602,1586,201,37,3427,58,53,108,3537,1255,436,5223,1131,1529,208,39,2909,38,59,95,3005,1939,349,5293,472,809,120,26,1432,8,34,37,1472,3022,374,4867,172,381,37,24,617,0,3,3,619,3185,340,4143,82,206,30,31,341,0,0,0,342,5548,830,6726,12384,14251,1696,514
510,227,382,127,734,23,31,3,4,64,0,0,0,66,272,52,387,14,12,0,0,30,0,0,0,30,315,86,433,10746,5108,1028,394,17270,769,479,1255,18522,8092,4079,30699,251,586,34,44,907,52,74,125,1031,973,302,2308,900,332,73,49,1355,61,47,101,1458,647,434,2534,1585,524,174,65,2346,51,45,95,2439,752,605,3796,1589,881,301,56,2828,59,55,113,2945,876,750,4572,1547,958,167,56,2731,52,47,101,2830,756,597,4185,1244,671,99,23,2038,49,31,84,2120,518,460,3099,1231,520,78,28,1857,30,31,59,1915,467,414,2797,1122,388,79,20,1616,32,29,58,1674,481,419,2578,870,294,87,27,1277,27,15,42,1316,484,334,2140,611,249,73,22,956,11,12,28,981,465,254,1693,212,131,29,0,373,3,3,10,384,449,145,970,43,51,3,3,103,0,0,0,105,342,95,548,10,27,0,7,38,0,0,3,44,406,106,552,11223,5610,1201,399
511,604,1712,260,2580,65,133,25,9,226,0,3,5,236,1422,210,1859,31,59,12,15,107,0,0,3,114,2476,406,2992,11804,10349,1217,451,23820,891,754,1648,25464,15107,4604,45179,402,1110,54,30,1597,58,96,159,1752,1016,348,3120,1188,717,105,58,2067,71,49,129,2190,568,404,3161,1413,759,167,54,2390,40,55,103,2491,768,451,3710,1202,1128,234,30,2592,35,42,78,2672,854,443,3969,1201,1237,134,32,2606,45,54,97,2703,748,497,3950,1407,1053,96,46,2596,39,45,83,2679,563,416,3659,1613,1026,105,49,2789,40,44,84,2870,527,376,3764,1611,1050,131,47,2843,72,30,99,2942,654,394,3992,1369,1025,144,44,2582,34,46,81,2663,812,378,3856,875,898,136,28,1925,25,54,76,2010,1270,347,3624,357,486,53,22,910,13,11,18,933,1776,290,2998,103,168,11,6,300,0,3,5,307,1809,261,2369,45,76,11,24,157,0,3,3,161,3099,489,3742,12774,10736,1379,467
