SA4_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
501,13,275,26,64,46,0,429,13,577,39,61,42,4,737,177,691,116,446,149,24,1615,492,330,28,688,186,14,1735,497,96,11,623,90,8,1329,1572,69,11,975,106,15,2751,2642,25,13,1276,113,14,4082,1484,6,0,479,46,11,2025,194,5,0,68,14,0,280,65,3,0,24,11,0,103,25,4,0,14,9,0,53,12,0,0,13,0,0,26,5,0,0,0,3,0,14,28,0,0,45,23,6,98,108,128,22,188,129,35,604,7333,2216,268,4967,960,131,15876,11,89,9,43,28,0,189,0,115,14,33,13,5,171,64,857,42,284,78,9,1338,242,532,143,385,116,28,1446,244,185,27,425,108,11,997,821,146,30,708,118,9,1828,2286,94,21,1376,138,23,3935,3123,17,14,1229,112,18,4516,619,4,3,223,24,4,884,70,5,0,47,8,0,135,11,4,0,15,3,0,41,7,4,0,4,10,0,25,4,0,0,3
502,13,96,24,25,6,0,162,0,189,26,13,6,5,236,41,270,55,189,54,3,615,229,159,49,329,54,11,828,338,42,9,354,52,9,796,1202,32,15,577,52,9,1888,1902,20,18,630,66,19,2662,1007,4,4,294,22,5,1340,150,0,0,38,0,0,195,44,0,0,12,5,0,60,18,4,0,4,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,0,5,21,0,0,15,3,8,43,68,44,8,78,31,25,257,5033,865,201,2561,359,96,9109,5,28,3,16,4,0,58,6,37,14,4,8,3,75,19,279,27,95,21,6,448,68,263,83,168,41,4,625,110,94,29,188,28,3,443,507,84,20,380,57,10,1061,1802,42,7,761,68,17,2692,2064,5,18,735,58,9,2897,391,0,5,137,15,6,543,89,0,0,34,5,0,126,32,0,0,11,0,0,43,0,0,0,5,0,0,6,0,0,0,0
503,21,371,28,43,6,7,477,9,690,56,35,10,11,811,89,346,136,238,37,12,856,340,163,57,357,64,12,983,414,62,14,372,61,8,936,1310,41,23,699,94,7,2176,2199,49,13,1174,94,15,3548,3350,17,11,1406,99,15,4897,2679,4,8,912,53,3,3661,1363,0,4,420,25,5,1822,699,6,0,207,15,0,934,418,3,0,136,18,6,582,242,0,0,80,0,0,328,667,4,0,254,32,3,958,254,98,43,245,94,42,780,14058,1861,391,6583,704,154,23755,17,103,6,22,4,4,162,4,167,27,21,4,0,224,31,873,54,135,21,6,1118,125,271,146,211,26,7,784,219,83,19,194,16,3,544,1005,70,34,412,90,7,1621,2253,68,31,908,117,11,3387,3755,46,34,1258,101,9,5204,3332,13,9,1048,61,14,4480,1927,0,10,561,40,3,2541,946,4,4,294,17,4,1276,645,4,0,190,17,5,862,378,0,0,72
504,4,434,61,54,10,9,580,14,760,40,37,9,9,870,65,669,72,301,35,10,1158,214,383,68,541,72,15,1291,221,145,17,502,76,7,959,732,179,22,798,99,12,1838,2876,82,38,1795,196,19,5011,3288,28,4,1672,138,31,5159,757,10,0,285,22,0,1074,168,3,0,56,7,3,237,43,7,0,19,0,0,72,18,3,4,9,3,0,38,4,7,0,6,0,0,11,33,0,0,28,12,0,80,128,206,30,218,63,41,700,8579,2905,356,6309,746,162,19058,15,131,13,34,8,0,195,6,182,46,22,5,3,266,28,1037,37,174,32,12,1323,74,524,69,294,33,11,1001,152,215,25,303,23,8,735,490,201,16,473,75,7,1273,2233,197,39,1247,128,16,3867,4790,76,37,2299,212,26,7438,1948,4,7,772,71,8,2812,441,3,4,155,8,0,610,107,3,0,33,8,0,158,36,5,0,18,0,0,56,17,0,0,7
505,23,758,58,99,15,5,961,12,1455,64,58,7,9,1606,91,1183,217,464,93,16,2061,279,608,76,789,95,7,1842,388,201,11,814,89,10,1514,1295,239,34,1482,147,19,3226,5698,106,24,3875,367,53,10136,8990,42,20,4342,364,55,13811,2540,12,0,1113,66,17,3746,931,8,0,323,21,0,1293,404,7,0,141,9,0,563,213,7,0,61,10,3,303,119,7,0,43,0,0,173,212,0,0,94,22,3,334,275,307,73,457,106,85,1321,21463,4951,585,14178,1419,294,42892,22,256,24,71,7,3,388,4,303,27,36,5,3,385,63,1880,115,288,48,12,2409,151,902,202,509,56,13,1845,175,367,55,431,44,10,1078,723,314,29,727,106,6,1907,4565,292,42,2399,240,40,7586,11246,128,32,5203,509,84,17197,5036,19,7,2114,136,29,7342,1799,6,0,599,34,0,2438,830,3,0,254,13,5,1103,370,0,0,110,5,3,493,168,7,0,64
506,42,907,77,104,21,9,1161,17,1637,122,103,22,13,1920,151,1394,304,686,135,43,2723,361,711,110,974,135,18,2316,458,284,28,1002,81,6,1861,1655,234,33,1684,117,19,3750,6653,117,35,3888,373,65,11123,7661,54,12,3281,259,50,11318,2289,12,3,892,69,17,3278,627,8,4,222,18,0,882,259,17,0,67,14,0,368,148,13,0,66,9,0,234,80,6,0,19,8,0,112,197,0,0,93,32,3,326,320,380,78,533,138,105,1554,20910,5772,810,13621,1447,362,42919,33,307,25,58,13,5,441,16,364,53,59,18,10,523,118,2039,182,457,83,40,2910,207,1019,289,607,131,28,2291,240,403,59,570,62,13,1341,1112,407,53,944,108,19,2636,5270,274,36,2922,281,42,8833,10737,133,35,4556,463,59,15991,4805,24,11,1736,159,19,6752,1187,7,4,433,28,3,1663,386,4,0,160,3,4,566,191,0,0,67,7,0,270,100,0,0,24
507,19,721,29,74,18,5,865,3,1354,70,42,24,9,1508,93,1123,120,432,81,17,1861,363,560,73,745,149,23,1923,470,187,17,781,237,9,1707,1624,193,24,1375,208,28,3454,4684,85,12,2502,201,30,7520,5925,14,19,2346,152,36,8496,1777,9,6,667,39,13,2508,551,7,0,195,5,5,771,243,5,3,101,7,0,356,151,8,8,72,12,4,244,80,4,0,27,10,0,121,215,9,0,101,13,4,337,248,329,40,336,113,77,1143,16441,4614,428,9795,1269,254,32809,14,235,16,44,3,0,319,12,282,35,33,11,8,387,42,1771,81,255,47,21,2212,119,879,148,370,90,18,1616,204,311,36,411,66,7,1040,830,267,33,773,367,16,2286,3581,225,25,1895,236,27,5981,8704,90,10,3209,213,34,12261,3686,15,3,1335,89,13,5145,1188,7,0,427,23,6,1652,488,3,0,141,6,3,644,251,0,4,78,3,0,339,126,0,0,42
509,5,283,78,190,280,12,856,18,537,105,139,111,19,930,191,816,167,688,360,30,2249,450,450,72,759,261,17,2008,368,98,20,517,93,10,1101,870,44,13,516,78,10,1532,942,13,8,431,44,11,1453,402,6,6,164,29,0,615,55,0,0,33,11,0,101,11,4,0,10,6,0,28,7,0,0,9,9,0,19,0,0,0,5,0,0,8,0,0,0,4,6,0,9,8,0,0,22,10,0,45,57,147,21,239,269,29,769,3394,2408,486,3730,1570,135,11726,5,117,13,93,167,3,401,5,175,58,74,105,10,432,84,669,158,476,208,19,1625,196,521,121,613,236,16,1702,266,194,28,517,149,10,1171,589,215,38,689,141,9,1691,1131,106,22,766,118,10,2158,870,23,15,418,74,6,1405,140,7,0,66,10,4,221,18,4,0,15,3,0,42,4,3,0,4,7,0,20,5,0,0,10,9,0,14,3,0,0,0
510,54,781,701,17,2440,29,4020,12,472,75,12,355,8,935,42,708,79,35,1209,9,2080,46,499,24,32,511,4,1117,14,175,15,41,241,0,494,50,147,16,62,192,0,466,77,132,10,68,183,0,470,141,89,8,106,133,3,480,189,37,0,102,93,0,430,195,13,0,72,49,0,334,168,8,0,46,31,0,263,89,3,0,47,28,0,167,61,0,0,27,27,0,114,793,0,0,215,263,6,1284,372,302,75,155,981,62,1948,2308,3372,1002,1041,6744,134,14591,59,677,192,19,2251,17,3213,13,423,68,3,296,7,808,41,896,74,32,1134,9,2187,124,607,49,42,605,13,1446,96,295,10,65,338,8,814,257,378,17,100,401,8,1159,611,263,12,120,343,8,1358,984,136,11,188,214,19,1545,741,40,7,139,135,5,1066,456,15,0,92,65,0,621,299,13,3,61,66,0,437,198,6,4,48,32,3,290,78,0,0,31
511,17,470,155,67,194,14,920,15,556,89,51,125,8,841,117,812,145,372,450,27,1918,495,531,29,487,476,21,2042,421,147,15,417,190,8,1201,898,125,13,521,206,7,1771,1289,56,0,598,99,7,2061,1171,21,6,347,67,9,1623,294,12,3,114,39,8,462,106,5,0,21,26,0,149,27,3,0,13,24,4,78,7,0,0,11,11,0,32,6,0,0,11,10,0,22,32,0,0,42,60,6,144,155,190,25,195,358,42,966,5070,2920,490,3267,2340,148,14232,10,384,40,43,129,0,607,8,155,50,37,66,3,320,76,769,81,246,261,15,1439,347,562,78,364,299,23,1678,383,228,19,387,199,6,1222,835,275,24,564,279,11,1978,1642,178,33,797,238,7,2890,1264,45,3,530,72,8,1920,398,7,3,127,34,8,577,118,6,0,33,15,0,168,32,3,0,22,10,0,72,13,0,0,10,9,0,25,7,0,0,3
