SA4_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
501,30,0,36,37,44,207,853,861,345,640,215,62,3325,12,0,21,84,89,291,206,84,28,48,30,17,913,10,0,21,31,73,439,998,514,271,351,46,48,2807,3,0,9,11,14,79,146,109,58,101,20,17,558,5,0,17,74,115,408,525,89,295,51,9,75,1668,8,7,85,267,215,330,171,34,30,17,8,24,1191,7,4,16,30,25,54,65,13,32,11,3,26,286,0,0,0,13,0,42,55,30,31,36,11,11,232,100,19,328,2212,899,1154,393,75,46,40,42,194,5500,0,0,11,42,17,29,10,6,5,0,0,1544,1666,182,29,530,2809,1502,3030,3424,1807,1132,1299,383,2013,18143,13,3,17,19,21,110,475,533,360,631,301,331,2818,4,0,8,30,28,149,198,97,57,53,19,69,708,17,6,20,40,62,480,1731,1028,762,814,171,425,5546,4,0,3,8,12,73,220,142,117,151,37,86,855,15,10,15,46,139
502,8,0,9,4,12,65,299,329,166,315,126,11,1340,3,0,9,22,31,104,86,41,12,16,11,6,341,6,0,4,16,21,197,350,193,130,153,31,18,1115,4,0,0,10,6,32,60,41,20,38,6,11,234,3,0,3,30,67,223,295,51,222,30,9,33,972,7,4,41,153,111,181,85,15,17,5,8,28,648,0,0,6,23,8,27,46,6,29,3,4,4,149,3,0,0,5,0,8,16,22,5,17,8,10,101,98,15,240,1890,889,1128,339,48,47,18,32,153,4889,4,0,6,39,10,20,3,0,0,0,0,953,1034,130,15,322,2187,1154,1981,1582,745,655,595,230,1230,10828,5,0,0,6,5,31,185,231,170,307,155,125,1227,0,0,0,8,9,57,86,36,22,29,7,33,285,0,3,3,8,15,147,566,439,318,373,75,164,2113,6,0,0,6,0,27,75,70,41,68,29,34,348,0,5,10,18,43
503,16,0,5,7,11,82,526,860,525,1339,1340,41,4748,8,0,17,53,69,214,173,73,52,117,78,3,865,12,0,0,11,26,230,501,361,287,534,242,21,2215,0,0,0,11,10,20,72,58,46,102,94,7,417,11,3,9,27,75,244,389,105,608,196,107,39,1799,9,11,58,100,97,211,212,68,116,104,68,29,1081,0,0,6,3,12,25,35,15,26,20,9,3,165,0,0,0,8,4,14,23,26,15,51,28,10,180,132,6,159,712,351,789,555,181,127,150,162,119,3450,5,0,6,16,9,14,8,8,5,3,5,1467,1538,193,35,255,938,663,1836,2491,1755,1810,2615,2139,1737,16465,3,0,8,4,10,41,138,193,195,626,1195,238,2647,0,0,3,9,18,57,104,75,55,123,115,40,603,9,4,0,7,19,121,464,462,783,1789,1073,340,5065,4,0,0,7,0,19,64,59,113,205,201,59,742,20,5,7,24,38
504,18,0,13,15,23,197,1234,1517,809,1260,507,80,5670,9,0,18,51,85,227,216,78,44,44,24,11,805,7,0,7,27,59,495,1060,648,292,389,56,34,3077,0,0,0,3,19,67,157,140,73,80,42,27,600,17,3,17,72,169,642,738,109,387,91,29,74,2348,8,5,85,273,213,339,193,34,33,29,9,32,1258,5,0,8,24,28,61,63,13,18,10,3,18,264,5,0,0,4,3,30,52,48,22,40,18,11,235,132,21,336,2357,882,1204,315,74,37,27,32,180,5607,11,0,9,74,21,34,16,7,4,0,0,1775,1939,218,36,499,2896,1485,3296,4048,2659,1730,1967,722,2250,21804,17,0,9,12,17,129,794,991,720,1125,703,510,5026,6,0,10,33,41,178,294,131,91,91,39,99,1013,14,7,17,24,53,567,2250,1488,1068,1359,383,543,7782,0,0,3,3,20,79,289,254,182,272,100,112,1308,17,14,30,72,200
505,29,4,4,16,30,303,2203,3318,1700,2955,1328,148,12056,12,0,37,128,185,587,566,209,84,135,48,37,2029,17,0,9,46,83,817,2269,1343,638,1058,215,87,6580,8,0,8,18,21,145,329,268,145,257,75,58,1329,22,9,21,138,310,1126,1425,274,924,217,92,161,4719,9,19,139,508,440,777,496,113,114,82,26,90,2833,12,0,15,61,54,145,123,27,84,18,0,40,581,3,0,0,13,8,57,114,120,61,111,41,36,561,408,38,808,4490,2077,3042,1128,252,122,119,85,456,13024,22,0,25,107,32,56,24,16,15,8,3,3540,3849,540,72,1076,5534,3252,7053,8681,5934,3872,4952,1909,4660,47542,39,14,18,28,30,222,1357,1812,1456,2798,2091,1088,10950,8,3,15,50,71,360,599,333,214,249,135,194,2227,41,28,37,50,97,1005,4653,3818,2966,4389,1404,1364,19853,10,4,10,17,16,151,609,482,491,617,303,263,2961,59,19,48,157,382
506,35,0,16,21,48,312,2192,3141,1557,2420,1112,130,10992,9,0,51,124,181,518,426,183,80,99,50,20,1739,20,4,12,53,89,819,2134,1190,615,838,160,77,6011,3,0,11,24,21,133,341,229,156,192,66,45,1228,17,4,30,143,403,1303,1518,248,838,201,67,152,4921,28,19,160,493,409,702,349,86,83,54,27,86,2487,3,0,18,39,48,135,124,23,79,21,3,31,529,7,0,4,10,19,42,115,94,56,68,38,52,496,416,49,710,4164,1879,2325,787,154,107,73,73,377,11105,7,0,23,100,33,61,22,8,7,6,4,3274,3545,548,78,1034,5179,3128,6349,8006,5359,3579,3967,1606,4242,43068,25,8,14,19,22,201,1335,1754,1349,2239,1477,892,9337,10,4,9,40,83,325,436,242,112,171,91,143,1679,23,11,31,47,87,913,3651,2689,1910,2645,882,975,13865,4,4,4,10,21,141,445,428,332,429,198,226,2252,39,34,60,147,397
507,23,0,6,16,23,205,1447,2203,1188,2055,977,102,8251,9,0,35,64,92,359,328,153,86,93,51,18,1290,13,0,11,32,65,573,1438,935,557,809,177,67,4678,5,0,0,14,30,80,220,200,121,215,74,36,1004,19,0,11,77,217,793,1213,200,787,174,81,133,3705,10,15,98,360,321,537,373,60,110,66,24,48,2025,0,3,8,39,44,89,94,27,65,23,5,30,427,0,0,4,5,5,31,71,74,40,67,35,27,357,311,38,610,3730,1704,2214,829,193,107,87,96,392,10303,16,0,16,83,31,57,15,3,9,3,5,2985,3212,406,57,805,4418,2527,4933,6034,4058,3069,3593,1519,3832,35255,28,6,7,11,21,126,779,1315,1065,2011,1507,752,7627,3,4,14,28,29,178,392,204,146,177,99,120,1396,21,5,24,35,61,695,2938,2434,2070,2949,1033,941,13196,3,4,5,11,8,101,404,382,299,487,205,184,2096,35,15,20,73,215
509,110,5,55,104,101,364,939,747,299,371,154,94,3331,18,4,28,80,96,217,187,73,31,36,18,18,810,33,4,37,68,104,522,880,370,143,177,62,36,2438,7,0,8,16,14,89,138,66,38,42,7,13,444,21,5,28,92,173,407,410,56,136,24,10,54,1417,7,10,81,256,193,276,108,28,18,17,4,40,1031,4,0,17,29,19,53,49,15,30,3,3,25,243,5,0,11,19,18,40,77,26,12,23,8,30,257,135,17,337,1898,665,898,344,81,45,27,28,176,4656,10,0,9,53,20,20,3,0,6,0,0,1386,1512,353,46,603,2608,1401,2882,3132,1466,764,720,293,1869,16140,42,4,36,45,45,174,515,420,246,320,136,388,2371,7,0,12,23,24,145,171,58,37,22,17,65,580,32,9,40,80,101,592,1278,628,313,334,138,383,3927,3,0,4,17,18,88,161,90,80,71,18,66,624,15,4,34,104,181
510,15,0,3,7,11,41,283,435,326,944,652,47,2764,0,0,7,7,7,35,25,19,9,18,8,4,130,0,0,4,0,0,45,156,152,96,258,60,13,790,3,0,0,3,0,3,28,34,27,73,55,13,239,8,0,0,15,25,85,132,40,214,45,24,26,613,0,0,15,25,8,23,25,5,5,3,0,0,111,0,0,0,4,6,7,11,5,12,6,0,15,67,5,0,0,3,0,4,18,11,8,36,23,5,115,34,4,55,148,57,70,42,14,5,3,5,25,469,0,0,3,7,5,6,5,6,6,0,0,618,651,63,0,92,224,123,323,712,706,716,1383,822,766,5937,5,0,9,5,9,24,122,186,210,520,579,200,1873,0,0,6,19,20,29,34,21,21,20,7,13,190,3,4,8,16,17,71,277,251,367,611,175,124,1915,0,0,0,8,0,15,50,53,86,136,89,29,466,6,5,11,30,32
511,46,0,7,35,36,181,645,713,424,743,293,65,3188,3,0,19,35,31,132,114,48,20,29,10,8,448,12,0,9,28,40,254,564,300,141,223,30,45,1652,5,0,5,9,17,46,109,68,34,50,11,21,368,9,3,23,45,99,284,357,57,225,47,20,58,1212,7,4,41,164,97,137,81,20,14,10,6,21,602,3,0,8,20,19,46,48,8,15,3,0,22,192,4,0,4,3,4,18,33,22,25,20,8,24,169,95,10,183,1073,348,487,187,34,20,19,18,134,2595,7,0,14,31,9,10,15,0,3,0,3,1183,1268,185,12,308,1445,696,1600,2152,1272,915,1142,394,1573,11700,26,3,15,17,24,97,379,416,328,543,334,324,2509,0,0,7,10,23,59,107,45,35,25,7,35,358,11,0,13,23,42,261,910,601,486,595,145,253,3341,3,0,0,3,9,46,131,131,95,102,30,79,632,14,11,17,47,81
