SA4_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
501,17,16,4,0,3,46,174,20,12,8,3,224,1714,384,183,40,11,2333,8451,3097,2546,725,223,15041,7864,4386,5683,2754,1164,21854,190,52,56,22,15,328,18406,7960,8483,3551,1420,39823,0,0,0,0,0,0,44,4,0,0,0,49,436,60,16,6,3,516,500,164,62,22,0,748,60,27,28,17,11,139,20,5,0,0,0,27,1062,258,106,48,10,1483,0,0,0,0,0,0,13,0,0,0,0,18,226,35,26,0,0,288,185,76,23,17,0,303,13,7,11,0,0,35,4,0,0,0,0,11,442,128,60,25,5,656,23,0,0,0,0,24,66,3,3,0,0,75,88,18,8,0,0,121,40,5,12,3,0,61,6,0,5,0,0,25,21,0,5,0,0,28,254,40,29,8,4,337,18,5,3,0,0,30,20183,8384,8682,3634,1440,42325,29,4,3,3,0,40,183,33,14,6,8,246,1675,372,209,50,23,2324,8709,3150
502,6,0,3,3,0,20,71,6,0,0,0,79,873,107,50,15,0,1046,3899,1189,823,207,83,6201,5005,2503,3144,1415,643,12712,109,28,29,12,10,195,9971,3838,4055,1656,736,20260,3,0,0,0,0,4,26,0,3,0,0,31,485,25,6,0,0,516,598,139,79,14,5,825,67,20,20,12,5,123,20,4,5,0,0,25,1193,191,111,22,8,1527,0,0,0,0,0,0,21,0,0,0,0,19,198,34,6,0,0,239,318,86,40,11,0,452,27,11,3,0,5,40,6,0,0,0,0,12,568,124,53,14,8,758,8,0,0,0,0,5,47,6,0,4,0,52,77,7,0,0,0,86,32,5,5,0,0,43,5,0,0,5,0,15,0,0,0,0,0,6,172,19,6,7,0,207,10,3,0,0,0,16,11913,4179,4222,1702,755,22766,7,4,0,0,0,18,62,12,3,0,5,82,812,112,41,14,9,988,4267,1339
503,6,4,3,0,0,16,145,8,0,0,0,155,1873,519,257,48,6,2696,4617,2280,2520,482,94,9987,3096,2305,3957,2244,651,12250,94,32,18,7,5,144,9819,5143,6758,2783,750,25250,0,0,0,0,0,0,137,9,4,0,0,151,1024,199,54,11,7,1291,1359,566,318,75,19,2343,197,115,128,73,11,527,26,4,0,3,0,37,2745,907,502,160,39,4353,48,4,0,0,0,59,1356,148,29,0,0,1537,3106,798,259,56,8,4230,920,312,166,34,17,1449,51,23,13,11,0,110,53,9,5,0,0,71,5540,1298,478,105,26,7450,0,0,0,0,0,0,11,0,0,0,0,15,28,3,6,0,0,32,12,9,0,0,0,20,0,0,4,0,0,7,0,0,0,0,0,0,47,9,9,3,0,76,25,4,3,0,0,29,18180,7360,7753,3047,818,37156,0,0,0,0,0,3,92,10,9,0,4,117,1528,410,225,36,5,2205,4338,2130
504,26,9,6,3,4,40,134,23,14,4,5,178,1756,492,237,67,14,2563,9686,4572,3554,951,366,19135,8929,6232,8317,4054,2058,29586,232,94,75,42,56,501,20757,11420,12200,5128,2498,52004,0,0,0,0,0,7,62,3,0,0,0,69,689,170,52,8,0,923,1199,579,285,78,36,2178,143,106,138,71,23,488,27,6,5,0,0,47,2124,872,493,157,63,3712,0,0,0,0,0,4,184,25,6,0,0,218,683,192,65,16,0,961,452,202,123,32,10,818,25,20,18,9,4,77,36,7,4,0,0,54,1379,451,221,61,16,2128,4,0,0,0,0,4,30,0,0,0,0,31,44,4,0,0,0,49,13,3,0,0,0,16,5,0,0,4,0,8,8,0,0,0,0,11,104,7,7,4,0,119,10,4,9,0,0,26,24372,12758,12914,5354,2580,57977,18,0,8,0,8,34,143,29,17,10,12,213,1674,414,215,47,24,2367,10054,4995
505,35,15,15,8,5,72,125,34,19,11,7,190,2165,473,205,61,19,2917,17879,8267,6374,1627,683,34836,21408,15089,21720,9580,4121,71921,410,157,148,85,81,876,42022,24031,28479,11364,4914,110810,7,4,9,0,0,22,151,12,11,0,0,179,2110,453,139,31,13,2747,5158,2105,1173,294,100,8830,568,395,534,232,123,1849,88,45,21,6,9,176,8085,3014,1886,565,243,13801,8,0,0,0,0,10,252,26,8,0,0,289,1435,308,128,19,8,1899,1065,425,223,71,31,1816,59,53,57,21,13,196,36,11,9,3,0,59,2850,832,418,117,50,4271,5,0,0,0,0,8,43,0,0,0,0,46,78,5,3,0,0,86,16,4,0,0,0,21,6,6,0,0,0,6,3,0,0,0,0,6,144,13,7,0,0,168,10,9,8,0,0,24,53121,27897,30793,12053,5211,129071,15,8,10,3,10,53,123,41,16,12,5,200,1923,400,210,60,19,2612,17564,8495
506,33,28,26,7,3,102,215,41,18,8,6,296,3000,736,310,79,35,4162,18353,8770,6726,1937,779,36566,16818,11624,14932,7397,4035,54805,434,164,168,89,91,950,38863,21367,22185,9521,4945,96890,6,5,4,0,0,19,142,13,3,5,0,163,1401,325,102,32,16,1873,3031,1370,793,248,83,5525,389,245,261,123,72,1085,74,22,17,13,10,134,5040,1987,1177,425,179,8805,10,4,0,0,0,14,494,81,13,0,7,592,1564,390,146,20,6,2124,1494,621,358,114,42,2639,102,67,85,36,23,318,50,22,14,7,8,92,3711,1187,619,182,78,5776,16,0,0,0,0,16,31,0,4,0,0,40,31,0,5,0,0,37,13,11,4,4,0,37,6,0,7,6,4,18,13,0,0,0,0,10,107,21,17,6,5,153,17,8,4,0,0,32,47731,24573,24005,10140,5208,111651,23,11,15,5,11,72,236,50,23,22,21,351,2645,667,340,90,42,3784,17924,9051
507,28,14,10,9,0,66,177,23,17,6,3,220,2270,552,217,53,19,3103,14225,6354,4872,1171,320,26941,16472,11392,15490,7060,3068,53478,342,121,93,66,34,663,33513,18451,20701,8354,3446,84466,0,0,0,0,0,0,109,4,5,0,0,120,1345,266,71,24,5,1711,1919,738,405,87,30,3179,321,206,267,116,48,960,39,16,3,0,0,62,3735,1236,757,230,83,6033,7,3,0,0,0,17,208,13,3,0,0,221,1165,236,68,16,3,1492,726,263,128,31,4,1148,54,14,25,8,5,102,21,9,4,0,0,41,2178,536,223,67,11,3018,19,9,0,0,0,23,72,0,0,0,0,75,84,10,0,0,0,93,15,7,6,0,0,31,6,0,5,0,3,18,4,0,0,0,0,9,203,28,14,0,7,245,12,8,0,6,0,26,39642,20252,21693,8656,3543,93794,16,16,10,9,3,59,202,39,27,9,4,288,2047,499,240,60,21,2867,14487,6669
509,34,4,12,12,4,61,252,10,18,9,9,293,2187,456,233,48,28,2949,8554,2859,2432,868,316,15031,5628,2562,3138,1856,1060,14244,161,47,41,33,26,304,16812,5939,5866,2828,1436,32880,0,0,0,0,0,0,23,0,3,0,0,28,174,36,15,4,0,230,164,48,43,17,9,273,35,21,21,0,4,88,7,0,0,0,0,8,403,113,79,20,13,637,0,0,0,0,0,0,17,0,0,0,0,17,128,27,11,3,0,172,72,28,14,7,6,133,10,4,4,5,9,32,4,3,0,0,0,10,239,60,37,17,15,366,21,3,0,0,0,28,59,0,0,0,0,62,63,18,12,7,0,98,57,13,16,0,0,86,23,13,7,4,3,43,15,0,0,0,0,12,235,47,27,17,4,327,22,7,0,0,0,32,17709,6167,6018,2875,1467,34237,36,3,3,0,0,44,254,31,22,3,8,310,2212,432,204,74,30,2951,8464,2698
510,10,6,3,5,3,30,113,14,15,7,5,160,434,172,102,48,54,816,2476,1622,1793,664,700,7254,1027,784,1387,934,716,4837,68,30,34,24,56,212,4134,2626,3333,1680,1541,13314,4,0,0,0,0,4,63,7,6,0,0,81,284,99,24,13,5,427,250,164,79,26,23,542,23,16,45,29,25,143,13,3,6,0,5,34,641,292,165,73,60,1229,7,0,0,0,0,4,61,9,0,3,0,76,194,58,13,9,4,280,82,36,23,9,6,163,13,8,6,0,5,29,9,0,3,0,0,9,354,116,50,22,13,559,137,21,19,6,0,187,334,35,15,3,0,390,54,37,34,6,3,132,87,24,14,7,3,126,43,8,15,5,8,84,77,8,7,3,0,96,723,128,105,32,23,1008,51,21,7,8,5,93,5907,3180,3656,1810,1645,16198,20,6,0,0,0,33,132,43,20,3,6,198,573,207,114,46,57,991,2723,1665
511,14,5,10,5,3,36,166,22,12,5,0,211,1153,306,129,42,30,1664,5807,2551,2248,791,440,11830,3717,2235,3020,1749,992,11716,141,51,63,40,30,328,10999,5173,5480,2636,1489,25777,3,0,0,0,0,4,41,4,0,7,0,51,264,68,36,9,8,379,289,149,93,35,23,593,48,30,35,17,14,149,16,3,9,0,7,36,663,261,171,64,52,1214,0,0,0,0,0,0,46,9,0,0,0,59,236,69,23,11,0,335,194,70,54,19,4,341,19,13,8,10,0,43,16,0,6,0,0,20,508,161,93,40,13,803,64,7,4,0,0,79,210,17,4,0,0,224,91,29,7,7,3,130,80,11,19,8,6,120,52,11,0,5,3,76,26,8,0,0,0,36,524,76,39,18,7,662,34,14,6,0,3,60,12729,5679,5782,2759,1568,28519,10,4,0,0,0,17,150,26,10,0,3,191,1020,234,140,44,27,1465,5612,2335
