SA4_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
501,155,444,943,1048,655,408,185,68,11,3924,15,12,10,11,8,12,9,3,4,85,8,17,95,146,125,96,54,14,6,560,1010,693,1585,1858,1830,1605,1312,1310,618,11820,2191,4292,11575,13980,13390,10420,5782,2945,992,65560,9,82,354,501,381,284,178,53,16,1861,46,85,225,208,145,87,44,11,0,858,208,920,2616,3004,3051,2715,1925,749,186,15376,93,350,1068,990,983,907,591,254,53,5285,53,144,516,687,577,439,262,115,25,2815,89,258,1204,1470,1539,1713,1000,433,113,7809,50,168,977,1613,1675,1668,937,326,63,7482,249,679,2086,2344,2166,1631,1069,336,82,10639,221,408,1170,1492,1412,1230,647,170,39,6795,62,144,371,400,300,250,185,70,24,1813,126,408,1172,1125,879,544,344,91,41,4729,20,22,28,18,21,24,33,35,12,213,6,25,124,177,178,132,82,32,10,764,1235,753,1873,2113,2304,2239,2035,1540,835,14926,2473,4448,13795,16131,15600,13851,9342,4226,1495,81360
502,88,277,486,448,371,282,208,70,18,2248,4,5,11,0,4,5,9,3,0,41,9,14,46,68,72,51,41,25,8,335,610,401,747,919,886,1016,1081,1162,529,7354,1211,2228,5035,6039,6215,5442,4507,2716,845,34240,4,48,146,151,135,112,92,25,17,718,43,88,136,139,84,64,31,10,4,587,104,450,1388,1520,1660,1540,1441,785,203,9098,51,197,532,467,561,414,419,285,68,2995,26,46,161,199,167,115,109,47,10,880,40,187,557,617,743,764,553,278,69,3811,34,127,490,708,766,760,426,230,53,3597,112,334,967,1153,1184,939,842,395,76,6003,116,319,743,772,763,651,412,132,26,3947,40,106,161,125,109,96,82,73,14,805,105,283,654,550,470,367,273,99,23,2832,13,15,4,10,9,19,36,31,8,146,8,20,71,74,104,67,60,30,7,436,472,389,874,923,1053,1062,1175,1054,547,7549,1157,2617,6883,7411,7811,6965,5956,3473,1139,43409
503,60,393,827,524,405,275,101,61,22,2654,16,27,11,17,6,13,11,11,7,113,6,85,238,200,195,141,95,42,22,1029,763,1288,3219,1826,1537,1512,1037,1075,920,13177,1217,7367,23818,18140,16767,12916,6928,3797,1925,92859,12,738,1645,1114,1068,833,507,187,85,6196,13,128,810,695,444,228,66,12,0,2404,41,840,3517,2487,1995,1678,1065,550,199,12367,22,277,1233,749,727,549,335,186,64,4136,8,90,359,274,226,145,109,78,19,1305,22,687,3269,2504,2546,2178,1390,778,334,13710,17,176,950,990,1374,1735,1187,508,195,7137,109,1340,5592,4774,4354,2669,1550,629,242,21263,81,945,3518,2716,2449,2084,1379,485,163,13825,73,653,1587,918,630,431,277,95,41,4705,67,327,1060,557,475,299,195,78,42,3083,36,57,42,13,14,19,16,16,16,228,15,98,273,258,259,184,109,72,19,1285,617,1237,3773,2066,1765,1580,1308,1029,747,14121,1127,7591,27641,20123,18319,14603,9491,4706,2162,105767
504,185,705,1382,1266,847,570,239,91,17,5310,15,11,12,27,12,21,11,6,0,124,10,56,228,262,233,156,66,37,6,1060,1553,1441,2892,2951,2628,2181,1811,1475,792,17723,2868,7694,20805,21169,18327,13609,7307,3536,1323,96644,5,287,932,894,678,448,226,69,23,3555,77,233,965,851,497,210,68,8,0,2911,212,1432,4748,4368,4328,3610,2337,984,216,22236,95,517,1594,1181,1038,847,635,302,62,6283,32,117,437,500,380,249,118,62,13,1914,81,669,2509,2088,1893,1554,848,377,93,10116,48,316,1538,1897,1939,1688,890,339,86,8746,269,1335,5453,4864,3808,2473,1291,436,123,20065,217,916,3002,2897,2292,1803,901,209,47,12289,111,525,1265,923,629,387,210,71,18,4147,229,707,2026,1451,1085,713,409,123,37,6780,34,32,48,36,41,36,48,59,14,351,11,77,366,320,294,191,109,52,15,1440,1223,1543,3709,3277,2978,2303,1945,1517,1090,19577,2661,8703,28603,25562,21883,16520,10037,4605,1832,120403
505,394,1589,3124,3025,2081,1190,543,197,66,12208,29,48,53,38,34,39,29,18,16,307,26,135,438,474,433,294,156,72,29,2056,2902,2605,5353,4945,4453,3846,3191,3270,1871,32446,5542,17424,49043,49595,42247,30082,15751,8577,3360,221610,30,804,2168,2117,1638,1043,616,196,41,8654,104,463,2059,2169,1291,587,169,17,0,6861,349,2604,9158,9094,8844,7337,4719,2210,606,44915,239,1395,4836,3659,3349,2307,1424,789,162,18158,38,222,916,873,685,411,202,85,27,3461,192,1752,6444,5674,5181,3847,2115,900,280,26389,124,782,3808,4488,4670,4016,2226,864,240,21210,611,2886,12267,12492,10203,6251,3802,1446,449,50411,505,2108,6678,6257,4811,3650,1816,511,132,26471,261,1069,2557,1828,1092,669,406,190,52,8140,391,1322,4004,3039,2622,1496,871,289,88,14132,58,64,86,92,79,72,93,86,34,662,27,177,643,619,597,389,220,130,37,2847,2183,2277,6144,5082,4718,3800,3224,2798,2022,32250,5111,17933,61769,57481,49778,35878,21905,10532,4175,264560
506,366,1492,2865,2158,1411,1018,476,153,36,9971,46,69,43,36,55,46,36,21,8,352,24,137,427,471,387,280,130,61,29,1951,2815,3348,5963,5193,4507,4106,3185,3211,2010,34336,5572,18840,47942,39682,34161,26904,14409,7762,3305,198576,31,792,2509,2138,1545,975,608,160,46,8801,152,569,2641,2213,1023,466,133,17,0,7215,382,3161,10715,9558,8259,6592,4418,1984,497,45567,179,1095,3061,1974,1747,1601,1136,612,181,11589,61,264,895,836,672,445,281,121,33,3604,192,1691,6105,4441,3674,3192,1815,804,214,22131,96,686,2848,3261,3225,3050,1798,737,176,15877,600,3402,12971,10625,7635,5040,2805,1045,318,44437,433,1926,6188,5106,4088,3221,1683,506,114,23274,262,931,2212,1397,766,507,323,144,55,6591,370,1354,3832,2481,1830,1157,731,216,73,12042,80,84,88,80,67,73,96,72,31,663,35,189,678,635,551,362,196,100,44,2795,2095,2910,7084,5425,4540,4015,3340,2957,2244,34614,4948,19053,61837,50169,39616,30714,19370,9470,4021,239189
507,328,1062,2099,1999,1357,800,429,169,44,8292,37,32,22,30,46,27,16,7,9,219,18,96,315,418,339,233,126,67,23,1641,2195,1848,3642,3954,3489,2997,2616,2813,1543,25097,4386,12579,33668,35409,31361,22335,12080,7162,2745,161728,23,612,1567,1571,1322,961,548,153,45,6807,100,394,1307,1387,779,395,120,19,5,4500,347,2181,7673,7769,7519,5851,3726,1797,526,37393,159,823,2479,2101,1949,1438,978,595,167,10680,31,237,810,872,639,440,276,80,34,3415,180,1311,4745,4328,4032,2984,1613,767,263,20216,100,590,2621,3148,3346,3013,1576,659,183,15235,454,2210,7879,8198,6855,4587,2573,958,367,34070,409,1575,4701,4577,3937,3007,1533,467,115,20316,199,800,1747,1297,887,571,343,110,51,6004,325,1121,2823,2238,1844,1009,620,247,92,10318,49,45,58,38,54,80,85,61,20,494,25,127,422,507,462,325,167,94,38,2156,1899,2279,5394,4564,4265,3345,2864,2756,1895,29263,4295,14290,44225,42605,37883,28011,17017,8757,3783,200872
509,85,205,536,630,446,310,165,44,14,2430,15,3,10,13,6,12,6,0,0,83,5,10,57,82,92,79,63,19,10,424,794,596,1150,1464,1562,1455,1214,1087,471,9788,1622,2929,7864,9522,9879,8793,5114,2481,831,49020,0,49,165,256,196,188,142,39,8,1044,33,61,127,116,107,70,39,10,0,563,141,620,1637,1639,1860,1992,1476,590,153,10112,63,196,539,451,494,528,410,215,47,2942,120,252,718,834,789,648,380,166,41,3946,72,195,831,836,1057,1291,822,358,102,5561,26,144,675,920,1119,1271,718,272,65,5214,160,402,1218,1337,1402,1140,795,229,69,6747,119,270,792,954,975,1070,533,114,31,4850,37,78,193,200,211,212,162,49,9,1142,86,216,574,556,538,394,276,76,27,2740,21,14,12,11,15,30,36,33,12,184,4,19,76,100,136,110,68,38,9,566,929,730,1870,1870,2210,2358,2039,1404,656,14062,1802,3247,9430,10085,11109,11302,7884,3588,1227,59675
510,54,240,712,488,299,118,30,0,0,1949,4,12,11,7,11,3,3,0,0,51,7,33,113,151,109,55,15,4,0,481,1049,1784,4514,3858,2945,1556,440,145,40,16339,1456,4517,14211,11998,8945,4709,1038,244,54,47175,0,30,274,257,110,61,16,4,0,752,4,28,119,144,58,22,3,0,0,373,87,684,3944,3135,2364,1263,287,46,8,11812,24,143,792,609,454,319,80,27,0,2456,26,97,318,318,209,120,28,6,0,1124,16,118,881,759,614,493,126,14,3,3022,13,165,801,773,572,432,132,18,0,2896,89,354,1640,1375,893,523,96,14,3,4987,45,183,956,754,526,334,97,14,9,2917,19,50,246,178,98,70,21,0,0,684,44,174,742,549,373,166,46,7,0,2108,4,8,22,20,15,15,4,4,0,97,4,23,136,132,147,78,12,0,0,540,957,1145,3942,3123,2635,1653,578,177,51,14261,1334,3206,14817,12124,9069,5546,1532,327,81,48038
511,98,330,677,696,393,222,125,44,10,2596,9,9,12,13,12,4,9,0,0,65,7,25,78,92,97,57,29,8,6,398,1087,1070,2223,2158,2118,1571,1127,784,297,12430,1819,4072,10524,10671,9346,6520,3283,1501,439,48165,8,70,348,289,171,117,43,6,0,1056,20,52,129,113,66,48,13,0,0,443,143,832,2567,2315,2268,1828,970,337,70,11328,56,239,587,432,529,501,295,110,23,2768,58,125,327,393,352,259,152,64,14,1741,27,203,838,846,851,764,419,169,34,4152,15,180,809,924,946,732,324,112,23,4062,137,381,1369,1370,1187,829,360,134,27,5785,95,249,859,764,707,556,245,52,6,3539,28,73,222,181,137,86,55,22,5,809,97,272,699,567,508,291,165,55,10,2653,10,17,15,15,20,15,34,29,8,163,11,25,99,107,127,89,36,16,5,513,1037,925,2447,2174,2306,1988,1380,802,343,13407,1734,3655,11321,10491,10160,8095,4481,1910,564,52414
