SA4_CODE_2021,Uses_Engl_only_C11_M,Uses_Engl_only_C11_F,Uses_Engl_only_C11_P,Uses_Engl_only_C16_M,Uses_Engl_only_C16_F,Uses_Engl_only_C16_P,Uses_Engl_only_C21_M,Uses_Engl_only_C21_F,Uses_Engl_only_C21_P,UOL_Arabic_C11_M,UOL_Arabic_C11_F,UOL_Arabic_C11_P,UOL_Arabic_C16_M,UOL_Arabic_C16_F,UOL_Arabic_C16_P,UOL_Arabic_C21_M,UOL_Arabic_C21_F,UOL_Arabic_C21_P,UOL_Aus_In_La_C11_M,UOL_Aus_In_La_C11_F,UOL_Aus_In_La_C11_P,UOL_Aus_In_La_C16_M,UOL_Aus_In_La_C16_F,UOL_Aus_In_La_C16_P,UOL_Aus_In_La_C21_M,UOL_Aus_In_La_C21_F,UOL_Aus_In_La_C21_P,UOL_Bengali_C11_M,UOL_Bengali_C11_F,UOL_Bengali_C11_P,UOL_Bengali_C16_M,UOL_Bengali_C16_F,UOL_Bengali_C16_P,UOL_Bengali_C21_M,UOL_Bengali_C21_F,UOL_Bengali_C21_P,UOL_Canton_C11_M,UOL_Canton_C11_F,UOL_Canton_C11_P,UOL_Canton_C16_M,UOL_Canton_C16_F,UOL_Canton_C16_P,UOL_Canton_C21_M,UOL_Canton_C21_F,UOL_Canton_C21_P,UOL_Mandar_C11_M,UOL_Mandar_C11_F,UOL_Mandar_C11_P,UOL_Mandar_C16_M,UOL_Mandar_C16_F,UOL_Mandar_C16_P,UOL_Mandar_C21_M,UOL_Mandar_C21_F,UOL_Mandar_C21_P,UOL_CL_Oth_C11_M,UOL_CL_Oth_C11_F,UOL_CL_Oth_C11_P,UOL_CL_Oth_C16_M,UOL_CL_Oth_C16_F,UOL_CL_Oth_C16_P,UOL_CL_Oth_C21_M,UOL_CL_Oth_C21_F,UOL_CL_Oth_C21_P,UOL_CL_Tot_C11_M,UOL_CL_Tot_C11_F,UOL_CL_Tot_C11_P,UOL_CL_Tot_C16_M,UOL_CL_Tot_C16_F,UOL_CL_Tot_C16_P,UOL_CL_Tot_C21_M,UOL_CL_Tot_C21_F,UOL_CL_Tot_C21_P,UOL_Croatian_C11_M,UOL_Croatian_C11_F,UOL_Croatian_C11_P,UOL_Croatian_C16_M,UOL_Croatian_C16_F,UOL_Croatian_C16_P,UOL_Croatian_C21_M,UOL_Croatian_C21_F,UOL_Croatian_C21_P,UOL_Filipino_C11_M,UOL_Filipino_C11_F,UOL_Filipino_C11_P,UOL_Filipino_C16_M,UOL_Filipino_C16_F,UOL_Filipino_C16_P,UOL_Filipino_C21_M,UOL_Filipino_C21_F,UOL_Filipino_C21_P,UOL_French_C11_M,UOL_French_C11_F,UOL_French_C11_P,UOL_French_C16_M,UOL_French_C16_F,UOL_French_C16_P,UOL_French_C21_M,UOL_French_C21_F,UOL_French_C21_P,UOL_German_C11_M,UOL_German_C11_F,UOL_German_C11_P,UOL_German_C16_M,UOL_German_C16_F,UOL_German_C16_P,UOL_German_C21_M,UOL_German_C21_F,UOL_German_C21_P,UOL_Gre_C11_M,UOL_Gre_C11_F,UOL_Gre_C11_P,UOL_Gre_C16_M,UOL_Gre_C16_F,UOL_Gre_C16_P,UOL_Gre_C21_M,UOL_Gre_C21_F,UOL_Gre_C21_P,UOL_Gujarati_C11_M,UOL_Gujarati_C11_F,UOL_Gujarati_C11_P,UOL_Gujarati_C16_M,UOL_Gujarati_C16_F,UOL_Gujarati_C16_P,UOL_Gujarati_C21_M,UOL_Gujarati_C21_F,UOL_Gujarati_C21_P,UOL_Hindi_C11_M,UOL_Hindi_C11_F,UOL_Hindi_C11_P,UOL_Hindi_C16_M,UOL_Hindi_C16_F,UOL_Hindi_C16_P,UOL_Hindi_C21_M,UOL_Hindi_C21_F,UOL_Hindi_C21_P,UOL_Indon_C11_M,UOL_Indon_C11_F,UOL_Indon_C11_P,UOL_Indon_C16_M,UOL_Indon_C16_F,UOL_Indon_C16_P,UOL_Indon_C21_M,UOL_Indon_C21_F,UOL_Indon_C21_P,UOL_Italian_C11_M,UOL_Italian_C11_F,UOL_Italian_C11_P,UOL_Italian_C16_M,UOL_Italian_C16_F,UOL_Italian_C16_P,UOL_Italian_C21_M,UOL_Italian_C21_F,UOL_Italian_C21_P,UOL_Japanes_C11_M,UOL_Japanes_C11_F,UOL_Japanes_C11_P,UOL_Japanes_C16_M,UOL_Japanes_C16_F,UOL_Japanes_C16_P,UOL_Japanes_C21_M,UOL_Japanes_C21_F,UOL_Japanes_C21_P,UOL_Korean_C11_M,UOL_Korean_C11_F,UOL_Korean_C11_P,UOL_Korean_C16_M,UOL_Korean_C16_F,UOL_Korean_C16_P,UOL_Korean_C21_M,UOL_Korean_C21_F,UOL_Korean_C21_P,UOL_Mac_C11_M,UOL_Mac_C11_F,UOL_Mac_C11_P,UOL_Mac_C16_M,UOL_Mac_C16_F,UOL_Mac_C16_P,UOL_Mac_C21_M,UOL_Mac_C21_F,UOL_Mac_C21_P,UOL_Malayalam_C11_M,UOL_Malayalam_C11_F,UOL_Malayalam_C11_P,UOL_Malayalam_C16_M,UOL_Malayalam_C16_F,UOL_Malayalam_C16_P,UOL_Malayalam_C21_M,UOL_Malayalam_C21_F,UOL_Malayalam_C21_P,UOL_Nepali_C11_M,UOL_Nepali_C11_F,UOL_Nepali_C11_P,UOL_Nepali_C16_M,UOL_Nepali_C16_F,UOL_Nepali_C16_P,UOL_Nepali_C21_M,UOL_Nepali_C21_F,UOL_Nepali_C21_P,UOL_Pe_ex_Da_C11_M,UOL_Pe_ex_Da_C11_F
501,70144,71267,141405,74988,77011,151995,80567,83346,163920,68,59,124,70,72,146,106,96,206,40,30,68,29,31,60,107,137,249,21,18,36,33,30,59,22,27,51,71,81,154,74,90,158,88,93,185,145,140,283,302,379,678,338,505,842,19,26,48,14,21,36,12,26,37,230,246,483,390,488,877,434,624,1059,35,28,60,27,26,57,28,25,45,167,207,375,258,297,557,307,358,662,144,140,281,166,205,367,236,250,480,206,262,466,226,318,551,280,394,667,59,60,123,46,51,95,44,72,115,23,24,47,38,29,70,50,37,84,40,20,62,52,49,100,72,67,139,61,78,142,94,140,230,89,146,235,842,832,1676,768,764,1535,633,659,1283,62,66,129,96,123,226,78,126,206,124,41,169,163,103,266,112,115,229,75,55,130,51,47,98,38,37,84,13,6,23,78,66,143,134,119,251,4,5,8,22,26,49,43,46,83,19,17
502,36449,38198,74651,41130,43273,84396,45485,48827,94318,19,29,48,34,28,60,44,29,74,10,7,13,12,14,26,53,77,134,6,0,5,15,12,32,11,9,22,47,57,111,54,74,125,60,75,135,64,83,147,116,166,283,114,193,303,12,17,35,11,14,27,8,16,25,123,161,286,181,251,431,180,278,461,29,30,56,28,37,62,32,30,59,50,99,152,111,198,311,168,242,405,50,62,110,50,86,140,63,85,148,107,132,240,111,161,267,87,146,228,26,22,48,28,23,48,35,25,60,13,13,24,37,28,68,40,39,84,28,28,55,58,66,120,59,61,123,33,54,88,54,94,148,82,148,229,192,155,343,173,180,352,152,138,288,19,47,65,32,63,99,32,57,94,13,22,30,47,57,107,32,47,82,5,0,5,5,5,12,3,7,9,19,19,35,43,47,88,53,71,127,11,6,13,19,16,39,35,30,66,9,10
503,58158,59046,117202,60476,61031,121510,67967,68087,136054,370,253,626,365,254,622,349,313,665,15,31,40,27,20,47,47,47,97,164,124,293,150,129,276,153,140,296,921,1080,2000,888,1104,1989,909,1160,2076,1476,1754,3231,2508,2921,5423,2722,3436,6157,220,288,511,244,290,539,189,279,467,2614,3123,5732,3637,4310,7949,3825,4880,8703,126,137,260,115,144,263,118,144,264,89,129,214,102,151,245,115,176,285,581,630,1214,747,800,1546,679,710,1387,448,497,948,513,533,1041,417,461,882,483,547,1034,421,497,918,370,416,788,326,247,572,293,261,557,262,240,499,347,234,575,479,445,922,474,435,912,285,414,702,291,413,706,385,562,945,1462,1602,3062,1383,1611,2995,1195,1378,2574,365,475,843,520,636,1158,569,653,1220,316,317,637,509,559,1068,329,433,760,195,181,375,168,211,378,161,188,347,185,186,369,178,171,341,184,171,356,181,113,291,243,198,434,317,321,639,248,246
504,84882,85508,170393,91478,91442,182920,101083,101354,202437,867,803,1671,1053,973,2029,1276,1241,2520,63,66,131,80,71,149,172,226,397,99,64,158,130,104,240,131,112,245,965,1106,2070,1036,1225,2261,1012,1188,2206,890,1015,1911,1515,1850,3361,1563,1963,3523,201,200,406,187,198,385,183,192,371,2057,2330,4384,2734,3276,6010,2755,3348,6107,418,466,890,403,439,842,345,387,737,288,314,609,585,676,1264,794,930,1723,392,463,848,459,531,992,525,602,1132,365,429,796,420,434,855,362,418,782,360,333,690,307,308,621,317,301,624,277,213,489,552,497,1047,873,796,1664,331,250,580,818,715,1532,817,797,1614,168,232,403,239,373,610,270,421,689,2165,2210,4376,1940,2052,3986,1571,1800,3371,143,245,392,219,338,552,218,371,590,93,92,184,165,192,357,189,223,416,257,279,533,281,281,565,284,312,598,136,107,245,318,334,647,403,387,788,59,45,109,172,170,336,294,297,586,211,172
505,184580,189863,374445,197010,201301,398314,213998,220381,434382,2201,2077,4283,2565,2377,4941,2657,2619,5276,69,61,131,56,72,129,161,202,370,130,105,240,194,176,365,198,192,391,1700,1914,3613,1864,2081,3940,1802,2194,3996,1729,1996,3724,3189,3892,7086,3455,4358,7814,387,492,879,309,390,697,295,408,706,3826,4399,8217,5362,6364,11726,5550,6967,12511,708,791,1501,686,783,1465,608,746,1356,385,516,900,589,780,1365,651,915,1564,880,978,1858,1076,1226,2300,1054,1202,2255,1025,1218,2247,1078,1234,2314,1016,1202,2218,1116,1200,2318,967,1056,2027,886,993,1879,1340,1262,2605,2018,1872,3893,2694,2587,5282,568,464,1027,1242,1087,2327,1249,1149,2394,384,590,975,471,705,1176,534,863,1403,4450,4923,9377,4270,4637,8908,3741,4237,7984,410,634,1043,561,846,1409,609,915,1529,165,223,385,321,388,712,342,444,784,2220,2246,4463,2168,2213,4388,2225,2276,4499,207,198,404,431,429,864,495,471,963,59,48,110,196,162,364,359,322,685,650,651
506,159927,161775,321698,164791,164234,329026,175286,175081,350367,2194,1926,4114,2619,2297,4919,2975,2708,5678,129,124,257,141,148,288,287,320,602,467,430,900,879,827,1705,1107,1081,2192,3217,3514,6735,3467,3812,7285,3489,3935,7418,6022,6676,12702,10295,11199,21490,10616,12206,22823,906,924,1831,894,961,1851,731,819,1547,10152,11114,21267,14655,15972,30626,14835,16953,31791,241,261,501,208,242,456,185,196,381,615,778,1391,1371,1561,2933,1628,1997,3632,872,845,1722,1001,1040,2045,876,971,1849,704,750,1454,656,762,1413,586,690,1271,272,265,536,261,253,517,245,243,493,438,352,784,559,541,1100,783,776,1562,1013,769,1784,2164,1826,3989,2549,2236,4785,1987,2172,4162,2311,2788,5095,2448,3009,5460,2338,2595,4930,2139,2402,4537,1713,1964,3686,379,578,954,449,736,1185,499,773,1273,787,783,1567,1592,1518,3114,1509,1602,3108,58,54,117,74,56,127,78,67,143,675,650,1328,2002,1908,3910,2769,2701,5464,180,156,332,665,592,1257,1237,1125,2362,702,641
507,141451,145859,287311,154176,158494,312661,171403,177065,348470,474,391,870,612,550,1163,646,638,1287,43,53,95,49,55,104,177,200,378,104,102,207,222,227,454,263,258,524,1314,1637,2949,1465,1765,3230,1524,1817,3341,2345,2697,5039,3672,4339,8014,4049,4959,9000,315,356,672,341,372,714,303,361,665,3979,4692,8670,5478,6477,11956,5878,7132,13011,1146,1249,2398,1050,1140,2192,984,1121,2104,458,492,951,920,1015,1935,1148,1341,2486,553,584,1140,755,792,1545,823,921,1740,660,821,1485,744,916,1658,809,1006,1815,183,201,385,206,206,410,169,191,363,118,103,225,279,238,517,351,337,688,337,288,621,659,612,1270,762,745,1508,975,1170,2144,1040,1330,2373,1251,1649,2901,3049,3297,6346,2838,3151,5985,2493,2798,5283,314,439,759,422,581,1001,405,601,1007,376,392,769,649,633,1278,700,728,1436,71,82,157,69,92,162,59,82,141,173,179,352,521,495,1016,626,625,1248,30,30,55,138,131,266,202,236,434,333,316
509,58902,57805,116707,58502,57101,115601,58721,57872,116589,28,16,46,26,23,53,30,26,56,63,58,118,64,45,113,122,109,231,9,11,21,8,11,12,9,13,23,44,41,79,53,38,87,46,53,106,118,136,257,197,227,422,137,206,347,73,15,90,50,7,55,8,6,15,231,192,425,297,274,566,190,268,463,24,23,45,24,26,50,20,13,36,171,190,364,307,309,623,292,327,622,55,78,137,82,89,173,102,93,198,190,251,439,210,275,480,158,270,428,32,22,53,26,17,45,29,29,57,3,3,4,6,9,10,10,19,26,8,9,16,22,24,48,29,20,53,54,60,111,58,75,135,54,89,149,318,298,608,244,248,493,211,204,415,30,40,74,24,35,65,19,36,59,19,16,34,11,13,23,12,23,30,4,7,13,12,7,15,17,9,26,21,16,37,77,80,160,70,84,155,3,3,5,9,14,22,18,22,38,25,17
510,37309,28190,65499,36703,28341,65041,31360,27939,59297,81,31,106,79,34,112,68,40,115,3205,3414,6616,3413,3640,7052,3390,3605,6994,11,7,20,46,31,74,35,20,52,104,70,172,80,67,141,48,87,134,344,112,455,302,241,539,213,248,462,18,6,26,19,8,26,14,9,21,461,190,650,393,316,709,276,340,617,64,28,87,40,24,64,26,31,50,177,163,340,327,279,602,295,278,571,97,70,165,139,102,242,161,143,306,138,128,264,159,138,300,107,132,243,43,20,69,35,23,58,43,27,67,28,17,45,56,39,102,72,60,132,92,59,150,125,66,193,105,76,181,100,79,181,126,132,251,104,127,230,148,75,223,128,77,203,115,93,201,35,55,87,45,56,102,22,40,64,71,54,125,80,47,132,32,27,56,41,30,70,44,26,67,23,15,45,24,19,44,89,71,155,72,46,111,8,7,11,22,15,37,38,29,72,4,3
511,52323,48678,101000,49213,46241,95454,47559,45067,92630,42,23,60,54,32,84,75,40,114,975,1113,2092,1085,1158,2247,952,1063,2019,15,6,19,23,22,44,23,16,38,46,44,88,49,47,95,39,41,78,126,100,221,234,210,449,216,226,445,23,15,37,11,12,23,10,8,19,184,161,354,296,265,566,269,279,545,84,52,128,49,49,98,40,46,83,148,218,367,194,282,475,243,293,532,81,86,169,95,102,203,100,111,208,135,183,318,167,217,388,136,180,320,34,24,59,36,26,58,41,24,58,18,7,23,36,32,72,47,34,85,82,56,143,125,107,225,101,97,192,76,92,164,75,90,165,75,110,186,242,222,467,175,193,365,148,169,312,29,35,66,21,35,59,27,29,59,22,15,35,25,14,38,29,33,60,19,20,38,22,16,38,11,6,21,46,27,76,108,100,210,126,106,229,9,8,13,21,8,31,28,23,54,14,0
