SA4_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
501,43,0,19,0,5,65,39,0,15,0,3,60,334,16,130,14,29,517,298,18,242,16,41,616,241,20,186,13,29,490,509,46,480,25,41,1111,877,133,1040,64,82,2205,425,111,760,54,59,1406,50,19,97,7,5,172,15,5,19,0,4,42,8,0,8,0,6,19,0,0,10,3,0,14,5,0,0,0,0,4,16,0,9,4,0,32,93,10,75,6,9,192,2948,384,3081,203,307,6933,19,0,14,0,4,38,18,0,9,0,0,34,126,7,44,5,10,189,273,14,108,13,21,436,184,21,124,10,20,364,313,21,253,14,31,629,795,73,715,56,78,1711,904,190,1321,104,153,2672,177,64,295,36,32,603,28,10,41,7,6,95,6,4,6,4,0,17,6,0,5,0,0,6,4,0,0,0,0,8,4,0,7,0,0,11,77,9,71,10,17,183,2938,419,3013,252,377,6997,23,4,11,3,0,48,8,0
502,20,0,8,0,0,23,14,0,0,0,0,18,135,0,28,3,8,169,198,8,51,4,14,280,132,9,92,8,12,256,340,26,269,17,37,690,520,88,677,54,71,1409,288,80,473,34,66,951,35,21,59,11,17,137,11,3,16,6,7,36,4,0,4,0,0,8,4,0,4,0,0,3,4,0,0,0,0,4,11,7,11,0,3,24,40,4,25,0,3,74,1757,246,1709,139,224,4075,12,0,0,0,0,12,7,0,0,0,0,5,46,0,8,0,3,62,107,6,17,0,8,135,108,4,27,4,6,145,200,0,107,7,17,330,528,43,435,42,52,1110,551,129,811,87,89,1672,129,38,150,32,26,370,38,15,27,5,10,100,7,3,11,0,3,26,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,8,40,3,15,3,9,76,1786,245,1618,196,223,4068,8,0,4,0,0,18,13,0
503,26,0,3,5,0,33,18,0,5,3,0,23,150,3,22,4,7,185,133,6,62,7,4,217,177,11,87,4,4,281,507,15,197,11,5,728,1018,14,337,16,9,1397,1457,38,446,26,34,2005,1064,30,375,48,34,1557,462,27,273,37,17,819,209,25,232,22,18,509,117,24,160,35,11,341,63,21,102,23,3,218,167,72,373,76,18,714,113,8,55,16,10,199,5680,296,2745,317,185,9227,8,0,9,0,0,19,7,0,0,0,3,4,74,0,20,0,6,103,135,5,18,6,4,157,102,0,32,8,0,142,372,3,150,9,3,533,940,15,351,18,10,1344,1744,24,474,26,28,2293,1515,34,498,40,36,2124,731,29,406,51,28,1248,304,34,295,24,16,676,161,29,269,51,17,527,70,30,169,25,13,310,166,102,381,95,31,770,95,10,58,15,7,189,6418,321,3127,365,199,10428,14,0,4,0,0,19,9,0
504,27,0,8,0,0,38,26,0,11,0,0,39,263,10,62,8,17,361,209,26,95,10,21,360,143,18,117,7,27,309,370,24,265,21,32,705,1085,85,888,61,102,2223,1108,209,1290,131,164,2891,211,74,303,49,50,686,59,8,74,8,19,165,14,7,25,3,0,52,4,0,13,3,0,18,0,0,0,0,0,4,10,0,12,0,6,33,85,15,80,13,13,208,3611,480,3239,314,450,8103,15,0,8,0,0,24,27,0,4,0,0,34,86,3,25,0,10,123,231,9,65,7,21,330,117,16,55,7,8,215,232,19,151,12,33,444,755,45,590,35,61,1489,1650,216,1642,161,201,3872,658,167,724,104,127,1787,149,31,178,41,38,439,41,6,41,4,15,105,9,4,9,3,6,36,9,4,8,0,0,22,16,0,10,0,4,23,94,18,80,10,16,225,4080,551,3603,398,536,9165,22,0,8,0,0,27,10,0
505,45,0,25,0,4,79,43,0,18,0,0,65,447,9,101,17,31,601,325,31,149,19,32,549,273,25,156,11,28,486,578,48,449,41,62,1186,2188,214,1770,123,138,4436,3161,481,3439,290,366,7734,729,260,1173,158,140,2464,217,107,465,67,52,910,106,38,201,31,24,398,53,21,91,23,14,210,27,20,62,7,3,130,37,29,102,13,8,193,189,24,169,12,37,431,8416,1316,8369,819,936,19859,37,0,3,5,0,43,23,0,7,0,0,30,167,8,36,7,16,229,398,19,81,7,26,542,203,23,90,12,20,350,344,25,229,20,46,665,1636,108,1148,84,107,3079,4181,499,3697,297,331,9002,1743,368,1955,285,259,4605,495,176,766,131,106,1680,190,86,359,99,47,774,92,44,165,50,20,373,43,28,69,18,9,169,45,30,101,18,10,204,218,28,129,22,22,417,9809,1434,8843,1051,1028,22173,26,0,11,0,5,43,21,0
506,70,8,21,8,11,115,58,0,29,8,0,94,521,23,168,16,31,764,352,36,199,25,48,661,355,29,220,18,59,673,718,76,501,40,72,1407,2307,239,2257,145,189,5137,2660,435,2569,256,289,6221,706,149,827,117,116,1905,215,37,182,31,22,499,55,13,81,12,11,175,54,8,55,14,5,133,28,4,30,6,0,67,72,10,63,9,10,156,212,26,151,25,23,443,8394,1088,7343,732,899,18456,31,0,12,0,9,53,38,0,18,0,3,62,194,10,83,8,15,307,437,25,156,13,22,656,265,21,136,15,25,461,515,58,295,18,48,931,1865,153,1647,92,140,3896,3831,506,3984,331,339,8997,1600,363,1642,222,238,4065,341,91,399,72,82,985,122,25,117,33,22,327,64,17,58,17,14,166,35,8,32,8,5,91,58,8,60,10,11,145,227,28,182,17,27,491,9626,1317,8823,870,999,21635,17,4,10,5,0,33,33,0
507,36,3,12,0,4,54,34,5,17,0,0,60,380,17,109,6,16,521,358,24,141,8,26,553,316,24,233,16,41,625,635,49,506,29,74,1287,1507,211,1583,105,161,3561,1944,324,2230,203,230,4932,494,142,724,110,78,1543,166,50,209,50,22,494,67,23,108,17,21,227,51,13,70,13,7,154,19,9,29,11,5,74,45,28,95,22,12,197,164,20,117,11,25,337,6212,923,6170,600,727,14627,28,5,6,0,0,35,26,0,7,0,0,32,127,7,40,6,4,174,344,10,79,14,30,469,191,13,76,7,22,313,421,24,344,20,40,857,1198,97,878,48,111,2327,2840,363,2840,258,312,6614,1141,296,1419,207,191,3242,370,94,448,86,72,1068,116,49,192,49,35,445,72,21,91,22,17,223,34,13,66,20,10,131,53,22,111,19,15,217,159,28,102,12,29,332,7112,1024,6706,771,880,16481,15,3,8,0,3,27,16,0
509,116,10,94,13,22,253,91,8,52,6,0,157,436,36,330,20,32,845,372,44,379,35,33,866,207,31,204,5,13,463,289,32,346,16,30,716,274,61,411,31,34,809,109,47,209,16,30,411,15,9,36,3,5,65,4,0,7,0,0,15,0,0,4,0,0,5,0,0,0,0,0,3,5,0,0,0,0,4,8,0,0,0,0,11,157,16,132,8,14,329,2076,283,2217,155,215,4947,66,7,46,0,7,125,47,0,41,3,3,95,232,10,141,14,13,413,325,22,201,6,27,585,205,27,202,9,16,456,294,39,303,18,40,701,436,63,456,32,48,1034,287,72,418,34,43,846,52,17,77,10,14,170,3,0,13,0,0,21,0,0,4,0,0,3,5,0,4,0,0,8,0,0,0,0,0,4,10,0,4,0,6,14,110,12,127,13,10,270,2077,274,2021,146,227,4749,38,0,24,7,4,80,30,0
510,821,128,1494,57,154,2653,165,22,190,13,19,412,534,48,644,25,76,1329,257,41,306,23,36,662,117,13,104,5,18,250,82,10,118,0,16,222,112,14,120,13,20,275,115,10,94,8,14,238,107,8,96,10,16,231,88,8,83,6,10,203,84,10,58,4,0,153,42,0,41,4,4,95,43,0,19,0,5,68,344,28,291,18,45,733,344,39,430,27,40,881,3254,396,4080,212,469,8405,700,116,1122,61,104,2106,154,19,239,11,24,453,390,73,695,39,70,1259,270,50,390,18,46,772,193,20,210,10,17,451,248,38,249,19,17,580,317,34,293,25,28,700,463,34,339,22,28,886,325,31,278,24,30,686,176,25,181,8,19,407,115,14,150,11,8,294,67,10,102,10,8,193,26,7,51,10,4,91,62,7,91,9,7,181,321,59,383,35,50,846,3823,540,4768,314,460,9905,643,135,925,51,105,1860,134,26
511,137,7,185,4,26,359,70,7,81,0,7,176,363,35,281,15,36,729,400,46,340,23,38,846,231,26,226,5,28,517,360,36,375,21,32,828,471,54,520,36,52,1132,360,58,552,33,59,1065,106,27,160,10,13,309,29,10,49,5,10,102,12,0,16,0,0,29,3,0,7,3,0,9,0,0,4,0,0,3,17,0,6,0,0,24,135,14,171,13,16,345,2688,321,2970,171,318,6471,106,12,134,3,16,273,37,4,27,0,0,70,151,20,135,5,22,333,318,24,205,18,24,594,246,18,176,5,17,469,353,39,343,22,32,792,681,75,618,35,62,1463,450,89,568,49,71,1234,140,43,195,22,22,421,33,7,70,3,3,124,16,0,10,4,0,35,4,0,3,0,0,11,3,0,0,0,0,5,3,0,5,0,0,13,120,10,141,6,19,298,2656,348,2645,178,298,6124,117,15,90,3,13,236,46,3
