SA4_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
501,1668,47026,0,0,0,0,0,0,46,3,0,0,0,50,583,79,19,11,0,689,693,244,117,31,14,1105,126,49,75,26,12,287,20,4,3,0,0,29,1469,379,217,60,30,2159,0,0,0,0,0,0,14,0,0,0,0,20,123,25,7,3,0,154,65,21,15,3,0,113,10,3,0,7,6,23,0,0,0,0,0,0,224,52,21,12,5,312,24,3,6,0,0,35,78,0,0,0,0,83,95,10,4,4,0,108,24,13,8,3,0,49,16,7,7,8,3,40,6,0,0,0,0,15,247,31,25,13,10,322,53,20,16,7,6,92,24804,9490,9760,4155,1713,49914
502,1026,26674,5,0,0,0,0,5,28,5,0,0,0,35,590,42,12,6,0,647,861,181,79,16,11,1149,58,26,19,14,4,110,24,8,0,0,0,35,1566,255,112,31,13,1973,0,0,0,0,0,0,9,0,0,0,0,11,150,18,8,0,0,176,224,49,20,0,0,285,14,6,3,0,0,22,3,3,0,0,0,6,400,71,30,4,0,506,7,0,4,0,0,9,48,0,0,0,0,56,43,0,0,0,0,46,8,5,0,4,0,14,3,0,3,0,0,9,0,0,0,0,0,0,119,6,10,0,6,132,16,6,0,0,0,21,15313,5536,5209,2202,1042,29308
503,720,27810,3,0,0,0,0,7,172,8,0,0,0,186,1303,314,110,15,0,1745,1729,921,645,136,17,3442,262,173,236,102,29,793,10,3,4,0,0,22,3479,1417,991,248,50,6191,90,4,0,0,0,93,1767,139,22,3,0,1937,4768,1320,506,77,15,6687,1233,475,292,71,11,2084,51,34,22,9,4,116,43,11,5,4,0,67,7959,1982,840,163,27,10973,0,0,0,0,0,0,5,0,0,0,0,5,13,3,3,0,0,19,0,4,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,19,8,8,0,0,38,19,7,5,0,0,29,22412,8867,9475,3486,798,45033
504,3251,65980,3,0,0,0,0,6,95,10,3,0,0,108,1084,231,92,11,5,1423,1700,869,526,116,47,3263,158,139,160,70,45,580,33,7,0,4,0,43,3073,1257,783,207,99,5422,0,0,0,0,0,0,145,21,3,0,0,173,654,175,61,5,0,894,147,66,31,7,0,260,13,3,4,4,0,25,19,4,0,0,0,21,975,263,106,21,5,1377,8,0,0,0,3,13,27,0,0,0,0,28,25,3,0,0,0,26,5,7,0,0,0,10,0,6,4,0,0,13,4,0,0,0,0,4,73,17,5,0,6,98,26,24,13,0,0,64,30360,16706,16169,6345,3363,72943
505,5439,133170,13,4,0,0,0,14,209,16,15,0,0,242,3193,673,226,33,11,4124,6835,3260,2110,468,156,12827,687,489,547,212,89,2023,117,33,16,10,6,185,11048,4467,2911,729,261,19422,3,0,0,0,0,3,356,33,0,4,0,394,1365,328,117,18,4,1824,429,157,75,21,8,690,25,10,19,12,5,76,21,0,9,0,0,28,2199,536,218,47,18,3014,11,4,0,0,0,12,38,0,0,0,0,38,30,4,3,0,0,38,8,4,6,0,0,23,11,6,0,0,0,17,3,0,0,0,0,3,96,14,11,8,0,127,38,10,10,4,0,57,64298,34680,37304,13783,5726,155787
506,6436,117426,3,0,0,0,0,3,249,19,0,3,0,267,2370,525,210,31,8,3157,4185,2098,1424,457,152,8315,452,371,388,160,117,1490,87,24,16,5,4,133,7346,3031,2038,659,293,13362,9,0,0,0,0,4,572,67,12,0,0,648,1819,466,175,25,3,2484,756,337,239,56,10,1403,59,45,59,19,16,200,24,6,8,0,0,37,3234,923,485,97,36,4781,7,5,0,0,0,15,48,5,0,0,0,51,92,5,6,0,0,99,43,13,12,0,0,63,25,9,5,7,8,55,7,0,0,0,0,8,225,28,19,7,7,289,61,22,11,9,0,112,55001,30192,31183,12820,6776,135972
507,4240,104675,3,0,0,0,0,4,166,11,0,0,0,178,1991,358,115,18,6,2491,2896,1297,850,164,42,5253,418,291,355,154,43,1266,52,13,10,0,0,74,5526,1974,1331,335,92,9256,7,0,0,0,0,5,415,31,3,0,0,449,1739,363,103,10,0,2210,589,174,92,20,3,876,58,27,22,7,6,119,15,3,4,3,0,25,2817,590,228,47,8,3689,9,0,0,0,0,16,72,5,4,0,0,75,97,9,0,0,0,106,26,5,5,0,0,27,12,0,7,3,0,17,6,0,0,0,0,6,223,11,10,4,0,252,54,17,11,11,3,93,49663,26228,27222,10510,4340,117964
509,1418,33556,0,0,0,0,0,0,30,6,0,0,0,37,244,51,12,8,0,311,174,58,33,11,6,279,45,21,31,13,10,125,15,0,0,0,0,13,505,131,79,29,15,761,0,0,0,0,0,0,4,0,0,0,0,6,15,0,0,0,0,20,19,3,0,0,0,18,11,0,3,3,0,19,0,0,0,0,0,0,46,9,6,3,5,66,19,0,0,0,0,15,40,0,0,0,0,42,45,6,0,0,0,62,42,7,3,0,0,52,19,8,6,0,0,36,9,0,0,0,0,8,166,23,13,7,4,213,78,22,18,3,9,132,18619,6090,5724,2849,1444,34723
510,1327,14871,0,0,0,0,0,4,96,10,10,0,3,120,356,110,59,11,12,555,295,202,135,68,24,721,40,38,45,33,32,187,16,10,4,6,0,34,807,371,256,113,65,1617,0,0,0,0,0,0,90,12,4,0,0,100,155,52,27,7,4,241,51,23,13,5,0,90,0,0,3,0,0,6,4,0,0,0,0,5,301,82,43,11,7,448,52,7,8,4,0,67,146,12,0,0,0,157,43,16,4,5,0,63,31,13,10,4,0,59,32,9,5,14,9,64,21,0,4,3,0,21,313,55,40,24,7,434,99,24,17,14,8,169,6421,3630,4021,2055,1416,17542
511,1223,25181,0,0,0,0,0,0,45,3,0,0,0,55,438,103,52,12,13,611,427,190,116,40,19,798,116,40,50,22,7,241,22,3,0,4,0,36,1055,346,232,73,38,1742,4,0,0,0,0,4,28,5,0,0,0,39,57,14,3,4,0,81,38,17,7,0,0,62,3,0,4,0,0,8,4,0,0,0,0,7,134,35,18,4,0,192,55,4,3,0,6,70,138,5,0,3,0,149,53,9,4,0,0,70,39,18,7,7,6,78,42,15,11,7,7,80,9,0,0,0,0,12,337,52,32,17,16,455,104,25,29,24,10,189,13326,5475,5240,2423,1284,27754
