SA4_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
501,29,1643,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,52,75,17,5,0,0,97,5,0,3,0,0,9,5,0,0,0,0,5,145,21,3,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,8,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,15,0,0,10,0,0,0,0,0,0,20,3,15,0,0,30,8,0,0,0,0,10,1487,265,88,17,29,1882
502,0,817,0,0,0,0,0,0,5,0,0,0,0,5,35,0,0,0,0,32,53,4,0,0,0,56,4,0,0,0,0,8,0,0,0,0,0,0,99,6,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,15,10,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,802,114,25,11,0,957
503,14,1336,0,0,0,0,0,0,9,0,0,0,0,9,219,16,4,0,0,234,226,203,17,4,0,445,21,12,26,8,6,73,10,4,0,0,0,12,484,233,46,11,6,779,9,0,0,0,0,9,109,6,0,0,0,115,1329,90,15,0,3,1437,169,191,30,4,0,392,3,0,8,0,0,16,28,9,0,0,0,33,1648,293,49,9,3,2002,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,11,4,5,0,0,15,0,0,0,0,0,0,2739,953,344,65,24,4130
504,28,2446,0,0,0,0,0,0,8,0,0,0,0,8,187,12,0,0,0,198,218,60,14,0,0,292,27,17,9,0,3,52,9,10,3,0,0,25,446,93,24,6,3,564,0,0,0,0,0,0,9,0,0,0,0,14,137,3,0,0,0,139,33,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,185,17,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,6,2462,539,146,61,29,3232
505,37,4034,0,0,0,0,0,0,21,4,0,0,0,23,450,26,0,0,0,480,792,276,40,0,0,1106,58,56,50,16,11,191,20,5,3,0,0,29,1341,366,89,26,15,1835,0,0,0,0,0,0,24,0,0,0,0,24,273,16,0,0,0,294,46,25,0,0,0,68,4,0,4,0,0,8,10,0,0,0,0,10,348,38,4,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,15,0,0,0,0,0,5,4577,1199,363,96,51,6281
506,93,5363,0,0,0,0,0,0,23,0,0,0,0,28,382,35,0,0,0,413,630,285,32,9,0,960,74,104,93,42,31,346,28,7,5,0,0,39,1140,420,140,49,31,1783,0,0,0,0,0,0,27,0,0,0,0,30,430,34,4,0,0,474,92,53,8,0,0,157,6,3,5,0,0,19,10,0,0,0,0,10,563,102,25,0,0,692,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,7,6,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,18,7,0,0,0,25,0,3,3,0,0,10,5155,1687,642,253,126,7864
507,36,3778,0,0,0,0,0,0,17,0,0,0,0,16,270,8,0,0,0,280,277,94,13,0,0,379,34,36,19,3,0,86,4,0,0,0,0,10,603,134,26,3,0,766,0,0,0,0,0,0,26,0,0,0,0,27,284,17,0,0,0,304,42,23,0,0,0,62,4,5,0,0,0,8,7,0,0,0,0,8,355,43,5,0,0,403,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,16,3,0,0,0,13,9,0,0,0,0,6,3629,937,294,89,31,4982
509,3,1112,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,27,16,3,0,0,0,18,3,0,0,0,0,3,6,0,0,0,3,7,46,5,6,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,5,0,0,0,0,5,997,145,42,10,10,1194
510,11,597,0,0,0,0,0,0,3,0,0,0,0,3,41,8,0,0,0,43,66,8,3,0,0,74,3,3,0,0,0,14,7,0,0,0,0,5,115,14,8,0,0,139,0,0,0,0,0,0,5,0,0,0,0,5,35,0,0,0,0,30,14,0,4,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,52,6,5,0,0,63,0,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,5,5,4,0,0,0,4,5,5,0,0,4,15,7,0,0,0,0,7,27,14,0,0,6,37,13,0,0,0,0,18,623,159,43,15,17,850
511,8,982,3,0,0,0,0,0,6,0,0,0,0,6,66,3,0,0,0,70,65,12,0,0,0,80,9,0,3,0,0,10,4,0,0,0,0,0,144,18,4,6,0,171,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,18,9,0,0,0,0,8,0,5,0,0,0,5,0,0,0,0,0,0,17,6,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,12,0,0,0,0,0,4,0,4,0,0,0,7,3,0,0,0,0,5,22,7,0,0,0,29,4,4,0,0,3,13,981,172,34,17,9,1220
