SA4_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
501,833,4,3,0,8,8,24,76,61,30,39,45,34,327,0,0,0,0,3,5,33,40,26,44,50,39,242,19,10,24,61,93,228,271,88,44,43,22,147,1056,0,0,0,0,0,5,12,3,9,6,3,2263,2295,57,16,45,143,216,994,3297,2889,2548,3443,2830,3560,20035,8,0,5,36,78,451,682,367,125,126,70,270,2216,0,7,72,299,344,669,428,83,56,33,22,167,2177,5,0,4,27,28,59,52,31,19,11,9,39,283,9,3,52,104,33,47,26,11,3,3,0,27,317,69,30,164,567,291,607,369,107,45,23,21,231,2531,3,0,0,4,0,4,0,0,0,0,0,49,63,94,38,299,1032,776,1838,1559,603,242,203,125,792,7592,524,253,617,2322,3675,6453,9298,6091,4555,5663,4500,6383,50333
502,515,4,0,0,0,11,17,50,54,18,27,35,23,250,0,0,0,0,0,5,9,18,18,24,30,26,117,23,6,17,63,76,188,206,53,33,36,29,88,817,0,0,0,0,0,3,6,7,4,0,6,1605,1626,32,5,22,99,135,562,1517,1337,1143,1783,1790,2213,10656,0,5,3,22,44,209,411,214,98,105,67,128,1298,0,6,43,203,196,374,223,59,34,20,19,96,1261,0,0,6,18,16,19,29,33,3,8,8,24,169,13,4,44,115,40,48,22,6,8,3,4,22,334,66,18,108,432,218,476,309,73,44,23,21,164,1948,0,0,0,3,0,6,4,0,0,0,0,47,57,84,35,204,778,511,1136,997,378,184,155,116,477,5062,412,165,405,1614,2730,4317,4937,2973,2170,2955,2808,4095,29584
503,807,4,0,3,0,3,8,23,9,9,14,50,9,136,0,0,0,0,0,0,10,7,10,11,58,14,111,39,8,34,56,30,95,138,104,68,81,161,60,873,0,0,0,4,0,0,3,3,3,4,15,977,1010,55,20,50,111,106,405,1207,1271,1159,2623,10527,1763,19293,6,4,0,8,23,152,452,348,124,199,454,178,1945,7,5,24,118,84,276,313,135,44,56,96,80,1236,0,0,0,9,12,27,28,15,7,8,12,20,124,17,3,23,36,18,26,18,11,6,5,12,10,183,111,25,87,145,98,259,258,93,61,54,69,116,1383,0,0,0,4,0,0,0,0,0,0,5,21,35,135,41,142,323,233,745,1066,605,241,320,639,424,4905,498,177,333,889,1053,2868,5446,4099,3291,5734,16616,3655,44661
504,1598,7,0,3,5,15,34,110,79,44,55,73,58,476,0,0,0,0,0,4,33,33,40,54,57,67,298,69,9,46,154,165,396,496,243,124,110,86,212,2110,3,0,0,6,6,14,20,11,4,12,9,2994,3077,98,17,100,298,384,1741,5529,4950,4249,6101,6221,4559,34242,4,0,11,54,99,632,1343,801,354,346,211,359,4210,10,11,87,322,342,796,636,227,106,70,35,184,2830,4,0,8,36,25,76,93,44,20,20,8,75,419,25,11,81,160,70,88,57,22,14,17,4,32,576,177,54,257,703,421,926,701,205,118,75,48,314,3987,8,0,5,3,0,9,9,0,0,0,0,81,118,227,72,451,1277,969,2523,2839,1305,612,528,304,1036,12137,853,282,779,2632,3918,7767,13237,9728,7476,9985,9093,7985,73739
505,3311,4,0,5,15,23,84,217,147,79,99,131,109,912,0,0,5,0,0,8,68,72,98,131,165,151,704,192,32,121,274,300,738,1046,512,282,312,209,371,4390,5,0,0,9,0,25,35,23,18,14,24,5890,6035,246,55,213,576,755,3077,9944,9245,8624,14278,18923,9361,75306,10,3,17,82,155,1170,2611,1582,648,758,601,794,8425,6,31,192,687,709,1604,1441,530,191,174,113,443,6117,7,4,18,66,52,120,157,79,51,45,27,112,726,55,15,135,322,108,169,125,46,27,11,18,80,1098,295,77,448,1347,727,1779,1363,454,231,153,122,566,7551,3,0,3,9,6,11,8,10,0,0,3,145,203,375,130,805,2502,1760,4861,5695,2693,1148,1133,874,2130,24122,1767,609,1617,5382,7448,15773,26062,18867,15122,22276,26120,16109,157153
506,3395,5,3,9,29,23,115,214,149,61,95,94,93,887,3,0,0,0,4,14,57,56,64,121,110,105,548,198,51,127,321,322,765,1064,436,250,282,218,334,4361,4,0,0,9,7,28,42,21,9,18,25,5100,5258,247,69,225,695,838,3793,11023,9379,7684,11360,12641,7729,65678,11,5,21,78,140,1104,2090,1226,505,605,428,550,6757,9,20,157,558,552,1242,1117,362,169,138,74,304,4701,13,3,18,56,54,91,125,59,32,31,16,117,614,46,12,157,286,142,178,158,28,15,13,8,81,1136,346,72,459,1339,744,1625,1234,442,213,135,110,617,7340,3,0,5,6,0,4,19,4,0,0,0,181,235,417,109,815,2327,1637,4248,4734,2125,936,918,641,1856,20778,1896,582,1594,5002,7055,14737,25382,17870,13256,17849,18103,13592,136922
507,2317,8,0,5,6,18,58,170,144,72,109,139,80,812,4,0,0,0,3,7,34,60,54,102,113,77,463,99,25,68,182,210,546,727,366,209,220,188,261,3106,4,0,0,0,0,7,36,18,6,12,9,5058,5158,140,43,116,346,490,2015,7067,7073,6491,10531,13755,7467,55548,10,3,16,63,118,896,1954,1139,484,572,474,590,6316,13,27,131,551,588,1294,1073,337,147,127,91,311,4705,3,4,13,57,46,99,138,63,26,36,25,112,628,40,18,123,256,113,124,108,28,22,15,6,55,904,244,65,419,1240,607,1441,1052,355,179,122,93,515,6338,3,0,8,11,0,17,3,4,0,0,8,132,188,315,118,716,2181,1475,3871,4337,1923,859,879,693,1715,19086,1293,515,1299,4233,5846,11673,19227,14218,11310,16815,19515,12938,118885
509,545,0,0,0,5,5,28,54,29,18,23,21,20,203,0,0,0,0,0,3,31,31,19,23,21,23,157,25,5,15,57,65,161,200,62,31,25,24,101,770,0,0,0,4,5,0,13,10,5,0,0,1211,1246,50,17,42,145,202,805,2477,1811,1514,1839,1515,2450,12872,4,0,9,25,49,252,396,171,67,74,40,142,1236,3,10,33,197,170,304,249,66,28,16,8,120,1200,0,0,5,26,14,42,30,10,4,4,10,24,164,5,3,36,76,27,33,18,4,0,0,0,11,222,38,15,117,395,201,438,264,67,33,15,18,190,1790,4,0,0,9,8,9,0,3,0,0,3,68,101,58,30,194,727,470,1080,959,315,138,111,76,552,4707,407,207,448,1712,2872,4713,6770,4094,2971,3360,2738,4674,34979
510,245,0,0,3,4,3,13,23,24,7,31,49,17,181,0,0,0,0,0,6,5,8,9,26,55,21,139,12,15,23,210,149,183,96,23,11,12,7,99,831,0,0,0,4,0,6,14,3,4,4,11,774,820,14,21,30,261,195,361,655,829,833,1699,2579,1302,8781,0,0,3,16,18,112,329,202,55,112,73,101,1027,0,0,26,56,53,98,75,41,13,20,11,33,425,4,0,3,8,7,11,29,15,3,11,7,23,128,5,0,31,27,12,23,10,3,0,0,0,7,131,38,22,265,295,142,206,123,26,12,8,16,158,1320,0,0,4,0,4,3,3,0,0,0,0,83,97,51,23,344,402,228,446,578,288,90,156,111,407,3120,128,61,409,885,620,1107,1729,1744,1580,3128,4095,2493,17987
511,400,5,0,0,0,0,14,43,44,16,27,22,22,196,0,0,0,0,0,5,9,21,12,20,35,24,139,17,0,18,69,78,155,151,57,22,19,15,85,680,0,0,0,0,3,8,4,7,0,9,5,1211,1239,36,12,28,121,138,471,1527,1532,1315,2037,2055,1998,11267,3,0,4,18,45,248,444,241,97,127,89,159,1471,0,7,42,150,137,237,165,40,29,19,7,74,916,0,0,0,19,11,22,36,15,12,5,7,28,154,9,5,44,69,23,18,22,4,0,7,0,16,224,60,21,161,351,164,359,188,79,46,21,20,187,1649,0,0,5,3,0,0,0,0,0,0,0,85,108,73,35,268,613,382,892,853,383,182,181,119,540,4518,309,126,400,1231,1667,2772,4404,3377,2613,3688,3460,3899,27951
