SA4_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
501,673,1433,221,922,169,64,270,3979,4,0,25,75,73,201,158,39,63,24,4,68,730,0,0,0,15,13,55,133,30,90,17,6,54,430,3,0,3,3,0,17,55,48,34,19,14,48,243,12,4,31,151,103,223,151,33,22,18,3,108,870,0,0,0,0,7,19,12,7,11,3,0,1917,1970,81,28,127,391,452,1997,4573,2165,2436,1898,619,3379,18149,10,3,26,71,180,466,452,79,119,49,3,212,1666,3,20,186,459,384,331,148,34,16,3,0,161,1733,0,6,8,34,31,42,23,9,10,0,0,36,205,11,14,96,126,34,28,13,3,0,0,0,31,347,46,42,408,583,264,330,138,38,18,10,0,238,2105,3,0,4,0,5,7,0,0,0,0,0,73,96,67,85,729,1273,890,1198,766,160,156,62,7,744,6149,335,149,1386,4474,2849,6222,8767,4136,3724,3258,1012,6137,42444,25,10,8,27,21,126,646,743,550,678
502,289,694,125,514,107,45,137,1976,3,3,16,49,30,110,95,20,26,6,4,31,386,0,0,0,0,13,33,72,19,64,19,4,33,249,0,0,0,0,0,13,16,16,17,16,10,26,112,7,3,28,100,77,129,90,22,18,16,4,80,557,0,0,0,0,5,9,9,3,6,0,0,1169,1200,20,20,57,197,197,823,1882,967,1202,936,326,1829,8450,3,0,14,39,75,229,245,58,61,32,4,114,879,0,5,83,226,187,197,69,18,6,6,0,84,887,0,0,5,13,7,24,24,8,8,6,0,20,109,0,7,67,73,21,27,11,3,3,0,0,29,251,42,41,263,402,218,196,94,26,11,8,0,123,1425,3,0,6,0,0,0,0,0,0,0,0,54,67,57,60,446,752,513,675,442,112,82,41,4,426,3617,208,88,816,3142,1869,3474,3904,1825,1941,1573,566,3483,22896,5,3,0,4,5,32,228,282,242,336
503,228,542,127,1776,486,381,245,3872,0,4,12,46,33,84,112,40,112,71,63,45,629,0,0,5,11,3,16,34,7,67,17,10,24,191,0,0,0,0,0,3,8,11,14,51,28,16,139,40,10,31,63,46,107,127,68,68,62,44,99,767,0,0,0,0,4,4,0,0,13,0,0,1353,1380,77,28,65,180,170,688,1600,1036,3200,3434,3115,2467,16044,8,4,8,15,53,194,363,96,339,99,25,190,1385,7,6,65,122,113,217,181,30,79,29,9,101,972,3,0,0,10,10,13,28,15,17,8,0,16,118,10,5,24,15,15,10,15,0,4,3,0,7,115,102,27,149,177,125,224,195,70,69,32,16,143,1334,0,0,3,3,0,3,0,0,0,0,0,27,39,129,43,256,332,317,675,781,214,513,176,45,483,3963,402,99,579,1453,1147,3194,4871,3000,5521,6220,5300,4692,36472,9,0,0,5,9,28,379,723,707,1182
504,1062,1956,389,1266,295,137,406,5845,5,3,39,116,133,264,272,83,91,46,15,106,1172,0,5,11,18,19,97,143,25,89,30,12,73,522,5,0,0,4,0,23,65,55,40,50,26,83,346,33,12,104,243,145,365,311,84,60,51,18,210,1644,3,0,0,8,4,18,29,4,11,0,0,2352,2431,109,46,226,528,633,2768,6398,3505,3622,3323,1441,4490,27081,16,11,23,74,238,744,932,260,279,125,23,388,3107,3,23,175,444,382,525,304,81,45,21,9,222,2225,3,4,15,35,33,71,63,16,10,12,5,55,326,19,7,123,127,47,57,29,5,5,3,0,42,465,88,79,517,675,382,550,334,88,64,12,14,357,3149,6,0,8,10,0,14,7,0,0,0,0,137,182,133,124,862,1363,1082,1964,1670,450,397,166,47,1201,9466,456,203,1588,4791,3204,8028,12112,6612,5751,5454,2201,7946,58348,8,3,0,12,17,105,837,1492,1255,1447
505,1946,4022,788,3956,979,447,870,13674,8,20,102,223,227,581,581,187,219,122,39,245,2566,13,3,11,38,48,155,260,77,205,67,31,146,1067,0,0,3,3,7,47,147,110,105,144,84,141,783,107,26,223,456,298,706,693,219,154,113,69,448,3504,4,0,4,10,14,37,43,19,18,11,6,5404,5569,297,121,470,1033,1181,5227,12971,7846,9776,9487,4602,10155,63154,23,20,55,156,389,1397,1838,593,646,264,69,770,6217,18,55,324,821,849,1179,697,180,102,62,15,438,4736,9,10,43,56,74,106,104,49,41,18,9,106,615,25,28,205,229,78,108,44,3,11,4,0,86,831,233,130,972,1264,705,1053,668,163,92,46,27,686,6033,3,4,7,10,8,27,6,0,0,0,0,219,288,310,250,1600,2540,2100,3870,3355,989,887,403,112,2310,18726,1146,444,3150,9101,6531,16153,25006,14765,14541,14834,6623,17128,129423,5,0,5,20,21,141,1508,2803,2528,3094
506,2080,3791,742,2832,728,332,720,11898,17,25,84,228,192,516,506,142,199,80,38,234,2263,3,7,19,26,61,174,259,52,182,53,22,146,1004,3,0,0,5,10,36,119,122,69,109,55,111,635,134,47,209,435,302,709,651,203,141,99,48,383,3354,3,0,6,5,20,42,39,15,19,4,0,4459,4607,255,131,435,969,1192,5138,11237,6387,7154,6559,3143,8279,50879,28,16,46,161,390,1336,1628,537,496,251,57,661,5607,9,39,294,797,691,881,553,103,95,31,14,351,3857,6,11,28,71,59,118,106,38,37,19,5,81,568,53,35,202,232,64,83,52,13,7,3,0,95,834,208,155,1045,1294,727,1065,637,157,105,52,26,731,6205,9,6,11,7,16,22,9,3,3,6,0,216,295,309,251,1636,2565,1949,3495,2990,851,738,354,101,2136,17368,1108,469,3103,8708,6271,14979,22232,12594,11465,10883,4851,14658,111317,8,4,4,14,18,188,1562,2603,2132,2385
507,1366,3137,604,2829,704,328,616,9946,6,4,45,118,125,380,410,125,155,108,51,156,1690,6,3,9,20,23,119,216,45,206,61,30,99,841,4,0,0,5,3,27,100,84,74,102,57,103,558,67,19,86,268,217,492,501,144,137,97,46,349,2412,4,0,0,0,0,27,45,9,12,10,7,4642,4746,180,65,210,568,707,3515,8918,5347,6989,6701,3361,7951,44499,15,6,39,133,322,998,1353,318,449,188,47,565,4431,7,40,250,667,642,809,484,101,73,42,10,314,3435,3,0,29,51,45,96,95,27,28,9,4,79,462,35,31,186,195,70,63,40,8,9,0,0,59,697,173,120,787,1133,573,832,481,135,92,63,14,534,4950,4,0,15,11,7,16,3,0,0,4,0,154,216,239,209,1303,2189,1655,2823,2456,584,654,312,73,1701,14194,826,328,2311,7173,4886,11271,17405,9991,10711,10602,4954,13489,93950,5,5,0,5,19,102,991,1868,1720,2231
509,695,933,142,315,87,36,249,2797,6,0,29,76,81,199,122,29,23,3,11,74,646,5,0,6,20,30,67,79,17,30,11,0,46,300,5,0,3,6,0,29,67,29,13,25,0,44,221,11,3,55,190,117,210,117,26,17,7,0,129,894,0,0,4,4,4,12,6,3,0,5,0,1311,1347,114,33,220,558,605,2199,3458,1433,1071,893,362,2757,13704,8,9,32,52,123,318,257,63,52,13,0,162,1092,5,19,122,282,206,225,79,10,11,3,0,116,1081,0,3,19,19,15,22,18,3,7,3,0,33,148,6,9,88,64,28,21,4,3,6,0,0,36,260,52,33,364,482,283,242,105,9,15,8,5,193,1785,3,0,0,12,0,9,0,0,0,0,0,70,96,81,76,636,911,654,834,462,88,89,24,5,618,4461,543,150,1458,4082,2658,5915,7043,2989,1924,1644,663,5243,34306,32,14,8,56,48,205,703,698,499,515
510,131,316,87,807,142,59,105,1727,0,3,17,63,27,66,42,12,38,7,6,25,301,0,3,5,12,0,27,33,9,70,9,11,28,198,0,0,0,0,3,7,8,8,23,22,24,18,119,8,5,74,153,73,110,67,3,5,8,0,68,583,0,0,0,7,8,8,9,0,8,0,3,775,823,31,17,130,303,173,488,961,629,1640,1476,961,1381,8193,0,3,14,36,53,167,219,56,126,60,32,97,864,4,3,63,57,53,59,41,8,6,9,0,28,333,0,0,8,10,7,15,14,6,5,3,0,23,97,3,11,59,22,13,17,6,0,0,0,0,13,144,34,37,311,233,117,124,71,11,11,7,6,137,1107,0,4,8,9,0,0,0,0,0,0,0,95,115,44,52,464,360,248,386,356,79,159,82,36,406,2664,141,74,682,890,541,1194,2031,1417,2512,2939,1816,2548,16796,0,6,0,9,4,41,205,383,388,721
511,424,977,145,693,149,52,188,2801,0,3,12,63,41,109,84,7,32,14,5,41,414,4,0,5,8,9,51,77,17,62,8,3,36,289,0,0,3,4,0,12,28,27,14,35,17,28,164,10,3,65,166,93,138,103,19,18,4,4,111,732,0,0,0,8,4,5,16,0,3,0,0,1437,1480,70,24,142,348,324,1213,2808,1412,1774,1479,604,2540,12721,5,9,15,66,117,331,336,73,100,48,12,147,1257,0,23,117,232,174,189,77,13,5,5,0,99,936,0,5,12,23,20,18,28,8,11,4,0,36,157,9,11,100,67,16,13,19,0,5,0,0,25,259,48,46,354,420,209,195,103,26,22,3,0,240,1678,0,0,9,6,3,0,0,0,0,0,0,142,165,62,91,604,814,543,754,560,122,138,62,15,687,4459,312,132,1052,2605,1560,3563,5526,2799,2826,2686,1016,4800,28880,18,16,0,19,17,103,447,532,515,671
