SA4_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
501,0,16,5,8,28,8,101,7,26,142,26,199,34,76,334,27,182,37,86,341,18,173,30,60,279,53,463,61,114,695,93,587,90,115,887,34,168,29,55,286,0,13,0,3,22,0,4,4,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,3,55,4,23,89,273,1970,306,578,3122,0,18,3,3,21,0,5,3,11,20,10,140,30,63,235,26,149,17,44,235,20,99,24,55,201,25,250,54,88,419,78,630,94,181,991,132,604,113,146,994,18,68,15,16,117,4,9,0,3,12,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,9,18,76,325,2020,358,625,3331,0,13,0,3,20,0,3,0,11,13,6,48,17,41,110,17,125,16,53,208,16,86,18,46,168,34,233,32,110,415,87,643,90,213,1025,130,626,121,200,1071
502,4,0,0,4,9,0,20,9,12,32,4,54,3,25,88,7,78,18,35,147,11,116,20,44,191,38,363,52,114,566,73,435,60,94,664,30,143,20,27,216,5,6,8,3,19,0,5,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,21,3,13,37,177,1248,184,369,1984,0,3,0,0,7,0,0,0,0,0,5,28,5,12,49,8,47,16,31,96,0,37,6,31,77,9,148,30,50,238,67,487,64,151,770,96,424,90,125,733,20,45,15,11,90,3,9,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,16,5,17,40,217,1246,231,436,2128,0,0,0,4,4,0,0,0,0,5,0,16,8,20,34,14,37,6,23,84,10,45,5,43,105,23,193,32,97,352,72,554,86,186,899,98,441,71,149,754
503,0,0,3,9,20,0,30,4,17,59,11,35,22,23,90,6,33,13,26,73,0,27,5,16,48,8,46,18,22,93,12,109,32,43,192,19,142,46,71,282,18,104,48,43,216,13,36,23,21,95,11,27,14,4,55,0,16,10,7,37,4,12,0,4,19,3,20,14,5,43,5,23,5,14,42,104,650,272,331,1362,0,0,0,0,3,0,4,5,5,15,3,31,7,18,59,4,27,9,13,53,0,18,4,20,44,0,39,9,16,70,6,86,26,49,165,9,151,49,78,289,24,134,73,56,282,19,72,50,38,182,12,55,30,13,107,6,25,19,11,63,11,13,6,10,43,20,30,10,5,57,3,18,15,9,40,113,694,315,348,1478,0,9,0,0,10,0,5,0,0,4,0,20,0,16,39,4,30,7,7,54,3,19,4,11,35,5,51,22,42,115,7,131,27,55,224,20,254,85,103,466
504,5,22,3,25,54,0,107,10,22,142,51,166,27,48,289,25,143,26,100,294,21,83,22,60,193,21,212,38,96,362,68,590,126,228,1014,135,618,116,219,1085,15,101,8,33,165,7,21,0,9,34,0,5,0,0,8,0,0,0,0,0,0,4,0,0,5,0,5,0,3,9,14,81,18,27,142,361,2148,399,888,3790,0,11,4,10,25,0,14,6,5,33,15,100,25,51,197,37,144,21,65,260,20,78,17,64,172,32,144,23,61,261,63,419,99,158,735,153,912,204,350,1620,76,243,83,104,510,12,38,10,14,73,3,8,5,6,23,0,3,0,0,3,0,5,0,0,5,0,3,0,0,9,7,51,13,40,117,408,2177,508,932,4034,0,4,0,9,14,0,6,4,8,13,0,63,7,56,133,23,128,23,69,242,20,104,13,41,180,30,222,32,123,407,92,735,135,303,1264,191,941,204,383,1718
505,0,27,12,26,71,9,176,39,63,287,61,255,52,101,471,40,198,38,130,408,23,133,40,83,280,48,294,63,175,585,158,1227,230,441,2052,268,1405,336,508,2517,61,252,69,95,472,7,64,22,23,116,3,24,10,8,50,0,17,7,4,28,0,4,0,0,7,0,18,6,5,40,18,102,23,60,201,719,4198,941,1723,7583,3,16,0,18,39,5,10,10,21,44,17,177,40,98,325,38,212,41,98,386,15,106,41,82,238,38,165,44,110,350,89,866,172,312,1436,348,1897,523,736,3499,165,574,239,265,1238,48,124,55,56,277,16,56,22,25,115,13,19,9,3,42,4,17,5,4,29,0,14,3,5,22,22,80,26,69,197,809,4323,1218,1893,8249,0,16,0,11,28,6,13,4,18,38,4,101,34,70,211,29,173,54,108,367,30,119,36,77,266,56,351,68,196,668,184,1304,241,525,2251,393,1990,486,851,3719
506,3,48,14,27,94,18,215,28,69,334,58,328,45,150,578,54,250,57,195,551,29,186,50,117,381,46,408,77,176,702,169,1268,233,421,2088,193,963,248,315,1716,43,164,65,80,348,3,43,21,11,77,4,7,8,8,25,3,0,7,0,8,0,7,0,5,7,4,20,4,8,30,14,143,33,72,257,636,4050,867,1656,7211,4,15,0,19,34,0,17,8,18,49,44,246,43,110,446,51,244,55,106,460,33,117,41,108,297,39,264,55,124,487,115,958,206,334,1615,259,1458,371,557,2643,153,459,152,211,983,35,77,34,44,185,3,24,19,16,57,0,9,0,5,17,5,6,0,0,13,0,7,3,10,22,11,104,23,78,210,764,4008,1011,1741,7526,0,12,3,26,36,0,19,0,13,35,8,113,21,99,240,27,244,61,96,437,36,181,32,103,350,80,470,87,238,872,193,1261,214,584,2258,334,1577,362,691,2969
507,3,29,3,23,64,7,154,22,64,249,55,252,40,92,432,39,201,48,141,429,23,166,38,92,316,41,480,79,167,765,130,1064,162,321,1678,136,881,174,281,1480,36,134,54,63,278,8,35,11,16,70,0,14,9,9,33,0,12,4,4,21,0,0,0,0,5,4,19,8,7,32,12,112,18,52,191,489,3549,671,1325,6034,8,6,3,12,25,0,19,5,15,37,15,202,31,81,326,40,178,41,88,351,27,96,26,80,232,25,229,39,89,374,80,901,132,284,1395,317,1536,317,528,2700,100,435,119,167,821,29,97,39,44,208,3,28,8,9,55,4,13,12,7,36,0,0,5,0,9,3,15,11,0,34,11,93,27,42,172,663,3849,820,1440,6772,0,11,3,16,30,0,3,5,15,25,3,102,18,71,197,25,214,39,98,383,28,162,39,83,306,50,360,66,182,662,169,1137,190,449,1951,346,1650,369,593,2953
509,3,32,9,16,56,7,114,15,26,163,30,245,34,73,380,37,282,29,69,405,16,164,21,34,237,19,237,22,57,337,33,219,18,39,312,6,59,8,10,87,0,8,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,0,12,71,156,1425,147,337,2067,3,15,0,11,36,0,22,0,14,35,5,140,13,43,207,34,202,22,69,324,22,140,15,49,226,44,200,27,73,338,53,323,48,84,510,27,163,31,44,267,0,13,0,5,22,0,5,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,47,10,20,81,197,1273,172,421,2066,0,20,0,7,25,3,8,3,5,19,12,70,11,26,117,23,125,19,60,236,13,108,16,42,178,44,207,25,72,351,55,307,51,114,532,57,204,36,74,372
510,26,502,19,154,698,13,130,10,51,212,24,213,19,57,313,14,130,11,43,196,8,55,5,23,90,5,52,4,16,76,0,47,4,13,72,4,42,3,11,63,3,27,3,8,39,0,24,0,4,30,0,9,0,5,15,0,6,0,0,8,0,0,0,5,6,3,35,0,14,56,11,116,4,48,171,115,1389,86,455,2047,25,275,24,99,426,11,113,7,47,175,26,239,15,80,363,23,183,14,34,253,15,88,6,28,137,16,109,10,40,183,21,102,16,38,181,22,140,14,36,205,11,47,8,23,87,0,24,7,11,39,0,16,0,5,31,0,14,0,4,16,0,3,0,0,8,0,3,0,0,9,9,110,5,48,166,185,1469,126,503,2281,17,240,24,99,379,20,147,10,82,262,32,232,22,116,393,12,133,14,52,206,13,75,9,30,122,25,126,12,30,198,28,146,18,43,237,15,127,17,46,201
511,3,141,6,44,194,12,144,11,31,200,25,249,21,74,365,34,222,33,80,364,19,136,22,39,218,34,222,18,54,330,34,209,22,66,330,22,139,25,35,220,4,31,0,11,49,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,63,3,23,100,199,1556,173,475,2395,0,82,11,39,135,5,35,0,16,50,25,182,9,51,264,26,204,15,58,295,13,128,13,47,203,38,262,27,68,390,60,398,60,92,609,36,135,25,60,257,4,26,9,16,50,0,4,0,3,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,13,76,4,40,132,215,1532,176,483,2411,8,67,4,26,101,7,47,0,15,73,10,95,15,44,166,12,169,19,68,268,23,153,29,45,239,34,237,47,93,415,76,322,45,101,545,44,197,36,58,337
