SA4_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
501,4345,85,11,4,0,0,5,419,4871,2711,577,236,63,10,3,0,256,3863,2059,870,845,270,81,17,3,253,4395,1178,918,1480,711,233,62,29,254,4863,743,770,2203,1119,342,104,57,273,5605,670,727,2383,1352,513,121,90,275,6127,634,574,2141,1415,540,140,88,255,5783,547,489,2126,1518,572,151,70,256,5724,494,387,1934,1428,558,140,80,243,5269,332,325,1777,1328,576,129,65,234,4764,248,199,1125,1054,479,163,81,161,3506,145,130,622,791,512,219,134,165,2718,107,80,361,535,442,241,150,146,2067,80,76,289,346,330,195,165,157,1643,99,98,273,332,257,125,124,249,1561,14396,6303,17799,12253,5448,1817,1142,3600,62761,4402,73,10,0,0,0,0,699,5188,2812,472,210,55,10,0,4,354,3922,2228,921,779,269,69,19,7,406,4707,1426,1091,1660,763,196,60,27,379,5600,806,789,2040,1115,362,103,37,366,5614,686,721,2421,1298,457,115,86,404,6201,704,757
502,2344,78,5,6,0,4,0,224,2655,1513,368,169,42,6,0,0,156,2249,917,474,452,181,49,4,3,124,2209,484,407,677,340,113,35,15,126,2197,321,383,937,498,166,56,27,144,2529,286,325,1068,639,188,76,36,146,2766,294,315,1049,661,270,83,41,137,2850,269,264,1086,704,270,76,45,129,2849,248,230,1014,705,282,69,39,129,2708,237,214,1246,770,282,76,42,154,3016,157,182,943,735,315,96,26,132,2584,134,134,593,610,376,121,74,119,2163,91,90,355,433,321,124,95,146,1654,79,87,265,299,222,84,80,155,1267,51,78,224,224,150,70,60,175,1044,7431,3626,10071,6839,3025,964,584,2191,34726,2524,54,11,0,0,0,0,302,2888,1788,345,163,19,5,0,3,199,2530,1152,526,495,165,46,16,6,192,2601,641,587,814,405,119,25,17,173,2789,383,417,974,510,187,61,34,141,2710,349,407,1117,622,247,73,50,211,3076,335,399
503,4391,12,0,0,0,0,0,332,4737,6199,117,29,7,0,0,6,602,6961,6277,436,132,28,7,0,3,780,7654,3581,994,694,138,26,5,8,553,5998,1691,901,1577,621,95,13,11,330,5234,1256,732,1993,1006,194,38,17,326,5567,1131,732,1933,953,245,42,16,301,5362,992,653,1905,985,275,44,22,275,5157,804,558,1621,965,293,40,27,311,4613,601,492,1495,830,284,58,25,240,4038,370,229,1013,752,249,74,31,161,2883,306,179,655,642,288,60,59,156,2344,246,124,451,538,284,113,81,155,1983,225,130,424,404,284,93,109,189,1857,290,203,548,500,300,106,115,423,2485,28349,6482,14459,8373,2832,700,521,5153,66871,4386,3,3,4,0,3,0,490,4890,5905,78,12,7,0,0,0,766,6766,6673,433,119,26,5,0,4,1074,8329,4527,1328,726,136,27,4,5,856,7610,1988,1072,1667,590,69,5,9,480,5880,1219,822,2022,952,181,31,6,429,5652,1100,755
504,6453,100,14,0,0,0,0,637,7212,5653,674,271,56,12,3,3,469,7139,4377,1363,919,312,86,23,11,451,7552,2723,1592,1913,697,268,66,34,425,7721,1739,1384,2851,1280,408,115,97,432,8310,1410,1238,3194,1520,512,155,118,452,8601,1178,1084,3034,1700,563,180,121,393,8254,999,850,2714,1677,606,161,104,360,7475,766,741,2446,1482,590,168,109,298,6599,553,581,2224,1461,534,136,71,336,5893,323,314,1449,1103,486,164,102,225,4177,208,219,830,893,529,199,153,251,3284,154,162,533,607,413,197,164,203,2436,133,135,413,436,314,153,178,187,1945,119,198,424,379,252,136,151,343,2007,26797,10641,23223,13615,5572,1863,1433,5467,88609,6517,65,3,0,0,0,0,806,7391,6211,668,234,47,9,0,4,821,8003,5686,1665,1054,330,78,25,18,837,9688,3543,2283,2325,781,231,63,34,767,10022,1937,1613,3006,1227,395,105,82,602,8973,1504,1385,3321,1521,527,161,133,591,9150,1427,1253
505,14721,207,24,9,7,0,3,1324,16292,13819,1302,480,107,20,0,7,1036,16768,11334,2839,1850,529,146,37,19,1080,17825,6216,3748,4176,1386,422,113,79,837,16973,3461,3065,6941,2793,775,220,167,808,18240,2724,2517,7841,3467,1023,273,208,768,18821,2275,2144,7322,3709,1126,316,202,692,17787,1755,1731,6584,3763,1190,329,165,653,16175,1391,1496,5814,3461,1130,290,154,579,14328,1044,1216,5253,3194,1102,288,153,564,12813,682,763,3349,2366,979,260,147,442,8981,477,522,2120,2036,981,376,234,386,7136,384,338,1489,1482,923,395,312,440,5756,259,319,1136,1113,725,314,271,486,4624,328,439,1139,907,591,295,274,804,4770,60858,22637,55522,30321,11146,3514,2395,10898,197300,14864,116,11,0,4,0,0,1621,16607,13948,1087,371,77,8,5,8,1412,16926,13068,3069,1747,566,135,29,8,1533,20148,8065,4917,4880,1482,392,125,59,1369,21287,3911,3512,7042,2784,739,202,123,1050,19365,2747,2791,8077,3490,1021,282,216,1038,19664,2453,2621
506,12942,256,36,6,6,0,4,1285,14537,14343,1416,612,143,31,6,11,1280,17836,10663,2926,1850,590,168,45,25,1050,17317,5681,3380,3655,1455,451,137,85,937,15779,3196,2507,5070,2343,764,239,173,815,15111,2445,2207,5657,2648,936,300,213,750,15154,2011,1761,5467,3018,1064,283,196,710,14517,1851,1605,5092,3186,1210,325,208,694,14166,1460,1356,4916,3029,1153,290,183,634,13020,1102,1050,4525,2750,1063,296,197,596,11589,685,668,2732,2008,942,286,216,436,7966,482,445,1740,1687,1008,355,264,445,6435,369,333,1116,1192,853,409,370,430,5076,287,284,887,923,633,327,339,448,4132,336,436,950,838,545,274,323,824,4531,57853,20627,44305,25795,10828,3571,2813,11350,177143,12744,155,18,3,0,0,0,1615,14537,14064,1251,499,75,23,7,7,1760,17687,12230,3317,2004,621,167,37,19,1756,20160,7471,4751,4787,1614,452,158,69,1505,20799,3670,3251,5942,2515,773,261,180,1098,17678,2601,2446,5895,2799,957,349,232,933,16214,2352,2269
507,10781,197,25,9,6,0,0,1019,12023,9894,1108,441,80,16,8,5,664,12212,7144,2116,1581,511,122,39,12,579,12109,4043,2599,3085,1152,358,94,45,548,11920,2449,2124,4783,2139,625,179,105,617,13028,1957,1933,5421,2593,789,232,127,634,13694,1790,1640,5119,2763,901,232,130,482,13066,1400,1333,4681,2735,924,264,91,464,11888,1140,1088,4132,2612,889,229,119,439,10644,801,846,3624,2358,854,218,103,389,9194,481,518,2456,1861,764,215,106,345,6742,371,340,1597,1526,860,291,181,332,5492,273,295,1124,1230,791,332,208,363,4609,252,273,878,912,619,304,256,369,3859,267,368,925,760,541,210,203,454,3729,43045,16764,39867,23241,9045,2836,1705,7704,144208,10981,108,11,0,0,0,0,1300,12408,10474,985,383,91,20,3,4,1214,13170,8618,2333,1603,505,129,24,22,1283,14522,5370,3368,3818,1297,414,109,57,1093,15533,2680,2548,5154,2173,624,166,99,831,14276,2057,2068,5669,2715,772,228,155,837,14504,1906,2037
509,3003,87,18,0,6,4,0,303,3421,1803,399,231,78,13,3,0,142,2672,1389,656,681,264,92,17,11,154,3271,744,618,1034,559,234,65,44,144,3448,554,474,1425,907,336,112,73,200,4088,556,480,1618,1097,427,151,95,214,4634,554,453,1556,1192,461,139,82,196,4641,546,405,1644,1244,569,164,114,234,4918,472,371,1541,1223,514,170,103,200,4586,372,285,1497,1199,518,160,89,200,4327,235,192,991,905,496,151,88,153,3210,150,114,581,750,500,212,144,122,2578,101,65,306,462,428,215,154,141,1875,78,80,239,340,303,148,156,114,1444,92,83,285,285,247,132,125,141,1394,10636,4761,13644,10516,5145,1845,1281,2671,50502,2847,44,0,0,0,0,0,472,3372,1855,308,162,43,10,0,0,272,2652,1513,560,568,221,77,23,8,317,3289,878,619,1068,589,197,38,36,306,3742,511,465,1155,823,296,74,69,294,3692,507,422,1404,901,359,108,88,362,4155,556,470
510,1619,123,16,0,0,3,3,421,2191,1928,465,242,86,12,3,0,476,3220,2267,625,512,237,83,29,14,615,4375,1232,599,768,381,185,68,64,552,3851,680,427,968,575,211,93,82,516,3556,488,313,877,539,257,112,113,455,3150,399,268,752,485,229,110,85,368,2698,316,190,723,488,248,120,95,351,2524,174,145,510,383,222,75,83,232,1831,90,78,277,213,132,69,61,134,1067,44,38,113,112,64,31,60,58,515,33,17,27,47,38,30,47,48,276,16,10,16,32,25,18,31,24,162,5,10,18,21,5,11,26,25,122,6,5,9,15,9,5,21,13,83,9297,3314,5820,3619,1722,771,787,4287,29615,1493,91,12,10,0,0,0,448,2050,1604,421,188,40,8,4,3,444,2714,2009,621,533,270,84,25,18,660,4212,1455,706,924,475,195,60,38,653,4504,702,430,969,576,242,101,82,496,3597,473,355,894,510,221,111,99,391,3053,433,300
511,3096,144,24,0,0,0,0,427,3690,2302,532,322,66,11,6,6,381,3626,1894,730,698,285,101,21,12,366,4105,988,680,1079,528,231,80,49,302,3933,615,548,1427,835,310,108,97,342,4284,532,464,1465,952,375,122,85,299,4302,471,385,1370,1016,433,146,88,334,4241,369,351,1262,1006,478,140,89,265,3950,260,258,1174,887,408,109,68,237,3401,189,180,889,783,383,119,62,198,2793,136,96,542,537,353,102,88,164,2025,67,67,278,400,294,119,128,125,1472,44,56,157,261,218,129,127,133,1124,32,39,99,153,147,80,105,88,751,47,54,109,109,104,68,88,110,694,11027,4585,10896,7820,3847,1346,1094,3768,44378,2803,68,11,0,0,0,0,583,3471,2033,457,206,44,6,3,0,403,3161,1799,703,619,269,71,20,8,477,3973,1056,705,1067,546,195,49,46,507,4171,576,480,1204,680,284,101,75,401,3802,483,456,1299,794,314,102,106,408,3971,497,456
