SA4_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
501,17083,790,264,525,29,18685,20356,369,138,85,13,20959,5911,780,518,7,5,7224,1190,595,304,0,0,2083,61,121,69,0,0,252,4133,354,250,39,9,4779,535,49,64,182,3,831,67,8,17,5,0,99,11894,1912,1217,236,19,15274,1179,268,78,81,8,1615,2827,281,169,323,6,3613,53335,3618,1870,1245,73,60144,19080,905,187,701,86,20959,23045,597,71,105,82,23896,6056,1126,313,8,15,7525,1031,863,147,0,4,2045,67,107,130,0,0,311,4223,444,95,29,26,4813,485,80,19,192,10,782,65,37,16,0,0,108,11922,2660,716,231,62,15582,1219,216,153,58,30,1677,4387,579,188,372,77,5594,59647,4948,1309,1468,332,67712,22848,1170,150,547,60,24776,25718,738,86,66,43,26651,6360,1230,321,21,22,7948,1035,909,79,0,3,2028,135,317,94,0,3,548,4688,530,95,48,22,5387,699,107,25,351,33,1210,76,26,5,0,0,112,12998,3114,614,425,93,17243,1201,511
502,8591,803,298,356,9,10055,9805,317,185,27,6,10338,3804,697,454,6,6,4965,344,361,111,0,0,819,66,56,72,0,0,192,2005,304,162,12,0,2483,173,58,17,75,0,325,40,18,12,0,0,70,6429,1497,828,89,10,8856,637,445,214,12,0,1312,1557,321,195,87,0,2159,27025,3387,1721,574,19,32720,9700,1464,253,278,22,11719,12571,548,145,25,28,13315,3935,927,221,8,11,5106,348,433,57,0,0,841,73,62,72,0,0,213,2074,345,104,14,3,2536,162,48,24,66,0,298,23,17,12,3,0,55,6622,1822,494,95,16,9052,605,373,320,8,8,1318,2003,480,168,233,14,2893,31506,4685,1378,637,83,38293,12485,1254,298,292,14,14338,14637,555,169,20,8,15377,4500,966,331,12,3,5811,327,409,35,0,5,776,177,168,69,0,4,420,2401,372,73,14,3,2858,215,106,10,64,6,394,47,23,6,7,0,81,7657,2042,529,92,25,10345,548,895
503,14231,2178,2313,21,14,18753,11546,2034,3428,41,10,17056,3590,2202,7949,39,22,13803,187,544,1033,0,0,1759,31,73,240,0,3,348,2456,1062,2786,28,4,6336,241,76,288,0,5,612,21,23,61,0,0,109,6524,3991,12364,65,33,22973,628,357,696,11,13,1699,1645,829,2852,223,4,5551,34565,9387,21650,355,67,66036,13955,2770,2670,30,37,19457,11900,2759,3943,27,34,18659,3345,2645,9325,44,41,15387,145,518,1040,3,5,1711,19,80,264,0,0,374,1964,1049,2540,13,19,5590,168,81,286,0,5,539,12,23,50,0,0,85,5651,4401,13502,57,75,23689,507,257,722,3,19,1511,1759,912,3659,304,48,6681,33777,11088,24493,420,219,69995,15649,2941,3557,12,19,22179,12893,2891,4627,18,13,20440,3742,3104,12849,30,22,19743,108,559,1031,0,3,1697,25,113,345,0,6,496,1823,1121,3059,20,17,6035,257,122,384,0,10,778,18,25,62,0,0,112,5979,5047,17726,50,61,28862,455,388
504,20357,1396,747,225,18,22739,31404,1996,984,20,11,34421,5475,1577,1384,3,7,8443,1180,833,692,0,3,2702,139,112,71,0,0,320,4487,852,733,11,0,6091,467,93,82,31,7,681,66,22,32,0,0,121,11818,3484,2992,44,21,18365,876,194,115,18,0,1204,3613,603,590,142,7,4952,68072,7673,5429,449,57,81686,21126,2079,294,217,43,23755,36817,3629,593,48,73,41163,6461,2734,1131,5,31,10362,1013,1282,297,0,0,2593,98,171,29,3,4,299,4283,1146,389,12,26,5858,389,125,54,32,5,608,56,37,11,0,0,103,12296,5487,1905,55,60,19811,865,296,42,8,8,1221,4496,1144,417,149,40,6248,75604,12629,3261,483,220,92196,24235,2156,413,192,21,27015,43729,3058,750,15,36,47579,8546,3024,1792,3,19,13381,1050,1274,264,0,3,2599,201,247,42,4,0,494,4857,1134,443,10,22,6471,558,158,46,57,9,824,80,50,14,5,0,143,15296,5886,2597,84,54,23914,813,278
505,42895,5409,1777,464,8,50554,64304,7967,2036,22,13,74344,13045,5167,2955,9,8,21186,1989,1830,823,0,0,4639,102,233,179,0,0,510,9204,3069,1421,18,5,13714,801,262,149,103,5,1312,130,52,30,0,0,210,25265,10613,5547,134,16,41573,1638,977,422,18,0,3063,6354,2003,1360,99,0,9815,140452,26970,11148,733,40,179344,44247,7761,975,308,35,53325,70858,12347,1072,40,124,84444,14600,8539,2143,8,47,25349,1538,2531,407,0,6,4482,133,330,77,0,0,542,8249,3894,697,21,32,12885,763,355,68,40,9,1233,121,80,9,5,0,214,25414,15718,3399,79,96,44703,1606,1280,229,15,13,3142,7855,3368,771,127,53,12174,149983,40479,6439,563,320,197787,51434,8077,1139,274,23,60955,81217,11153,1423,17,26,93840,18581,8892,3177,9,25,30681,1616,2707,397,0,4,4722,262,520,125,0,0,909,9052,3597,845,26,16,13531,1023,419,114,75,15,1642,163,114,21,0,0,303,30700,16244,4680,110,59,51789,1706,1437
506,38819,3489,1918,252,16,44504,56254,4089,2222,56,18,62646,12232,4031,4295,15,13,20590,2605,1381,1408,0,0,5400,151,212,364,0,0,731,9385,2096,1570,23,7,13086,810,197,176,125,3,1310,151,55,47,0,0,253,25329,7973,7866,169,28,41365,1877,810,651,19,7,3359,7048,1552,1599,65,9,10272,129332,17913,14254,562,83,162141,40035,4876,998,226,68,46208,63503,6641,1542,76,98,71863,14216,6967,3223,25,97,24534,2386,2051,546,3,9,4997,195,404,147,0,4,753,8911,2812,895,24,44,12695,901,280,74,102,18,1378,136,78,18,3,0,242,26748,12599,4912,153,177,44590,1870,1129,282,22,25,3333,8462,2782,1450,202,90,12995,140625,28033,9183,686,465,178994,44338,4925,1483,476,49,51274,71681,5860,2080,43,55,79720,19252,8285,4862,35,49,32487,2376,2089,432,0,5,4899,319,631,239,0,0,1193,9623,2725,1142,37,25,13550,1175,374,156,151,30,1888,203,111,44,6,0,363,32948,14211,6877,228,113,54376,1769,1289
507,33825,3190,1416,477,22,38932,47759,2835,1312,36,10,51959,11505,2354,2312,14,11,16196,1831,1406,1037,6,0,4286,107,133,147,0,0,388,7085,1324,1020,20,3,9458,797,146,128,81,0,1156,118,26,42,0,0,183,21446,5390,4684,124,18,31663,1304,454,347,29,3,2138,5272,965,958,218,6,7412,109605,12832,8718,887,66,132104,34920,4846,904,323,64,41055,55006,4785,1193,82,140,61200,13364,3960,2072,21,56,19474,1683,1772,628,3,6,4088,114,163,106,0,6,388,6713,1737,600,26,26,9092,836,185,70,69,14,1178,80,47,21,0,0,161,22794,7865,3490,121,103,34371,1307,694,329,23,9,2366,7284,1863,1213,227,178,10767,121304,20067,7126,783,483,149759,40360,5046,1697,501,63,47665,64019,4759,1905,26,52,70757,16562,4216,3671,15,21,24481,1684,1769,680,0,6,4142,232,330,192,0,3,764,7270,1663,897,26,14,9873,944,170,122,150,15,1399,104,50,26,0,0,184,26788,8198,5583,203,70,40845,1232,887
509,18403,258,156,588,38,19447,13993,131,61,117,13,14316,2886,247,187,9,3,3334,1467,466,324,3,5,2257,135,148,183,4,0,469,3229,104,98,50,7,3491,1028,70,71,128,3,1296,61,17,29,0,0,107,8799,1055,884,193,15,10951,2184,104,78,73,5,2445,2459,135,128,208,13,2940,45834,1680,1312,1184,87,50098,18935,322,38,546,165,20007,14688,94,12,107,104,15011,2964,287,77,10,11,3353,1462,450,100,9,12,2032,166,207,54,22,4,457,3554,138,25,22,26,3767,980,111,21,100,26,1237,68,19,6,0,0,91,9199,1215,286,169,70,10935,2179,128,11,81,41,2445,4621,299,96,275,100,5393,49622,2062,446,1178,485,53791,20603,369,19,556,106,21666,15134,188,19,53,56,15450,2993,407,49,15,8,3475,1349,516,13,9,11,1892,361,308,41,13,0,722,3781,180,20,33,20,4034,1283,123,20,190,58,1671,75,28,5,4,0,107,9838,1560,152,265,103,11910,2184,154
510,1624,85,71,4121,370,6269,2851,181,88,340,40,3500,1324,323,215,70,10,1933,2364,482,174,23,27,3070,867,10,19,30,0,927,567,77,65,163,10,884,4112,697,397,507,40,5754,52,10,0,10,0,72,9280,1599,874,796,88,12646,1785,195,235,485,112,2814,2651,587,381,1350,65,5038,18192,2655,1651,7090,679,30261,1632,70,43,3802,66,5620,2970,130,66,248,28,3441,2941,571,569,53,17,4144,3120,455,131,11,37,3753,403,17,15,9,9,449,739,76,67,110,8,1001,4586,624,308,433,41,5983,72,12,5,16,4,102,11856,1745,1086,630,116,15433,1477,145,170,313,84,2195,2713,490,423,1505,162,5295,20662,2580,1788,6502,459,31986,1924,168,51,3943,354,6439,3886,323,46,227,40,4526,2355,835,554,35,31,3807,2914,629,116,18,27,3703,1181,96,27,20,19,1337,918,165,76,193,86,1438,4906,737,327,1145,264,7383,64,21,4,13,3,95,12339,2481,1096,1421,423,17765,1430,209
511,9901,354,221,3500,199,14180,12086,338,197,201,28,12856,3568,624,686,21,14,4909,1839,527,352,4,3,2730,282,91,78,8,4,461,2524,213,222,105,11,3072,1112,148,145,563,16,1979,63,25,14,12,0,108,9387,1625,1500,716,47,13265,1635,82,88,199,50,2050,2817,442,312,856,52,4472,35825,2842,2313,5474,371,46824,10164,508,60,2973,267,13973,12426,467,50,226,64,13233,3665,1208,247,19,22,5159,1744,662,168,11,15,2606,162,115,40,6,4,327,2651,369,92,70,22,3198,976,187,68,383,49,1664,61,21,0,3,0,84,9253,2558,614,499,110,13037,1344,148,40,189,57,1780,3756,681,183,1352,343,6308,36948,4371,943,5237,841,48336,11196,653,74,3069,284,15279,12555,512,35,226,39,13368,3782,1384,241,19,14,5445,1428,623,104,13,18,2185,312,158,104,24,11,610,3056,447,54,159,60,3776,1260,289,44,944,145,2679,65,35,8,10,0,124,9907,2937,554,1177,248,14825,1399,223
