SA4_CODE_2021,C11_F_CL_Tot_15_19,C11_F_CL_Tot_20_24,C11_F_CL_Tot_25_34,C11_F_CL_Tot_35_44,C11_F_CL_Tot_45_54,C11_F_CL_Tot_55_64,C11_F_CL_Tot_65_74,C11_F_CL_Tot_75_84,C11_F_CL_Tot_85over,C11_F_CL_Tot_Tot,C11_F_LE_ID_15_19,C11_F_LE_ID_20_24,C11_F_LE_ID_25_34,C11_F_LE_ID_35_44,C11_F_LE_ID_45_54,C11_F_LE_ID_55_64,C11_F_LE_ID_65_74,C11_F_LE_ID_75_84,C11_F_LE_ID_85over,C11_F_LE_ID_Tot,C11_F_LE_NS_15_19,C11_F_LE_NS_20_24,C11_F_LE_NS_25_34,C11_F_LE_NS_35_44,C11_F_LE_NS_45_54,C11_F_LE_NS_55_64,C11_F_LE_NS_65_74,C11_F_LE_NS_75_84,C11_F_LE_NS_85over,C11_F_LE_NS_Tot,C11_F_Tot_15_19_yrs,C11_F_Tot_20_24_yrs,C11_F_Tot_25_34_yrs,C11_F_Tot_35_44_yrs,C11_F_Tot_45_54_yrs,C11_F_Tot_55_64_yrs,C11_F_Tot_65_74_yrs,C11_F_Tot_75_84_yrs,C11_F_Tot_85over,C11_F_Tot_Tot,C16_F_Post_Deg_15_19_yrs,C16_F_Post_Deg_20_24_yrs,C16_F_Post_Deg_25_34_yrs,C16_F_Post_Deg_35_44_yrs,C16_F_Post_Deg_45_54_yrs,C16_F_Post_Deg_55_64_yrs,C16_F_Post_Deg_65_74_yrs,C16_F_Post_Deg_75_84_yrs,C16_F_Post_Deg_85over,C16_F_Post_Deg_Tot,C16_F_GrDip_GrCe_15_19,C16_F_GrDip_GrCe_20_24,C16_F_GrDip_GrCe_25_34,C16_F_GrDip_GrCe_35_44,C16_F_GrDip_GrCe_45_54,C16_F_GrDip_GrCe_55_64,C16_F_GrDip_GrCe_65_74,C16_F_GrDip_GrCe_75_84,C16_F_GrDip_GrCe_85over,C16_F_GrDip_GrCe_Tot,C16_F_BD_15_19,C16_F_BD_20_24,C16_F_BD_25_34,C16_F_BD_35_44,C16_F_BD_45_54,C16_F_BD_55_64,C16_F_BD_65_74,C16_F_BD_75_84,C16_F_BD_85over,C16_F_BD_Tot,C16_F_AdD_DL_15_19,C16_F_AdD_DL_20_24,C16_F_AdD_DL_25_34,C16_F_AdD_DL_35_44,C16_F_AdD_DL_45_54,C16_F_AdD_DL_55_64,C16_F_AdD_DL_65_74,C16_F_AdD_DL_75_84,C16_F_AdD_DL_85over,C16_F_AdD_DL_Tot,C16_F_CL_C_III_IV_15_19,C16_F_CL_C_III_IV_20_24,C16_F_CL_C_III_IV_25_34,C16_F_CL_C_III_IV_35_44,C16_F_CL_C_III_IV_45_54,C16_F_CL_C_III_IV_55_64,C16_F_CL_C_III_IV_65_74,C16_F_CL_C_III_IV_75_84,C16_F_CL_C_III_IV_85over,C16_F_CL_C_III_IV_Tot,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85over,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85over,C16_F_CL_CL_nfd_Tot,C16_F_CL_Tot_15_19,C16_F_CL_Tot_20_24,C16_F_CL_Tot_25_34,C16_F_CL_Tot_35_44,C16_F_CL_Tot_45_54,C16_F_CL_Tot_55_64,C16_F_CL_Tot_65_74,C16_F_CL_Tot_75_84,C16_F_CL_Tot_85over,C16_F_CL_Tot_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85over,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85over,C16_F_LE_NS_Tot,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_Post_Deg_15_19_yrs,C21_F_Post_Deg_20_24_yrs,C21_F_Post_Deg_25_34_yrs,C21_F_Post_Deg_35_44_yrs,C21_F_Post_Deg_45_54_yrs,C21_F_Post_Deg_55_64_yrs,C21_F_Post_Deg_65_74_yrs,C21_F_Post_Deg_75_84_yrs,C21_F_Post_Deg_85over,C21_F_Post_Deg_Tot,C21_F_GrDip_GrCe_15_19,C21_F_GrDip_GrCe_20_24,C21_F_GrDip_GrCe_25_34,C21_F_GrDip_GrCe_35_44,C21_F_GrDip_GrCe_45_54,C21_F_GrDip_GrCe_55_64,C21_F_GrDip_GrCe_65_74,C21_F_GrDip_GrCe_75_84,C21_F_GrDip_GrCe_85over,C21_F_GrDip_GrCe_Tot,C21_F_BD_15_19,C21_F_BD_20_24,C21_F_BD_25_34,C21_F_BD_35_44,C21_F_BD_45_54,C21_F_BD_55_64,C21_F_BD_65_74,C21_F_BD_75_84,C21_F_BD_85over,C21_F_BD_Tot,C21_F_AdD_DL_15_19,C21_F_AdD_DL_20_24,C21_F_AdD_DL_25_34,C21_F_AdD_DL_35_44,C21_F_AdD_DL_45_54,C21_F_AdD_DL_55_64,C21_F_AdD_DL_65_74,C21_F_AdD_DL_75_84,C21_F_AdD_DL_85over,C21_F_AdD_DL_Tot,C21_F_CL_C_III_IV_15_19,C21_F_CL_C_III_IV_20_24,C21_F_CL_C_III_IV_25_34,C21_F_CL_C_III_IV_35_44,C21_F_CL_C_III_IV_45_54,C21_F_CL_C_III_IV_55_64,C21_F_CL_C_III_IV_65_74,C21_F_CL_C_III_IV_75_84,C21_F_CL_C_III_IV_85over,C21_F_CL_C_III_IV_Tot
501,656,1173,2324,2374,2082,1307,528,412,211,11073,17,49,140,205,323,336,225,116,32,1441,355,229,540,678,690,643,588,517,243,4483,1084,1994,5692,6841,6101,4569,2418,1405,569,30672,0,12,212,294,249,193,107,21,4,1089,0,28,241,363,347,290,119,31,0,1425,4,294,1880,2360,1653,1311,715,302,61,8591,47,242,1083,1328,1484,1470,818,284,87,6848,349,955,2188,2133,1958,1296,520,114,50,9563,247,233,324,280,235,175,88,16,9,1601,38,120,238,374,454,440,270,77,21,2031,628,1305,2755,2785,2649,1916,876,207,77,13197,6,14,77,72,76,109,104,69,14,542,586,347,855,955,1099,1314,1290,1040,594,8077,1271,2243,7099,8164,7557,6605,4033,1956,840,39762,0,22,292,464,355,296,217,56,0,1708,3,24,268,453,489,427,271,74,14,2011,0,304,2036,2806,2294,1646,1158,463,112,10825,36,187,1039,1495,1582,1692,1237,458,136,7868,578,1118,2536,2702,2461,1949,939,222,37,12543
502,268,609,1041,1044,1044,697,371,118,25,5221,14,34,63,114,155,188,197,95,34,899,270,158,306,392,392,490,600,717,333,3667,594,1122,2504,2963,2846,2310,1756,1182,437,15719,0,8,131,133,122,65,44,12,0,517,0,13,103,169,143,129,64,21,0,647,0,213,852,914,690,539,347,175,45,3779,53,205,574,714,865,741,499,218,46,3913,194,585,1168,1048,992,773,368,119,26,5278,97,95,147,111,112,84,53,17,7,734,23,66,144,223,214,253,205,79,22,1229,311,747,1464,1392,1316,1108,627,217,56,7241,4,12,26,45,64,61,83,58,13,362,246,180,399,442,531,669,827,740,385,4412,616,1377,3556,3798,3733,3307,2495,1441,550,20868,0,11,127,193,181,146,79,25,5,763,5,18,125,180,224,195,133,34,8,924,0,226,950,1110,965,688,562,243,51,4797,23,184,641,847,928,992,738,286,82,4712,279,635,1452,1390,1346,1161,608,210,39,7116
503,157,625,953,750,779,572,273,182,68,4364,11,60,195,202,242,269,265,145,102,1500,317,580,1342,733,699,717,565,688,727,6371,545,3829,11693,9070,8138,6047,3162,1984,1210,45689,3,125,1957,1919,1486,934,474,141,30,7064,0,64,693,729,782,630,276,73,30,3274,13,2189,6968,4636,3720,2569,1417,642,223,22371,55,433,1298,1078,1374,1276,871,455,201,7029,107,442,872,519,536,400,222,99,55,3241,68,79,76,73,66,64,63,22,16,526,11,56,146,210,244,243,222,88,55,1270,186,571,1092,803,853,707,503,206,121,5040,18,38,129,91,91,112,119,60,50,705,344,666,1796,949,852,857,825,786,673,7752,615,4077,13925,10193,9156,7082,4500,2364,1329,53245,0,202,2878,2681,1996,1303,796,230,62,10143,0,73,771,794,938,750,522,172,40,4076,4,2192,6963,5553,4461,3066,2074,957,356,25629,50,521,1201,1162,1292,1473,1086,633,261,7677,274,546,901,673,621,530,303,120,66,4034
504,568,1526,2850,2658,2282,1410,472,168,50,11974,36,75,248,341,424,431,298,142,48,2042,709,502,1028,1163,1124,1077,1008,887,561,8050,1424,3679,10209,10140,8289,5867,3020,1585,741,44951,0,49,1076,945,579,382,150,33,7,3208,4,47,507,624,549,395,133,38,0,2303,12,1189,5025,3977,2490,1589,831,257,57,15431,107,655,2275,2383,2154,1618,834,303,76,10412,353,1320,3043,2382,2132,1410,522,140,43,11351,214,226,355,280,250,171,88,31,4,1620,39,134,385,538,584,500,314,117,30,2647,608,1680,3783,3201,2975,2076,926,284,81,15622,13,43,187,150,162,176,129,64,25,952,559,662,1542,1397,1364,1249,1261,1051,804,9886,1302,4334,14397,12677,10270,7489,4260,2031,1057,57815,0,88,1414,1645,917,574,291,68,16,5007,0,70,713,839,717,499,266,84,16,3202,8,1221,5654,5136,3343,1991,1270,459,108,19186,53,667,2371,2648,2427,2014,1201,458,116,11950,535,1566,3782,3118,2706,2006,916,242,62,14941
505,1207,3099,5773,5610,4899,3024,1251,649,328,25845,55,233,540,776,926,913,698,373,129,4637,1244,1039,2153,2062,1940,1871,1776,1875,1162,15121,2726,8758,24782,24158,19440,12998,6538,3951,1900,105252,0,155,2454,2361,1467,831,330,74,14,7682,5,149,1373,1592,1360,932,316,81,16,5830,16,3333,12559,10412,6710,3924,2048,735,163,39904,246,1377,4969,5475,5315,3796,1986,750,206,24110,781,2426,5580,4583,4418,2627,1111,373,137,22037,393,351,614,590,510,380,198,75,24,3126,94,295,811,1200,1333,1120,772,292,116,6034,1274,3075,7004,6369,6260,4130,2083,733,276,31201,35,106,389,340,369,386,333,180,63,2204,1027,1102,2851,2468,2445,2376,2335,2122,1585,18307,2598,9292,31596,29013,23925,16366,9438,4663,2328,129233,0,224,3236,3865,2315,1293,596,168,24,11718,7,157,1671,2147,1812,1308,680,175,33,7989,11,3224,13084,13204,8830,5118,3174,1179,288,48114,125,1407,4861,5710,5917,4873,2947,1124,344,27310,1121,2754,6171,5647,5225,3920,1894,556,150,27450
506,1271,3043,5284,4600,3974,2833,1190,534,162,22889,65,231,483,589,754,823,630,327,128,4034,1183,1200,2169,1966,1853,1878,1638,1880,1410,15176,2750,9176,23313,18868,15641,11467,6002,3684,1980,92888,0,164,3351,2636,1415,814,323,72,11,8791,0,162,1114,1124,972,762,273,73,15,4493,21,3117,12235,8552,5011,3132,1661,665,135,34528,229,1421,4376,4092,3870,3138,1628,633,193,19581,741,2449,5102,3936,3384,2403,1023,266,108,19418,394,419,588,481,426,335,193,46,17,2904,97,247,672,934,987,865,588,251,92,4727,1235,3118,6369,5351,4798,3603,1796,568,214,27045,18,130,364,300,286,291,293,167,60,1902,992,1318,3038,2351,2187,2326,2241,2106,1700,18256,2499,9423,30845,24411,18534,14066,8212,4277,2333,114594,5,238,4172,4520,2205,1169,592,154,18,13057,5,172,1347,1591,1221,961,524,159,22,6009,12,3137,12404,11917,6834,4107,2546,971,240,42178,134,1462,4224,4880,4276,3661,2289,961,256,22144,1108,3013,5983,5288,4315,3165,1646,446,104,25067
507,964,2454,4369,4226,3492,1998,774,373,116,18770,50,154,381,537,724,643,497,296,123,3410,1044,712,1335,1682,1485,1477,1477,1770,1077,12057,2238,6318,16749,17307,14510,9711,5051,3320,1548,76756,0,83,1679,1861,1333,856,366,75,17,6275,10,130,1006,1173,1104,779,279,83,22,4566,16,2251,8434,7366,4950,3202,1577,599,185,28590,162,1036,3188,3687,3679,2780,1452,596,203,16778,656,2195,4612,3627,3404,2016,798,271,105,17679,332,402,566,446,362,310,147,43,20,2630,100,222,586,816,908,760,532,217,89,4229,1093,2814,5764,4891,4678,3080,1480,531,214,24539,12,69,211,237,308,293,237,114,65,1547,896,1001,2335,1975,2058,1992,1891,1923,1468,15538,2188,7385,22624,21180,18107,12981,7278,3920,2160,97823,0,116,2260,2977,1990,1276,679,162,27,9490,3,119,1201,1581,1407,1085,601,151,33,6178,5,2359,9172,9567,6621,4098,2573,964,240,35601,118,979,3239,4153,4194,3494,2179,879,280,19530,991,2453,5561,4838,4261,3158,1387,380,107,23129
509,397,712,1572,1553,1400,1038,390,107,43,7216,17,32,74,140,214,303,219,94,41,1127,319,168,406,573,616,696,638,623,298,4329,753,1290,4015,4765,4641,4039,2203,1131,477,23317,0,4,119,173,178,170,81,13,5,734,0,11,169,226,238,266,97,22,3,1034,0,235,1293,1396,1136,936,590,227,56,5876,32,157,657,830,1131,1167,712,279,70,5047,183,556,1350,1192,1266,1033,399,88,26,6104,162,139,235,194,156,147,80,24,7,1128,35,72,153,268,294,325,200,51,20,1422,380,767,1728,1652,1722,1502,680,167,56,8654,8,23,52,45,68,84,83,59,16,438,401,281,677,772,1045,1234,1243,862,458,6969,826,1486,4701,5092,5504,5372,3484,1634,658,28751,0,19,193,244,220,239,149,37,6,1100,0,22,183,246,280,276,211,47,5,1271,0,265,1329,1603,1372,1176,791,343,85,6967,18,138,623,857,1089,1316,959,402,88,5494,259,566,1436,1438,1421,1293,690,159,39,7302
510,188,650,1426,955,622,287,45,3,0,4176,7,42,89,107,129,82,22,4,0,483,451,528,1280,1123,854,480,171,65,14,4961,664,1675,5318,4100,2840,1465,347,97,20,16523,0,9,231,187,111,87,24,5,0,651,3,25,197,202,118,94,17,0,0,646,4,245,1584,1141,583,352,100,17,4,4034,12,130,800,694,559,347,92,11,0,2640,85,410,1240,849,550,286,48,4,0,3478,78,133,251,157,91,50,4,0,0,771,8,43,173,170,144,87,22,3,0,664,174,592,1663,1183,782,427,77,13,3,4907,0,6,52,37,30,25,4,0,0,165,426,476,1412,1025,1000,641,259,91,36,5360,612,1479,5941,4467,3184,1973,572,130,41,18408,0,15,318,313,163,102,37,9,0,959,0,16,237,244,160,106,34,5,0,796,0,266,1670,1286,728,415,129,31,0,4520,9,106,680,732,558,417,128,22,0,2647,100,367,1209,1078,694,374,92,10,0,3922
511,339,791,1560,1382,1148,650,208,70,10,6159,17,46,98,162,181,177,110,52,15,855,493,397,794,859,811,655,549,423,190,5169,878,1773,4700,4645,3845,2544,1324,664,241,20611,0,3,190,170,115,84,29,0,0,589,0,25,179,216,180,134,52,4,0,794,3,259,1374,1202,850,546,265,87,18,4600,19,186,695,830,792,694,311,114,20,3667,182,529,1344,1073,1076,617,222,61,8,5114,142,169,231,173,142,103,52,14,0,1031,31,84,176,251,210,221,99,46,10,1122,355,777,1748,1496,1432,943,375,123,20,7262,0,12,36,52,45,49,47,20,5,268,487,404,1052,950,1008,966,763,493,210,6325,864,1670,5269,4904,4421,3416,1839,848,276,23514,0,25,257,283,180,119,59,8,0,929,0,21,209,233,212,175,94,27,8,970,0,318,1454,1330,1036,643,337,151,25,5294,20,161,659,776,835,750,436,149,35,3827,204,592,1443,1330,1227,898,371,98,15,6176
