SA4_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
501,6,22,139,174,159,140,77,21,5,740,45,72,148,98,67,40,13,0,0,480,204,869,2175,2655,2805,2178,1238,455,104,12684,109,443,801,803,961,723,406,176,37,4460,34,101,338,362,372,251,143,55,6,1662,8,22,148,271,299,204,113,45,9,1110,6,15,123,226,331,392,179,53,11,1338,38,111,395,633,565,487,266,73,26,2582,27,55,161,236,225,216,110,61,4,1094,13,35,91,93,87,75,42,12,0,449,34,102,340,415,281,170,81,42,4,1468,4,6,0,13,9,5,0,0,0,36,8,10,48,75,77,61,34,13,9,339,577,439,978,1085,1066,901,647,528,222,6448,1106,2296,5885,7137,7287,5854,3361,1539,423,34891,6,33,158,215,192,180,146,46,10,987,38,76,167,135,89,50,27,8,0,589,198,868,2424,2820,2921,2636,1874,725,160,14624,92,324,981,898,914,873,574,253,53,4962,30,79,302,447,399,344,226,106,19,1963
502,3,15,34,43,50,44,34,15,4,237,26,61,100,58,51,25,8,5,0,332,91,386,922,1234,1369,1252,1068,484,89,6894,66,201,342,405,426,355,400,207,36,2440,8,17,106,103,82,77,75,30,5,506,10,3,62,89,132,111,64,29,5,514,0,8,49,75,128,158,94,57,8,580,25,58,156,233,262,279,249,105,14,1385,9,41,97,98,112,119,77,40,6,608,14,14,31,30,31,33,30,13,3,198,19,50,155,144,152,90,79,24,8,728,0,0,0,0,4,0,3,0,0,20,5,7,26,47,52,34,32,19,8,231,340,236,434,523,512,551,538,505,211,3842,620,1108,2529,3084,3364,3127,2751,1538,403,18522,0,18,51,56,57,63,70,12,13,345,32,74,98,101,62,42,24,5,4,435,96,425,1314,1435,1607,1490,1400,746,184,8695,50,190,501,433,542,400,417,279,67,2876,23,27,89,118,115,81,100,43,13,609
503,3,194,763,568,621,492,261,100,34,3037,13,130,713,378,265,106,29,0,0,1630,47,657,2568,1811,1900,1537,799,376,141,9834,33,304,775,508,518,479,277,130,41,3064,0,49,213,162,127,101,106,50,18,813,4,136,750,778,779,568,392,187,47,3646,0,41,198,206,319,344,192,72,28,1395,32,564,2171,2047,1840,1243,630,234,91,8858,28,307,1048,943,914,830,427,151,52,4696,31,258,582,284,224,161,62,26,3,1635,17,149,376,208,181,112,39,12,7,1112,11,10,7,5,0,5,0,4,3,54,4,34,107,85,91,60,36,18,10,452,445,711,1846,1085,838,829,517,430,240,6940,667,3539,12123,9067,8634,6867,3761,1805,714,47172,0,305,844,587,612,523,372,133,55,3436,7,100,638,524,308,151,45,10,0,1789,36,686,2940,2069,1772,1580,1027,498,171,10780,16,186,896,522,552,469,292,179,61,3179,6,45,189,157,141,105,85,72,15,820
504,4,67,286,369,308,233,103,31,9,1413,60,178,719,468,271,109,18,3,0,1833,210,1175,3126,3744,3799,3041,1621,628,164,17506,94,465,892,879,869,779,491,207,44,4725,17,73,210,242,208,132,71,27,0,980,3,79,330,331,282,227,115,56,9,1442,8,44,224,283,366,329,215,74,23,1563,48,403,1346,1354,1174,769,333,125,33,5581,47,205,588,687,545,469,210,69,18,2848,57,181,406,294,186,167,65,17,14,1381,42,188,501,466,370,249,115,50,3,1978,5,8,3,16,4,9,9,4,0,56,7,29,111,149,150,96,45,25,8,611,844,917,1842,1750,1502,1142,879,640,256,9770,1442,4009,10595,11032,10035,7743,4287,1950,587,51686,5,112,412,378,379,262,155,53,11,1772,69,182,714,666,383,143,43,11,0,2204,201,1333,4353,4053,4104,3437,2230,900,199,20794,96,456,1410,1047,963,812,625,303,56,5772,19,63,229,288,242,173,88,46,9,1163
505,4,214,822,960,843,601,285,92,26,3843,133,396,1644,1307,660,282,56,3,0,4488,353,2247,6613,7785,8050,6272,3329,1476,360,36485,297,1355,2797,2876,2718,1941,1101,542,126,13754,22,148,550,505,391,243,130,57,11,2060,19,274,948,1087,931,582,300,132,37,4321,9,101,524,765,918,886,487,229,54,3972,136,1002,3627,4035,3280,2452,1193,412,138,16275,110,549,1498,1478,1173,932,426,170,35,6369,87,413,854,570,322,267,112,50,15,2680,51,382,1019,1008,794,421,229,80,27,4022,20,22,23,16,13,18,9,7,3,134,14,65,234,250,248,183,100,51,20,1172,1546,1498,3101,2782,2456,1998,1471,1320,597,16768,2814,8667,24254,25441,22805,17081,9214,4625,1456,116354,14,335,894,1028,906,675,456,145,32,4496,89,381,1630,1684,975,422,129,10,0,5327,318,2413,8373,8380,8326,7000,4524,2039,521,41898,225,1242,4361,3300,3120,2185,1394,776,159,16770,18,126,567,542,479,333,176,76,23,2346
506,11,297,875,905,701,539,279,86,28,3724,134,415,1873,1026,525,199,35,0,0,4214,412,2561,7341,7023,7118,5982,3130,1287,308,35160,198,945,1755,1589,1558,1490,925,481,129,9075,40,167,472,470,368,277,171,79,19,2081,16,232,941,773,688,478,238,123,23,3519,12,91,413,499,607,692,404,150,37,2909,154,1423,3917,2935,2362,1914,851,268,77,13908,110,476,1263,1107,951,907,444,142,28,5431,94,368,735,393,234,182,104,36,11,2156,75,505,1161,761,579,394,198,71,13,3755,20,31,19,20,25,20,22,8,3,162,19,75,213,268,223,182,89,49,22,1143,1525,2067,3643,3032,2576,2179,1535,1287,620,18462,2821,9662,24626,20815,18524,15437,8408,4078,1324,105688,10,320,1028,965,843,592,440,127,29,4354,126,455,1875,1675,724,342,95,7,0,5298,346,2872,9469,8620,7746,6311,4270,1839,426,41895,167,933,2609,1743,1589,1505,1113,606,176,10442,26,130,479,452,465,333,233,99,26,2238
507,6,179,568,680,622,562,233,72,17,2938,112,303,1010,675,398,152,40,0,0,2691,352,1932,5599,6426,6448,4787,2560,1305,324,29732,154,681,1527,1577,1595,1147,822,418,91,8022,25,135,422,423,361,253,132,65,16,1831,23,190,742,847,679,467,260,120,40,3365,9,61,367,470,651,658,341,138,32,2725,83,687,2040,2452,2135,1608,699,316,102,10118,92,426,946,1041,911,737,349,145,28,4677,71,243,520,362,277,210,78,22,8,1785,66,237,710,659,520,289,205,67,16,2760,15,17,8,16,24,7,7,6,5,106,12,57,169,222,194,153,77,46,12,935,1131,1117,2285,2252,2039,1602,1235,1130,514,13291,2150,6257,16921,18102,16845,12624,7028,3844,1199,84970,12,245,633,728,752,601,404,116,32,3518,81,331,1009,1068,563,273,78,12,0,3411,315,2014,7020,7181,7137,5609,3582,1671,463,34996,152,717,2154,1852,1775,1355,952,588,161,9702,19,123,444,526,399,323,227,74,23,2161
509,0,15,67,109,91,79,63,20,3,454,24,45,92,58,47,29,14,0,0,307,145,572,1296,1565,1800,1564,946,363,72,8323,69,214,359,404,491,516,349,145,27,2551,66,158,486,543,537,444,228,90,13,2570,3,12,61,123,185,138,90,31,5,663,3,17,95,148,198,278,124,30,9,906,30,68,280,365,392,390,188,59,13,1792,17,45,125,192,205,236,104,33,6,963,9,26,45,55,76,80,38,12,5,341,25,35,174,243,216,125,88,25,4,938,14,6,3,0,4,8,6,3,0,39,5,9,34,49,63,39,39,10,7,261,456,423,737,894,944,822,632,503,192,5605,866,1640,3853,4753,5238,4751,2907,1348,351,25707,0,16,49,98,99,99,109,33,8,512,29,54,89,73,67,43,23,4,0,379,131,592,1545,1552,1776,1918,1429,540,136,9621,60,186,499,421,455,514,393,209,47,2794,73,163,424,548,551,524,336,150,38,2806
510,0,31,141,140,60,32,11,0,0,429,3,19,98,55,33,13,0,0,0,213,84,895,3164,2756,2193,1122,187,36,9,10445,26,264,734,611,476,271,71,15,0,2467,28,76,225,192,133,75,17,0,0,752,0,25,157,236,171,92,18,4,0,709,3,23,135,149,119,120,19,0,0,567,15,67,408,452,347,198,28,0,0,1523,4,75,197,195,177,92,21,3,0,768,3,23,77,65,42,43,3,4,0,264,13,62,271,222,169,55,20,0,0,806,0,7,7,8,5,0,0,0,0,32,7,18,61,97,77,43,9,4,0,324,593,1252,3210,2724,2102,1088,280,84,23,11359,790,2835,8899,7899,6103,3245,686,153,35,30653,0,9,138,145,55,41,10,3,0,400,4,23,78,95,42,9,3,0,0,248,76,617,3707,2982,2320,1233,282,44,8,11272,24,130,757,583,441,309,81,27,0,2349,20,72,196,207,156,95,26,0,0,776
511,3,42,145,153,89,64,20,5,4,516,34,44,111,67,33,17,3,0,0,306,137,956,2329,2390,2152,1534,674,233,40,10447,64,229,490,505,530,437,237,88,13,2606,40,84,258,288,241,182,82,35,5,1221,8,17,114,181,168,109,40,13,0,655,3,18,142,166,168,139,57,17,3,716,11,75,293,387,341,235,101,24,4,1484,25,54,184,189,147,120,44,10,0,780,6,33,64,54,40,45,13,8,0,255,14,70,230,262,195,95,62,18,5,955,4,5,5,5,5,5,4,0,0,34,4,15,46,64,65,42,15,4,6,260,586,659,1417,1306,1313,939,607,375,115,7322,936,2299,5830,6024,5500,3974,1957,840,197,27552,6,39,179,141,95,70,31,8,0,566,17,46,90,72,38,21,4,0,0,287,132,797,2427,2211,2195,1788,944,322,66,10875,51,229,544,407,503,487,287,110,23,2637,35,71,202,242,263,200,136,58,9,1216
