SA4_CODE_2021,C16_AP_45_49_NCB_2,C16_AP_45_49_NCB_3,C16_AP_45_49_NCB_4,C16_AP_45_49_NCB_5,C16_AP_45_49_NCB_6mor,C16_AP_45_49_NCB_NS,C16_AP_45_49_Tot,C16_AP_50_54_NCB_0,C16_AP_50_54_NCB_1,C16_AP_50_54_NCB_2,C16_AP_50_54_NCB_3,C16_AP_50_54_NCB_4,C16_AP_50_54_NCB_5,C16_AP_50_54_NCB_6mor,C16_AP_50_54_NCB_NS,C16_AP_50_54_Tot,C16_AP_55_59_NCB_0,C16_AP_55_59_NCB_1,C16_AP_55_59_NCB_2,C16_AP_55_59_NCB_3,C16_AP_55_59_NCB_4,C16_AP_55_59_NCB_5,C16_AP_55_59_NCB_6mor,C16_AP_55_59_NCB_NS,C16_AP_55_59_Tot,C16_AP_60_64_NCB_0,C16_AP_60_64_NCB_1,C16_AP_60_64_NCB_2,C16_AP_60_64_NCB_3,C16_AP_60_64_NCB_4,C16_AP_60_64_NCB_5,C16_AP_60_64_NCB_6mor,C16_AP_60_64_NCB_NS,C16_AP_60_64_Tot,C16_AP_65_69_NCB_0,C16_AP_65_69_NCB_1,C16_AP_65_69_NCB_2,C16_AP_65_69_NCB_3,C16_AP_65_69_NCB_4,C16_AP_65_69_NCB_5,C16_AP_65_69_NCB_6mor,C16_AP_65_69_NCB_NS,C16_AP_65_69_Tot,C16_AP_70_74_NCB_0,C16_AP_70_74_NCB_1,C16_AP_70_74_NCB_2,C16_AP_70_74_NCB_3,C16_AP_70_74_NCB_4,C16_AP_70_74_NCB_5,C16_AP_70_74_NCB_6mor,C16_AP_70_74_NCB_NS,C16_AP_70_74_Tot,C16_AP_75_79_NCB_0,C16_AP_75_79_NCB_1,C16_AP_75_79_NCB_2,C16_AP_75_79_NCB_3,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6mor,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6mor,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85over_N_c_b_0,C16_AP_85over_N_c_b_1,C16_AP_85over_N_c_b_2,C16_AP_85over_N_c_b_3,C16_AP_85over_N_c_b_4,C16_AP_85over_N_c_b_5,C16_AP_85over_N_c_b_6mor,C16_AP_85over_N_c_b_NS,C16_AP_85over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_c_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_Tot_Tot,C21_AP_15_19_NCB_0,C21_AP_15_19_NCB_1,C21_AP_15_19_NCB_2,C21_AP_15_19_NCB_3,C21_AP_15_19_NCB_4,C21_AP_15_19_NCB_5,C21_AP_15_19_NCB_6mor,C21_AP_15_19_NCB_NS,C21_AP_15_19_Tot,C21_AP_20_24_NCB_0,C21_AP_20_24_NCB_1,C21_AP_20_24_NCB_2,C21_AP_20_24_NCB_3,C21_AP_20_24_NCB_4,C21_AP_20_24_NCB_5,C21_AP_20_24_NCB_6mor,C21_AP_20_24_NCB_NS,C21_AP_20_24_Tot,C21_AP_25_29_NCB_0,C21_AP_25_29_NCB_1,C21_AP_25_29_NCB_2,C21_AP_25_29_NCB_3,C21_AP_25_29_NCB_4,C21_AP_25_29_NCB_5,C21_AP_25_29_NCB_6mor,C21_AP_25_29_NCB_NS,C21_AP_25_29_Tot,C21_AP_30_34_NCB_0,C21_AP_30_34_NCB_1,C21_AP_30_34_NCB_2,C21_AP_30_34_NCB_3,C21_AP_30_34_NCB_4,C21_AP_30_34_NCB_5,C21_AP_30_34_NCB_6mor,C21_AP_30_34_NCB_NS,C21_AP_30_34_Tot,C21_AP_35_39_NCB_0,C21_AP_35_39_NCB_1,C21_AP_35_39_NCB_2,C21_AP_35_39_NCB_3,C21_AP_35_39_NCB_4,C21_AP_35_39_NCB_5,C21_AP_35_39_NCB_6mor,C21_AP_35_39_NCB_NS,C21_AP_35_39_Tot,C21_AP_40_44_NCB_0,C21_AP_40_44_NCB_1,C21_AP_40_44_NCB_2,C21_AP_40_44_NCB_3,C21_AP_40_44_NCB_4,C21_AP_40_44_NCB_5,C21_AP_40_44_NCB_6mor,C21_AP_40_44_NCB_NS,C21_AP_40_44_Tot,C21_AP_45_49_NCB_0,C21_AP_45_49_NCB_1,C21_AP_45_49_NCB_2,C21_AP_45_49_NCB_3,C21_AP_45_49_NCB_4,C21_AP_45_49_NCB_5,C21_AP_45_49_NCB_6mor,C21_AP_45_49_NCB_NS,C21_AP_45_49_Tot,C21_AP_50_54_NCB_0,C21_AP_50_54_NCB_1,C21_AP_50_54_NCB_2,C21_AP_50_54_NCB_3,C21_AP_50_54_NCB_4,C21_AP_50_54_NCB_5,C21_AP_50_54_NCB_6mor,C21_AP_50_54_NCB_NS,C21_AP_50_54_Tot,C21_AP_55_59_NCB_0,C21_AP_55_59_NCB_1,C21_AP_55_59_NCB_2,C21_AP_55_59_NCB_3,C21_AP_55_59_NCB_4,C21_AP_55_59_NCB_5,C21_AP_55_59_NCB_6mor,C21_AP_55_59_NCB_NS,C21_AP_55_59_Tot,C21_AP_60_64_NCB_0,C21_AP_60_64_NCB_1,C21_AP_60_64_NCB_2,C21_AP_60_64_NCB_3,C21_AP_60_64_NCB_4,C21_AP_60_64_NCB_5,C21_AP_60_64_NCB_6mor,C21_AP_60_64_NCB_NS,C21_AP_60_64_Tot,C21_AP_65_69_NCB_0,C21_AP_65_69_NCB_1,C21_AP_65_69_NCB_2,C21_AP_65_69_NCB_3,C21_AP_65_69_NCB_4,C21_AP_65_69_NCB_5,C21_AP_65_69_NCB_6mor,C21_AP_65_69_NCB_NS,C21_AP_65_69_Tot,C21_AP_70_74_NCB_0,C21_AP_70_74_NCB_1,C21_AP_70_74_NCB_2,C21_AP_70_74_NCB_3,C21_AP_70_74_NCB_4,C21_AP_70_74_NCB_5,C21_AP_70_74_NCB_6mor,C21_AP_70_74_NCB_NS,C21_AP_70_74_Tot,C21_AP_75_79_NCB_0,C21_AP_75_79_NCB_1,C21_AP_75_79_NCB_2,C21_AP_75_79_NCB_3
501,2418,1360,523,130,102,472,6460,710,595,2184,1406,557,147,110,418,6139,579,532,2222,1584,624,172,91,503,6318,485,416,2061,1542,603,169,100,428,5809,369,337,1911,1408,613,144,85,444,5304,247,195,1133,1045,480,192,94,338,3722,138,124,576,743,508,231,117,312,2743,90,67,318,477,373,196,152,280,1953,96,96,359,421,346,182,190,347,2039,15777,7194,20308,13489,5731,1849,1202,6149,71705,4831,31,4,0,0,0,3,502,5373,2911,383,128,32,0,0,0,323,3777,2435,873,627,222,69,13,8,402,4659,1679,1075,1532,663,184,62,26,333,5556,1022,994,2324,1153,317,86,56,363,6307,778,784,2353,1297,445,116,61,355,6184,772,761,2480,1348,477,133,86,340,6395,809,824,2480,1392,514,146,85,390,6646,825,641,2357,1553,570,143,89,370,6543,691,578,2468,1760,668,192,89,379,6831,561,445,2210,1645,626,183,96,387,6145,389,380,1969,1473,619,157,71,385,5445,239,184,1137,1015
502,1231,694,237,91,46,199,3224,367,370,1172,707,298,96,50,202,3249,303,315,1204,778,317,82,46,225,3268,288,271,1221,843,332,93,48,224,3310,230,227,1386,876,341,90,46,229,3428,157,191,983,773,324,105,43,218,2803,123,128,560,606,375,124,81,222,2218,82,71,298,402,295,121,85,173,1524,71,98,274,307,207,93,83,256,1384,8787,4399,11914,7701,3320,1070,631,3172,40991,2682,23,3,0,0,0,0,264,2971,2081,260,100,21,9,0,0,212,2686,1298,529,469,179,33,5,0,179,2692,741,553,930,446,109,37,18,183,3020,515,514,1104,596,217,65,28,190,3228,368,420,1155,594,234,66,47,144,3019,409,443,1194,662,275,83,49,199,3308,409,434,1346,749,257,100,54,167,3521,418,407,1405,811,319,106,46,183,3690,363,383,1453,969,372,96,51,190,3875,354,318,1531,1012,366,107,68,186,3940,259,272,1527,974,372,107,44,243,3793,152,170,1016,758
503,2138,1120,216,49,17,379,5769,1063,707,1903,950,236,40,18,367,5291,887,610,1847,953,235,54,15,390,4993,742,500,1572,910,284,43,34,339,4421,570,440,1394,816,263,70,33,328,3910,352,194,942,735,256,77,30,248,2836,249,161,608,614,295,70,66,240,2299,219,106,409,485,265,102,73,199,1851,261,174,567,578,384,147,143,360,2613,30143,7372,15913,8868,2713,687,458,6949,73112,4789,10,0,0,0,0,0,344,5143,6281,53,6,0,0,0,0,589,6927,6745,338,96,25,5,0,5,635,7841,5123,1314,716,147,16,0,3,502,7825,2545,1417,1966,594,97,19,9,364,7001,1453,929,2275,881,161,24,4,251,5978,1154,876,2295,1081,202,30,14,223,5868,1144,830,2244,1139,244,48,16,233,5910,1124,725,1992,981,253,34,22,216,5333,911,651,1892,997,270,57,14,198,4986,754,540,1595,954,296,50,30,246,4465,532,485,1506,853,267,67,23,194,3939,335,211,997,749
504,3258,1635,537,153,134,555,8954,1103,1119,3047,1699,576,181,155,545,8430,952,863,2751,1695,673,162,97,465,7655,711,742,2359,1465,596,162,99,402,6540,462,522,2128,1386,532,157,81,433,5698,263,309,1315,1070,476,162,103,363,4067,157,192,757,794,476,180,151,301,3007,111,136,418,499,342,158,155,277,2100,117,137,436,438,301,179,173,579,2366,30694,12956,26423,14582,5754,1848,1428,8346,102027,6934,40,0,0,0,0,6,582,7566,6743,424,162,44,4,0,0,610,7993,6017,1527,965,308,74,16,4,681,9597,4175,2564,2699,884,236,77,50,604,11294,2456,2105,3756,1370,445,123,76,521,10850,1711,1496,3517,1466,523,162,118,409,9395,1525,1380,3386,1641,563,193,139,430,9271,1474,1329,3304,1710,566,176,143,388,9101,1159,1158,3142,1764,608,197,155,355,8536,982,878,2840,1752,686,188,104,313,7741,701,743,2418,1499,610,173,114,294,6554,440,512,2164,1403,558,155,101,296,5627,240,284,1243,1036
505,8171,3645,1057,290,240,1026,19506,2160,2080,7244,3672,1151,307,221,852,17692,1677,1732,6329,3733,1212,311,203,871,16081,1252,1501,5516,3341,1144,286,169,762,13963,919,1165,4995,3054,1105,306,170,739,12445,607,726,3202,2294,955,255,162,605,8797,420,464,1960,1879,966,371,241,564,6867,273,304,1285,1240,834,364,292,566,5170,284,394,1296,1161,789,337,344,976,5580,66640,26483,62128,32407,11517,3470,2466,14985,220100,15516,65,0,0,0,0,4,1074,16665,14921,669,236,42,0,0,5,1053,16927,12939,2514,1520,438,103,29,7,1211,18760,9008,5106,4990,1452,435,116,43,1073,22219,5096,4525,8224,2923,735,204,137,967,22810,3121,3138,8402,3462,924,260,181,736,20224,2735,2902,8396,3687,1022,298,217,701,19950,2535,2648,8284,3672,1074,323,229,669,19436,2177,2154,7336,3727,1178,312,222,612,17719,1649,1817,6654,3844,1242,308,189,558,16261,1282,1574,5909,3520,1164,326,181,542,14501,926,1181,5207,3133,1146,303,165,610,12669,589,732,3243,2273
506,5816,2805,1018,290,252,917,15713,1907,1819,5381,3053,1124,316,240,904,14740,1682,1583,4916,3145,1178,367,230,843,13951,1323,1354,4675,2918,1124,302,218,847,12766,952,980,4161,2557,1035,303,197,731,10917,620,612,2462,1860,887,286,217,620,7574,422,379,1576,1525,904,321,254,604,5987,263,265,896,997,703,349,324,571,4359,297,342,977,974,667,365,387,1171,5175,62595,24763,50012,27463,11020,3703,2817,15868,198252,13614,83,3,0,0,0,0,1142,14847,14693,923,330,83,7,0,8,1370,17408,12422,2824,1681,534,147,32,18,1459,19115,8224,4876,4801,1609,522,117,65,1262,21471,4652,4216,7608,2809,884,277,163,1121,21740,3072,2899,6903,3102,957,335,250,809,18331,2535,2466,6216,3017,996,367,261,743,16595,2342,2269,5959,2875,1075,350,268,722,15856,1900,1929,5475,3096,1142,338,237,672,14783,1674,1674,4985,3159,1203,365,244,564,13861,1277,1402,4695,2949,1129,302,198,533,12478,912,987,4122,2545,1035,288,199,580,10674,547,561,2332,1795
507,5745,2737,885,270,153,816,14545,1703,1653,5124,2846,995,250,146,810,13513,1308,1326,4660,2751,962,279,111,736,12123,1032,1120,4053,2594,918,232,125,677,10762,720,826,3546,2311,854,231,125,626,9241,450,485,2342,1816,725,201,136,506,6667,288,318,1456,1466,833,296,177,524,5355,232,255,928,1094,655,287,193,527,4173,244,363,1005,986,654,333,281,994,4854,48057,19785,45505,25392,9441,2911,1786,12786,165657,12020,74,5,0,0,0,0,892,12995,11412,694,242,56,7,3,0,991,13401,9310,2069,1387,422,110,29,13,950,14274,6319,3700,3771,1326,383,97,61,873,16525,3484,3149,6294,2457,665,196,115,750,17106,2328,2435,6089,2763,815,231,142,582,15383,2079,2154,6098,2868,861,246,147,605,15057,1989,2139,5988,2846,916,271,151,556,14865,1828,1741,5434,2964,1016,248,156,529,13913,1337,1436,4894,2883,1002,296,114,480,12446,1063,1176,4385,2744,979,238,126,486,11196,725,903,3687,2427,882,209,116,517,9472,417,481,2319,1800
509,1551,1051,409,170,115,381,4700,595,462,1571,1159,489,155,84,440,4951,561,390,1686,1264,571,178,113,461,5225,464,386,1575,1241,509,181,97,445,4883,339,284,1450,1144,496,167,95,445,4422,186,205,920,866,494,161,94,332,3259,128,96,499,638,465,188,148,277,2436,81,67,260,379,349,167,126,220,1638,76,82,287,336,297,139,146,296,1657,11096,4853,14162,10663,5007,1746,1215,5328,54072,2972,25,0,0,0,0,0,453,3451,1911,260,113,20,6,0,0,295,2607,1621,543,460,181,52,17,3,279,3164,941,596,989,498,152,56,26,358,3613,542,462,1276,819,321,68,51,329,3865,500,430,1234,829,312,86,77,354,3826,556,416,1436,918,364,101,89,428,4310,614,510,1593,1040,391,143,97,415,4797,653,487,1658,1182,510,143,87,498,5223,611,428,1696,1310,577,154,103,429,5293,463,381,1583,1234,522,157,84,432,4867,319,272,1360,1082,480,145,85,403,4143,172,191,815,759
510,726,460,257,106,101,451,2838,343,244,659,468,234,106,122,421,2600,246,177,557,418,245,108,98,303,2153,142,134,346,273,158,79,77,210,1419,63,61,164,134,89,32,58,124,734,45,31,75,63,39,36,43,58,387,18,14,30,27,24,17,38,40,214,9,5,9,14,9,10,41,32,124,12,3,17,10,12,9,14,25,100,9040,3597,6097,3754,1826,804,819,4763,30699,1721,66,11,0,0,0,0,504,2308,1543,323,145,19,6,0,4,498,2534,1921,505,445,174,50,14,0,677,3796,1423,751,872,468,171,53,19,819,4572,803,539,1134,636,258,105,61,660,4185,489,357,803,521,263,91,89,486,3099,407,321,738,475,226,107,86,454,2797,357,264,634,430,229,102,107,448,2578,256,207,534,395,197,91,87,371,2140,182,149,410,337,204,78,71,273,1693,97,77,234,183,119,42,56,173,970,44,38,103,91,73,37,39,108,548,28,15,59,41
511,1301,860,366,122,77,408,4082,426,384,1279,946,388,150,83,437,4097,315,320,1152,916,438,152,91,409,3803,241,237,1009,827,372,118,68,336,3213,159,156,785,701,326,117,51,284,2580,94,92,504,466,316,98,71,205,1859,51,62,244,353,240,103,94,163,1311,35,43,115,202,178,100,97,110,888,47,39,108,145,133,80,109,137,796,10619,4664,10930,7758,3632,1326,986,5269,45179,2541,49,3,0,0,0,3,514,3120,2140,344,137,35,5,0,5,488,3161,1829,588,537,184,46,9,0,497,3710,1134,697,954,481,161,47,26,464,3969,649,517,1187,686,251,82,62,525,3950,451,415,1182,667,325,106,85,434,3659,484,437,1240,720,279,105,89,423,3764,484,438,1281,807,344,113,75,447,3992,415,348,1173,912,363,147,72,428,3856,300,298,1116,887,407,141,79,391,3624,216,206,966,764,348,93,57,346,2998,129,142,749,627,291,98,54,280,2369,87,86,417,443
