SA4_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
501,3,0,0,0,0,3,9,0,0,0,0,9,148,11,0,0,0,155,518,103,16,0,4,641,351,98,40,12,0,507,35,3,0,5,0,42,1058,214,62,15,6,1353,0,0,0,0,0,0,5,0,0,0,0,5,44,6,0,0,0,43,69,14,0,0,0,86,4,5,3,0,0,13,3,0,0,0,0,5,124,20,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,40,15,7,0,0,0,23,4,0,0,0,0,0,3,0,0,0,0,0,52,18,0,0,0,73,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,16,4,0,0,0,17,32,3,0,0,0,34,0,0,0,0,0,0,1262,263,69,15,6,1617,5,0,0,0,0,5,10,0,0,0,0,10,131,10,5,0,0,143,563,89
502,0,0,0,0,0,0,6,0,0,0,0,6,70,4,0,0,0,70,238,23,5,0,0,265,241,41,9,3,0,296,19,0,0,0,0,23,565,71,12,3,0,655,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,26,58,10,0,0,0,69,5,0,0,0,0,11,13,0,0,0,0,15,108,9,0,5,0,124,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,19,33,3,0,0,0,38,4,0,0,0,0,3,0,0,0,0,0,0,57,5,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,742,87,16,7,0,854,0,0,0,0,0,0,6,0,0,0,0,6,65,7,0,0,0,68,285,31
503,0,0,0,0,0,4,8,0,0,0,0,8,299,24,6,0,5,332,449,368,69,8,6,902,143,117,184,47,27,520,20,15,4,0,0,37,915,530,267,61,38,1806,0,0,0,0,0,0,13,4,0,0,0,18,262,23,3,0,0,290,222,215,26,13,5,477,23,17,17,8,0,57,4,3,0,0,0,13,524,262,50,17,8,861,9,3,0,0,0,10,152,6,3,0,0,163,1077,116,28,5,0,1228,167,173,42,12,0,400,3,3,5,0,3,19,17,3,3,0,0,23,1436,302,80,19,3,1845,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,3,0,0,0,0,8,2894,1095,401,99,48,4534,0,0,0,0,0,0,8,0,0,0,0,6,177,19,0,0,0,192,344,294
504,3,0,0,0,0,3,13,0,0,0,0,17,229,8,0,0,0,239,799,196,28,6,3,1022,460,120,89,28,13,709,30,8,6,0,0,44,1535,329,127,35,17,2044,0,0,0,0,0,0,5,0,0,0,0,5,112,6,0,0,0,122,185,61,10,0,0,263,20,7,3,3,0,32,11,3,0,0,0,10,330,82,17,0,0,433,0,0,0,0,0,0,27,0,0,0,0,26,168,20,0,0,0,196,66,25,6,0,0,98,3,0,3,0,0,6,6,4,0,0,0,5,272,53,11,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,7,3,0,0,0,13,4,0,0,0,0,4,2150,463,160,40,18,2832,0,0,0,0,0,4,9,0,0,0,0,9,187,5,0,0,0,196,837,189
505,8,0,0,0,0,12,13,0,4,0,0,14,240,18,5,0,0,258,1542,389,59,12,7,2002,927,330,186,67,21,1530,55,13,10,0,0,87,2785,748,264,79,28,3905,0,0,0,0,0,10,17,0,0,0,0,18,304,26,4,3,0,332,783,296,43,10,0,1125,54,40,36,16,6,154,30,9,0,0,0,41,1180,371,89,24,12,1678,0,0,0,0,0,0,26,0,0,0,0,26,300,30,3,0,0,333,165,78,13,8,0,259,7,5,3,6,0,22,7,4,0,0,0,10,508,117,15,11,0,650,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,4478,1242,368,112,40,6245,4,0,0,0,0,9,18,3,0,0,0,27,164,13,7,0,0,185,1397,338
506,13,6,0,0,4,17,28,5,0,0,0,32,375,28,9,0,0,418,1797,569,109,19,14,2504,1017,398,309,135,98,1958,79,31,23,8,4,135,3301,1034,450,167,112,5065,3,0,0,0,0,9,16,5,0,0,0,17,220,12,3,0,0,229,537,278,38,10,0,862,59,57,83,32,22,254,24,13,6,0,5,44,851,361,131,47,25,1418,3,0,0,0,0,0,52,0,0,0,0,55,387,46,4,0,0,437,273,127,26,0,3,432,21,17,17,7,10,74,12,6,0,0,0,15,748,194,50,10,14,1016,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,5,0,0,0,0,7,4917,1596,626,224,151,7507,4,3,5,0,3,16,16,4,5,4,0,25,327,24,7,0,0,364,1758,496
507,4,0,0,0,0,4,17,3,0,0,0,21,273,11,3,0,0,292,1127,309,44,7,0,1487,959,334,169,74,33,1573,49,18,8,6,0,87,2432,676,226,89,36,3462,0,0,0,0,0,4,9,0,0,0,0,9,205,11,0,0,0,221,234,93,14,0,0,341,30,16,18,4,0,63,11,4,0,0,0,15,491,119,31,7,0,652,0,5,0,0,0,4,16,0,0,0,0,16,242,19,0,0,0,260,95,45,9,0,0,155,21,26,35,21,8,106,7,5,7,0,0,17,380,103,49,22,8,555,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,18,3,0,0,0,0,3,3321,902,311,118,41,4691,9,3,0,0,0,9,21,4,3,0,0,28,216,27,5,0,0,248,1124,270
509,6,0,0,0,0,6,18,0,0,0,0,18,166,11,0,0,0,171,428,60,3,0,0,491,196,41,11,6,3,255,13,7,0,0,0,21,820,114,14,6,3,962,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,26,9,6,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,3,48,4,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,3,25,3,0,0,0,26,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,20,0,0,0,0,0,0,923,119,15,6,4,1078,3,0,0,0,0,3,14,0,0,0,0,17,197,6,3,0,0,215,414,74
510,9,0,0,0,0,7,10,0,0,0,0,10,61,11,0,0,0,70,291,84,22,12,0,402,130,64,30,9,7,237,18,4,0,0,0,33,517,162,48,23,11,756,0,0,0,0,0,0,4,0,0,0,0,4,40,4,0,0,0,45,33,10,3,0,0,47,8,7,0,0,0,17,0,0,0,0,0,6,87,20,7,5,0,122,0,0,0,0,0,0,7,0,0,0,0,7,33,5,0,0,0,39,21,15,0,0,0,31,6,3,0,0,0,9,0,0,0,0,0,4,68,18,0,5,0,92,19,0,0,0,0,17,12,3,0,0,0,18,15,0,0,0,0,14,10,5,0,0,0,14,9,4,0,0,0,18,9,5,0,0,0,14,67,16,0,0,0,88,8,0,0,0,0,7,752,220,62,30,12,1071,3,0,0,0,0,3,15,0,0,0,0,16,62,10,0,0,0,76,216,66
511,0,0,0,0,0,0,12,3,0,0,0,12,130,12,0,0,0,140,467,79,7,4,0,562,164,53,28,11,5,254,38,3,0,0,0,47,806,153,37,10,9,1014,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,32,34,13,4,0,0,56,3,0,0,0,0,9,4,0,0,0,0,4,77,19,6,0,0,105,0,0,0,0,0,0,8,0,0,0,0,8,44,0,0,0,0,46,31,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,87,12,6,0,0,108,8,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,7,33,0,0,0,0,34,4,0,0,0,0,7,1015,187,48,17,9,1271,3,0,0,0,0,9,12,0,0,0,0,12,111,4,3,0,0,117,421,76
