SA4_CODE_2021,C21_M_40_44_Em_Tot,C21_M_40_44_Unem_Look_FT,C21_M_40_44_Unem_Look_PT,C21_M_40_44_Unem_Tot,C21_M_40_44_Tot_LF,C21_M_40_44_Not_LF,C21_M_40_44_LF_NS,C21_M_40_44_Tot,C21_M_45_49_Em_FT,C21_M_45_49_Em_PT,C21_M_45_49_Em_AFW,C21_M_45_49_Em_Hrs_NS,C21_M_45_49_Em_Tot,C21_M_45_49_Unem_Look_FT,C21_M_45_49_Unem_Look_PT,C21_M_45_49_Unem_Tot,C21_M_45_49_Tot_LF,C21_M_45_49_Not_LF,C21_M_45_49_LF_NS,C21_M_45_49_Tot,C21_M_50_54_Em_FT,C21_M_50_54_Em_PT,C21_M_50_54_Em_AFW,C21_M_50_54_Em_Hrs_NS,C21_M_50_54_Em_Tot,C21_M_50_54_Unem_Look_FT,C21_M_50_54_Unem_Look_PT,C21_M_50_54_Unem_Tot,C21_M_50_54_Tot_LF,C21_M_50_54_Not_LF,C21_M_50_54_LF_NS,C21_M_50_54_Tot,C21_M_55_59_Em_FT,C21_M_55_59_Em_PT,C21_M_55_59_Em_AFW,C21_M_55_59_Em_Hrs_NS,C21_M_55_59_Em_Tot,C21_M_55_59_Unem_Look_FT,C21_M_55_59_Unem_Look_PT,C21_M_55_59_Unem_Tot,C21_M_55_59_Tot_LF,C21_M_55_59_Not_LF,C21_M_55_59_LF_NS,C21_M_55_59_Tot,C21_M_60_64_Em_FT,C21_M_60_64_Em_PT,C21_M_60_64_Em_AFW,C21_M_60_64_Em_Hrs_NS,C21_M_60_64_Em_Tot,C21_M_60_64_Unem_Look_FT,C21_M_60_64_Unem_Look_PT,C21_M_60_64_Unem_Tot,C21_M_60_64_Tot_LF,C21_M_60_64_Not_LF,C21_M_60_64_LF_NS,C21_M_60_64_Tot,C21_M_65_69_Em_FT,C21_M_65_69_Em_PT,C21_M_65_69_Em_AFW,C21_M_65_69_Em_Hrs_NS,C21_M_65_69_Em_Tot,C21_M_65_69_Unem_Look_FT,C21_M_65_69_Unem_Look_PT,C21_M_65_69_Unem_Tot,C21_M_65_69_Tot_LF,C21_M_65_69_Not_LF,C21_M_65_69_LF_NS,C21_M_65_69_Tot,C21_M_70_74_Em_FT,C21_M_70_74_Em_PT,C21_M_70_74_Em_AFW,C21_M_70_74_Em_Hrs_NS,C21_M_70_74_Em_Tot,C21_M_70_74_Unem_Look_FT,C21_M_70_74_Unem_Look_PT,C21_M_70_74_Unem_Tot,C21_M_70_74_Tot_LF,C21_M_70_74_Not_LF,C21_M_70_74_LF_NS,C21_M_70_74_Tot,C21_M_75over_Em_FT,C21_M_75over_Em_PT,C21_M_75over_Em_AFW,C21_M_75over_Em_Hrs_NS,C21_M_75over_Em_Tot,C21_M_75over_Unem_Lo_ft_wor,C21_M_75over_Unem_Lo_pt_wor,C21_M_75over_Unempl_Tot,C21_M_75over_Tot_LF,C21_M_75over_N_lab_forc,C21_M_75over_LF_NS,C21_M_75over_Tot,C21_M_Tot_Em_FT,C21_M_Tot_Em_PT,C21_M_Tot_Em_AFW,C21_M_Tot_Em_Hrs_NS,C21_M_Tot_Em_Tot,C21_M_Tot_Unem_Look_FT,C21_M_Tot_Unem_Look_PT,C21_M_Tot_Unem_Tot,C21_M_Tot_Tot_labo_for,C21_M_Tot_Not_LF,C21_M_Tot_LF_NS,C21_M_Tot_Tot,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Not_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Not_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Not_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Not_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Not_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Not_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Not_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Not_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot
501,4774,125,29,157,4929,502,482,5920,4001,610,268,82,4954,116,27,144,5101,552,522,6177,3935,652,308,82,4969,121,36,157,5131,669,539,6333,3456,762,343,64,4629,119,40,162,4791,964,431,6191,2628,984,316,42,3972,103,50,155,4124,1801,392,6318,1089,813,157,21,2079,31,35,61,2140,3447,339,5928,366,469,62,27,933,6,11,20,953,4267,357,5577,178,267,44,36,528,0,8,8,536,6104,619,7256,32392,9252,2641,882,45161,1364,657,2023,47182,22144,5504,74828,695,1680,128,87,2597,149,158,311,2908,1763,194,4871,1453,930,129,52,2567,136,78,218,2780,875,206,3863,1442,1080,166,30,2715,82,89,173,2892,1283,216,4395,1088,1548,209,58,2895,88,105,191,3087,1541,237,4863,1243,2078,195,41,3562,77,120,190,3755,1574,275,5605,1703,2412,189,63,4373,100,131,232,4609,1258,262,6127,1923,2151,200,68,4342,81,78,166,4505,1022,249,5783,1896,2034,247,61,4238,56,51,106,4342,1152,231,5724
502,2087,92,23,113,2197,250,267,2715,1883,286,158,49,2378,95,17,109,2489,341,264,3089,1958,303,138,31,2437,106,15,118,2554,393,272,3225,1871,370,172,32,2443,82,39,117,2563,626,243,3428,1262,422,180,37,1900,89,38,131,2022,1115,190,3332,506,330,73,17,931,36,20,55,985,2331,193,3500,129,206,22,10,363,7,13,26,386,3094,193,3666,43,124,11,14,188,4,4,5,199,5121,479,5801,15662,4646,1372,507,22193,1173,517,1689,23882,15493,3136,42513,287,971,57,31,1349,108,105,215,1560,961,136,2655,739,587,67,32,1417,113,52,161,1578,547,124,2249,653,463,66,19,1204,54,57,113,1315,776,122,2209,445,604,70,12,1122,44,65,109,1234,844,119,2197,600,773,76,32,1480,61,67,123,1604,779,142,2529,752,972,71,25,1813,62,79,144,1955,670,139,2766,935,942,90,34,2008,70,42,113,2123,604,126,2850,916,862,96,32,1903,47,45,91,1995,717,129,2849
503,5201,112,25,144,5340,347,400,6093,4157,566,107,37,4865,122,22,146,5004,404,312,5720,4050,632,126,44,4850,146,29,177,5024,509,321,5857,3341,689,120,26,4169,159,40,194,4362,656,297,5320,2266,834,109,26,3231,110,36,149,3381,1180,253,4808,1019,869,70,20,1974,37,38,75,2046,1953,249,4249,422,611,37,6,1075,13,22,38,1113,2447,204,3763,193,424,31,15,663,8,4,13,677,4903,504,6081,36406,12788,1468,577,51236,1358,1004,2369,53601,17628,4725,75953,223,1510,116,41,1904,38,220,261,2162,2374,205,4737,2184,2295,214,69,4750,118,197,323,5075,1369,513,6961,4142,1304,225,56,5726,146,89,237,5959,981,715,7654,2747,1152,270,31,4204,107,78,178,4378,1104,515,5998,1696,1458,232,35,3426,67,68,129,3557,1372,310,5234,1702,1958,172,44,3879,54,69,126,4011,1250,310,5567,1892,1840,131,39,3903,60,61,122,4024,1060,280,5362,1961,1588,161,41,3746,50,53,101,3852,1054,257,5157
504,7727,204,41,244,7969,870,564,9403,5974,886,218,104,7183,226,39,268,7453,923,551,8928,5882,919,283,89,7183,218,53,271,7450,1012,533,8991,5161,982,307,74,6528,216,59,276,6801,1194,476,8463,3449,1040,249,57,4800,182,84,268,5062,1954,373,7399,1429,819,124,17,2389,52,62,115,2498,3404,251,6155,378,459,32,22,893,10,24,33,926,4046,217,5193,122,270,16,21,426,3,9,14,433,6469,594,7497,53605,14919,2605,1344,72472,2540,1360,3901,76374,27711,6230,110313,874,2458,132,128,3588,219,285,503,4096,2776,343,7212,2900,1854,158,129,5043,220,190,407,5452,1345,341,7139,3310,1496,279,68,5154,155,128,282,5436,1740,375,7552,2589,1996,363,67,5008,107,159,265,5276,2085,364,7721,2509,2604,287,90,5497,116,142,261,5758,2179,373,8310,2911,2971,253,101,6234,109,136,242,6486,1733,388,8601,3193,2662,242,104,6197,110,121,237,6435,1471,357,8254,2951,2207,262,85,5504,79,89,165,5670,1479,327,7475
505,16499,387,83,477,16972,1195,1068,19235,13822,1864,489,214,16403,424,80,508,16905,1360,1047,19315,12921,2007,522,182,15636,463,98,560,16198,1635,969,18802,10532,2102,562,158,13352,423,110,529,13881,2134,808,16828,7169,2361,510,105,10135,387,155,541,10675,3653,648,14976,2668,1944,273,52,4932,111,107,216,5151,7188,477,12817,696,1108,91,27,1923,21,39,56,1979,9010,411,11405,213,612,51,32,905,6,21,29,936,14733,1063,16736,111375,32715,5303,2504,151897,4893,3135,8023,159921,54294,11519,225736,1551,6100,306,245,8201,356,751,1105,9305,6310,682,16292,6636,4943,483,260,12321,413,393,809,13127,2831,808,16768,8455,3559,671,194,12870,316,277,590,13460,3433,929,17825,5761,4458,919,144,11289,226,282,509,11792,4400,780,16973,4996,6243,710,174,12119,206,344,549,12667,4810,770,18240,5824,7019,541,194,13573,236,362,599,14169,3935,721,18821,6534,6374,484,199,13593,228,238,470,14067,3092,631,17787,6267,5249,555,168,12243,183,187,369,12605,2979,588,16175
506,15634,494,97,599,16229,1476,1125,18828,11380,1750,402,236,13762,476,105,577,14341,1565,994,16904,10528,1690,416,204,12836,455,107,564,13405,1780,991,16175,8850,1731,465,170,11216,381,103,485,11700,2075,825,14599,6067,1835,410,100,8410,354,138,493,8899,3447,690,13034,2377,1573,220,43,4218,125,112,238,4457,6311,502,11264,674,1001,73,31,1785,23,31,54,1840,7765,436,10040,213,498,32,34,773,6,12,18,791,12333,1208,14330,100959,30850,4438,2704,138946,5166,2950,8112,147058,51636,12388,211086,1554,4715,260,209,6734,348,712,1058,7792,6029,720,14537,6187,4726,479,276,11676,462,545,1008,12678,4190,962,17836,7759,3348,579,149,11834,372,293,672,12505,3891,927,17317,5434,3771,709,156,10061,251,296,554,10615,4301,861,15779,4472,4457,527,163,9613,223,316,533,10152,4192,768,15111,5096,4945,381,177,10601,234,285,514,11117,3353,686,15154,5667,4524,418,152,10760,204,205,408,11169,2698,645,14517,5538,4137,436,142,10252,187,152,339,10589,2977,598,14166
507,12459,342,67,408,12871,1066,946,14875,10100,1343,431,156,12026,366,84,448,12474,1166,862,14500,9714,1276,464,147,11601,352,93,443,12047,1443,830,14318,8070,1474,510,109,10155,318,101,420,10584,1806,712,13098,5465,1631,454,79,7626,298,128,422,8048,3145,564,11757,2032,1387,223,40,3679,91,91,184,3859,5693,457,10011,527,783,66,19,1393,16,42,60,1457,6787,351,8589,185,418,30,27,658,9,12,18,676,11747,1017,13446,84011,22704,4530,1854,113099,4044,2451,6497,119598,43549,10196,173340,1210,4162,258,213,5838,357,593,953,6790,4685,552,12023,4595,3496,386,196,8675,358,322,682,9357,2351,512,12212,5380,2440,500,113,8432,204,220,427,8859,2733,522,12109,3890,3188,587,89,7758,170,223,392,8152,3263,513,11920,3587,4332,470,121,8512,169,260,426,8938,3508,582,13028,4327,4913,361,137,9734,198,296,491,10228,2889,575,13694,4787,4516,411,143,9856,189,187,376,10235,2373,457,13066,4405,3775,405,127,8709,140,131,277,8984,2487,414,11888
509,2835,95,17,109,2946,434,409,3787,2640,373,141,62,3215,101,23,130,3345,450,438,4230,2802,509,216,58,3586,91,29,126,3711,567,519,4798,2835,644,250,66,3796,106,22,129,3922,807,559,5296,2357,796,240,52,3433,93,56,150,3585,1349,472,5408,1154,660,157,42,2007,41,35,81,2089,2628,438,5153,534,423,65,33,1058,0,18,17,1075,3143,373,4591,292,363,51,59,764,8,5,9,768,4854,687,6310,23779,6543,1697,754,32776,1045,448,1499,34270,17491,5615,57378,466,975,67,63,1570,104,95,200,1773,1502,150,3421,978,554,89,38,1656,86,54,135,1795,754,127,2672,1043,747,148,35,1983,47,64,106,2091,1036,145,3271,778,1047,148,30,2013,50,58,111,2126,1198,125,3448,1003,1464,133,53,2648,83,59,141,2787,1099,199,4088,1455,1681,168,66,3367,74,69,140,3511,923,194,4634,1660,1594,162,57,3477,67,45,112,3588,872,179,4641,1742,1576,204,63,3589,70,41,108,3695,1009,218,4918
510,2736,54,27,79,2820,378,770,3966,2032,204,141,44,2416,58,14,68,2487,377,731,3602,1862,203,136,49,2250,43,20,65,2313,350,667,3337,1574,185,137,40,1946,53,17,64,2006,340,606,2952,1057,166,100,28,1351,28,14,47,1397,399,441,2234,433,121,51,10,601,7,11,17,614,421,233,1272,119,46,14,5,190,0,0,0,188,354,104,649,32,25,3,0,63,0,4,3,69,424,108,595,18379,2675,1394,587,23035,696,276,973,24001,5978,7320,37300,394,332,30,37,789,65,47,110,897,965,325,2191,1392,350,82,56,1887,76,43,121,2006,761,456,3220,1982,531,181,58,2754,66,50,113,2863,914,600,4375,1376,694,194,33,2305,54,38,93,2397,915,539,3851,1241,752,137,37,2166,48,40,82,2244,809,505,3556,1197,676,97,42,2013,50,29,84,2096,609,443,3150,1279,436,87,38,1842,41,27,64,1903,434,362,2698,1195,375,100,38,1703,33,11,43,1748,447,327,2524
511,2740,102,29,130,2866,341,592,3810,2456,297,161,63,2967,97,24,122,3094,400,615,4106,2533,371,181,63,3148,95,19,118,3263,489,638,4396,2345,405,204,59,3012,86,33,123,3135,598,550,4283,1888,471,161,55,2566,79,35,118,2684,975,515,4174,808,318,106,13,1254,21,28,46,1302,1572,359,3234,247,219,30,8,503,0,11,13,515,1916,328,2759,134,143,16,20,319,0,9,3,331,2709,514,3549,22692,4629,1533,728,29577,969,441,1410,30986,11648,7061,49699,585,990,78,69,1721,136,112,248,1966,1458,261,3690,1508,578,102,50,2243,111,53,164,2406,892,328,3626,1502,727,158,36,2428,99,52,154,2576,1196,328,4105,1097,968,159,41,2266,82,72,155,2417,1218,294,3933,1234,1296,159,55,2748,75,70,145,2890,1064,326,4284,1527,1343,131,52,3049,80,52,136,3191,824,294,4302,1696,1198,134,50,3079,94,48,140,3221,704,310,4241,1594,1067,154,65,2880,50,39,91,2969,734,246,3950
