SA4_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
501,2419,666,221,15164,9275,4970,6389,3097,1302,25026,288,82,52,32,24,475,20158,8616,9079,3852,1566,43281,0,0,0,0,0,0,42,3,0,0,0,44,474,71,36,6,0,585,660,254,111,35,9,1076,111,52,47,27,6,240,19,7,0,0,0,32,1307,393,198,67,18,1979,0,0,0,0,0,0,27,0,0,0,0,24,176,30,10,3,3,225,80,27,4,4,0,116,4,0,0,0,0,12,4,5,0,0,0,10,293,68,18,9,4,389,16,3,0,0,0,22,93,7,3,4,0,109,176,19,12,0,0,205,60,6,7,0,0,75,17,0,3,8,0,33,7,3,0,0,0,13,364,42,28,13,0,447,96,28,30,17,10,177,22223,9142,9356,3959,1597,46272,35,12,7,0,0,64,249,33,17,5,5,312,1834,336,163,45,11,2380,9518,3247,2474,644,229,16113,10971,5299,6751,3339,1411,27763,206,76,65,33,18,392,22807,9007,9482,4067
502,808,214,81,6705,5911,3103,3707,1668,820,15211,148,60,32,20,13,273,11217,4620,4602,1915,927,23278,3,0,0,0,0,3,56,3,0,0,0,58,643,58,13,6,5,717,744,233,109,20,5,1110,61,51,29,16,11,167,30,5,4,3,0,39,1544,344,152,37,19,2092,0,0,0,0,0,0,18,3,0,0,0,22,251,21,7,0,0,281,201,47,7,0,0,261,7,0,3,0,0,12,11,0,0,0,0,11,484,74,22,3,4,583,6,0,0,0,0,8,42,0,0,0,0,42,58,8,0,0,0,63,8,6,0,0,0,14,0,0,0,8,0,8,5,0,0,0,0,8,120,14,6,4,0,146,27,10,6,4,0,48,13387,5063,4781,1963,942,26149,13,6,4,0,0,20,101,5,6,3,0,118,995,112,43,19,6,1171,4897,1512,916,221,82,7635,7087,3533,4057,1889,927,17496,119,37,30,25,13,232,13222,5205,5060,2159
503,2382,523,81,9456,3500,2551,4295,2419,602,13367,111,46,31,25,6,216,9572,5154,6941,3007,696,25365,0,0,0,0,0,4,157,9,0,0,0,170,1156,261,111,21,13,1559,1709,819,551,108,28,3213,281,164,249,108,24,822,28,13,5,0,0,51,3333,1263,918,249,63,5818,40,9,0,0,0,46,1637,170,27,4,0,1835,3892,1067,459,74,24,5520,917,337,214,47,18,1530,40,11,14,5,6,77,90,20,12,0,7,133,6613,1616,720,141,49,9140,0,0,0,0,0,0,5,0,0,0,0,11,16,4,0,0,0,21,9,5,4,0,0,13,4,7,0,0,0,7,3,0,0,0,0,3,34,9,8,0,4,55,50,24,17,3,0,93,19599,8063,8604,3398,807,40480,6,3,0,0,0,10,100,9,0,0,0,107,1477,402,195,22,6,2103,4817,2209,2431,464,54,9972,4468,2826,4981,2575,657,15508,61,11,17,5,3,104,10935,5454,7631,3076
504,3867,974,379,20270,10379,7334,9422,4357,2452,33944,323,126,101,44,62,661,22599,12904,13626,5431,2928,57490,3,5,0,0,0,5,114,13,0,0,0,130,1174,256,93,27,4,1565,1977,974,587,169,66,3771,236,222,222,81,42,809,62,19,12,6,6,101,3576,1484,925,275,119,6384,4,0,0,0,0,4,129,27,13,0,0,165,506,154,63,7,0,736,115,65,34,9,3,216,9,5,5,3,0,10,15,0,3,0,0,18,774,248,116,21,3,1158,13,0,0,0,0,13,43,4,0,0,0,47,25,6,0,0,0,33,10,7,3,3,0,22,4,4,3,4,3,19,0,0,0,0,0,4,97,18,10,7,4,141,65,21,19,11,9,124,27102,14679,14701,5752,3063,65297,21,8,9,5,0,41,144,20,14,13,0,188,1701,449,197,31,21,2405,11704,5700,4452,1124,367,23350,12427,8839,10488,4905,2822,39482,205,119,103,49,42,515,26208,15146,15262,6118
505,6503,1641,615,34823,23688,16865,23900,10378,4445,79275,552,259,200,92,102,1200,43868,26068,30849,12186,5201,118169,12,0,0,3,0,17,216,25,10,4,0,254,3105,669,245,40,9,4078,7572,3598,2190,572,236,14167,813,649,797,320,149,2723,186,62,30,9,11,302,11907,5013,3273,950,407,21545,0,0,0,0,0,0,247,24,13,0,0,287,999,258,81,24,4,1362,350,91,63,15,13,530,19,13,4,5,0,44,31,13,6,0,0,60,1651,397,171,48,24,2284,4,0,0,0,0,5,24,0,0,0,0,25,44,3,0,0,0,50,13,4,6,3,3,25,9,8,11,3,4,32,0,0,0,0,0,0,99,19,15,7,6,143,81,38,43,14,4,186,57600,31537,34349,13204,5640,142328,18,7,4,3,3,31,134,23,17,4,3,186,1964,411,186,36,14,2605,20604,9924,7708,1840,636,40709,27815,19100,26077,11031,4715,88732,388,190,169,89,71,911,50919,29655,34153,13004
506,7127,2135,889,37133,18653,13552,17216,8403,4884,62714,537,246,198,117,121,1225,40024,23593,24920,10769,5977,105275,14,4,3,0,0,20,229,28,7,3,0,266,2188,561,219,52,8,3031,4248,2247,1444,465,193,8600,637,494,569,272,153,2127,121,64,25,13,11,234,7439,3396,2277,801,367,14273,4,4,0,0,0,8,499,46,12,0,0,558,1284,392,128,20,3,1825,567,258,206,45,18,1097,57,21,48,14,9,155,54,10,8,4,0,79,2467,733,404,86,29,3726,7,0,0,0,0,8,26,0,0,0,0,33,28,6,0,0,0,35,29,12,11,3,0,58,25,21,18,7,7,77,3,0,0,0,0,5,117,43,34,16,12,218,109,63,41,24,13,249,50154,27820,27674,11691,6401,123745,16,10,9,3,4,47,195,25,28,10,9,262,2508,634,292,69,34,3532,19395,9804,8095,2255,859,40412,21633,15517,20031,9621,5449,72256,385,188,173,87,85,920,44131,26183,28634,12038
507,5003,1167,348,27668,18469,13524,17649,7883,3448,60977,518,194,148,70,49,985,35743,20944,23088,9204,3873,92844,8,0,4,0,0,10,153,6,3,0,0,162,1985,395,127,22,8,2539,3053,1369,803,160,46,5434,498,383,520,186,61,1655,83,28,12,0,6,121,5773,2182,1472,376,123,9929,8,0,0,0,0,8,260,24,11,0,0,286,1139,233,70,14,3,1453,375,124,62,15,6,574,19,13,12,7,5,52,21,3,0,0,0,27,1819,394,158,33,8,2408,12,0,0,0,0,12,50,3,0,0,0,55,49,5,6,0,5,70,34,8,11,4,0,52,13,15,19,5,10,65,3,0,5,0,0,9,162,36,39,14,9,259,113,39,41,8,8,219,43620,23592,24793,9631,4019,105648,21,9,0,8,0,42,187,18,9,8,0,225,2126,494,207,31,21,2882,16187,7699,5621,1262,344,31107,22199,15247,19675,8743,3836,69702,323,172,127,60,41,717,41042,23634,25645,10118
509,2236,796,310,14511,6059,2642,3238,1931,1037,14910,284,83,42,22,17,450,17305,5884,5749,2832,1400,33175,0,0,0,4,0,4,26,8,0,0,0,33,190,44,17,3,5,262,138,46,28,14,0,230,21,8,6,0,0,42,16,3,0,0,0,22,395,107,51,23,10,587,0,0,0,0,0,0,7,0,0,0,0,7,43,11,3,0,0,50,14,6,4,4,0,35,8,5,0,0,4,16,0,0,0,0,0,4,71,20,10,4,3,113,18,0,0,0,0,23,70,0,0,0,0,73,65,4,6,0,0,78,36,12,8,0,0,64,15,3,10,11,6,47,6,0,0,0,0,12,221,25,33,11,3,291,149,48,34,28,9,262,18136,6093,5875,2892,1426,34422,47,8,3,0,0,58,331,25,14,5,3,370,2170,388,176,46,31,2814,8406,2616,2073,689,262,14042,6642,2820,3292,2032,1100,15885,230,56,53,26,19,379,17814,5908,5608,2803
510,1698,646,558,7284,1447,1137,1785,1151,744,6258,98,57,46,28,27,255,4987,3119,3658,1870,1388,15019,5,0,0,0,0,9,62,9,0,0,0,71,317,88,46,13,13,472,223,123,75,28,25,477,20,25,33,18,18,109,9,8,3,4,0,32,634,252,150,66,59,1164,0,0,0,0,0,0,85,9,3,0,0,96,191,60,21,10,0,285,92,42,33,8,4,182,16,3,9,0,3,27,15,0,0,0,0,14,398,118,67,23,8,607,83,6,10,0,0,92,195,12,5,5,0,218,45,20,12,4,0,84,28,7,12,4,0,65,15,8,10,3,0,47,21,0,0,0,0,25,396,56,46,21,8,525,79,25,16,9,6,129,6493,3566,3943,1984,1464,17449,14,6,5,6,0,25,125,21,8,4,9,163,495,178,119,42,51,889,2647,1725,1616,655,519,7164,1539,1115,1869,1160,737,6424,71,49,50,22,18,205,4894,3099,3665,1889
511,1954,691,363,10957,4268,2466,3099,1720,904,12451,207,62,48,36,37,391,11263,5121,5253,2494,1334,25467,5,0,0,0,0,5,65,8,0,0,0,76,430,103,54,13,3,599,390,187,130,51,23,777,77,46,43,25,19,200,32,10,6,5,0,52,985,352,235,93,45,1706,0,0,0,0,0,0,26,4,0,0,0,31,95,18,14,0,0,129,45,18,8,3,0,75,8,0,4,0,0,13,3,0,0,3,0,9,184,37,24,7,3,262,37,4,8,0,0,47,134,11,0,0,0,144,81,7,6,0,0,100,38,12,17,5,7,77,23,18,11,9,4,73,18,4,0,0,0,26,339,52,44,20,13,465,104,21,40,16,11,191,12875,5583,5598,2625,1407,28092,15,7,7,0,0,30,183,19,9,6,4,219,1003,193,92,34,16,1343,5593,2193,1750,611,298,10450,4743,2552,3039,1639,874,12850,167,47,39,14,18,286,11704,5015,4939,2300
