RA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
RA50,44,480,812,2124,1146,1022,887,335,86,6931,84,1028,2684,6041,3987,2733,1475,556,117,18704,21,252,483,1854,778,430,382,188,49,4444,20,65,58,803,96,46,49,11,0,1153,36,486,632,772,164,61,47,8,3,2218,7,36,44,302,149,118,51,27,6,737,117,471,551,1218,575,628,490,204,44,4305,46,326,523,2115,1635,1480,849,241,101,7316,9,92,206,709,544,553,486,314,89,3005,4,159,624,1725,1132,910,416,135,37,5144,235,2419,3663,14089,5536,4763,3526,2105,600,36931,2095,4637,5186,17893,7587,5994,3996,2835,1637,51859,65931,137636,128278,296829,133337,114846,89170,47410,15662,1029106,10,146,370,1185,309,167,83,35,0,2304,58458,108348,86037,156895,69879,58846,48719,25530,11591,624305,5,120,102,773,137,67,54,11,0,1264,0,8,24,521,254,388,206,75,28,1512,16,94,115,1822,244,106,57,24,4,2480,7,43,47,367,156,117,74,14,10,838,35,162,239,1233,496,421,239,84,35,2947
RA51,0,5,20,19,30,25,20,11,0,132,6,95,193,386,349,260,127,57,18,1489,0,9,4,51,14,12,5,3,0,99,0,5,5,88,0,0,0,0,0,100,7,26,25,19,3,0,0,0,0,86,0,0,0,6,4,0,0,0,0,11,4,25,26,57,58,79,74,26,6,360,3,8,12,78,48,28,11,3,0,188,0,0,8,40,33,63,59,24,6,236,0,15,35,101,113,102,71,14,3,453,13,62,101,550,262,289,262,156,35,1730,300,828,886,2255,1462,1299,972,545,225,8770,6351,15962,12683,27068,15915,15831,13931,6760,1810,116314,0,0,5,14,3,0,0,0,0,28,5576,13180,9479,19180,11130,10689,9094,4292,1691,84306,0,0,5,11,3,5,0,0,0,27,0,0,0,9,0,3,0,0,0,16,0,0,6,51,15,3,0,0,0,68,0,0,0,12,0,5,0,0,0,21,0,13,18,122,37,47,29,0,3,267
RA52,0,5,3,19,23,13,8,3,0,72,3,81,120,284,221,152,75,38,9,973,6,3,8,28,12,7,10,4,0,82,0,3,0,45,0,0,0,0,0,51,0,54,54,31,5,6,0,0,0,153,0,0,0,8,0,3,0,0,0,15,0,15,15,39,35,52,47,24,3,228,0,4,8,54,22,11,11,3,4,126,0,0,0,16,29,38,29,18,3,132,0,20,33,113,75,60,50,9,0,355,11,60,88,450,185,180,178,131,39,1325,408,1064,901,2258,1316,1348,1093,615,190,9188,5332,12286,10078,21248,12168,13319,11243,5682,1681,93046,0,0,17,36,8,0,0,0,0,64,4577,9918,7459,14758,8463,8730,7212,3604,1473,66208,0,0,0,11,0,0,0,0,0,12,0,0,0,3,0,0,5,0,0,9,0,3,0,29,9,7,4,0,0,54,0,0,4,14,4,0,0,0,0,23,5,12,8,61,27,46,18,10,3,198
RA53,0,11,0,17,10,4,9,8,0,51,8,21,40,173,105,58,22,8,0,428,0,10,4,43,18,6,0,0,0,86,0,0,0,21,0,0,0,0,0,22,0,15,22,13,0,5,0,0,0,63,0,0,0,6,0,3,0,0,0,15,0,3,6,31,14,16,10,0,0,76,0,10,6,23,4,3,0,0,0,44,0,0,5,9,5,12,4,3,0,38,0,6,15,55,45,35,9,0,0,158,4,24,35,244,93,97,51,19,5,577,362,861,672,2088,987,876,486,205,62,6601,3345,6635,4631,13564,6343,5758,3385,1405,368,45432,0,0,0,7,0,0,0,0,0,7,2768,5206,3050,8462,3612,3071,1916,878,309,29269,0,0,0,5,0,0,0,0,0,12,0,0,0,6,5,0,0,0,0,10,0,0,0,25,0,5,0,0,0,30,0,0,0,8,0,0,0,0,0,14,0,3,7,61,20,15,3,0,0,100
RA54,0,0,0,12,8,0,0,0,0,24,3,6,19,106,48,40,7,0,0,239,0,0,0,30,8,3,0,0,0,36,0,0,0,13,0,0,0,0,0,13,0,8,9,22,9,5,0,0,0,52,0,0,0,3,0,0,0,0,0,6,3,3,0,29,16,11,12,7,0,65,0,9,3,29,27,12,4,0,0,90,0,0,0,13,9,8,8,0,0,32,0,0,7,47,37,24,9,0,0,117,0,18,27,324,85,64,43,20,0,584,242,538,755,3016,1226,953,375,130,18,7253,2137,3994,3691,11971,5044,4137,2079,709,111,33874,0,0,0,0,0,0,0,0,0,0,1733,3096,2461,5664,2214,1848,986,379,91,18476,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,22,4,0,0,0,0,25,0,0,0,5,0,0,0,0,0,7,0,0,0,34,6,8,3,0,0,55
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,14,0,0,14,110,46,25,4,0,0,197,0,0,30,262,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,0,0,21,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,3,6,0,0,0,0,6,3,0,10,49,9,15,7,3,0,102,31,31,87,456,250,169,93,35,9,1156,149,244,414,1753,842,667,444,118,14,4639,5,0,0,0,0,0,0,0,0,13,119,194,247,755,298,267,167,20,4,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,13
