RA_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
RA50,1595,2617,2736,2366,11365,21408,9052,24664,519,76325,2922,7074,5756,5297,23147,36084,10348,20858,743,112226,5114,5953,6350,5533,24262,34387,11841,31041,1945,126427,1548,7395,4766,2670,4742,7065,2400,4053,551,35186,948,2310,1926,1305,8767,8833,2657,4454,209,31408,739,8570,4249,1935,4903,5237,1622,3367,337,30959,3622,4713,4487,3009,10908,11281,5213,18542,1307,63084,2430,13432,7335,3870,8792,8896,2871,8189,1057,56876,406,804,503,404,1475,1847,566,1663,2642,10319,19317,52871,38114,26392,98371,135037,46575,116836,9315,542823,1937,3367,4587,3922,10768,11372,3982,7229,306,47470,7847,17622,20192,15057,27804,27277,7873,12564,819,137054,1264,4773,4469,2754,5987,4079,1016,1947,323,26606,4368,24912,20767,11825,14457,7391,1739,3838,1248,90547,4205,15768,16946,10196,26222,17221,3518,4365,753,99197,2184,20903,11239,4527,6882,3796,910,1231,558,52218,732,1409,1169,682,1619,1095,416,1945,152,9217,1376,12029,7273,3457,4103,2495,557,1853,561,33686,386,908,696,404,1175,899,164,393,1958,6977,24289,101689,87336,52816,99015,75625,20156,35364,6672,502963
RA51,303,382,370,300,766,1669,773,2870,92,7524,253,389,342,350,1017,1587,530,1252,42,5766,1004,708,706,622,2531,4156,1579,4805,272,16379,182,419,297,196,311,604,197,384,29,2615,93,152,143,81,353,439,167,340,12,1780,98,737,306,209,422,416,145,301,35,2668,801,510,435,299,999,1518,876,3489,169,9097,420,1429,784,564,1234,1393,527,1333,190,7879,73,100,60,43,122,200,63,232,287,1178,3234,4824,3446,2673,7764,11972,4854,15004,1125,54896,250,515,529,464,918,1033,393,893,66,5064,699,1489,1592,1262,1674,1685,555,954,60,9968,192,647,568,372,656,432,135,281,43,3338,554,2474,2214,1375,1405,823,187,433,147,9614,501,1853,1783,1039,2135,1372,279,442,72,9482,309,2089,1303,619,776,437,96,165,71,5875,156,144,168,77,165,171,82,387,32,1388,266,1948,1113,548,687,450,136,282,115,5536,60,101,58,54,84,75,15,36,224,711,2990,11271,9325,5806,8497,6486,1885,3889,825,50968
RA52,324,392,338,280,623,1585,730,3963,138,8364,195,291,278,236,772,1133,446,1002,33,4388,536,520,531,450,1550,2657,1293,3817,215,11567,144,285,220,159,277,591,177,320,32,2203,34,125,76,70,263,278,106,243,8,1209,63,487,238,138,320,405,169,260,30,2105,580,421,389,229,690,1084,704,3195,160,7458,319,1139,657,463,934,1208,457,1143,184,6504,79,59,39,38,88,124,47,166,219,860,2273,3722,2767,2067,5513,9059,4124,14114,1018,44661,245,484,579,417,671,939,337,1077,83,4826,524,1076,1012,872,1352,1503,509,934,57,7845,133,400,347,259,424,335,99,239,22,2256,381,1640,1523,1034,1164,736,211,409,120,7215,387,1326,1195,846,1753,1260,269,404,64,7507,208,1394,848,421,673,360,93,156,52,4202,99,167,152,54,89,146,102,461,22,1289,218,1482,868,430,444,387,131,277,69,4314,57,78,68,18,65,51,9,39,197,580,2251,8045,6594,4346,6633,5716,1764,4000,687,40035
RA53,152,143,129,124,311,865,468,2637,49,4878,115,83,74,81,364,593,194,542,18,2068,374,264,201,173,677,1355,728,2715,132,6617,71,93,45,55,161,264,85,174,21,963,24,37,31,34,153,165,109,204,5,756,32,176,56,39,125,166,62,152,12,815,260,193,123,86,322,554,403,1729,66,3729,139,400,222,132,304,482,244,811,79,2806,36,31,15,18,40,102,39,168,144,589,1192,1425,898,741,2449,4540,2329,9123,526,23224,139,248,262,207,434,571,225,745,29,2857,336,374,427,393,752,806,293,505,34,3918,92,127,137,97,180,193,82,210,25,1142,182,635,477,384,577,405,109,217,56,3045,205,558,550,338,904,748,205,339,41,3885,84,463,277,163,314,199,66,103,27,1691,79,72,75,29,67,102,80,242,18,759,78,532,338,190,208,201,70,240,39,1895,21,28,20,18,32,39,14,38,111,311,1213,3040,2568,1806,3462,3267,1136,2641,374,19509
RA54,75,60,49,33,161,316,164,1027,40,1931,86,89,41,58,242,308,150,475,31,1481,263,163,134,70,345,536,327,2126,83,4052,69,48,65,52,149,236,71,227,19,941,25,25,27,13,81,77,42,123,6,423,5,83,28,27,61,49,21,49,12,338,298,159,97,44,150,219,191,2160,73,3389,98,166,115,100,207,231,105,763,59,1845,35,23,13,7,31,39,19,102,132,391,957,813,560,398,1435,2007,1099,7059,449,14786,63,78,73,53,169,263,119,488,24,1326,125,163,187,144,399,437,165,379,24,2007,49,62,61,34,75,80,51,208,5,629,127,254,265,224,370,252,69,177,43,1783,118,211,211,139,449,318,108,241,20,1820,37,155,121,69,120,89,40,67,14,717,89,43,39,22,41,44,41,399,13,730,66,231,134,111,127,160,43,329,39,1238,20,23,9,12,25,18,4,43,94,248,695,1220,1093,811,1768,1657,647,2331,277,10502
RA55,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,27,0,32,3,6,0,0,0,0,0,68,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,25,3,5,0,0,0,0,4,68,5,86,0,0,0,0,0,0,0,7,0,12,9,11,5,0,4,4,9,198,5,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,0,29
RA59,9,11,3,0,7,12,3,13,5,57,18,12,11,3,9,22,9,17,4,115,24,14,12,16,28,39,13,93,0,232,3,6,5,7,5,9,4,11,0,51,6,8,3,0,7,11,0,5,0,36,5,4,6,0,5,4,0,5,0,29,23,15,7,14,7,25,8,85,6,182,8,15,16,10,25,29,14,49,4,169,0,0,0,0,0,0,3,3,3,19,95,88,71,48,92,146,51,283,18,899,7,7,4,4,14,8,0,3,0,49,25,23,15,14,19,25,5,6,6,139,9,4,0,0,8,3,0,12,0,34,11,36,37,18,28,19,5,15,0,172,16,21,11,12,16,25,7,9,4,112,9,8,8,4,8,10,0,0,0,47,5,0,0,4,0,4,0,15,0,31,5,20,17,8,18,20,3,29,0,120,0,0,0,0,3,0,0,0,0,11,80,124,94,58,124,106,25,96,12,715
