RA_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
RA50,1651,4044,4183,3923,3301,2534,1139,221,20999,2298,5527,7848,4311,2176,837,165,7,23167,9153,32770,34575,30412,27861,21274,9805,2529,168372,3363,10575,9494,8077,7061,5380,2760,837,47543,649,1768,2192,1998,1625,1088,572,159,10055,1741,6471,6085,5184,3977,2522,1246,345,27574,681,2761,2912,3023,3433,3133,1513,386,17840,6435,15751,20281,16975,12390,8423,3547,756,84560,4118,8152,7718,6828,5283,4153,1708,357,38316,2966,4229,3384,1993,1289,977,342,84,15271,1980,4775,4887,3353,2395,1311,625,118,19431,328,159,80,67,67,58,35,12,814,573,1580,1878,1726,1256,792,454,135,8390,7400,12778,12218,10351,7965,5640,4484,2691,63523,43325,111328,117728,98216,80082,58124,28395,8650,545854,2272,5201,5183,3649,2300,1207,390,102,20310,424,2125,2547,1376,891,325,67,7,7760,1125,4293,4065,2360,1492,893,457,283,14969,500,2028,1636,1051,654,293,74,22,6251,599,1614,1722,1094,674,280,73,29,6085,7138,22873,19322,15273,13317,8806,4122,1341,92185,3533,11721,13618,13911,11986,8873,3698,988,68325,8446,26501
RA51,53,141,255,256,229,240,95,11,1289,187,247,260,161,114,62,14,0,1048,1181,2948,3516,3817,3797,2984,1212,236,19687,407,1117,1087,1041,1140,881,373,95,6133,163,293,476,507,448,357,160,45,2456,77,263,398,466,472,312,145,34,2170,66,174,310,417,497,520,204,28,2212,348,601,821,992,911,747,311,47,4780,252,357,413,413,417,376,153,36,2412,144,156,167,142,121,126,47,7,912,195,399,491,456,337,207,76,8,2172,33,17,3,6,12,10,4,0,93,53,103,159,193,160,115,46,11,845,1222,1602,1675,1864,1555,1231,788,330,10273,4385,8422,10042,10733,10221,8161,3625,890,56490,54,228,345,312,206,116,30,5,1290,15,52,86,73,69,38,8,0,345,112,250,267,207,131,87,46,23,1124,24,101,117,111,62,20,9,0,449,152,233,369,302,197,78,22,0,1353,588,1442,1729,1611,1854,1341,584,167,9326,350,1001,1642,1793,1598,1196,435,94,8110,790,1914
RA52,58,148,183,179,148,148,62,15,939,101,170,130,96,72,45,7,0,622,961,2733,2538,2639,2667,1964,790,182,14469,291,811,645,605,687,587,257,64,3950,268,390,511,615,567,441,172,45,3010,68,243,274,336,313,215,80,19,1539,26,160,233,330,369,359,100,21,1600,249,390,584,601,620,451,165,43,3099,164,278,318,335,348,299,95,21,1864,81,115,117,82,78,78,35,3,590,112,289,286,277,245,125,79,10,1424,29,17,7,0,7,3,0,4,67,42,76,111,114,118,86,42,5,591,1156,1359,1417,1559,1515,1306,829,327,9470,3603,7182,7353,7769,7757,6103,2721,754,43232,58,187,255,184,132,73,13,0,918,16,44,73,55,43,35,9,0,265,78,190,145,119,97,53,40,21,746,11,54,70,57,41,26,3,0,255,184,297,329,288,215,87,15,5,1415,534,1265,1174,1220,1326,1007,477,142,7152,266,872,1196,1350,1254,903,343,76,6258,636,1375
RA53,16,65,77,55,36,26,7,0,282,35,59,76,30,22,7,0,0,229,502,1859,1963,1510,1120,549,154,33,7679,107,502,454,322,284,127,49,5,1856,101,169,273,244,199,109,56,12,1164,22,129,145,129,112,48,13,4,601,15,110,151,151,116,63,26,6,636,99,316,443,361,209,108,35,7,1574,52,162,190,145,127,55,23,5,754,30,75,54,27,14,21,0,0,224,49,132,148,130,103,40,5,0,616,12,0,3,4,4,0,0,0,25,27,63,89,73,60,26,9,6,353,845,1220,1217,1138,991,542,249,72,6276,1909,4853,5282,4329,3400,1731,628,143,22264,28,116,129,80,29,6,0,0,386,4,34,41,19,13,0,0,0,108,51,196,138,74,37,16,7,3,516,13,39,24,21,14,9,0,0,118,53,123,147,98,62,9,4,0,501,169,751,636,453,440,208,106,32,2798,136,635,713,566,424,250,81,19,2818,309,1018
RA54,21,107,76,46,34,13,3,0,290,9,35,36,7,3,3,0,0,95,291,1354,1198,899,705,300,66,8,4821,85,318,305,212,178,105,30,0,1238,44,125,143,126,97,38,17,0,594,23,114,85,86,83,35,6,0,432,21,85,96,90,91,56,6,0,453,73,185,207,191,139,48,8,3,864,55,158,125,87,75,37,8,4,544,12,46,38,28,15,11,9,0,150,44,121,130,120,66,18,10,0,514,0,6,6,3,0,0,0,0,12,14,56,49,46,33,15,8,0,225,940,1794,1588,1369,1042,444,162,24,7356,1633,4499,4082,3321,2567,1126,331,40,17597,25,106,62,28,18,3,0,0,247,3,22,11,7,9,3,0,0,60,38,109,70,38,19,6,0,0,286,4,24,20,6,6,0,0,0,64,37,105,85,52,28,10,0,0,322,85,360,260,226,232,117,29,3,1317,80,386,315,294,252,78,24,0,1422,168,477
RA55,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,18,46,27,15,5,0,0,116,0,7,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,14,45,75,46,20,3,0,0,207,24,82,135,83,47,7,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
RA59,0,8,3,8,3,9,0,0,34,3,10,6,3,0,0,0,0,29,21,112,82,81,85,71,19,0,470,3,40,37,28,16,23,0,0,154,4,9,10,4,6,8,0,0,45,0,14,10,8,4,7,0,0,48,0,9,8,4,6,3,5,0,36,16,32,32,25,25,23,0,0,145,14,26,22,9,11,7,0,0,91,8,10,8,9,0,4,0,0,31,7,12,22,10,20,9,0,0,72,0,0,0,0,0,0,0,0,0,7,5,9,6,8,0,0,0,30,175,401,534,526,341,157,50,9,2194,258,676,786,712,533,320,81,13,3376,4,17,11,0,7,3,0,0,49,0,0,3,0,0,3,0,0,6,3,14,13,3,4,3,0,0,36,0,0,5,0,3,0,0,0,13,0,7,10,0,0,3,0,0,25,15,59,48,17,32,26,0,0,195,5,22,21,21,20,9,0,0,106,21,84
