RA_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
RA50,6413,753,16810,499,183,1766,1338,2375,277,6446,280,166,1103,370,423,67,2409,962,423,3679,2313,2356,360,10096,300,140,1591,1505,1907,346,5793,5117,1770,14114,3850,4250,647,29751,851,352,3227,2304,3641,497,10866,3188,1873,9090,3950,4714,620,23435,8523,7750,24450,7464,10779,1226,60191,11272,6191,39635,17443,21162,2844,98543,523,264,2277,1086,1765,176,6081,709,408,3068,3383,7253,515,15334,1038,326,3402,1938,2816,1773,11292,39842,22148,133330,62403,91301,12654,361672,326,107,1089,599,1293,202,3609,6525,1644,15881,6268,22339,1270,53932,2462,681,8028,5485,18429,1150,36241,1110,323,2662,1214,3168,195,8668,2463,772,10309,8518,39368,1919,63340,1309,358,4397,2600,7351,530,16541,3198,784,12813,7886,18646,1885,45202,1787,400,8737,7059,12745,1359,32090,2313,617,6904,5936,11131,1203,28107,717,282,2651,1180,1598,175,6599,2339,1009,8126,4403,3514,593,19985,717,273,3424,2695,3739,521,11370,13281,3538,35053,9194,9146,1586,71789,1639,560,5724,3914,7717,863,20425,6224,3329,16647,9189,12613,1323,49323,13752
RA51,1149,105,2153,5,11,83,115,272,44,528,3,11,56,30,54,9,149,8,9,96,153,188,34,498,11,9,87,127,271,44,545,107,75,582,294,511,57,1625,23,35,201,204,504,51,1012,130,111,547,417,724,60,1987,387,736,2296,795,1614,130,5958,540,528,2865,1670,2915,289,8801,16,10,119,88,210,29,471,34,36,193,295,912,55,1518,34,19,202,163,346,207,977,1558,1790,9311,6147,13583,1521,33902,83,51,550,433,1209,191,2513,144,77,652,754,4439,185,6257,150,96,969,688,3314,178,5401,35,16,135,163,903,33,1292,77,50,488,798,5584,248,7234,18,20,144,173,749,40,1147,80,45,655,678,2688,211,4363,87,45,621,623,1912,175,3466,36,30,199,318,1288,113,1993,12,12,102,62,149,12,352,32,26,203,268,251,43,825,21,14,147,228,457,59,927,255,135,1186,571,912,100,3164,28,44,309,293,1044,91,1803,235,181,972,857,1710,116,4074,547
RA52,758,90,1420,12,10,78,95,256,22,476,6,12,28,20,51,0,116,11,15,64,100,154,14,360,5,3,28,81,171,35,328,97,58,407,205,327,28,1133,9,11,77,125,277,32,527,88,81,440,362,565,57,1592,335,550,1973,625,1292,119,4885,442,390,2271,1403,2024,228,6760,16,9,70,66,127,15,303,22,14,97,216,586,36,969,29,20,111,129,253,134,671,1289,1338,7157,4764,9688,1171,25414,107,88,1122,798,2418,343,4882,240,61,671,483,3384,154,4996,46,21,286,251,1416,133,2152,10,4,40,74,445,19,592,24,18,209,442,3245,105,4040,14,14,156,140,889,32,1242,69,39,374,422,1989,173,3067,58,33,380,392,1285,140,2282,41,22,204,293,1287,87,1933,13,12,63,38,111,7,250,20,25,116,157,215,26,556,11,10,52,138,349,45,598,200,87,804,380,609,55,2140,19,13,115,195,590,49,981,184,146,768,782,1455,127,3465,504
RA53,320,62,792,16,10,78,121,207,20,454,4,6,26,9,15,0,65,5,0,36,33,50,12,135,7,7,29,54,112,20,221,36,27,154,61,104,8,380,14,7,86,72,159,37,368,55,58,283,233,310,30,970,187,281,1093,309,564,55,2493,233,223,1031,491,670,95,2746,17,9,40,34,53,11,161,9,10,65,103,248,17,452,23,10,94,43,129,91,386,726,741,4066,2318,4347,635,12834,41,46,631,365,1208,145,2431,111,60,460,466,2917,115,4122,25,6,107,76,502,35,756,19,6,59,60,250,9,398,19,8,125,209,1626,94,2078,8,3,73,70,444,21,630,50,16,243,193,640,88,1229,51,14,313,272,620,93,1358,48,29,230,319,964,70,1657,6,3,41,22,40,4,127,11,9,58,43,65,12,191,9,8,47,76,205,22,370,61,41,279,120,206,16,720,14,14,118,115,378,44,678,101,95,484,459,693,67,1901,254
RA54,211,47,565,3,3,54,39,68,14,170,0,0,3,0,6,0,14,0,0,7,7,16,3,43,0,0,23,21,38,5,87,21,8,56,33,50,3,173,12,4,64,60,130,20,295,38,29,153,123,235,10,579,108,127,584,136,295,64,1317,98,102,426,220,302,54,1193,17,0,32,18,44,12,108,8,10,31,44,85,10,188,9,9,34,23,68,65,204,429,328,2061,1152,2289,389,6652,33,21,215,160,478,68,968,155,54,558,471,2888,149,4282,4,0,35,34,132,7,210,5,0,13,17,114,13,153,29,7,91,111,854,43,1135,3,0,23,18,135,3,191,25,6,136,95,309,54,621,44,8,275,170,486,68,1049,19,9,101,108,287,21,545,7,0,9,5,22,0,46,5,0,12,13,21,3,49,0,0,34,43,80,11,173,45,13,110,65,171,7,409,19,13,103,93,296,26,542,77,49,264,262,503,39,1185,151
RA55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,9,9,0,23,0,0,7,0,14,5,27,4,0,8,11,36,3,57,0,0,0,0,3,0,4,0,0,0,0,8,0,5,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,12,3,9,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0
RA59,33,0,84,0,0,12,5,6,3,26,0,0,4,0,0,0,7,0,0,4,0,3,0,10,0,0,0,4,0,0,4,6,3,16,8,0,0,39,3,0,6,8,17,0,23,0,0,13,0,8,0,25,13,4,14,5,4,0,46,0,14,39,15,27,7,101,0,0,3,0,0,0,9,0,0,0,0,11,0,15,0,0,6,0,7,7,22,48,26,182,95,159,25,532,5,0,21,16,22,0,66,11,0,19,19,80,9,136,0,0,10,7,24,0,41,0,0,3,0,8,0,13,0,0,9,6,77,0,94,3,0,4,7,0,0,16,4,0,7,14,24,0,51,13,0,40,31,60,0,148,0,0,10,8,30,3,60,0,0,3,0,3,0,9,4,0,3,3,11,0,17,0,0,0,0,0,0,6,10,7,46,9,12,0,78,3,0,16,5,27,3,49,5,4,23,8,15,6,49,11
