RA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
RA50,29097,94293,77460,377493,4424,582767,589,2809,1779,32587,692,38461,102029,2273,4290,2988,526,112103,9503,2712,1457,7731,146,21553,21178,5811,3928,10566,194,41677,300419,84608,67602,314366,5682,772679,34541,546,2724,601,138,38547,9730,1114,953,2517,72,14390,24056,5308,4394,24982,384,59126,6023,2048,1074,5272,75,14492,3102,552,367,857,30,4911,67366,2300,1640,1744,197,73256,70415,15444,11360,86138,1058,184414,46116,15110,7369,46036,642,115283,7540,117,410,118,16,8201,1914,440,251,531,11,3153,6429,1106,699,2291,60,10593,1982,705,383,1376,30,4477,18740,2556,1672,790,193,23942,13227,5115,3070,1490,115,23015,11956,1899,1565,4197,106,19734,4497,370,621,768,43,6295,2301,316,105,58,20,2800,70990,17669,13671,77828,963,181122,6454,572,362,655,40,8076,23810,2240,1946,594,101,28682,7756,643,568,1775,56,10803,5502,483,316,367,24,6688,20674,515,942,412,74,22617,11810,2053,1440,4236,66,19608,251239,19472,19373,21043,1982,313112,12294,1020,843,5336,92231,111731,977545,167217,132728,703481,106702,2087667
RA51,1913,10694,8866,66488,925,88882,35,409,205,5705,108,6466,1411,75,128,189,12,1813,289,136,92,467,17,995,2437,773,482,1402,36,5134,28533,10493,8562,56525,1119,105240,2307,28,225,59,14,2633,776,111,110,365,5,1368,2552,681,579,4126,67,7997,215,119,40,405,9,792,177,59,30,104,3,370,1154,106,62,152,5,1480,5328,1749,1321,13243,193,21845,3224,1349,618,6369,99,11659,246,4,45,7,0,303,80,25,14,16,0,134,64,28,16,118,5,232,143,55,35,126,4,361,1633,327,236,97,27,2322,1355,701,370,216,32,2674,924,232,193,577,18,1944,266,33,48,111,4,464,106,10,10,5,0,132,6218,2137,1712,12772,177,23018,145,26,17,38,0,226,1726,200,169,63,5,2169,396,58,43,272,3,775,103,18,16,16,3,159,297,17,35,13,9,367,1013,237,146,619,16,2035,8199,1421,1367,2165,136,13281,478,122,121,1067,17075,18867,57521,18782,14867,120870,19412,231450
RA52,1408,7330,6404,54680,876,70693,31,475,219,8743,227,9696,990,45,91,219,12,1355,253,114,50,438,7,871,1848,552,325,1148,23,3892,17375,6966,5866,45324,962,76480,2609,35,267,60,23,2991,453,69,60,225,0,798,1773,444,478,3708,66,6467,153,66,37,192,0,451,138,33,16,54,6,250,1180,68,57,107,10,1419,3081,1186,860,10678,141,15956,1585,744,343,3632,61,6366,84,4,9,3,0,99,29,6,6,25,0,63,176,37,19,126,0,358,86,47,15,71,4,216,1853,256,233,90,41,2472,1055,466,309,169,15,2015,588,128,91,440,5,1254,149,16,26,52,3,245,166,20,3,11,5,207,4172,1429,1194,10177,151,17125,96,6,5,30,0,140,1229,117,90,63,6,1497,282,29,20,161,3,499,84,12,17,11,0,123,324,9,19,6,4,364,615,168,122,488,3,1406,7519,1019,1068,2178,144,11923,486,114,79,1023,16243,17947,41003,12871,10503,101430,18432,184237
RA53,620,3011,2986,23969,296,30882,29,420,207,8544,211,9406,632,40,54,203,12,938,97,47,25,183,7,359,556,211,154,399,18,1340,6284,2668,2396,18337,341,30037,1532,23,150,61,12,1773,255,18,26,121,0,420,756,226,237,1799,26,3043,70,25,24,112,0,227,51,19,14,19,0,101,719,42,21,49,0,824,1464,461,405,4525,54,6912,519,295,132,1485,16,2447,52,0,9,0,0,66,20,0,3,12,0,34,45,12,7,19,0,82,26,31,14,46,0,115,986,142,117,74,19,1336,623,239,160,84,6,1109,160,47,46,148,8,406,63,5,12,39,0,119,86,7,8,10,0,107,1722,609,533,4353,52,7269,39,10,4,11,0,61,470,56,82,22,0,634,206,16,16,60,0,295,69,6,10,9,0,91,113,0,15,0,3,134,192,47,49,180,0,463,3770,586,632,1754,73,6809,273,60,39,486,11609,12455,17518,5415,4889,47074,12534,87426
RA54,352,1377,1431,10836,239,14241,24,272,110,15931,343,16681,438,20,33,75,7,571,135,40,26,97,3,303,309,91,66,220,3,699,3759,1213,1191,7961,265,14389,682,9,70,19,3,785,195,14,11,47,3,272,465,88,100,785,21,1456,37,23,12,59,3,135,39,9,0,15,0,61,300,20,8,29,3,353,916,248,196,2281,45,3686,395,132,84,693,19,1313,46,0,4,0,0,52,26,0,0,5,0,36,28,14,5,10,0,53,25,10,5,24,0,68,733,60,45,47,14,895,326,82,79,33,8,534,96,17,18,75,0,203,42,9,8,22,0,75,79,9,3,3,0,93,1013,290,257,1923,31,3512,45,5,3,10,0,68,218,34,20,3,0,272,145,10,4,39,4,192,31,0,3,3,0,42,172,3,12,5,0,200,137,25,18,87,0,267,2601,290,299,747,71,4010,161,17,33,306,11125,11650,10969,2554,2367,32782,11994,60672
RA55,9,8,4,59,3,76,0,0,0,7,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,49,11,4,50,0,116,16,0,0,0,0,13,4,0,0,0,0,4,8,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,36,7,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,7,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,4,0,44,12,0,0,0,218,228,169,17,10,115,221,514
RA59,38,167,166,1347,24,1746,6,8,6,354,25,402,51,0,0,8,0,67,13,3,0,8,0,28,52,12,9,13,0,89,602,174,149,916,17,1856,34,0,9,0,0,34,44,0,0,5,0,52,104,17,7,95,4,227,7,7,0,4,0,18,7,0,0,3,0,14,23,0,0,0,0,29,146,32,16,278,6,481,79,19,10,60,3,175,8,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,11,44,8,5,0,0,56,50,8,9,6,4,73,20,3,0,11,0,37,12,0,0,0,0,8,4,0,0,0,0,4,141,29,34,255,0,463,0,0,0,0,0,5,34,3,9,0,0,52,25,0,0,0,0,32,9,0,0,0,0,9,14,0,0,0,0,14,17,0,5,7,0,31,314,29,24,68,16,450,19,6,0,32,3432,3489,1481,314,268,2478,3512,8055
